state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
OR,2,49,12,5,50,8,9,61,6897,63,5380,63,204,61,18,63,65,61,3,61,6,61,557,63,31,61,17,63,192,61,138,63,12,61,4,61,730,63,0.780049296795708,63,5380,6897,0.038570618264322,61,204,5289,0.030262572318647,61,204,6741,0.043971631205674,61,31,705,0.763013698630137,63,557,730,2022/04/10,,0,62,1,58,1,58,2,58,3,58,3,58,1,58,6,59,1,63,0,60,4,56,5,56,3,56,10,56,19,57,15,56,9,56,0,61,1,46,628,101,786,57,0,97,0,61,2,61,0,39,0,39,5,0,39,61
PA,8,97,120,35,184,6,11,219,30970,225,25151,225,659,219,64,225,378,219,5,219,24,219,2536,225,58,219,51,225,611,219,380,225,48,219,18,219,3480,225,0.812108492089118,225,25151,30970,0.026452053144944,219,659,24913,0.021529615472573,219,659,30609,0.017185185185185,219,58,3375,0.728735632183908,225,2536,3480,2022/04/10,,1,223,6,212,2,213,3,212,4,212,9,213,17,212,21,211,1,223,3,214,28,206,22,206,29,206,54,208,75,207,79,206,75,206,13,218,7,194,5428,9,3593,27,0,10,20,218,29,218,0,60,0,60,129,1,60,218
PR,0,10,56,10,45,11,0,64,9354,66,5988,66,104,65,7,66,11,64,9,65,2,64,462,66,5,65,4,66,79,65,62,66,25,65,21,65,666,66,0.640153944836434,66,5988,9354,0.017747440273038,65,104,5860,0.011351233355163,65,104,9162,0.007849293563579,65,5,637,0.693693693693694,66,462,666,2022/04/10,,0,66,1,66,1,66,0,66,0,66,0,66,3,66,2,66,0,66,0,64,2,64,2,64,0,64,1,64,1,64,2,64,3,63,0,64,0,8,531,10,116,0,0,0,2,65,11,65,0,7,0,7,52,0,7,65
RI,1,1,12,4,8,2,1,13,2023,14,1816,14,58,13,2,14,10,13,0,13,0,13,118,14,6,13,4,14,58,13,46,14,0,13,0,13,137,14,0.897676717745922,14,1816,2023,0.031938325991189,13,58,1816,0.02867029164607,13,58,2023,0.043795620437956,13,6,137,0.861313868613139,14,118,137,2022/04/10,,0,14,1,14,0,14,0,14,0,14,0,14,0,14,1,14,0,14,0,13,0,13,0,13,2,13,2,13,4,13,1,13,1,13,0,13,0,2,7,0,0,0,0,0,0,12,1,12,0,2,0,2,10,0,2,12
SC,21,60,5,24,57,5,7,84,11668,86,8723,86,91,84,12,86,18,84,0,83,0,83,866,86,16,84,10,86,89,84,74,86,2,84,1,84,1296,86,0.747600274254371,86,8723,11668,0.010560519902518,84,91,8617,0.007919241145244,84,91,11491,0.012749003984064,84,16,1255,0.66820987654321,86,866,1296,2022/04/10,,0,85,0,78,1,78,2,78,1,78,2,78,4,78,2,78,0,81,0,83,0,77,0,76,2,77,4,77,3,77,2,77,7,76,0,79,1,58,1609,1595,1751,0,0,0,5,84,7,84,0,50,0,50,34,0,50,84
SD,0,55,10,2,53,10,4,62,2427,65,1476,65,38,62,3,65,5,62,0,62,0,62,131,65,3,62,1,65,38,62,21,65,0,62,0,62,244,65,0.608158220024722,65,1476,2427,0.026352288488211,62,38,1442,0.016094875052944,62,38,2361,0.012765957446809,62,3,235,0.536885245901639,65,131,244,2022/04/10,,0,64,1,46,0,45,0,44,0,45,0,45,1,45,1,45,0,65,0,61,1,43,1,42,0,41,0,42,1,42,2,42,0,42,0,62,0,8,484,2,1131,30,0,74,0,62,2,62,0,6,0,6,4,1,6,62
TN,3,61,75,23,50,66,3,136,19622,139,13899,139,205,136,19,139,26,136,0,136,1,136,1551,139,37,136,33,139,202,136,158,139,3,136,2,136,2178,139,0.708337580267047,139,13899,19622,0.015042559436454,136,205,13628,0.010620110863596,136,205,19303,0.017652671755725,136,37,2096,0.712121212121212,139,1551,2178,2022/04/10,,0,139,0,138,1,138,0,137,2,137,5,137,4,137,4,137,3,139,0,136,2,135,0,135,2,134,3,134,6,134,2,134,10,134,1,136,1,60,51,0,362,56,0,0,2,136,10,136,0,60,0,60,53,2,60,136
TX,5,93,495,8,90,495,83,593,64687,593,49005,593,1176,593,112,593,238,593,10,593,71,593,5153,593,219,593,176,593,1076,593,749,593,100,593,42,593,5934,593,0.757571073013125,593,49005,64687,0.023997551270279,593,1176,49005,0.018179850665512,593,1176,64687,0.03690596562184,593,219,5934,0.868385574654533,593,5153,5934,2022/04/10,,2,592,14,590,8,590,11,589,19,590,22,590,16,590,16,590,4,593,4,592,22,590,26,590,20,590,26,590,52,590,55,590,30,590,3,593,9,589,346,0,114,0,0,0,28,593,54,593,0,103,0,103,201,1,103,593
UT,0,49,9,2,47,9,0,57,5770,58,4284,58,68,57,10,58,1,57,1,57,0,57,335,58,10,57,10,58,59,57,51,58,9,57,0,57,439,58,0.742461005199307,58,4284,5770,0.016060462919225,57,68,4234,0.011934011934012,57,68,5698,0.023310023310023,57,10,429,0.763097949886105,58,335,439,2022/04/10,,0,58,2,55,2,54,1,55,3,55,0,55,0,55,2,55,0,58,0,57,0,54,0,54,0,54,0,54,0,54,1,54,0,54,0,57,0,45,339,0,165,0,0,0,0,57,1,57,0,43,0,43,46,1,43,57
VA,10,74,23,18,69,20,27,104,17951,107,13154,107,260,104,24,107,135,104,0,104,3,104,1285,107,39,104,30,107,249,104,169,107,11,104,7,104,1890,107,0.732772547490391,107,13154,17951,0.019995385680228,104,260,13003,0.014656144306652,104,260,17740,0.021115322144017,104,39,1847,0.67989417989418,107,1285,1890,2022/04/10,,1,105,0,101,2,102,0,101,3,102,2,101,8,101,8,101,0,107,0,102,8,99,13,98,14,98,9,99,28,99,30,99,33,99,0,104,6,69,1132,1781,425,96,0,133,0,104,10,104,0,69,0,69,41,1,69,104
