state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-01-15,"69,962","69,952","69,972",79.13,79.10,79.16,"88,414","88,403","88,425"
CW,2021-01-16,"69,055","69,024","69,086",78.30,78.17,78.42,"88,194","88,145","88,242"
CW,2021-01-17,"67,909","67,891","67,928",77.12,77.06,77.19,"88,052","88,032","88,071"
CW,2021-01-18,"67,880","67,869","67,891",77.08,77.04,77.12,"88,064","88,053","88,076"
CW,2021-01-19,"69,114","69,100","69,128",78.45,78.41,78.49,"88,097","88,087","88,107"
CW,2021-01-20,"69,827","69,784","69,870",79.14,79.01,79.27,"88,234","88,200","88,268"
CW,2021-01-21,"69,444","69,414","69,473",78.81,78.72,78.90,"88,114","88,091","88,136"
CW,2021-01-22,"69,369","69,356","69,382",78.79,78.75,78.84,"88,040","88,025","88,054"
CW,2021-01-23,"68,277","68,260","68,294",77.82,77.77,77.88,"87,734","87,716","87,751"
CW,2021-01-24,"66,610","66,596","66,623",76.28,76.25,76.32,"87,317","87,310","87,325"
CW,2021-01-25,"66,689","66,664","66,714",76.19,76.13,76.26,"87,527","87,524","87,530"
CW,2021-01-26,"68,484","68,479","68,489",77.89,77.87,77.91,"87,924","87,919","87,930"
CW,2021-01-27,"68,581","68,555","68,607",78.13,78.02,78.24,"87,778","87,735","87,821"
CW,2021-01-28,"68,144","68,136","68,153",77.63,77.60,77.65,"87,786","87,777","87,795"
CW,2021-01-29,"67,842","67,825","67,858",77.29,77.24,77.34,"87,772","87,759","87,785"
CW,2021-01-30,"66,190","66,159","66,222",75.97,75.86,76.07,"87,128","87,097","87,160"
CW,2021-01-31,"65,025","64,992","65,058",74.99,74.87,75.11,"86,707","86,667","86,747"
CW,2021-02-01,"64,718","64,659","64,778",74.59,74.43,74.75,"86,768","86,750","86,786"
CW,2021-02-02,"66,185","66,132","66,238",76.07,75.93,76.21,"87,001","86,997","87,005"
CW,2021-02-03,"66,260","66,209","66,312",76.30,76.13,76.47,"86,841","86,789","86,893"
CW,2021-02-04,"66,006","65,982","66,029",75.99,75.91,76.06,"86,864","86,845","86,883"
CW,2021-02-05,"65,804","65,794","65,815",75.85,75.81,75.88,"86,762","86,751","86,772"
CW,2021-02-06,"64,652","64,642","64,661",74.94,74.91,74.97,"86,270","86,261","86,279"
CW,2021-02-07,"63,082","63,072","63,091",73.36,73.31,73.40,"85,994","85,977","86,010"
CW,2021-02-08,"62,852","62,836","62,868",73.09,73.03,73.14,"85,994","85,978","86,010"
CW,2021-02-09,"64,720","64,662","64,777",74.84,74.63,75.04,"86,481","86,411","86,551"
CW,2021-02-10,"65,201","65,138","65,265",75.46,75.22,75.69,"86,410","86,329","86,491"
CW,2021-02-11,"64,603","64,579","64,628",74.98,74.89,75.06,"86,164","86,134","86,194"
CW,2021-02-12,"64,242","64,057","64,427",74.24,73.60,74.88,"86,528","86,325","86,731"
CW,2021-02-13,"63,157","62,809","63,505",73.19,71.95,74.43,"86,288","85,882","86,693"
CW,2021-02-14,"61,611","61,130","62,092",71.80,70.05,73.54,"85,814","85,240","86,388"
AK,2021-01-15,79,79,79,62.70,62.70,62.70,126,126,126
AL,2021-01-15,"1,566","1,566","1,566",94.62,94.62,94.62,"1,655","1,655","1,655"
AR,2021-01-15,841,841,841,79.64,79.64,79.64,"1,056","1,056","1,056"
AZ,2021-01-15,"1,761","1,761","1,761",75.42,75.42,75.42,"2,335","2,335","2,335"
