state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-01-18,"67,829","67,817","67,841",77.06,77.02,77.09,"88,024","87,791","88,257"
CW,2021-01-19,"69,089","69,073","69,105",78.44,78.39,78.49,"88,078","87,845","88,311"
CW,2021-01-20,"69,802","69,751","69,853",79.13,78.97,79.28,"88,215","87,979","88,451"
CW,2021-01-21,"69,419","69,384","69,454",78.81,78.70,78.91,"88,088","87,855","88,322"
CW,2021-01-22,"69,344","69,329","69,359",78.79,78.74,78.84,"88,014","87,781","88,248"
CW,2021-01-23,"68,248","68,228","68,268",77.81,77.74,77.88,"87,709","87,475","87,942"
CW,2021-01-24,"66,585","66,569","66,600",76.28,76.23,76.32,"87,292","87,059","87,525"
CW,2021-01-25,"66,664","66,635","66,693",76.19,76.11,76.26,"87,502","87,292","87,712"
CW,2021-01-26,"68,460","68,454","68,466",77.88,77.87,77.90,"87,899","87,689","88,110"
CW,2021-01-27,"68,556","68,529","68,583",78.12,78.00,78.25,"87,753","87,537","87,969"
CW,2021-01-28,"68,120","68,109","68,130",77.62,77.59,77.65,"87,761","87,554","87,968"
CW,2021-01-29,"67,830","67,810","67,851",77.29,77.23,77.35,"87,762","87,554","87,970"
CW,2021-01-30,"66,165","66,129","66,201",75.96,75.84,76.08,"87,103","86,902","87,304"
CW,2021-01-31,"65,000","64,960","65,039",74.99,74.84,75.13,"86,682","86,490","86,874"
CW,2021-02-01,"64,693","64,624","64,763",74.58,74.39,74.77,"86,743","86,558","86,928"
CW,2021-02-02,"66,160","66,098","66,222",76.07,75.90,76.23,"86,976","86,792","87,160"
CW,2021-02-03,"66,236","66,175","66,296",76.29,76.09,76.49,"86,816","86,622","87,010"
CW,2021-02-04,"65,980","65,952","66,007",75.98,75.89,76.06,"86,839","86,662","87,016"
CW,2021-02-05,"65,778","65,767","65,790",75.84,75.80,75.88,"86,736","86,566","86,907"
CW,2021-02-06,"64,626","64,616","64,637",74.94,74.91,74.97,"86,239","86,074","86,404"
CW,2021-02-07,"63,060","63,054","63,067",73.17,72.84,73.49,"86,188","86,023","86,352"
CW,2021-02-08,"62,827","62,808","62,846",72.90,72.57,73.22,"86,188","86,027","86,349"
CW,2021-02-09,"64,696","64,685","64,708",74.65,74.32,74.97,"86,672","86,508","86,836"
CW,2021-02-10,"65,180","65,155","65,206",75.26,74.95,75.57,"86,607","86,454","86,760"
CW,2021-02-11,"64,616","64,594","64,637",74.78,74.49,75.07,"86,404","86,261","86,547"
CW,2021-02-12,"64,182","64,165","64,198",74.33,74.07,74.60,"86,342","86,211","86,474"
CW,2021-02-13,"62,951","62,895","63,007",73.23,72.94,73.52,"85,964","85,838","86,090"
CW,2021-02-14,"61,191","60,981","61,401",71.25,70.51,71.98,"85,887","85,656","86,119"
CW,2021-02-15,"60,970","60,929","61,011",71.46,71.19,71.73,"85,322","85,197","85,447"
CW,2021-02-16,"62,316","62,152","62,480",72.73,72.07,73.40,"85,676","85,428","85,923"
CW,2021-02-17,"62,797","62,447","63,147",73.00,71.70,74.30,"86,022","85,576","86,468"
AK,2021-01-18,76,76,76,60.32,60.32,60.32,126,126,126
AL,2021-01-18,"1,571","1,563","1,579",96.44,95.27,97.61,"1,629","1,624","1,634"
AR,2021-01-18,811,811,811,76.15,76.15,76.15,"1,065","1,065","1,065"
AZ,2021-01-18,"1,701","1,701","1,701",73.45,73.45,73.45,"2,316","2,316","2,316"
CA,2021-01-18,"7,850","7,850","7,850",90.22,90.22,90.22,"8,701","8,701","8,701"
CT,2021-01-18,633,633,633,59.89,59.89,59.89,"1,057","1,057","1,057"
DC,2021-01-18,260,260,260,84.42,84.42,84.42,308,308,308
DE,2021-01-18,161,161,161,84.74,84.74,84.74,190,190,190
FL,2021-01-18,"5,218","5,218","5,218",81.54,81.54,81.54,"6,399","6,399","6,399"
GA,2021-01-18,"2,572","2,572","2,572",92.75,92.75,92.75,"2,773","2,769","2,777"
ID,2021-01-18,195,195,195,65.88,65.88,65.88,296,296,296
IN,2021-01-18,"1,500","1,500","1,500",70.00,70.00,70.00,"2,143","2,143","2,143"
KS,2021-01-18,597,597,597,75.28,75.28,75.28,793,793,793
LA,2021-01-18,"1,432","1,432","1,432",78.42,78.42,78.42,"1,826","1,826","1,826"
MA,2021-01-18,"1,160","1,160","1,160",78.80,78.80,78.80,"1,472","1,472","1,472"
MD,2021-01-18,"1,024","1,024","1,024",77.11,77.11,77.11,"1,328","1,328","1,328"
ME,2021-01-18,235,235,235,71.43,71.43,71.43,329,329,329
MI,2021-01-18,"1,880","1,880","1,880",72.56,72.56,72.56,"2,591","2,591","2,591"
AK,2021-01-19,79,79,79,62.70,62.70,62.70,126,126,126
AL,2021-01-19,"1,540","1,540","1,540",94.77,94.77,94.77,"1,625","1,625","1,625"
AR,2021-01-19,811,811,811,77.31,77.31,77.31,"1,049","1,049","1,049"
AZ,2021-01-19,"1,681","1,681","1,681",73.25,73.25,73.25,"2,295","2,295","2,295"
CA,2021-01-19,"7,841","7,828","7,854",90.50,90.18,90.82,"8,664","8,664","8,664"
CT,2021-01-19,641,641,641,60.82,60.82,60.82,"1,054","1,054","1,054"
DC,2021-01-19,269,269,269,82.26,82.26,82.26,327,327,327
DE,2021-01-19,156,156,156,82.11,82.11,82.11,190,190,190
FL,2021-01-19,"5,373","5,373","5,373",83.64,83.64,83.64,"6,424","6,424","6,424"
GA,2021-01-19,"2,576","2,572","2,579",93.38,92.95,93.82,"2,758","2,753","2,763"
ID,2021-01-19,208,208,208,70.51,70.51,70.51,295,295,295
IN,2021-01-19,"1,561","1,561","1,561",72.81,72.81,72.81,"2,144","2,144","2,144"
KS,2021-01-19,620,620,620,77.69,77.69,77.69,798,798,798
LA,2021-01-19,"1,407","1,407","1,407",77.27,77.27,77.27,"1,821","1,821","1,821"
MA,2021-01-19,"1,185","1,185","1,185",79.48,79.48,79.48,"1,491","1,491","1,491"
MD,2021-01-19,"1,033","1,033","1,033",78.85,78.85,78.85,"1,310","1,310","1,310"
ME,2021-01-19,256,256,256,75.96,75.70,76.23,337,337,337
MI,2021-01-19,"1,987","1,987","1,987",76.22,76.22,76.22,"2,607","2,607","2,607"
AK,2021-01-20,80,80,80,64.52,64.52,64.52,124,124,124
AL,2021-01-20,"1,550","1,526","1,575",95.47,90.96,99.99,"1,624","1,597","1,651"
AR,2021-01-20,814,814,814,77.16,77.16,77.16,"1,055","1,055","1,055"
AZ,2021-01-20,"1,683","1,683","1,683",73.65,73.65,73.65,"2,285","2,285","2,285"
CA,2021-01-20,"7,942","7,937","7,947",91.76,91.64,91.88,"8,655","8,655","8,655"
CT,2021-01-20,646,646,646,61.52,61.52,61.52,"1,050","1,050","1,050"
DC,2021-01-20,269,269,269,81.27,81.27,81.27,331,331,331
DE,2021-01-20,157,157,157,81.77,81.77,81.77,192,192,192
FL,2021-01-20,"5,373","5,373","5,373",83.33,83.33,83.33,"6,448","6,422","6,474"
GA,2021-01-20,"2,588","2,588","2,588",93.33,93.33,93.33,"2,773","2,770","2,776"
ID,2021-01-20,201,201,201,68.14,68.14,68.14,295,295,295
IN,2021-01-20,"1,583","1,582","1,584",73.46,73.46,73.46,"2,155","2,155","2,155"
KS,2021-01-20,625,625,625,78.03,78.03,78.03,801,801,801
LA,2021-01-20,"1,432","1,431","1,432",77.97,77.97,77.97,"1,836","1,836","1,836"
MA,2021-01-20,"1,220","1,220","1,220",82.32,82.32,82.32,"1,482","1,482","1,482"
MD,2021-01-20,"1,112","1,112","1,112",84.56,84.56,84.56,"1,315","1,315","1,315"
ME,2021-01-20,263,263,263,77.81,77.81,77.81,338,338,338
MI,2021-01-20,"2,014","2,014","2,014",77.11,77.11,77.11,"2,612","2,612","2,612"
AK,2021-01-21,80,80,80,64.52,64.52,64.52,124,124,124
AL,2021-01-21,"1,545","1,545","1,545",95.37,95.37,95.37,"1,620","1,620","1,620"
AR,2021-01-21,788,788,788,74.48,74.48,74.48,"1,058","1,058","1,058"
AZ,2021-01-21,"1,697","1,697","1,697",74.04,74.04,74.04,"2,292","2,292","2,292"
CA,2021-01-21,"8,007","7,975","8,039",91.36,90.47,92.25,"8,764","8,744","8,785"
CT,2021-01-21,662,662,662,63.05,63.05,63.05,"1,050","1,050","1,050"
DC,2021-01-21,272,272,272,82.42,82.42,82.42,330,330,330
DE,2021-01-21,166,166,166,86.01,86.01,86.01,193,193,193
FL,2021-01-21,"5,424","5,424","5,424",84.88,84.88,84.88,"6,390","6,390","6,390"
GA,2021-01-21,"2,588","2,588","2,588",93.60,93.60,93.60,"2,765","2,765","2,765"
ID,2021-01-21,202,202,202,68.24,68.24,68.24,296,296,296
IN,2021-01-21,"1,570","1,570","1,570",72.82,72.82,72.82,"2,156","2,156","2,156"
KS,2021-01-21,629,629,629,78.72,78.72,78.72,799,799,799
LA,2021-01-21,"1,456","1,456","1,456",79.22,79.22,79.22,"1,838","1,838","1,838"
MA,2021-01-21,"1,200","1,200","1,200",80.38,80.38,80.38,"1,493","1,493","1,493"
MD,2021-01-21,"1,076","1,076","1,076",81.45,81.45,81.45,"1,321","1,321","1,321"
ME,2021-01-21,251,250,252,75.60,75.60,75.60,332,332,332
MI,2021-01-21,"1,962","1,960","1,963",75.79,75.79,75.79,"2,588","2,588","2,588"
AK,2021-01-22,81,81,81,67.50,67.50,67.50,120,120,120
AL,2021-01-22,"1,552","1,552","1,552",96.82,96.82,96.82,"1,603","1,603","1,603"
AR,2021-01-22,790,788,793,75.29,74.54,76.03,"1,050","1,047","1,053"
