state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
GA,27,128,14,31,123,15,8,166,22691,169,17894,169,1517,166,250,169,145,166,14,166,29,166,2205,169,358,166,309,169,1469,166,1125,169,48,166,17,166,2803,169,0.788594596976775,169,17894,22691,0.085720743628864,166,1517,17697,0.067723214285714,166,1517,22400,0.129992737835875,166,358,2754,0.786657153050303,169,2205,2803,2021/04/12,POINT (-83.426574 32.638481)
HI,3,19,4,3,19,4,1,26,2662,26,1919,26,55,26,2,26,7,26,0,26,1,26,133,26,12,26,10,26,52,26,41,26,3,26,1,26,216,26,0.720886551465064,26,1919,2662,0.028660760812923,26,55,1919,0.020661157024793,26,55,2662,0.055555555555556,26,12,216,0.615740740740741,26,133,216,2021/04/12,POINT (-157.854309 21.361013)
IA,0,43,83,0,43,83,0,124,8073,126,5223,126,252,124,56,126,12,124,1,124,1,124,450,126,50,124,50,126,245,124,229,126,7,124,5,124,673,126,0.646971386101821,126,5223,8073,0.048837209302326,124,252,5160,0.031594784353059,124,252,7976,0.076452599388379,124,50,654,0.668647845468053,126,450,673,2021/04/12,POINT (-93.500061 42.074659)
PA,18,204,6,23,199,6,26,222,31930,228,26283,228,3005,222,364,228,421,222,8,221,31,221,2912,228,591,222,571,228,2942,222,2646,228,63,221,42,221,3725,228,0.823144378327592,228,26283,31930,0.115443718786016,222,3005,26030,0.095251679979713,222,3005,31548,0.163259668508287,222,591,3620,0.781744966442953,228,2912,3725,2021/04/12,POINT (-77.838886 40.896694)
PR,1,18,49,1,18,49,10,67,9050,68,5835,68,470,67,246,68,824,67,5,67,16,67,495,68,74,67,52,68,427,67,383,68,43,67,23,67,694,68,0.64475138121547,68,5835,9050,0.082196572228052,67,470,5718,0.052987598647125,67,470,8870,0.111613876319759,67,74,663,0.713256484149856,68,495,694,2021/04/12,POINT (-66.414655 18.215692)
RI,4,8,2,4,8,2,6,13,2548,14,2339,14,177,13,12,14,0,13,0,13,0,13,137,14,30,13,32,14,176,13,138,14,1,13,1,13,173,14,0.917974882260596,14,2339,2548,0.077258838934963,13,177,2291,0.071630918656414,13,177,2471,0.194805194805195,13,30,154,0.791907514450867,14,137,173,2021/04/12,POINT (-71.534637 41.572574)
SC,20,65,2,20,65,2,1,85,11537,87,9090,87,522,85,60,87,40,85,0,85,2,85,984,87,135,85,132,87,521,85,486,87,1,85,0,85,1340,87,0.787899800641415,87,9090,11537,0.058206958073149,85,522,8968,0.045902215969047,85,522,11372,0.103926096997691,85,135,1299,0.734328358208955,87,984,1340,2021/04/12,POINT (-80.864614 33.878572)
SD,1,61,3,1,61,3,18,62,2817,65,1713,65,96,62,8,65,15,62,0,62,1,62,127,65,20,62,18,65,94,62,67,65,2,62,1,62,236,65,0.608093716719915,65,1713,2817,0.057142857142857,62,96,1680,0.034909090909091,62,96,2750,0.088888888888889,62,20,225,0.538135593220339,65,127,236,2021/04/12,POINT (-100.230491 44.43614)
TN,10,90,43,29,71,43,18,100,20224,143,13230,128,885,100,132,100,77,100,0,100,5,100,1730,140,251,100,230,100,878,100,770,100,7,100,5,100,2384,143,0.694925937598487,128,13230,19038,0.072451903397462,100,885,12215,0.05140268339432,100,885,17217,0.112153708668454,100,251,2238,0.743446497636442,140,1730,2327,2021/04/12,POINT (-86.343226 35.842998)
TX,98,483,13,113,468,13,68,589,69374,594,50448,594,3417,589,412,594,528,589,16,589,49,589,5785,594,949,589,879,594,3340,589,2824,594,77,589,53,589,7321,594,0.727188860379969,594,50448,69374,0.068574524875073,589,3417,49829,0.04979742924597,589,3417,68618,0.132838745800672,589,949,7144,0.790192596639803,594,5785,7321,2021/04/12,POINT (-99.317341 31.447238)
UT,1,57,1,0,58,1,1,58,6199,59,3806,59,147,58,24,59,9,58,0,58,0,58,391,59,58,58,56,59,143,58,137,59,4,58,0,58,632,59,0.61396999516051,59,3806,6199,0.039179104477612,58,147,3752,0.023996082272282,58,147,6126,0.094462540716612,58,58,614,0.618670886075949,59,391,632,2021/04/12,POINT (-111.678222 39.323779)
VA,14,82,9,22,74,9,27,102,18025,105,13428,105,1073,102,110,105,183,102,2,102,15,102,1380,105,235,102,227,105,1059,102,872,105,14,102,7,102,1969,105,0.7449653259362,105,13428,18025,0.080822536908707,102,1073,13276,0.060443893645786,102,1073,17752,0.123814541622761,102,235,1898,0.700863382427628,105,1380,1969,2021/04/12,POINT (-78.666382 37.510861)
VI,2,0,0,2,0,0,0,2,168,2,81,2,3,2,0,2,0,2,0,2,0,2,5,2,3,2,3,2,3,2,3,2,0,2,0,2,20,2,0.482142857142857,2,81,168,0.037037037037037,2,3,81,0.017857142857143,2,3,168,0.15,2,3,20,0.25,2,5,20,2021/04/12,POINT (-64.840836 18.060868)
VT,1,15,1,1,15,1,0,16,1310,17,857,17,27,16,3,17,6,16,0,16,0,16,65,17,4,16,5,17,27,16,27,17,0,16,0,16,102,17,0.654198473282443,17,857,1310,0.032530120481928,16,27,830,0.021377672209026,16,27,1263,0.042105263157895,16,4,95,0.637254901960784,17,65,102,2021/04/12,POINT (-72.662695 44.075252)
WA,8,94,2,8,94,2,11,102,13382,104,9888,104,671,102,78,104,170,102,0,102,13,102,920,104,145,102,121,104,651,102,433,104,20,102,3,102,1331,104,0.738903004035271,104,9888,13382,0.068504338948443,102,671,9795,0.050641509433962,102,671,13250,0.111452728670254,102,145,1301,0.691209616829452,104,920,1331,2021/04/12,POINT (-120.592492 47.411715)
WI,10,116,23,13,113,23,0,146,13421,149,8883,149,361,146,107,149,46,146,2,146,6,146,907,149,97,146,102,149,356,146,342,149,5,146,2,146,1604,149,0.661873183816407,149,8883,13421,0.041527665938111,146,361,8693,0.027427442637897,146,361,13162,0.0625,146,97,1552,0.565461346633416,149,907,1604,2021/04/12,POINT (-89.732969 44.639954)
MS,10,95,2,12,93,2,0,105,8703,107,5554,107,241,105,20,107,24,105,1,105,8,105,602,107,69,105,57,107,230,105,173,107,11,105,4,105,843,107,0.638170745719867,107,5554,8703,0.043762484111131,105,241,5507,0.0279258400927,105,241,8630,0.083839611178615,105,69,823,0.7141162514828,107,602,843,2021/04/12,POINT (-89.65344 32.713378)
MT,5,61,1,6,60,1,3,66,3189,67,2049,67,47,66,9,67,26,66,1,66,1,66,130,67,8,66,8,67,46,66,45,67,1,66,1,66,226,67,0.642521166509878,67,2049,3189,0.023107177974435,66,47,2034,0.014873417721519,66,47,3160,0.036363636363636,66,8,220,0.575221238938053,67,130,226,2021/04/12,POINT (-109.645127 47.033521)
NC,2,126,4,6,122,4,23,128,24302,132,18692,132,1137,128,126,132,114,128,4,128,5,128,1944,132,294,128,274,132,1107,128,1008,132,30,128,20,128,2480,132,0.769154802073903,132,18692,24302,0.061399719192137,128,1137,18518,0.047331612688369,128,1137,24022,0.121437422552664,128,294,2421,0.783870967741935,132,1944,2480,2021/04/12,POINT (-79.130883 35.52603)
ND,11,37,1,11,37,1,33,48,2402,49,1728,49,105,48,16,49,12,48,0,48,1,48,122,49,14,48,14,49,102,48,74,49,3,48,0,48,207,49,0.71940049958368,49,1728,2402,0.061547479484174,48,105,1706,0.044191919191919,48,105,2376,0.068965517241379,48,14,203,0.589371980676328,49,122,207,2021/04/12,POINT (-100.46931 47.446305)
NE,8,92,1,15,85,1,2,100,4387,101,2955,101,182,100,20,101,10,100,0,100,0,100,366,101,51,100,48,101,180,100,157,101,2,100,2,100,565,101,0.673581034875769,101,2955,4387,0.06254295532646,100,182,2910,0.042246982358403,100,182,4308,0.092727272727273,100,51,550,0.647787610619469,101,366,565,2021/04/12,POINT (-99.810595 41.527099)
NH,4,25,1,5,24,1,1,30,3131,30,2367,30,139,30,20,30,21,30,0,30,2,30,177,30,33,30,31,30,138,30,125,30,1,30,1,30,282,30,0.755988502076014,30,2367,3131,0.058724123362907,30,139,2367,0.044394762056851,30,139,3131,0.117021276595745,30,33,282,0.627659574468085,30,177,282,2021/04/12,POINT (-71.57139 43.680429)
NJ,9,78,9,10,77,9,79,95,24588,96,18016,96,2201,95,229,96,146,95,4,95,4,95,1487,96,388,95,382,96,2167,95,2011,96,34,95,8,95,3074,96,0.732715145599479,96,18016,24588,0.122488730591574,95,2201,17969,0.089785428734601,95,2201,24514,0.126880313930674,95,388,3058,0.483734547820429,96,1487,3074,2021/04/12,POINT (-74.655514 40.110253)
NM,15,38,1,17,36,1,2,53,4342,54,3066,54,136,53,15,54,7,53,1,53,5,53,336,54,24,53,24,54,128,53,119,54,8,53,3,53,434,54,0.706126209120221,54,3066,4342,0.045378712045379,53,136,2997,0.032090608777725,53,136,4238,0.058252427184466,53,24,412,0.774193548387097,54,336,434,2021/04/12,POINT (-106.108388 34.421369)
NV,0,19,43,1,18,43,29,60,8629,62,6316,62,382,60,33,62,74,60,1,60,6,60,618,62,92,60,69,62,370,60,284,62,12,60,5,60,858,62,0.731950399814579,62,6316,8629,0.061642730353397,60,382,6197,0.045148327620849,60,382,8461,0.11514392991239,60,92,799,0.72027972027972,62,618,858,2021/04/12,POINT (-114.916992 39.283294)
NY,5,194,9,4,195,9,189,199,53081,208,40298,208,4604,199,508,208,191,199,9,199,32,199,3799,208,964,199,904,208,4527,199,4037,208,77,199,34,199,5551,208,0.759179367381926,208,40298,53081,0.115123024604921,199,4604,39992,0.087762104460541,199,4604,52460,0.177663103575378,199,964,5426,0.684381192577914,208,3799,5551,2021/04/12,POINT (-75.59655 42.921241)
OH,10,211,11,17,204,11,23,229,32648,232,23986,232,1816,229,216,232,223,229,5,229,82,229,2885,232,397,229,364,232,1714,229,1295,232,102,229,24,229,4141,232,0.73468512619456,232,23986,32648,0.076328177538668,229,1816,23792,0.056073612054591,229,1816,32386,0.09718482252142,229,397,4085,0.69669162038155,232,2885,4141,2021/04/12,POINT (-82.70936 40.415534)
OK,29,109,13,30,108,13,5,149,10721,151,7471,151,293,149,35,151,68,149,0,149,6,149,787,151,66,149,60,151,265,149,220,151,28,149,25,149,990,151,0.696856636507788,151,7471,10721,0.039945466939332,149,293,7335,0.027756726032588,149,293,10556,0.0695468914647,149,66,949,0.794949494949495,151,787,990,2021/04/12,POINT (-97.508297 35.583449)
OR,2,56,7,5,53,7,9,63,7073,65,5232,65,287,63,37,65,45,63,4,63,2,63,559,65,62,63,49,65,280,63,205,65,7,63,6,63,807,65,0.739714406899477,65,5232,7073,0.055847441136408,63,287,5139,0.041527998842425,63,287,6911,0.078780177890724,63,62,787,0.69268897149938,65,559,807,2021/04/12,POINT (-120.605279 43.940449)
ID,4,39,8,4,39,8,3,50,3613,51,2169,51,160,50,16,51,2,50,0,50,1,50,209,51,39,50,37,51,157,50,144,51,3,50,2,50,308,51,0.600332133960698,51,2169,3613,0.074766355140187,50,160,2140,0.044767767207611,50,160,3574,0.130434782608696,50,39,299,0.678571428571429,51,209,308,2021/04/12,POINT (-114.659366 44.389073)
IL,11,169,23,11,169,23,16,198,31617,203,22779,203,2185,198,310,203,320,198,2,198,28,198,2259,203,471,198,446,203,2134,198,1896,203,51,198,29,198,3469,203,0.72046683746086,203,22779,31617,0.097067969791204,198,2185,22510,0.069911051385423,198,2185,31254,0.138325991189427,198,471,3405,0.651196310175843,203,2259,3469,2021/04/12,POINT (-89.148632 40.124144)
IN,13,149,2,12,150,2,0,162,19149,164,12658,164,873,162,95,164,102,162,4,162,14,162,1567,164,221,162,193,164,847,162,649,164,26,162,6,162,2236,164,0.661026685466604,164,12658,19149,0.069522975232938,162,873,12557,0.045937697326879,162,873,19004,0.101051668952904,162,221,2187,0.700805008944544,164,1567,2236,2021/04/12,POINT (-86.2818 39.919991)
KS,11,134,4,14,131,4,1,146,8838,149,5193,149,201,146,35,149,29,146,0,146,0,146,596,149,49,146,45,149,199,146,167,149,2,146,1,146,844,149,0.587576374745418,149,5193,8838,0.039021549213745,146,201,5151,0.022963555352451,146,201,8753,0.059466019417476,146,49,824,0.706161137440758,149,596,844,2021/04/12,POINT (-98.38018 38.484729)
KY,1,36,80,4,111,2,3,115,14167,117,8976,117,449,115,133,117,84,115,0,115,4,115,1115,117,90,115,91,117,437,115,364,117,12,115,4,115,1826,117,0.63358509211548,117,8976,14167,0.050814848347669,115,449,8836,0.032110419795466,115,449,13983,0.050618672665917,115,90,1778,0.610624315443592,117,1115,1826,2021/04/12,POINT (-85.290484 37.526683)
LA,41,176,6,45,172,6,0,217,14201,223,9338,223,311,223,54,218,11,218,3,218,0,218,1145,223,89,223,88,223,305,223,363,223,6,223,2,223,1847,223,0.657559326807971,223,9338,14201,0.033304776183337,223,311,9338,0.021899866206605,223,311,14201,0.048186247969681,223,89,1847,0.619924201407688,223,1145,1847,2021/04/12,POINT (-91.840238 30.921314)
MA,11,89,1,10,90,1,12,100,19214,101,16223,101,622,100,107,101,80,100,8,100,1,100,1069,101,177,100,166,101,605,100,528,101,17,100,12,100,1414,101,0.844332257728739,101,16223,19214,0.03858800173708,100,622,16119,0.032597872228919,100,622,19081,0.127705627705628,100,177,1386,0.756011315417256,101,1069,1414,2021/04/12,POINT (-71.481104 42.151077)
MD,3,57,1,3,57,1,11,60,11994,61,9859,61,1498,60,165,61,292,60,2,60,1,60,1029,61,332,60,302,61,1479,60,1195,61,19,60,10,60,1336,61,0.821994330498583,61,9859,11994,0.152872742116542,60,1498,9799,0.125967036663303,60,1498,11892,0.255384615384615,60,332,1300,0.770209580838323,61,1029,1336,2021/04/12,POINT (-76.687282 38.946466)
ME,3,27,9,1,29,9,0,38,3328,39,2331,39,119,38,6,39,21,38,0,38,0,38,249,39,43,38,40,39,117,38,100,39,2,38,0,38,331,39,0.700420673076923,39,2331,3328,0.051965065502183,38,119,2290,0.036214242239805,38,119,3286,0.133956386292835,38,43,321,0.75226586102719,39,249,331,2021/04/12,POINT (-69.06137 45.117911)
MI,18,143,3,15,146,3,15,161,23460,164,19120,164,4244,161,625,164,83,161,19,161,6,160,2325,164,858,161,848,164,4182,161,4006,164,62,161,50,161,2774,164,0.815004262574595,164,19120,23460,0.223004571488624,161,4244,19031,0.181903904676182,161,4244,23331,0.312454479242535,161,858,2746,0.838139870223504,164,2325,2774,2021/04/12,POINT (-85.730977 44.874798)
MN,16,110,14,16,110,14,12,139,10241,140,8081,140,771,139,105,140,26,139,6,139,4,139,739,140,183,139,174,140,746,139,669,140,25,139,13,139,963,140,0.789083097353774,140,8081,10241,0.096944549226707,139,771,7953,0.076640159045726,139,771,10060,0.197411003236246,139,183,927,0.767393561786085,140,739,963,2021/04/12,POINT (-94.198308 46.349153)
MO,22,97,20,29,90,20,10,135,17088,139,13636,139,780,135,49,139,167,135,1,135,20,135,1447,139,172,135,116,139,734,135,467,139,46,135,9,135,1790,139,0.797986891385768,139,13636,17088,0.058078927773641,135,780,13430,0.046411995715816,135,780,16806,0.099710144927536,135,172,1725,0.808379888268156,139,1447,1790,2021/04/12,POINT (-92.477244 38.3675)
WV,12,47,4,15,44,4,1,59,6217,63,4794,63,274,59,30,63,65,59,0,59,0,59,497,63,65,59,62,63,273,59,249,63,1,59,1,59,661,63,0.771111468553965,63,4794,6217,0.058235919234857,59,274,4705,0.045492279594886,59,274,6023,0.105348460291734,59,65,617,0.751891074130106,63,497,661,2021/04/12,POINT (-80.613729 38.642579)
WY,3,26,2,4,25,2,0,29,1733,31,810,31,27,29,4,31,16,29,2,29,0,29,44,31,7,29,6,31,24,29,21,31,3,29,3,29,137,31,0.467397576457011,31,810,1733,0.033834586466165,29,27,798,0.015976331360947,29,27,1690,0.05511811023622,29,7,127,0.321167883211679,31,44,137,2021/04/12,POINT (-107.55145 42.999627)
