state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/09,34363,34327,34399,5,4.96,5.05,689614,688837,690391,
CW,2021/05/10,34717,34694,34740,5.05,4.99,5.1,690710,689975,691444,
CW,2021/05/11,34652,34606,34699,5.01,4.93,5.08,695233,694521,695945,
CW,2021/05/12,33754,33727,33780,4.86,4.81,4.92,696895,696186,697604,
CW,2021/05/13,32868,32835,32901,4.73,4.67,4.79,697643,696984,698302,
CW,2021/05/14,31767,31735,31799,4.58,4.52,4.64,696497,695756,697239,
CW,2021/05/15,30650,30621,30679,4.44,4.38,4.49,693437,692765,694109,
CW,2021/05/16,30200,30180,30220,4.4,4.36,4.44,689488,688960,690017,
CW,2021/05/17,30413,30392,30434,4.43,4.4,4.46,688946,688732,689161,
CW,2021/05/18,30106,30092,30119,4.36,4.34,4.37,694022,693797,694246,
CW,2021/05/19,29821,29808,29834,4.3,4.27,4.32,696847,696518,697176,
CW,2021/05/20,28615,28568,28661,4.12,4.05,4.19,697499,697172,697826,
CW,2021/05/21,27999,27953,28046,4.03,3.96,4.1,697922,697378,698466,
CW,2021/05/22,27033,27012,27053,3.91,3.87,3.94,695096,694767,695425,
CW,2021/05/23,26693,26665,26720,3.88,3.83,3.93,691255,690819,691692,
CW,2021/05/24,26995,26960,27029,3.93,3.86,4,689782,688973,690591,
CW,2021/05/25,27069,27050,27088,3.92,3.87,3.96,694272,693688,694857,
CW,2021/05/26,26275,26257,26292,3.79,3.75,3.83,695976,695410,696541,
CW,2021/05/27,25617,25595,25640,3.69,3.65,3.74,696356,695882,696831,
CW,2021/05/28,24991,24956,25027,3.61,3.55,3.67,694864,694529,695199,
CW,2021/05/29,23825,23798,23853,3.46,3.41,3.51,691532,691091,691972,
CW,2021/05/30,23158,23110,23205,3.38,3.3,3.46,688940,688472,689409,
CW,2021/05/31,23271,23237,23304,3.4,3.35,3.45,688298,688092,688505,
CW,2021/06/01,23492,23462,23522,3.42,3.38,3.47,689274,689097,689451,
CW,2021/06/02,23040,23010,23071,3.33,3.29,3.38,694437,694289,694585,
