state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/06/23,16645,16615,16675,2.41,2.38,2.45,693036,692170,693902,
CW,2021/06/24,16368,16339,16396,2.37,2.34,2.4,693258,692441,694074,
CW,2021/06/25,16419,16379,16458,2.39,2.32,2.45,691433,690399,692468,
CW,2021/06/26,16277,16229,16325,2.38,2.29,2.47,686910,685693,688128,
CW,2021/06/27,15988,15926,16051,2.35,2.23,2.47,684436,683217,685656,
CW,2021/06/28,16370,16314,16426,2.4,2.3,2.5,684789,683880,685699,
CW,2021/06/29,16793,16766,16820,2.44,2.39,2.49,690722,689744,691699,
CW,2021/06/30,16824,16796,16852,2.44,2.39,2.48,693021,692240,693802,
CW,2021/07/01,16867,16835,16900,2.45,2.39,2.5,692737,691967,693508,
CW,2021/07/02,16725,16690,16760,2.43,2.37,2.49,690908,690106,691710,
CW,2021/07/03,16625,16597,16653,2.43,2.39,2.48,686205,685399,687011,
CW,2021/07/04,16792,16770,16814,2.47,2.43,2.5,683628,682824,684432,
CW,2021/07/05,17351,17325,17376,2.55,2.51,2.6,682292,681432,683152,
CW,2021/07/06,18120,18082,18159,2.66,2.58,2.73,684762,683864,685660,
CW,2021/07/07,18864,18842,18886,2.74,2.7,2.78,691099,690350,691848,
CW,2021/07/08,19166,19143,19188,2.77,2.72,2.82,693186,692469,693904,
CW,2021/07/09,19409,19386,19432,2.81,2.76,2.86,692508,691829,693186,
CW,2021/07/10,19794,19774,19815,2.88,2.84,2.93,688574,687841,689308,
CW,2021/07/11,20302,20280,20324,2.97,2.92,3.02,685699,684965,686433,
CW,2021/07/12,21456,21439,21472,3.13,3.08,3.18,687980,687120,688841,
CW,2021/07/13,22357,22341,22373,3.23,3.18,3.28,694342,693478,695206,
CW,2021/07/14,23170,23157,23182,3.35,3.31,3.39,694494,693896,695092,
CW,2021/07/15,23946,23930,23961,3.46,3.43,3.49,695103,694756,695451,
CW,2021/07/16,24745,24729,24762,3.58,3.55,3.61,694469,694177,694760,
CW,2021/07/17,25433,25398,25467,3.69,3.63,3.75,691404,690769,692038,
CW,2021/07/18,26426,26396,26457,3.85,3.79,3.91,688845,688145,689546,
CW,2021/07/19,28274,28242,28305,4.12,4.06,4.18,688861,688201,689520,
CW,2021/07/20,30057,30025,30089,4.36,4.29,4.42,692156,691425,692888,
