state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AK,1530,22,950,26,49,27,48,14,10,24,45,9,0.41046425939572584,21,557,1357,0.045263157894736845,26,43,950,0.0196078431372549,22,30,1530,0.16279069767441862,7,7,43,0.4222222222222222,9,19,45,2020-08-02
AL,12110,104,8209,92,2013,111,1088,85,477,88,1131,74,0.7966955470481564,90,7908,9926,0.19851146900927283,91,1627,8196,0.1419360171943457,103,1717,12097,0.3570127504553734,67,392,1098,0.924408014571949,73,1015,1098,2020-08-02
AR,7878,85,5017,80,1618,89,697,74,348,71,918,70,0.705608793686584,78,5007,7096,0.13274865457444687,80,666,5017,0.20538207666920538,85,1618,7878,0.31222707423580787,65,286,916,0.7331154684095861,69,673,918,2020-08-02
AZ,9769,79,7590,68,1948,90,994,63,583,70,933,53,0.8670512652419038,62,6613,7627,0.21146245059288538,68,1605,7590,0.16982290920257959,79,1659,9769,0.42229367631296894,51,394,933,0.8510182207931404,52,794,933,2020-08-02
CA,61531,382,44415,374,7792,399,5398,363,2013,366,7242,360,0.7266614312358889,374,44415,61122,0.1692446245637735,374,7517,44415,0.12239359022281451,382,7531,61531,0.2763576067431256,357,2000,7237,0.7453742060204364,360,5398,7242,2020-08-02
CO,9198,80,5496,73,392,97,546,66,108,76,944,58,0.6254279844784296,71,5480,8762,0.05986171761280932,73,329,5496,0.037073276799304195,80,341,9198,0.08993576017130621,54,84,934,0.5931263858093127,57,535,902,2020-08-02
CT,8114,30,5773,29,161,31,505,28,28,28,1045,28,0.7227995492675597,29,5773,7987,0.027888446215139442,29,161,5773,0.019842247966477693,30,161,8114,0.026794258373205742,28,28,1045,0.48325358851674644,28,505,1045,2020-08-02
DC,3111,12,2421,13,155,13,242,11,21,10,382,11,0.7782063645130183,12,2421,3111,0.06402313093762908,13,155,2421,0.049823207971713274,12,155,3111,0.0549738219895288,10,21,382,0.6335078534031413,11,242,382,2020-08-02
DE,2476,11,563,7,85,12,34,6,11,7,47,5,0.8476702508960573,6,473,558,0.0497335701598579,7,28,563,0.034329563812600966,11,85,2476,0.0851063829787234,5,4,47,0.723404255319149,5,34,47,2020-08-02
FL,74438,259,40325,246,9547,262,4732,244,2174,255,5781,243,0.5779124926551729,246,40325,69777,0.21277123372597645,246,8580,40325,0.12807974421666354,259,9534,74438,0.34660177298800626,240,1994,5753,0.815256875973015,243,4713,5781,2020-08-02
