state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,41,177,6,47,171,6,167,218,30468,224,26054,224,7291,218,757,224,359,218,44,217,31,217,3045,224,1151,218,1129,224,7045,218,6731,224,246,218,178,218,3651,224,0.855126690298018,224,26054,30468,0.282454577151048,218,7291,25813,0.242217866516063,218,7291,30101,0.324499577107415,218,1151,3547,0.834018077239113,224,3045,3651,2022/01/15,,6,220,46,215,46,215,66,215,94,216,155,214,159,215,160,215,29,216,2,213,25,209,25,208,32,207,55,210,80,205,68,207,71,208,5,211,78,205,5755,2519,4064,285,0,122,6,217,5,217,0,202,0,202,59,6,202,217
PR,0,10,56,5,59,2,7,65,9160,66,5465,66,935,65,47,66,27,65,7,65,3,65,464,66,154,65,106,66,877,65,722,66,58,65,34,65,681,66,0.596615720524018,66,5465,9160,0.175619834710744,65,935,5324,0.104120267260579,65,935,8980,0.236559139784946,65,154,651,0.681350954478708,66,464,681,2022/01/15,,0,66,0,66,2,66,4,66,7,66,9,66,11,66,14,66,0,66,0,65,0,65,0,65,6,65,6,65,4,65,3,65,6,65,2,65,1,9,299,30,742,74,0,94,2,65,3,65,0,7,0,7,18,1,7,65
RI,1,1,13,8,5,2,32,14,2344,15,2040,15,500,14,60,15,13,14,3,14,6,14,119,15,46,14,49,15,480,14,478,15,20,14,13,14,141,15,0.870307167235495,15,2040,2344,0.245098039215686,14,500,2040,0.213310580204778,14,500,2344,0.326241134751773,14,46,141,0.843971631205674,15,119,141,2022/01/15,,1,15,3,15,8,15,4,15,11,15,12,15,8,15,13,15,0,15,0,14,1,14,0,14,4,14,2,14,3,14,3,14,0,14,0,14,0,2,26,0,319,0,0,0,0,8,0,8,0,2,0,2,1,0,2,8
SC,26,52,5,28,50,5,32,81,11543,83,9247,83,2516,81,417,83,69,81,13,79,4,79,1087,83,426,81,433,83,2461,81,2404,83,55,81,54,81,1330,83,0.801091570648878,83,9247,11543,0.275394045534151,81,2516,9136,0.221167369901547,81,2516,11376,0.330232558139535,81,426,1290,0.817293233082707,83,1087,1330,2022/01/15,,5,78,28,78,32,78,37,77,63,78,94,77,78,75,77,77,3,83,0,79,3,75,5,75,1,74,16,74,19,73,13,72,11,73,1,81,26,63,1222,1883,1881,381,203,294,3,81,2,81,0,62,0,62,27,3,62,81
SD,1,60,3,5,56,3,93,61,2737,64,1877,64,402,61,71,64,22,61,6,61,4,61,156,64,75,61,75,64,388,61,356,64,14,61,11,61,247,64,0.68578735842163,64,1877,2737,0.218241042345277,61,402,1842,0.150505428678398,61,402,2671,0.315126050420168,61,75,238,0.631578947368421,64,156,247,2022/01/15,,1,58,7,51,3,48,7,49,8,48,22,52,14,50,8,49,1,64,0,59,2,47,2,46,1,46,5,45,7,47,1,46,4,46,0,61,1,17,478,7,1565,100,0,165,3,61,4,61,0,13,0,13,25,1,13,61
TN,32,89,9,50,71,9,85,127,16954,130,12516,130,2922,127,344,130,65,127,11,127,4,127,1591,129,579,127,589,130,2844,127,2788,130,78,127,69,127,2020,130,0.738232865400496,130,12516,16954,0.238394386880966,127,2922,12257,0.175706554419723,127,2922,16630,0.3,127,579,1930,0.789186507936508,129,1591,2016,2022/01/15,,2,128,19,128,21,128,33,129,45,128,99,128,73,129,39,129,13,130,1,125,5,125,6,125,4,125,8,125,9,125,14,125,14,125,4,127,46,119,118,279,413,84,0,3,5,79,4,79,0,120,0,120,56,15,72,83
TX,17,95,410,26,86,410,210,517,63968,522,50475,522,14309,517,2246,522,543,517,147,515,179,515,6451,522,2663,517,2649,522,13738,517,13159,522,571,517,468,517,7010,522,0.789066408204102,522,50475,63968,0.287225500822996,517,14309,49818,0.226451224916123,517,14309,63188,0.390469208211144,517,2663,6820,0.920256776034237,522,6451,7010,2022/01/15,,18,513,193,508,199,506,195,507,312,508,434,511,427,508,331,506,137,522,5,512,42,503,55,500,56,502,77,500,118,501,85,502,73,501,32,517,136,491,1701,737,966,14,0,0,6,148,11,148,0,117,0,117,115,24,117,148
UT,1,47,9,3,44,10,2,56,5870,57,3609,57,807,56,148,57,7,56,25,56,0,56,444,57,195,56,196,57,743,56,710,57,64,56,4,56,548,57,0.614821124361158,57,3609,5870,0.227068092290377,56,807,3554,0.139306059036769,56,807,5793,0.362453531598513,56,195,538,0.81021897810219,57,444,548,2022/01/15,,2,56,26,55,22,55,15,56,22,56,20,56,26,56,15,56,0,57,0,54,0,54,1,54,2,55,0,54,1,55,2,55,1,55,0,56,1,46,576,30,1490,43,0,2,1,56,1,56,0,45,0,45,15,0,46,56
VA,18,67,20,23,62,20,143,102,17741,105,13770,105,3868,102,460,105,261,102,19,102,9,102,1514,105,613,102,610,105,3754,102,3565,105,114,102,89,102,1917,105,0.776168197959529,105,13770,17741,0.283827414147344,102,3868,13628,0.220625142596395,102,3868,17532,0.328686327077748,102,613,1865,0.789775691184142,105,1514,1917,2022/01/15,,0,104,35,103,35,104,31,103,69,104,104,103,93,103,85,102,8,105,1,101,11,101,15,100,21,100,36,101,58,101,67,101,52,100,0,102,51,78,1310,2017,1815,238,0,179,7,101,6,101,0,77,0,77,50,19,77,101
VI,0,2,0,2,0,0,0,2,168,2,105,2,26,2,2,2,0,2,0,2,0,2,7,2,12,2,12,2,26,2,26,2,0,2,0,2,20,2,0.625,2,105,168,0.247619047619048,2,26,105,0.154761904761905,2,26,168,0.6,2,12,20,0.35,2,7,20,2022/01/15,,0,1,,0,,0,1,1,,0,,0,,0,1,1,0,2,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,,0,146,,86,0,,30,0,2,0,2,,0,,0,0,,0,2
