state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,0,68,0,0,68,0,67,9440,68,5744,68,191,67,22,68,13,67,2,67,1,67,496,68,29,67,25,68,171,67,164,68,20,67,9,67,696,68,0.6084745762711864,68,5744,9440,0.03398576512455516,67,191,5620,0.020641953960877552,67,191,9253,0.04360902255639098,67,29,665,0.7126436781609196,68,496,696,2021-03-23
RI,3,11,1,3,11,1,7,14,2490,15,2289,15,159,14,9,15,0,14,0,14,0,14,137,15,16,14,18,15,158,14,120,15,1,14,1,14,166,15,0.9192771084337349,15,2289,2490,0.07107733571747876,14,159,2237,0.06597510373443984,14,159,2410,0.10884353741496598,14,16,147,0.8253012048192772,15,137,166,2021-03-23
SC,20,65,2,20,65,2,7,85,11542,87,8664,87,520,85,64,87,35,85,1,85,0,85,893,87,118,85,110,87,512,85,470,87,8,85,8,85,1339,87,0.7506498007277768,87,8664,11542,0.06075476107021848,85,520,8559,0.04569821601195184,85,520,11379,0.09083910700538876,85,118,1299,0.6669156086631814,87,893,1339,2021-03-23
SD,0,62,3,0,62,3,20,62,2830,65,1632,65,83,62,12,65,16,62,0,62,1,62,128,65,14,62,10,65,79,62,43,65,4,62,0,62,234,65,0.5766784452296819,65,1632,2830,0.052135678391959796,62,83,1592,0.030039811798769453,62,83,2763,0.06278026905829596,62,14,223,0.5470085470085471,65,128,234,2021-03-23
TN,8,74,60,19,63,60,15,82,20165,142,12165,126,680,82,97,82,39,82,0,82,0,82,1678,139,209,82,194,82,671,82,617,82,9,82,9,82,2398,142,0.6470744680851064,126,12165,18800,0.0738488271068636,82,680,9208,0.04788058019997184,82,680,14202,0.10767645543534261,82,209,1941,0.7167876975651432,139,1678,2341,2021-03-23
TX,103,484,5,118,469,5,66,587,70726,592,49635,592,3801,587,377,592,522,587,15,587,53,587,5790,592,1001,587,934,592,3709,587,3156,592,92,587,59,587,7260,592,0.7017928343183554,592,49635,70726,0.07742763439326965,587,3801,49091,0.05433259955973584,587,3801,69958,0.1413642140940545,587,1001,7081,0.7975206611570248,592,5790,7260,2021-03-23
UT,0,57,1,0,57,1,0,57,6167,58,3601,58,151,57,33,58,5,57,2,57,0,57,362,58,57,57,58,58,143,57,135,58,8,57,0,57,624,58,0.583914383006324,58,3601,6167,0.042631281761716544,57,151,3542,0.02476627849762178,57,151,6097,0.09405940594059406,57,57,606,0.5801282051282052,58,362,624,2021-03-23
VA,15,81,9,22,74,9,26,102,18018,105,13071,105,1023,102,107,105,206,102,5,102,16,102,1318,105,212,102,205,105,1002,102,827,105,21,102,12,102,1975,105,0.7254412254412255,105,13071,18018,0.07916731156167776,102,1023,12922,0.057646793643638006,102,1023,17746,0.11134453781512606,102,212,1904,0.6673417721518987,105,1318,1975,2021-03-23
VI,2,0,0,2,0,0,0,2,168,2,97,2,4,2,0,2,0,2,0,2,0,2,6,2,4,2,4,2,4,2,4,2,0,2,0,2,20,2,0.5773809523809523,2,97,168,0.041237113402061855,2,4,97,0.023809523809523808,2,4,168,0.2,2,4,20,0.3,2,6,20,2021-03-23
VT,1,15,1,1,15,1,0,16,1298,17,803,17,24,16,5,17,2,16,0,16,0,16,61,17,3,16,3,17,24,16,24,17,0,16,0,16,101,17,0.6186440677966102,17,803,1298,0.03096774193548387,16,24,775,0.0190325138778747,16,24,1261,0.031914893617021274,16,3,94,0.6039603960396039,17,61,101,2021-03-23
