state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
OR,1,54,7,3,52,7,0,60,6968,62,5062,62,172,60,10,62,25,60,0,60,0,60,507,62,32,60,28,62,164,60,133,62,8,60,3,60,791,62,0.72646383467279,62,5062,6968,0.034593724859212,60,172,4972,0.025323910482921,60,172,6792,0.041720990873533,60,32,767,0.640960809102402,62,507,791,2021/07/01,,0,62,2,62,3,62,0,62,2,62,2,62,0,62,1,62,0,62,1,60,0,60,2,60,3,60,3,60,10,60,4,60,2,60,0,60,2,60
PA,21,179,6,28,172,6,3,200,26492,206,19984,206,419,200,27,206,211,200,1,194,21,193,2202,206,59,200,50,206,388,200,227,206,31,198,8,198,3186,206,0.754340933111883,206,19984,26492,0.021178730287101,200,419,19784,0.016048720698636,200,419,26108,0.019162065605716,200,59,3079,0.691148775894539,206,2202,3186,2021/07/01,,0,201,1,200,1,201,3,200,5,201,8,201,7,200,2,201,0,184,2,193,11,194,19,193,19,194,31,193,34,193,52,193,40,195,4,177,2,200
PR,0,6,60,0,6,60,0,65,9055,66,5501,66,38,65,2,66,7,65,0,65,7,65,433,66,6,65,6,66,25,65,15,66,13,65,1,65,634,66,0.60750966316952,66,5501,9055,0.007064510131995,65,38,5379,0.004287971112616,65,38,8862,0.009950248756219,65,6,603,0.682965299684543,66,433,634,2021/07/01,,0,66,2,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,65,0,65,0,65,1,65,0,65,0,65,2,65,3,65,1,65,0,65
RI,4,8,1,4,8,1,3,12,2127,13,1882,13,71,12,0,13,1,12,0,12,0,12,115,13,3,12,3,13,71,12,29,13,0,12,0,12,153,13,0.884814292430654,13,1882,2127,0.038461538461538,12,71,1846,0.034332688588008,12,71,2068,0.02158273381295,12,3,139,0.751633986928105,13,115,153,2021/07/01,,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,12,0,12,0,12
SC,16,44,5,16,44,5,0,63,8883,65,6353,65,116,63,19,65,16,63,0,63,0,63,690,65,32,63,26,65,114,63,97,65,2,63,0,63,1098,65,0.715186310930992,65,6353,8883,0.018512607724226,63,116,6266,0.013305804083505,63,116,8718,0.030274361400189,63,32,1057,0.628415300546448,65,690,1098,2021/07/01,,0,65,0,65,4,65,3,65,0,65,6,65,4,65,1,65,1,60,0,63,2,63,0,63,1,63,3,63,2,63,3,63,3,63,2,58,0,63
SD,0,59,3,0,59,3,0,59,2543,62,1362,62,24,59,3,62,9,59,0,59,1,59,113,62,7,59,3,62,23,59,10,62,1,59,0,59,232,62,0.535587888320881,62,1362,2543,0.018099547511312,59,24,1326,0.009693053311793,59,24,2476,0.031674208144796,59,7,221,0.487068965517241,62,113,232,2021/07/01,,0,62,2,62,0,62,0,62,0,62,0,62,1,62,0,62,0,62,1,59,1,59,0,59,1,59,1,59,4,59,0,59,1,59,0,59,0,59
TN,6,59,77,7,58,77,15,66,20077,142,12053,127,172,66,23,66,18,66,1,66,0,66,1637,139,60,66,55,66,169,66,137,66,3,66,3,66,2427,142,0.638840303174856,127,12053,18867,0.023484434735117,66,172,7324,0.014441645675903,66,172,11910,0.035778175313059,66,60,1677,0.684364548494983,139,1637,2392,2021/07/01,,0,66,3,66,2,66,6,66,4,66,3,66,4,66,1,66,0,66,1,66,1,66,3,66,1,66,2,66,6,66,3,66,1,66,0,66,1,66
TX,75,340,65,97,317,66,44,475,60948,480,41980,480,2048,475,207,480,306,475,9,475,50,475,5171,480,577,475,541,480,1977,475,1653,480,71,475,41,475,6541,480,0.688783881341471,480,41980,60948,0.049366051197995,475,2048,41486,0.03400919975423,475,2048,60219,0.090269086357947,475,577,6392,0.790551903378688,480,5171,6541,2021/07/01,,1,480,19,480,16,480,34,480,42,480,40,480,20,480,24,480,11,480,3,475,23,475,36,475,39,475,40,475,54,475,42,475,29,475,40,475,20,475
UT,1,43,9,1,43,9,0,52,5479,53,3051,53,228,52,40,53,0,52,0,52,0,52,370,53,87,52,88,53,224,52,220,53,4,52,0,52,632,53,0.556853440408834,53,3051,5479,0.075848303393214,52,228,3006,0.04223786587625,52,228,5398,0.141693811074919,52,87,614,0.585443037974684,53,370,632,2021/07/01,,0,53,3,53,11,53,6,53,5,53,6,53,6,53,1,53,2,53,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,1,52
VA,16,58,20,18,56,20,19,91,17013,94,11772,94,229,91,23,94,100,91,1,91,9,91,1178,94,56,91,47,94,219,91,142,94,10,91,3,91,1895,94,0.691941456533239,94,11772,17013,0.019661715463209,91,229,11647,0.013662669291808,91,229,16761,0.030335861321777,91,56,1846,0.621635883905013,94,1178,1895,2021/07/01,,1,94,4,94,3,94,3,94,4,94,1,94,2,94,4,94,1,94,0,91,6,91,5,91,16,91,18,91,14,91,25,91,16,91,0,91,4,91
VI,2,0,0,2,0,0,0,2,168,2,90,2,5,2,2,2,0,2,0,2,0,2,8,2,3,2,3,2,5,2,5,2,0,2,0,2,20,2,0.535714285714286,2,90,168,0.055555555555556,2,5,90,0.029761904761905,2,5,168,0.15,2,3,20,0.4,2,8,20,2021/07/01,,0,2,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
VT,1,15,1,1,15,1,0,16,1253,17,820,17,5,16,0,17,1,16,0,16,1,16,61,17,1,16,1,17,5,16,5,17,0,16,0,16,105,17,0.654429369513168,17,820,1253,0.006273525721455,16,5,797,0.004115226337449,16,5,1215,0.010309278350515,16,1,97,0.580952380952381,17,61,105,2021/07/01,,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,16,0,16,0,16,0,16,0,16,1,16,0,16,0,16,0,16,0,16
WA,10,81,2,9,82,2,12,91,12251,93,9060,93,454,91,45,93,121,91,1,91,7,91,961,93,109,91,90,93,444,91,298,93,10,91,3,91,1308,93,0.739531466819035,93,9060,12251,0.050703596158142,91,454,8954,0.037464928205975,91,454,12118,0.084824902723735,91,109,1285,0.734709480122324,93,961,1308,2021/07/01,,0,93,3,93,6,93,5,93,8,93,8,93,10,93,5,93,0,93,0,91,9,91,17,91,9,91,14,91,17,91,16,91,14,91,25,91,1,91
AK,1,20,1,1,20,1,0,22,1442,22,907,22,24,22,5,22,1,22,0,22,0,22,82,22,8,22,8,22,24,22,23,22,0,22,0,22,129,22,0.628987517337032,22,907,1442,0.026460859977949,22,24,907,0.016643550624133,22,24,1442,0.062015503875969,22,8,129,0.635658914728682,22,82,129,2021/07/01,,0,22,2,22,0,22,0,22,2,22,0,22,1,22,0,22,0,22,0,22,0,22,0,22,0,22,1,22,0,22,0,22,0,22,0,22,1,22
AL,26,66,15,30,62,15,2,101,14620,107,9866,107,298,101,44,103,47,101,0,101,7,101,1237,107,89,101,83,103,294,101,217,103,4,101,2,101,1629,107,0.674829001367989,107,9866,14620,0.031411405080637,101,298,9487,0.02110631064523,101,298,14119,0.055939660590823,101,89,1591,0.759361571516268,107,1237,1629,2021/07/01,,0,103,2,103,3,103,6,103,8,103,10,103,7,103,2,103,6,103,1,101,4,101,8,101,4,101,6,101,9,101,5,101,10,101,0,101,6,101
AR,22,62,2,22,62,2,1,84,7178,86,4760,86,362,84,49,86,182,84,1,84,4,84,660,86,144,84,143,86,358,84,321,86,4,84,0,84,926,86,0.663137364168292,86,4760,7178,0.076274757690687,84,362,4746,0.050693180226859,84,362,7141,0.157549234135667,84,144,914,0.712742980561555,86,660,926,2021/07/01,,0,86,5,86,8,86,5,86,8,86,11,86,7,86,5,86,0,86,0,84,1,84,3,84,4,84,9,84,10,84,9,84,10,84,136,84,5,84
AZ,22,76,3,25,73,3,4,98,15584,101,10287,101,519,98,53,101,87,98,2,98,2,98,1078,101,153,98,108,101,516,98,364,101,3,98,3,98,2203,101,0.660100102669405,101,10287,15584,0.051391226854144,98,519,10099,0.033941534235825,98,519,15291,0.071595694899392,98,153,2137,0.489332728098048,101,1078,2203,2021/07/01,,0,101,0,101,5,101,8,101,12,101,13,101,7,101,8,101,0,101,1,98,4,98,11,98,6,98,12,98,24,98,17,98,12,98,0,98,3,98
CA,54,287,40,70,270,41,43,373,59952,381,43005,381,1423,371,173,381,267,373,7,371,7,371,4490,379,319,371,294,379,1368,371,1134,379,55,371,32,371,6779,379,0.71732385908727,381,43005,59952,0.033518631931031,371,1423,42454,0.024067246219937,371,1423,59126,0.048260211800303,371,319,6610,0.662339578108866,379,4490,6779,2021/07/01,,0,379,18,379,20,379,25,379,33,379,39,379,19,379,19,379,0,379,3,371,17,371,26,371,22,371,39,371,56,371,46,371,55,371,3,371,18,371
CO,7,66,20,5,68,20,6,91,10750,93,7012,93,342,91,32,93,35,91,2,91,4,91,817,93,110,91,102,93,334,91,275,93,8,91,3,91,1277,93,0.652279069767442,93,7012,10750,0.049229883402908,91,342,6947,0.032121724429417,91,342,10647,0.088141025641026,91,110,1248,0.639780736100235,93,817,1277,2021/07/01,,0,92,4,92,3,92,6,92,4,92,4,93,3,92,8,92,0,93,0,90,6,90,6,90,3,90,3,90,7,91,5,90,5,90,0,91,0,91
CT,0,28,4,0,28,4,3,31,7816,32,6111,32,64,31,11,32,20,31,0,31,0,31,543,32,7,31,7,32,63,31,38,32,1,31,0,31,1052,32,0.781857727737973,32,6111,7816,0.010548870941157,31,64,6067,0.008281573498965,31,64,7728,0.006796116504854,31,7,1030,0.51615969581749,32,543,1052,2021/07/01,,0,32,4,32,2,32,1,32,2,32,1,32,0,32,1,32,0,32,0,31,1,31,5,31,0,31,4,31,3,31,2,31,5,31,0,31,0,31
DC,0,12,2,0,12,2,0,11,3449,14,2468,14,52,13,0,14,37,13,0,13,3,13,245,14,11,11,9,12,45,13,29,14,7,13,2,13,312,14,0.715569730356625,14,2468,3449,0.021639617145235,13,52,2403,0.015596880623875,13,52,3334,0.036666666666667,11,11,300,0.78525641025641,14,245,312,2021/07/01,,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,13,3,13,10,13,6,13,6,13,4,13,5,13,3,13,0,13,1,11
DE,1,8,2,1,8,2,0,10,2917,11,2163,11,17,10,0,11,38,10,0,10,0,10,131,11,3,10,3,11,15,10,11,11,2,10,1,10,190,11,0.741515255399383,11,2163,2917,0.007914338919926,10,17,2148,0.005892547660312,10,17,2885,0.016483516483516,10,3,182,0.689473684210526,11,131,190,2021/07/01,,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,10,2,10,2,10,3,10,3,10,9,10,13,10,6,10,0,10,0,10
FL,3,162,58,4,161,58,57,217,52500,223,39488,223,2255,217,372,223,154,217,5,217,16,217,4686,223,514,217,492,223,2230,217,1985,223,25,217,18,217,6339,223,0.752152380952381,223,39488,52500,0.057890278027366,217,2255,38953,0.043767710880789,217,2255,51522,0.083618025052871,217,514,6147,0.739233317557974,223,4686,6339,2021/07/01,,2,223,30,223,35,223,53,222,58,223,72,223,42,223,25,223,56,223,1,217,7,217,16,217,17,217,35,217,33,217,18,217,27,217,0,217,19,217
GA,23,105,21,26,101,22,4,146,20021,149,15129,149,583,146,155,149,53,146,5,146,29,146,1913,149,131,146,101,149,549,146,371,149,34,146,6,146,2634,149,0.755656560611358,149,15129,20021,0.038941954445261,146,583,14971,0.029541423866228,146,583,19735,0.050696594427245,146,131,2584,0.726271829916477,149,1913,2634,2021/07/01,,0,149,29,149,8,149,17,149,17,149,20,149,9,149,13,149,5,149,0,146,4,146,6,146,2,146,1,146,18,146,6,146,8,146,8,146,4,146
HI,1,17,4,1,17,4,0,22,2413,22,1649,22,44,22,4,22,17,22,0,22,1,22,131,22,10,22,10,22,41,22,35,22,3,22,1,22,216,22,0.683381682552839,22,1649,2413,0.026682838083687,22,44,1649,0.018234562784915,22,44,2413,0.046296296296296,22,10,216,0.606481481481482,22,131,216,2021/07/01,,0,22,0,22,1,22,0,22,0,22,0,22,2,22,0,22,1,22,0,22,0,22,3,22,1,22,2,22,5,22,3,22,3,22,0,22,1,22
