state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
VT,625,12,217,8,9,15,30,8,5,10,48,7,0.5621761658031088,8,217,386,0.03225806451612903,8,7,217,0.0112,12,7,625,0.10416666666666667,7,5,48,0.625,7,30,48,2020-08-16
WA,9912,82,5899,75,361,83,597,65,82,68,905,66,0.6270648725522372,74,5732,9141,0.05302900291745324,74,309,5827,0.0366869918699187,81,361,9840,0.0718232044198895,61,65,905,0.6386740331491713,62,578,905,2020-08-16
WI,12244,134,7643,129,666,136,884,122,151,129,1490,127,0.6371450240161793,128,7561,11867,0.08478346199136465,129,648,7643,0.05120875530872264,134,627,12244,0.10134228187919463,127,151,1490,0.5981055480378891,122,884,1478,2020-08-16
AK,1543,26,958,26,50,31,63,14,8,25,46,9,0.41094890510948906,21,563,1370,0.04175365344467641,26,40,958,0.019442644199611146,26,30,1543,0.022727272727272728,7,1,44,0.6739130434782609,9,31,46,2020-08-16
AL,12101,104,9013,95,1509,109,1221,90,463,92,1233,79,0.7984046410442349,94,8808,11032,0.1452962838968865,92,1302,8961,0.11334719334719334,101,1363,12025,0.31510204081632653,73,386,1225,0.902676399026764,79,1113,1233,2020-08-16
AR,8347,85,5253,82,706,88,725,75,327,73,941,70,0.6892922915022363,80,5240,7602,0.11364934323243861,82,597,5253,0.08458128668982869,85,706,8347,0.2763018065887354,67,260,941,0.7587672688629118,70,714,941,2020-08-16
AZ,10031,77,7423,67,1167,88,895,63,347,69,926,54,0.8208596713021492,61,6493,7910,0.13027078000808298,67,967,7423,0.09959126707207656,77,999,10031,0.2775377969762419,52,257,926,0.8185745140388769,54,758,926,2020-08-16
CA,62293,382,45515,374,6535,396,5337,363,1686,365,7100,362,0.7342194834734074,374,45515,61991,0.13832802372844116,374,6296,45515,0.10126338432889731,382,6308,62293,0.23619718309859156,359,1677,7100,0.7516901408450705,361,5337,7100,2020-08-16
CO,9334,80,5609,75,268,97,541,64,94,76,926,57,0.6382248656067712,72,5580,8743,0.039579247637725086,75,222,5609,0.02410542104135419,80,225,9334,0.07423580786026202,54,68,916,0.6009019165727171,56,533,887,2020-08-16
CT,8076,30,5896,29,171,31,519,28,32,29,1048,29,0.746991004687698,29,5896,7893,0.02900271370420624,29,171,5896,0.021173848439821695,30,171,8076,0.030534351145038167,28,32,1048,0.4952290076335878,28,519,1048,2020-08-16
DC,3302,13,2636,13,134,13,239,11,24,10,341,11,0.7983040581465778,13,2636,3302,0.05083459787556904,13,134,2636,0.04058146577831617,13,134,3302,0.0736196319018405,10,24,326,0.7008797653958945,11,239,341,2020-08-16
DE,2471,11,1523,8,71,12,100,7,10,7,138,6,0.7045231071779744,7,1433,2034,0.043992120814182537,8,67,1523,0.028733306353702956,11,71,2471,0.07246376811594203,6,10,138,0.7246376811594203,6,100,138,2020-08-16
FL,76387,258,43998,254,6942,261,4935,251,1574,254,6059,251,0.5924140623948081,254,43998,74269,0.15427973998818129,254,6788,43998,0.09080079071046121,258,6936,76387,0.25757826735133343,249,1555,6037,0.8144908400726193,251,4935,6059,2020-08-16
GA,14247,117,8365,95,3533,142,1122,86,592,90,1217,79,0.80610966560663,95,8365,10377,0.21888822474596534,95,1831,8365,0.18403874499894715,117,2622,14247,0.39848993288590606,72,475,1192,0.8915365653245686,79,1085,1217,2020-08-16
HI,1618,15,1698,24,208,22,78,14,31,14,83,12,0.6977750309023486,15,1129,1618,0.13583333333333333,17,163,1200,0.09085290482076638,15,147,1618,0.1927710843373494,12,16,83,0.5301204819277109,12,44,83,2020-08-16
IA,8365,119,5239,119,361,119,499,119,100,118,716,118,0.6263000597728631,119,5239,8365,0.06890627982439397,119,361,5239,0.04315600717274357,119,361,8365,0.13966480446927373,117,100,716,0.696927374301676,118,499,716,2020-08-16
MS,7766,93,4496,87,950,97,540,62,301,68,559,60,0.6723044397463002,84,4452,6622,0.16548042704626334,87,744,4496,0.12232809683234612,93,950,7766,0.4991055456171735,60,279,559,0.9723247232472325,59,527,542,2020-08-16
MT,3098,66,1797,49,76,43,105,24,19,50,223,45,0.7468827930174564,49,1797,2406,0.05201863354037267,31,67,1288,0.040339702760084924,40,76,1884,0.08962264150943396,41,19,212,0.7191780821917808,21,105,146,2020-08-16
NC,18418,109,13408,101,1433,120,1307,100,320,110,1728,95,0.7564588356872202,100,13176,17418,0.08271181384248211,101,1109,13408,0.06739556135770235,108,1239,18384,0.14814814814814814,95,256,1728,0.7309027777777778,95,1263,1728,2020-08-16
ND,2436,47,1678,48,89,48,43,44,20,48,103,42,0.6863711001642037,47,1672,2436,0.05303933253873659,48,89,1678,0.036535303776683084,47,89,2436,0.0970873786407767,42,10,103,0.4174757281553398,42,43,103,2020-08-16
NE,4823,83,2302,72,200,83,358,59,58,53,643,60,0.6236092265943012,71,2298,3685,0.0633405639913232,69,146,2305,0.038125,80,183,4800,0.090625,50,58,640,0.5888157894736842,56,358,608,2020-08-16
NH,3332,30,2255,30,47,30,135,27,12,27,275,26,0.6767707082833133,30,2255,3332,0.020842572062084258,30,47,2255,0.014105642256902761,30,47,3332,0.04363636363636364,26,12,275,0.48727272727272725,26,134,275,2020-08-16
NJ,7197,32,4917,31,373,35,574,28,16,30,844,28,0.7275985663082437,30,4872,6696,0.06365670124059386,31,313,4917,0.04376823676531888,32,315,7197,0.018957345971563982,28,16,844,0.6800947867298578,28,574,844,2020-08-16
NM,3334,46,2258,45,134,45,272,43,40,42,369,41,0.6772645470905819,45,2258,3334,0.0614115490375802,44,134,2182,0.0416796267496112,45,134,3215,0.10840108401084012,41,40,369,0.7018970189701897,41,259,369,2020-08-16
NV,8487,61,6020,60,971,61,632,58,268,57,843,58,0.7104921515401865,60,6020,8473,0.16129568106312292,60,971,6020,0.11441027453752799,61,971,8487,0.31791221826809013,57,268,843,0.7497034400948992,58,632,843,2020-08-16
NY,42382,144,28161,126,1976,159,2807,119,231,125,4735,112,0.7173918637264236,124,27880,38863,0.049714143673875215,126,1400,28161,0.03855410315700061,144,1634,42382,0.04125083166999335,104,186,4509,0.5719737121051516,108,2698,4717,2020-08-16
OH,30407,204,19923,195,1584,212,2501,187,432,191,4016,167,0.6915307185005206,195,19923,28810,0.07503889976409175,195,1495,19923,0.05079375556949074,203,1539,30299,0.1068931068931069,163,428,4004,0.6302923387096774,166,2501,3968,2020-08-16
OK,9180,121,5757,118,585,135,739,116,221,119,1136,117,0.6350099272005294,118,5757,9066,0.08355046030918882,118,481,5757,0.05239651416122004,121,481,9180,0.18838028169014084,116,214,1136,0.6811059907834102,115,739,1085,2020-08-16
OR,4299,50,2802,37,209,51,324,36,39,41,489,33,0.7188301693175988,37,2802,3898,0.04782298358315489,37,134,2802,0.048615957199348685,50,209,4299,0.058333333333333334,32,28,480,0.6523517382413088,33,319,489,2020-08-16
ID,3892,46,2028,46,192,48,193,39,52,46,280,41,0.5073700543056633,45,1962,3867,0.09418145956607495,46,191,2028,0.04933196300102775,46,192,3892,0.17142857142857143,41,48,280,0.6836363636363636,36,188,275,2020-08-16
IL,28948,175,17443,153,1734,184,1869,133,361,144,3064,121,0.6644537848136073,147,16915,25457,0.08656767757839821,153,1510,17443,0.05800055271521349,175,1679,28948,0.10758665794637018,119,329,3058,0.5581395348837209,116,1680,3010,2020-08-16
IN,16793,138,10365,135,918,138,1452,130,167,130,2239,130,0.6265489935320075,135,10365,16543,0.08669569424286405,134,896,10335,0.05345105291415618,137,896,16763,0.07458686913800804,130,167,2239,0.6485037963376508,130,1452,2239,2020-08-16
KS,7858,124,4049,107,321,133,495,79,77,86,641,72,0.6034560480841472,105,4016,6655,0.060144746693286746,106,241,4007,0.036079836233367454,123,282,7816,0.10909090909090909,65,66,605,0.784,70,490,625,2020-08-16
KY,12775,104,8878,106,664,106,1093,99,641,100,1539,101,0.6890802348336595,104,8803,12775,0.07479161973417436,106,664,8878,0.05197651663405088,104,664,12775,0.4208798424162837,100,641,1523,0.7102014294996751,99,1093,1539,2020-08-16
LA,14011,174,9470,173,1205,207,1336,95,408,202,1715,85,0.6780389908256881,172,9460,13952,0.12528350793822227,168,1160,9259,0.08441843452816386,169,1154,13670,0.21474926253687315,81,364,1695,0.721865889212828,85,1238,1715,2020-08-16
MA,17237,80,12656,79,346,80,930,76,58,75,1856,76,0.7368850072780204,79,12656,17175,0.02733881163084703,79,346,12656,0.020073098567036027,80,346,17237,0.03125,75,58,1856,0.5010775862068966,76,930,1856,2020-08-16
MD,10495,51,7288,45,877,50,735,45,135,48,1033,42,0.7868710861584971,45,7288,9262,0.1086416344561016,43,787,7244,0.08330939385234128,49,870,10443,0.12584704743465633,42,130,1033,0.6815101645692159,42,704,1033,2020-08-16
ME,2700,29,1854,30,58,30,205,29,8,27,293,28,0.6833333333333333,29,1845,2700,0.03128371089536138,30,58,1854,0.02074074074074074,29,56,2700,0.02413793103448276,26,7,290,0.6791808873720137,28,199,293,2020-08-16
MI,23073,144,14887,124,682,148,1669,123,159,143,2224,121,0.754834077037493,123,14717,19497,0.038557130382212666,124,574,14887,0.029558358254236555,144,682,23073,0.06070143884892086,121,135,2224,0.7504496402877698,121,1669,2224,2020-08-16
MN,11442,127,7331,120,491,128,639,118,112,121,893,108,0.7005925076452599,120,7331,10464,0.06179238848724594,120,453,7331,0.042912078307988114,127,491,11442,0.12430011198208286,108,111,893,0.7171717171717171,107,639,891,2020-08-16
MO,18914,123,9954,104,961,135,1061,97,275,115,1840,100,0.6173969914977109,101,9440,15290,0.06519991963029938,104,649,9954,0.045204610341545944,123,855,18914,0.11801242236024845,92,209,1771,0.654228855721393,90,1052,1608,2020-08-16
WV,6491,60,4794,60,218,60,479,60,64,60,642,60,0.7385610845786473,60,4794,6491,0.045473508552357114,60,218,4794,0.03358496379602527,60,218,6491,0.09968847352024922,60,64,642,0.7461059190031153,60,479,642,2020-08-16
WY,1478,25,411,21,30,25,47,25,9,25,110,25,0.34193011647254573,21,411,1202,0.0535279805352798,21,22,411,0.02029769959404601,25,30,1478,0.08181818181818182,25,9,110,0.42727272727272725,25,47,110,2020-08-16
