state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,27270,176,18458,166,1090,203,2513,160,250,174,3269,146,0.7460417719386896,155,17717,23748,0.05033048000866833,166,929,18458,0.0359002566923359,176,979,27270,0.06405148636224334,138,209,3263,0.7226864747756113,142,2335,3231,2020-08-16
PR,8437,64,5200,65,557,68,439,66,59,64,620,62,0.5859534995783641,62,4864,8301,0.105,65,546,5200,0.06352969064833472,64,536,8437,0.09001636661211129,60,55,611,0.6612903225806451,62,410,620,2020-08-16
RI,1769,13,1979,13,86,13,139,13,9,13,165,13,1.1187111362351612,13,1979,1769,0.04345629105608893,13,86,1979,0.04861503674392312,13,86,1769,0.05454545454545454,13,9,165,0.8424242424242424,13,139,165,2020-08-16
SC,10329,81,8439,81,1137,81,983,74,267,76,1317,73,0.8170200406622132,81,8439,10329,0.1347316032705297,81,1137,8439,0.11007841998257334,81,1137,10329,0.19362186788154898,73,255,1317,0.7319116527037319,72,961,1313,2020-08-16
SD,2267,49,923,42,72,52,56,37,8,33,93,28,0.579581483830057,41,914,1577,0.04008667388949079,42,37,923,0.031760035288928096,49,72,2267,0.08602150537634409,24,8,93,0.6021505376344086,28,56,93,2020-08-16
TN,18077,113,11873,116,1286,124,1524,89,379,120,2011,93,0.6484514061943752,105,10929,16854,0.10342794575928578,116,1228,11873,0.06499972340543232,113,1175,18077,0.17851815017404277,93,359,2011,0.7796086508753862,88,1514,1942,2020-08-16
TX,63910,537,42763,522,7149,551,5288,484,2165,494,6435,453,0.7093973017483739,516,42644,60113,0.15239501312335957,521,6503,42672,0.10962231625137125,536,6995,63810,0.2939793038570085,442,1875,6378,0.77995337995338,452,5019,6435,2020-08-16
UT,5388,51,2987,47,173,52,333,44,58,43,545,40,0.5679787031755087,47,2987,5259,0.056578506863073315,47,169,2987,0.03173719376391982,51,171,5388,0.09724770642201835,39,53,545,0.5798165137614679,39,316,545,2020-08-16
VA,15425,78,8360,70,1194,85,700,71,214,72,1417,73,0.6084039808330262,65,8253,13565,0.11315789473684211,70,946,8360,0.07390599675850891,78,1140,15425,0.1485148514851485,67,195,1313,0.5271199388846448,68,690,1309,2020-08-16
VI,188,2,108,2,22,2,7,2,3,2,20,2,0.574468085106383,2,108,188,0.2037037037037037,2,22,108,0.11702127659574468,2,22,188,0.15,2,3,20,0.35,2,7,20,2020-08-16
