state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2021-01-27,"107,346","107,325","107,367",15.23,15.21,15.24,"708,256","707,956","708,556"
CW,2021-01-28,"104,284","104,272","104,295",14.82,14.80,14.83,"707,061","706,749","707,373"
CW,2021-01-29,"100,872","100,853","100,891",14.36,14.35,14.38,"705,500","705,204","705,797"
CW,2021-01-30,"97,316","97,269","97,363",13.91,13.87,13.95,"702,867","702,532","703,203"
CW,2021-01-31,"95,991","95,943","96,040",13.80,13.75,13.85,"698,744","698,320","699,168"
CW,2021-02-01,"95,904","95,888","95,919",13.78,13.76,13.80,"699,189","698,866","699,512"
CW,2021-02-02,"95,187","95,181","95,193",13.61,13.61,13.62,"702,592","702,297","702,887"
CW,2021-02-03,"92,483","92,436","92,531",13.18,13.10,13.26,"704,813","704,083","705,543"
CW,2021-02-04,"89,866","89,842","89,890",12.81,12.79,12.83,"704,602","704,302","704,901"
CW,2021-02-05,"87,211","87,179","87,244",12.46,12.43,12.48,"703,352","703,051","703,653"
CW,2021-02-06,"84,001","83,970","84,031",12.05,12.03,12.08,"700,192","699,893","700,490"
CW,2021-02-07,"82,645","82,615","82,674",11.93,11.87,11.98,"696,124","695,589","696,659"
CW,2021-02-08,"82,131","82,103","82,160",11.83,11.81,11.86,"697,188","696,916","697,459"
CW,2021-02-09,"80,953","80,923","80,984",11.59,11.57,11.62,"701,534","701,271","701,797"
CW,2021-02-10,"78,022","77,978","78,067",11.15,11.12,11.18,"703,190","702,903","703,476"
CW,2021-02-11,"74,848","74,813","74,883",10.71,10.69,10.73,"702,618","702,339","702,897"
CW,2021-02-12,"72,024","71,988","72,061",10.33,10.31,10.36,"700,519","700,232","700,806"
CW,2021-02-13,"69,655","69,572","69,738",10.05,9.96,10.13,"696,831","696,220","697,443"
CW,2021-02-14,"67,981","67,695","68,266",9.85,9.54,10.16,"693,787","691,905","695,669"
CW,2021-02-15,"67,426","67,369","67,483",9.78,9.73,9.83,"693,018","692,706","693,330"
CW,2021-02-16,"66,957","66,912","67,001",9.67,9.64,9.70,"696,066","695,801","696,331"
CW,2021-02-17,"65,759","65,719","65,800",9.45,9.41,9.49,"699,308","699,040","699,577"
CW,2021-02-18,"63,406","63,369","63,442",9.10,9.07,9.13,"699,984","699,700","700,268"
CW,2021-02-19,"61,677","61,630","61,723",8.86,8.81,8.90,"699,776","699,521","700,031"
CW,2021-02-20,"59,237","59,190","59,285",8.54,8.49,8.59,"696,965","696,534","697,397"
CW,2021-02-21,"58,472","58,422","58,521",8.46,8.42,8.51,"694,281","693,975","694,588"
CW,2021-02-22,"58,737","58,698","58,777",8.46,8.43,8.49,"697,708","697,472","697,945"
CW,2021-02-23,"58,165","58,074","58,255",8.32,8.22,8.43,"702,196","701,451","702,941"
CW,2021-02-24,"56,388","56,327","56,450",8.04,7.93,8.14,"705,067","703,959","706,175"
CW,2021-02-25,"54,636","54,457","54,815",7.79,7.59,8.00,"704,382","703,185","705,579"
CW,2021-02-26,"52,718","52,237","53,199",7.57,7.01,8.13,"700,429","697,265","703,593"
AK,2021-01-27,42,42,42,2.83,2.83,2.83,"1,485","1,485","1,485"
AL,2021-01-27,"2,207","2,207","2,207",15.87,15.87,15.87,"13,906","13,906","13,906"
AR,2021-01-27,991,986,996,12.85,12.85,12.85,"7,710","7,710","7,710"
AZ,2021-01-27,"4,006","4,003","4,009",27.25,27.25,27.25,"14,728","14,728","14,728"
CA,2021-01-27,"16,941","16,923","16,959",26.57,26.44,26.71,"63,757","63,710","63,804"
CO,2021-01-27,737,737,737,7.30,7.30,7.30,"10,100","10,100","10,100"
CT,2021-01-27,"1,135","1,135","1,135",14.66,14.66,14.66,"7,741","7,741","7,741"
DC,2021-01-27,333,333,333,11.07,11.07,11.07,"3,007","3,007","3,007"
DE,2021-01-27,353,353,353,13.61,13.61,13.61,"2,594","2,594","2,594"
FL,2021-01-27,"7,253","7,253","7,253",13.99,13.99,13.99,"52,849","52,849","52,849"
GA,2021-01-27,"5,073","5,073","5,073",25.96,25.96,25.96,"19,539","19,539","19,539"
HI,2021-01-27,101,101,101,4.06,4.06,4.06,"2,487","2,487","2,487"
IA,2021-01-27,386,386,386,5.09,5.09,5.09,"7,693","7,687","7,699"
ID,2021-01-27,206,206,206,6.68,6.68,6.68,"3,086","3,086","3,086"
IL,2021-01-27,"2,887","2,887","2,887",9.93,9.93,9.93,"29,066","29,066","29,066"
IN,2021-01-27,"1,839","1,839","1,839",11.20,11.20,11.20,"16,414","16,414","16,414"
KS,2021-01-27,676,676,676,8.63,8.63,8.63,"7,836","7,828","7,844"
KY,2021-01-27,"1,581","1,581","1,581",12.85,12.85,12.85,"12,300","12,300","12,300"
