state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
AK,1,20,1,1,20,1,0,22,1355,22,707,22,14,22,4,22,0,22,0,22,0,22,71,22,9,22,9,22,14,22,14,22,0,22,0,22,134,22,0.521771217712177,22,707,1355,0.01980198019802,22,14,707,0.010332103321033,22,14,1355,0.067164179104478,22,9,134,0.529850746268657,22,71,134,2021/06/26,POINT (-151.631889 63.631126),0,22,1,22,1,22,0,22,1,22,0,22,1,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22
AL,26,74,14,28,72,14,2,109,15274,114,11545,114,266,109,28,111,79,109,2,109,8,109,1323,114,75,109,72,111,250,109,194,111,16,109,4,109,1637,114,0.755859630745057,114,11545,15274,0.023901518555126,109,266,11129,0.018031453362256,109,266,14752,0.047080979284369,109,75,1593,0.808185705558949,114,1323,1637,2021/06/26,POINT (-86.844516 32.756889),0,111,0,111,2,111,6,111,5,111,6,111,5,111,4,111,0,111,1,109,12,109,7,109,8,109,13,109,13,109,11,109,14,109,0,109,3,109
AR,20,73,2,22,71,2,3,93,8357,95,5986,95,344,93,54,95,57,93,1,93,9,93,708,95,129,93,121,95,330,93,280,95,14,93,4,93,962,95,0.716285748474333,95,5986,8357,0.057660073751257,93,344,5966,0.041346153846154,93,344,8320,0.135789473684211,93,129,950,0.735966735966736,95,708,962,2021/06/26,POINT (-92.439162 34.899825),1,95,2,95,6,95,4,95,8,95,12,95,13,95,8,95,0,95,2,93,3,93,2,93,3,93,8,93,16,93,13,93,7,93,3,93,7,93
AZ,24,76,3,26,74,3,2,100,15617,103,10562,103,548,100,71,103,96,100,2,100,4,100,1112,103,129,100,88,103,543,100,365,103,5,100,5,100,2195,103,0.676314272907729,103,10562,15617,0.052844744455159,100,548,10370,0.035749233479027,100,548,15329,0.060534960112623,100,129,2131,0.506605922551253,103,1112,2195,2021/06/26,POINT (-111.664616 34.293239),0,103,5,103,6,103,8,103,12,103,13,103,18,103,8,103,1,103,2,100,11,100,15,100,9,100,13,100,14,100,21,100,11,100,0,100,5,100
CA,52,295,35,73,273,36,40,374,61301,382,46228,382,1358,372,195,382,363,374,3,372,12,371,4792,380,316,372,300,380,1321,372,1085,380,37,372,28,371,6955,380,0.754114941028694,382,46228,61301,0.029766340800491,372,1358,45622,0.022455931474683,372,1358,60474,0.046559599233829,372,316,6787,0.689000718907261,380,4792,6955,2021/06/26,POINT (-119.662127 37.211164),2,380,17,379,30,379,31,380,37,379,30,380,24,380,24,379,0,380,0,371,28,372,43,372,33,372,61,372,76,371,69,372,52,372,1,372,12,372
CO,8,66,20,6,68,20,5,92,10796,94,7401,94,333,92,47,94,42,92,4,92,8,92,880,94,107,92,107,94,321,92,282,94,12,92,5,92,1268,94,0.685531678399407,94,7401,10796,0.045597699575517,92,333,7303,0.031153522312658,92,333,10689,0.08663967611336,92,107,1235,0.694006309148265,94,880,1268,2021/06/26,POINT (-105.547832 38.998552),1,94,6,94,5,94,3,94,7,94,12,94,5,94,8,94,0,94,0,92,8,92,10,92,3,92,3,92,6,92,5,92,7,92,0,92,0,92
CT,0,31,1,0,31,1,3,31,7816,32,5976,32,58,31,2,32,22,31,1,31,0,31,522,32,9,31,5,32,56,31,33,32,2,31,2,31,1052,32,0.764585465711361,32,5976,7816,0.009790681971641,31,58,5924,0.007505175983437,31,58,7728,0.00873786407767,31,9,1030,0.496197718631179,32,522,1052,2021/06/26,POINT (-72.738288 41.575155),0,32,0,32,0,32,1,32,0,32,0,32,0,32,0,32,1,32,0,31,2,31,2,31,2,31,2,31,2,31,2,31,10,31,0,31,0,31
DC,0,12,2,0,12,2,0,12,3469,14,2683,14,54,13,0,14,67,13,1,13,3,13,264,14,8,12,7,13,47,13,33,14,7,13,1,13,330,14,0.773421735370424,14,2683,3469,0.02073732718894,13,54,2604,0.016104980614375,13,54,3353,0.025157232704403,12,8,318,0.8,14,264,330,2021/06/26,POINT (-77.016275 38.904785),0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,13,4,13,18,13,6,13,10,13,13,13,10,13,6,13,0,13,0,12
DE,1,8,2,1,8,2,0,10,2822,11,2139,11,24,10,0,11,39,10,0,10,0,10,141,11,4,10,4,11,22,10,18,11,2,10,1,10,190,11,0.75797306874557,11,2139,2822,0.011342155009452,10,24,2116,0.008602150537634,10,24,2790,0.021978021978022,10,4,182,0.742105263157895,11,141,190,2021/06/26,POINT (-75.452394 38.994926),0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,10,1,10,2,10,2,10,2,10,17,10,10,10,4,10,0,10,0,10
FL,5,180,58,6,179,58,58,237,54836,243,43009,243,2039,237,312,243,145,237,8,237,15,237,4733,243,426,237,420,243,2016,237,1745,243,23,237,18,237,6231,243,0.784320519366839,243,43009,54836,0.048188499988183,237,2039,42313,0.037853191252367,237,2039,53866,0.070529801324503,237,426,6040,0.759589151019098,243,4733,6231,2021/06/26,POINT (-82.420978 28.260731),2,243,20,243,37,243,37,242,68,243,57,242,43,243,36,243,12,243,1,237,9,237,12,237,19,237,20,237,38,237,28,237,17,237,1,237,17,237
