state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/04/20,512095,511398,512792,73.48,73.42,73.54,697250,696542,697958,
CW,2021/04/21,520244,519562,520927,74.38,74.32,74.43,699778,699077,700479,
CW,2021/04/22,519345,518659,520031,74.3,74.22,74.37,699314,698595,700032,
CW,2021/04/23,514260,513591,514929,73.64,73.58,73.7,698653,697972,699334,
CW,2021/04/24,494698,493880,495516,70.94,70.71,71.18,697620,696708,698533,
CW,2021/04/25,480846,480154,481537,69.32,69.21,69.44,693927,693247,694607,
CW,2021/04/26,487443,486713,488173,70.4,70.24,70.57,692651,691922,693380,
CW,2021/04/27,512693,512035,513352,73.6,73.34,73.87,696862,696145,697580,
CW,2021/04/28,521817,521194,522440,74.57,74.33,74.8,700076,699478,700675,
CW,2021/04/29,521580,520954,522207,74.55,74.31,74.79,699967,699362,700571,
CW,2021/04/30,515831,515149,516513,73.85,73.6,74.11,699083,698410,699756,
CW,2021/05/01,495185,494483,495888,71.26,70.99,71.52,695551,694859,696242,
CW,2021/05/02,480474,479896,481051,69.54,69.34,69.74,691591,691068,692113,
CW,2021/05/03,486979,486478,487479,70.41,70.26,70.57,692244,691827,692660,
CW,2021/05/04,512240,511549,512930,73.57,73.27,73.88,696880,695928,697831,
CW,2021/05/05,522303,521735,522871,74.53,74.32,74.73,701455,700894,702016,
CW,2021/05/06,520800,520175,521425,74.21,73.96,74.47,702388,701624,703153,
CW,2021/05/07,512674,512011,513338,73.55,73.27,73.82,697705,696907,698502,
CW,2021/05/08,491158,490423,491893,70.6,70.27,70.93,695690,694812,696568,
CW,2021/05/09,476672,475880,477465,68.83,68.46,69.19,692557,691549,693566,
CW,2021/05/10,479767,478983,480551,69.35,68.97,69.73,691814,690731,692896,
CW,2021/05/11,505083,504355,505811,72.53,72.2,72.86,696365,695454,697276,
CW,2021/05/12,514809,514046,515572,73.77,73.44,74.11,697813,696874,698752,
CW,2021/05/13,512043,511320,512767,73.39,73.17,73.61,697722,696811,698633,
CW,2021/05/14,506239,505411,507066,72.69,72.41,72.97,696453,695425,697481,
CW,2021/05/15,487381,486540,488221,70.28,69.98,70.58,693462,692357,694566,
CW,2021/05/16,474231,473407,475054,68.78,68.51,69.06,689460,688416,690505,
CW,2021/05/17,480464,479561,481367,69.74,69.44,70.04,688942,687877,690007,
CW,2021/05/18,504708,503884,505532,72.73,72.49,72.98,693905,692954,694856,
CW,2021/05/19,515779,514557,517000,74.03,73.56,74.51,696670,695181,698160,
CW,2021/05/20,514064,511466,516662,74.15,73.01,75.29,693263,690072,696454,
AK,2021/04/20,873,873,873,58.91,58.91,58.91,1482,1482,1482,POINT (-151.631889 63.631126)
AL,2021/04/20,10218,10218,10218,73.22,73.22,73.22,13955,13955,13955,POINT (-86.844516 32.756889)
AR,2021/04/20,5329,5329,5329,69.36,69.36,69.36,7683,7683,7683,POINT (-92.439162 34.899825)
CA,2021/04/20,43850,43850,43850,74.45,74.25,74.65,58899,58830,58968,POINT (-119.662127 37.211164)
CO,2021/04/20,6891,6891,6891,67.82,67.82,67.82,10161,10161,10161,POINT (-105.547832 38.998552)
CT,2021/04/20,6394,6394,6394,82.08,82.08,82.08,7790,7790,7790,POINT (-72.738288 41.575155)
DC,2021/04/20,2166,2166,2166,79.37,79.37,79.37,2729,2729,2729,POINT (-77.016275 38.904785)
DE,2021/04/20,1963,1963,1963,75.04,75.04,75.04,2616,2616,2616,POINT (-75.452394 38.994926)
GA,2021/04/20,15401,15041,15761,80.66,78.59,82.73,19399,19373,19425,POINT (-83.426574 32.638481)
HI,2021/04/20,1761,1761,1761,70.72,70.72,70.72,2490,2490,2490,POINT (-157.854309 21.361013)
IA,2021/04/20,4838,4838,4838,63.12,63.12,63.12,7665,7665,7665,POINT (-93.500061 42.074659)
ID,2021/04/20,1876,1876,1876,57.81,57.81,57.81,3245,3245,3245,POINT (-114.659366 44.389073)
IL,2021/04/20,20144,20141,20147,70.13,70.04,70.23,28722,28707,28737,POINT (-89.148632 40.124144)
IN,2021/04/20,10957,10957,10957,64.8,64.8,64.8,16910,16910,16910,POINT (-86.2818 39.919991)
KS,2021/04/20,4456,4456,4456,57.14,57.14,57.14,7799,7799,7799,POINT (-98.38018 38.484729)
KY,2021/04/20,7222,7222,7222,58.69,58.69,58.69,12305,12305,12305,POINT (-85.290484 37.526683)
LA,2021/04/20,8571,8571,8571,67.82,67.82,67.82,12637,12637,12637,POINT (-91.840238 30.921314)
MA,2021/04/20,13448,13448,13448,80.65,80.65,80.65,16674,16674,16674,POINT (-71.481104 42.151077)
MD,2021/04/20,8364,8364,8364,85.35,85.35,85.35,9800,9800,9800,POINT (-76.687282 38.946466)
ME,2021/04/20,1968,1968,1968,68.72,68.72,68.72,2864,2864,2864,POINT (-69.06137 45.117911)
MI,2021/04/20,17314,17314,17314,82.35,82.35,82.35,21024,21024,21024,POINT (-85.730977 44.874798)
AK,2021/04/21,866,866,866,58.51,58.51,58.51,1480,1480,1480,POINT (-151.631889 63.631126)
AL,2021/04/21,10448,10448,10448,74.8,74.8,74.8,13967,13967,13967,POINT (-86.844516 32.756889)
AR,2021/04/21,5454,5454,5454,70.57,70.57,70.57,7728,7728,7728,POINT (-92.439162 34.899825)
CA,2021/04/21,44841,44817,44865,75.67,75.41,75.93,59261,59178,59344,POINT (-119.662127 37.211164)
CO,2021/04/21,7022,7022,7022,69.05,69.05,69.05,10170,10170,10170,POINT (-105.547832 38.998552)
CT,2021/04/21,6508,6508,6508,83.37,83.37,83.37,7806,7806,7806,POINT (-72.738288 41.575155)
DC,2021/04/21,2210,2210,2210,80.6,80.6,80.6,2742,2742,2742,POINT (-77.016275 38.904785)
DE,2021/04/21,1956,1956,1956,74.57,74.57,74.57,2623,2623,2623,POINT (-75.452394 38.994926)
GA,2021/04/21,15776,15431,16121,82.15,80.43,83.87,19509,19461,19557,POINT (-83.426574 32.638481)
HI,2021/04/21,1778,1778,1778,71.55,71.55,71.55,2485,2485,2485,POINT (-157.854309 21.361013)
IA,2021/04/21,4922,4922,4922,63.96,63.96,63.96,7696,7692,7700,POINT (-93.500061 42.074659)
ID,2021/04/21,2012,2012,2012,61.32,61.32,61.32,3281,3281,3281,POINT (-114.659366 44.389073)
IL,2021/04/21,20536,20533,20538,71.41,71.41,71.41,28758,28758,28758,POINT (-89.148632 40.124144)
IN,2021/04/21,11144,11144,11144,65.83,65.83,65.83,16929,16929,16929,POINT (-86.2818 39.919991)
KS,2021/04/21,4484,4484,4484,57.34,57.34,57.34,7820,7807,7833,POINT (-98.38018 38.484729)
KY,2021/04/21,7739,7726,7752,61.37,61.37,61.37,12610,12610,12610,POINT (-85.290484 37.526683)
LA,2021/04/21,8646,8646,8646,68.46,68.46,68.46,12630,12630,12630,POINT (-91.840238 30.921314)
MA,2021/04/21,13747,13747,13747,82.39,82.39,82.39,16685,16685,16685,POINT (-71.481104 42.151077)
MD,2021/04/21,8462,8462,8462,86.14,86.14,86.14,9823,9823,9823,POINT (-76.687282 38.946466)
ME,2021/04/21,2024,2024,2024,70.72,70.72,70.72,2862,2862,2862,POINT (-69.06137 45.117911)
MI,2021/04/21,17311,17311,17311,82.44,82.44,82.44,20998,20998,20998,POINT (-85.730977 44.874798)
AK,2021/04/22,955,955,955,64.44,64.44,64.44,1482,1482,1482,POINT (-151.631889 63.631126)
AL,2021/04/22,10440,10439,10441,74.79,74.79,74.79,13959,13959,13959,POINT (-86.844516 32.756889)
AR,2021/04/22,5405,5405,5405,70.3,70.3,70.3,7688,7688,7688,POINT (-92.439162 34.899825)
CA,2021/04/22,44490,44444,44536,75.21,74.9,75.51,59158,59073,59243,POINT (-119.662127 37.211164)
CO,2021/04/22,7315,7315,7315,72.12,72.12,72.12,10143,10143,10143,POINT (-105.547832 38.998552)
CT,2021/04/22,6562,6562,6562,84.07,84.07,84.07,7805,7805,7805,POINT (-72.738288 41.575155)
DC,2021/04/22,2228,2228,2228,80.99,80.99,80.99,2751,2751,2751,POINT (-77.016275 38.904785)
DE,2021/04/22,2001,2001,2001,76.2,76.2,76.2,2626,2626,2626,POINT (-75.452394 38.994926)
GA,2021/04/22,15724,15411,16037,82.29,82.29,82.29,19414,19414,19414,POINT (-83.426574 32.638481)
HI,2021/04/22,1794,1791,1796,72,72,72,2491,2491,2491,POINT (-157.854309 21.361013)
IA,2021/04/22,4888,4884,4893,63.89,63.7,64.07,7652,7646,7658,POINT (-93.500061 42.074659)
ID,2021/04/22,1942,1942,1942,59.52,59.52,59.52,3263,3263,3263,POINT (-114.659366 44.389073)
IL,2021/04/22,20508,20508,20508,71.29,71.29,71.29,28768,28768,28768,POINT (-89.148632 40.124144)
IN,2021/04/22,10990,10990,10990,65.05,65.05,65.05,16894,16894,16894,POINT (-86.2818 39.919991)
KS,2021/04/22,4531,4529,4533,57.84,57.84,57.84,7834,7834,7834,POINT (-98.38018 38.484729)
KY,2021/04/22,7456,7443,7469,60.58,60.58,60.58,12308,12308,12308,POINT (-85.290484 37.526683)
LA,2021/04/22,8607,8607,8607,68.04,68.04,68.04,12649,12649,12649,POINT (-91.840238 30.921314)
