state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,5,9,55,6,8,55,5,67,8702,68,4618,68,654,67,38,68,47,66,0,67,12,66,454,69,101,67,89,68,626,67,419,68,28,67,1,67,676,69,0.5306826017007584,68,4618,8702,0.14224910394265233,66,635,4464,0.07529049087028693,66,635,8434,0.16108452950558214,67,101,627,0.6715976331360947,69,454,676,2020-11-24
RI,2,12,1,3,11,1,6,14,2170,15,1936,14,419,14,36,15,0,14,0,14,0,14,143,15,44,14,47,15,414,14,390,15,5,14,5,14,166,15,0.8921658986175115,14,1936,2170,0.22157588577472237,13,419,1891,0.2002868068833652,14,419,2092,0.2894736842105263,14,44,152,0.8614457831325302,15,143,166,2020-11-24
SC,24,61,2,29,56,2,9,85,11285,87,8078,87,932,85,101,87,93,85,1,85,1,85,920,87,247,85,229,87,925,85,784,87,7,85,5,85,1308,87,0.7158174568010633,87,8078,11285,0.11645632887667125,85,932,8003,0.08386574282371997,85,932,11113,0.19603174603174603,85,247,1260,0.7033639143730887,87,920,1308,2020-11-24
SD,10,51,3,14,47,3,101,61,2915,64,1758,64,544,61,64,64,27,61,2,61,1,61,173,64,91,61,96,64,538,61,516,64,6,61,4,61,222,64,0.6030874785591767,64,1758,2915,0.32189349112426036,61,544,1690,0.19407777381377095,61,544,2803,0.441747572815534,61,91,206,0.7792792792792793,64,173,222,2020-11-24
TN,34,68,43,34,68,43,31,102,18880,145,12084,125,2318,102,281,102,125,102,2,102,3,102,1721,142,599,102,566,102,2295,102,2129,102,23,102,20,102,2014,145,0.69560211835137,125,12084,17372,0.1989870375139497,102,2318,11649,0.14132422875259115,102,2318,16402,0.309400826446281,102,599,1936,0.8794072560040879,142,1721,1957,2020-11-24
TX,132,451,5,160,423,5,153,583,72125,586,49275,588,8992,583,1120,588,601,583,18,583,47,583,6214,588,2424,583,2366,588,8889,583,8404,588,103,583,73,583,7823,586,0.6831889081455806,586,49275,72125,0.18454592098512057,583,8992,48725,0.12622476768017069,581,8992,71238,0.3181937516408506,581,2424,7618,0.7943244279688099,586,6214,7823,2020-11-24
UT,8,50,1,7,51,1,11,58,6203,59,3214,59,545,58,86,59,8,58,1,58,0,58,442,59,193,58,193,59,538,58,522,59,7,58,0,58,641,59,0.5181363856198613,59,3214,6203,0.1719785421268539,58,545,3169,0.08906684098708939,58,545,6119,0.3058637083993661,58,193,631,0.6895475819032761,59,442,641,2020-11-24
VA,27,77,3,36,68,3,82,104,18758,107,11830,107,1675,104,158,107,237,104,1,104,11,103,1321,107,387,104,355,107,1656,104,1306,107,19,104,9,104,2060,107,0.6306642499200341,107,11830,18758,0.14301571038251365,104,1675,11712,0.0906042083626332,104,1675,18487,0.19408224674022065,104,387,1994,0.6412621359223301,107,1321,2060,2020-11-24
VI,1,1,0,2,0,0,0,2,168,2,73,2,1,2,1,2,0,2,0,2,0,2,8,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.43452380952380953,2,73,168,0.0136986301369863,2,1,73,0.005952380952380952,2,1,168,0.05,2,1,20,0.4,2,8,20,2020-11-24
VT,1,15,1,1,15,1,0,16,1281,17,648,17,20,16,3,17,6,16,0,16,0,16,62,17,2,16,3,17,19,16,17,17,1,16,0,16,111,17,0.5058548009367682,17,648,1281,0.03164556962025317,16,20,632,0.01607717041800643,16,20,1244,0.019230769230769232,16,2,104,0.5585585585585585,17,62,111,2020-11-24
WA,14,88,2,20,82,2,6,95,13732,104,8904,104,948,102,112,104,77,102,2,102,15,102,904,104,234,102,213,104,938,102,842,104,10,102,7,102,1293,104,0.6484124672298281,104,8904,13732,0.10756836491546579,102,948,8813,0.06971100816236488,102,948,13599,0.1841070023603462,102,234,1271,0.6991492652745553,104,904,1293,2020-11-24
WI,61,85,3,61,85,3,19,146,14034,149,8746,148,2077,145,415,149,137,146,4,146,3,146,1098,148,427,145,426,148,2065,145,1950,148,12,145,4,145,1646,149,0.6326678240740741,148,8746,13824,0.2453922495274102,145,2077,8464,0.15479207035325682,145,2077,13418,0.27284345047923325,145,427,1565,0.6670716889428918,148,1098,1646,2020-11-24
WV,15,44,4,18,41,4,9,59,6221,63,4286,63,636,59,69,63,49,59,1,59,1,59,512,63,179,59,174,63,628,59,578,63,8,59,4,59,654,63,0.6889567593634464,63,4286,6221,0.15128449096098953,59,636,4204,0.10564784053156147,59,636,6020,0.2978369384359401,59,179,601,0.7828746177370031,63,512,654,2020-11-24
AK,5,19,0,6,18,0,0,24,1587,24,958,24,159,24,15,24,3,24,0,24,0,24,89,24,37,24,33,24,155,24,147,24,4,24,2,24,132,24,0.6036546943919344,24,958,1587,0.16597077244258873,24,159,958,0.1001890359168242,24,159,1587,0.2803030303030303,24,37,132,0.6742424242424242,24,89,132,2020-11-24
AL,30,82,4,35,75,6,26,113,15563,116,10715,116,1807,113,245,115,127,113,1,113,9,113,1289,116,478,113,457,115,1793,113,1595,115,14,113,8,113,1535,116,0.6884919360020562,116,10715,15563,0.17383357383357384,113,1807,10395,0.11938424947145877,113,1807,15136,0.3193052772211089,113,478,1497,0.8397394136807818,116,1289,1535,2020-11-24
AR,35,73,2,41,67,2,11,108,9163,109,6043,110,1062,108,112,110,201,108,1,108,17,108,816,110,321,108,313,110,1047,108,899,110,15,108,5,108,1048,110,0.6595001637018444,109,6043,9163,0.1796042617960426,108,1062,5913,0.11868573983012964,107,1062,8948,0.3268839103869654,108,321,982,0.7786259541984732,110,816,1048,2020-11-24
AZ,30,91,3,35,86,3,33,121,16250,124,11461,124,2530,121,285,124,246,121,1,121,5,121,1314,124,586,121,525,124,2505,121,2046,124,25,121,12,121,2069,124,0.7052923076923077,124,11461,16250,0.22399291722000886,121,2530,11295,0.1584915116206227,121,2530,15963,0.2935871743486974,121,586,1996,0.6350894151764137,124,1314,2069,2020-11-24
CA,79,320,12,104,295,12,45,403,66846,411,46003,411,8223,401,1146,411,511,403,8,401,11,399,5638,409,1805,401,1747,409,8141,401,7498,409,82,399,59,399,7606,409,0.688193758788858,411,46003,66846,0.18113132737124985,401,8223,45398,0.12498860009119928,401,8223,65790,0.2461475521614619,401,1805,7333,0.7412569024454378,409,5638,7606,2020-11-24
CO,11,78,13,17,72,13,45,100,11656,102,7792,102,1854,100,282,102,114,100,0,100,14,100,1019,102,493,100,475,102,1826,100,1696,102,28,100,17,100,1496,102,0.668496911461908,102,7792,11656,0.24056052938886727,100,1854,7707,0.16085372201978138,100,1854,11526,0.3358310626702997,100,493,1468,0.6811497326203209,102,1019,1496,2020-11-24
CT,8,25,1,10,23,1,19,33,8392,34,5826,34,1248,33,115,34,64,33,2,33,1,33,604,34,221,33,203,34,1232,33,1063,34,16,33,9,33,1077,34,0.694232602478551,34,5826,8392,0.21599169262720663,33,1248,5778,0.15030711790918944,33,1248,8303,0.209478672985782,33,221,1055,0.5608170844939647,34,604,1077,2020-11-24
DC,0,13,1,0,13,1,5,13,3573,14,2739,14,232,13,13,14,97,13,1,13,8,13,263,14,51,13,45,14,213,13,166,14,19,13,6,13,353,14,0.7665827036104114,14,2739,3573,0.08771266540642722,13,232,2645,0.0674614713579529,13,232,3439,0.15315315315315314,13,51,333,0.7450424929178471,14,263,353,2020-11-24
DE,2,13,1,3,12,1,1,15,3243,16,2249,16,253,15,27,16,24,15,10,15,4,15,148,16,29,15,29,16,247,15,224,16,6,15,4,15,180,16,0.6934936786925686,16,2249,3243,0.11330049261083744,15,253,2233,0.07876712328767123,15,253,3212,0.16666666666666666,15,29,174,0.8222222222222222,16,148,180,2020-11-24
FL,5,257,6,22,240,6,77,262,57445,268,40326,268,4575,262,687,268,430,262,14,262,10,262,4786,268,955,262,907,268,4533,262,4036,268,42,262,22,262,6272,268,0.7019932108973801,268,40326,57445,0.11529156796532433,262,4575,39682,0.08115011440835802,262,4575,56377,0.15782515286729465,262,955,6051,0.7630739795918368,268,4786,6272,2020-11-24
GA,33,120,19,41,112,19,15,169,22731,172,16247,172,2407,169,393,172,153,169,10,169,33,169,2175,172,616,169,568,172,2360,169,2037,172,47,169,11,169,2726,172,0.714750780871937,172,16247,22731,0.14972630007464544,169,2407,16076,0.10728293813513995,169,2407,22436,0.2306252339947585,169,616,2671,0.7978723404255319,172,2175,2726,2020-11-24
