state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-10,"501,544","500,085","503,003",68.29,67.95,68.64,"715,375","710,818","719,932"
CW,2020-09-11,"502,111","500,663","503,560",68.21,67.75,68.67,"716,669","712,117","721,221"
CW,2020-09-12,"484,468","482,899","486,037",66.02,65.47,66.58,"714,291","709,676","718,905"
CW,2020-09-13,"469,054","467,031","471,078",64.50,63.76,65.24,"708,206","703,533","712,879"
CW,2020-09-14,"473,547","472,142","474,952",64.81,64.32,65.29,"712,517","707,984","717,050"
CW,2020-09-15,"495,854","494,406","497,302",67.96,67.48,68.43,"711,547","707,068","716,026"
CW,2020-09-16,"502,831","501,496","504,166",68.84,68.38,69.30,"712,376","707,865","716,887"
CW,2020-09-17,"504,810","503,464","506,156",68.89,68.42,69.35,"714,760","710,296","719,225"
CW,2020-09-18,"501,302","500,071","502,533",68.32,67.92,68.72,"715,606","711,203","720,008"
CW,2020-09-19,"483,184","481,661","484,706",66.10,65.53,66.68,"713,507","708,987","718,027"
CW,2020-09-20,"466,511","464,919","468,103",64.04,63.43,64.65,"711,083","706,519","715,647"
CW,2020-09-21,"470,516","469,298","471,735",64.40,63.92,64.87,"712,614","708,251","716,977"
CW,2020-09-22,"497,441","496,284","498,597",67.61,67.15,68.08,"717,686","713,476","721,896"
CW,2020-09-23,"509,304","508,264","510,345",68.98,68.56,69.39,"720,247","716,156","724,337"
CW,2020-09-24,"509,551","508,502","510,599",69.00,68.59,69.41,"720,927","717,002","724,852"
CW,2020-09-25,"507,167","506,067","508,268",68.62,68.17,69.06,"721,385","717,426","725,343"
CW,2020-09-26,"489,299","488,040","490,559",66.50,66.00,67.01,"717,708","713,724","721,692"
CW,2020-09-27,"475,032","473,842","476,222",64.75,64.24,65.26,"715,982","711,996","719,968"
CW,2020-09-28,"478,511","477,450","479,573",65.36,64.93,65.79,"714,957","711,148","718,765"
CW,2020-09-29,"502,767","501,698","503,836",68.52,68.10,68.93,"717,929","714,105","721,753"
