state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
AK,2,21,1,2,21,1,1,24,1627,24,1094,24,126,24,15,24,0,24,1,24,0,24,105,24,34,24,34,24,122,24,122,24,4,24,4,24,128,24,0.67240319606638,24,1094,1627,0.115173674588665,24,126,1094,0.077443146896128,24,126,1627,0.265625,24,34,128,0.8203125,24,105,128,2021/08/15,,0,24,0,24,1,24,3,24,1,24,5,24,1,24,4,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,2,24
AL,30,71,16,35,63,19,23,113,15174,115,12382,115,2938,113,429,115,105,113,43,113,30,113,1570,115,816,113,809,115,2872,113,2764,115,66,113,50,113,1570,115,0.816001054435218,115,12382,15174,0.244709215130812,111,2937,12002,0.199226699226699,111,2937,14742,0.533333333333333,111,816,1530,1,115,1570,1570,2021/08/15,,2,115,27,115,32,115,77,115,77,115,100,115,69,115,45,115,0,115,3,113,9,113,5,113,10,113,15,113,26,113,23,113,13,113,1,113,57,113
AR,22,86,2,22,86,2,8,108,9330,110,6932,110,1417,108,216,110,96,108,5,108,18,108,884,110,479,108,484,110,1384,108,1368,110,33,108,23,108,969,110,0.742979635584137,110,6932,9330,0.205273069679849,108,1417,6903,0.15266106442577,108,1417,9282,0.505274261603376,108,479,948,0.912280701754386,110,884,969,2021/08/15,,2,110,7,110,18,110,24,110,50,110,40,110,32,110,31,110,12,110,2,108,10,108,6,108,3,108,14,108,26,108,24,108,11,108,0,108,21,108
AZ,34,86,3,34,86,3,12,120,17372,123,12697,123,1945,120,195,123,163,120,2,120,16,120,1302,123,430,120,415,123,1890,120,1571,123,55,120,30,120,2165,123,0.730888786553074,123,12697,17372,0.15561244899592,120,1945,12499,0.113842551946152,120,1945,17085,0.204859456884231,120,430,2099,0.601385681293302,123,1302,2165,2021/08/15,,0,123,21,123,18,123,30,123,45,123,38,123,29,123,12,123,2,123,2,120,13,120,20,120,25,120,16,120,35,120,35,120,17,120,0,120,20,120
CA,103,273,33,111,264,34,53,401,65393,409,52379,409,8231,401,1047,409,440,401,17,401,10,401,5714,409,1806,401,1783,409,8094,401,7760,409,137,401,121,401,7248,409,0.800987873319774,409,52379,65393,0.159062361103059,401,8231,51747,0.127458267521447,401,8231,64578,0.256388415672913,401,1806,7044,0.788355408388521,409,5714,7248,2021/08/15,,6,409,80,408,148,408,172,408,184,408,186,407,149,408,121,408,1,409,1,401,38,400,34,400,55,400,78,400,91,400,89,400,53,400,1,401,86,401
CO,7,78,20,6,79,20,6,103,11688,105,8346,105,703,103,129,105,56,103,7,103,16,103,976,105,237,103,242,105,681,103,606,105,22,103,8,103,1297,105,0.714065708418891,105,8346,11688,0.085139881312825,103,703,8257,0.060702875399361,103,703,11581,0.1875,103,237,1264,0.752505782575174,105,976,1297,2021/08/15,,4,105,11,105,9,104,24,104,21,104,25,105,17,104,17,104,1,105,0,103,4,102,4,102,5,102,9,102,12,103,13,102,9,102,0,103,1,103
CT,0,33,5,0,33,5,4,37,8104,38,6591,38,392,37,53,38,25,37,1,37,1,37,568,38,77,37,75,38,386,37,338,38,6,37,3,37,1052,38,0.813302073050346,38,6591,8104,0.060122699386503,37,392,6520,0.048847352024922,37,392,8025,0.074757281553398,37,77,1030,0.539923954372624,38,568,1052,2021/08/15,,0,38,3,38,4,38,8,38,8,38,9,38,12,38,7,38,2,38,1,37,1,37,2,37,1,37,1,37,4,37,8,37,7,37,0,37,3,37
DC,0,13,1,0,13,1,0,13,3462,14,2767,14,121,13,15,14,54,13,1,13,1,13,279,14,28,13,25,14,104,13,85,14,17,13,14,13,328,14,0.799248989023686,14,2767,3462,0.045216741405082,13,121,2676,0.036162582187687,13,121,3346,0.090032154340836,13,28,311,0.850609756097561,14,279,328,2021/08/15,,0,14,3,14,2,14,4,14,1,14,1,14,1,14,3,14,0,14,0,13,3,13,12,13,3,13,10,13,14,13,7,13,5,13,0,13,1,13
DE,1,14,1,2,13,1,6,15,3448,16,2615,16,189,15,37,16,40,15,1,15,0,15,146,16,30,15,28,16,183,15,162,16,6,15,4,15,187,16,0.758410672853828,16,2615,3448,0.072748267898383,15,189,2598,0.055279321439017,15,189,3419,0.164835164835165,15,30,182,0.780748663101604,16,146,187,2021/08/15,,0,16,2,16,3,16,5,16,6,16,9,16,6,16,6,16,0,16,0,15,1,15,3,15,1,15,3,15,12,15,11,15,9,15,0,15,4,15
FL,46,159,59,46,159,59,155,258,59655,264,51308,264,17198,258,2207,264,294,258,54,258,26,258,6368,264,3551,258,3584,264,16995,258,16670,264,203,258,179,258,6841,264,0.860078786354874,264,51308,59655,0.340439851931033,258,17198,50517,0.293146061670104,258,17198,58667,0.535272836900814,258,3551,6634,0.930858061686888,264,6368,6841,2021/08/15,,9,264,95,263,258,264,281,264,437,264,427,264,332,264,275,263,93,264,2,258,26,258,35,258,31,258,57,258,53,258,41,258,43,258,6,258,259,258
