state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,9,189,29936,189,25884,211,1095,215,2832,179,225,184,152,176,1007,194,505,186,74,194,53,186,3349,167,0.7702431854623196,189,23058,29936,0.0423041261010663,211,1095,25884,0.030966060929983965,189,927,29936,0.06270528515974919,159,210,3349,0.801255230125523,161,2681,3346,2020-09-20
PR,3,68,9624,68,5423,68,392,68,475,68,62,67,52,67,361,67,264,67,31,67,5,67,689,68,0.5634871155444722,68,5423,9624,0.0722847132583441,68,392,5423,0.040731504571903575,68,392,9624,0.0899854862119013,67,62,689,0.6894049346879536,68,475,689,2020-09-20
RI,3,14,2207,14,1997,14,92,14,129,14,9,14,8,14,92,14,88,14,0,14,0,14,150,14,0.904848210240145,14,1997,2207,0.04606910365548322,14,92,1997,0.04168554599003172,14,92,2207,0.06,14,9,150,0.86,14,129,150,2020-09-20
SC,5,76,10235,82,8474,82,811,82,962,78,195,78,165,78,806,80,629,80,5,80,4,80,1313,77,0.8279433317049341,82,8474,10235,0.09570450790653764,82,811,8474,0.07923790913531999,82,811,10235,0.1485148514851485,76,195,1313,0.7296268088347296,77,958,1313,2020-09-20
SD,1,58,2391,57,1576,60,187,60,88,49,27,46,26,45,150,55,132,54,32,55,31,54,95,42,0.6470096194061062,57,1547,2391,0.11865482233502538,60,187,1576,0.07779171894604768,57,186,2391,0.1368421052631579,37,13,95,0.5647058823529412,40,48,85,2020-09-20
TN,8,110,17838,116,12725,116,1038,114,1584,116,270,109,248,109,946,112,806,112,90,112,83,112,2025,117,0.731674862597628,113,12647,17285,0.07945183130761073,105,974,12259,0.059217740952845134,102,972,16414,0.14155982905982906,103,265,1872,0.8003048780487805,114,1575,1968,2020-09-20
TX,97,552,66339,566,46934,571,4009,573,5046,527,1137,535,1023,534,3937,559,3159,557,65,559,38,557,6291,499,0.7095832387867786,565,46907,66105,0.08510956069043504,570,3989,46869,0.06015933850378731,565,3987,66274,0.15669971218420212,491,980,6254,0.7697818818659449,498,4835,6281,2020-09-20
UT,4,54,5373,54,3370,55,220,55,356,45,74,44,71,44,202,52,189,51,5,52,4,51,547,42,0.6166015261492649,54,3313,5373,0.06528189910979229,55,220,3370,0.04094546808114647,54,220,5373,0.12614259597806216,41,69,547,0.6288848263254113,41,344,547,2020-09-20
VA,21,92,16939,88,11436,89,1089,95,1053,86,204,86,148,86,937,87,589,87,7,87,3,87,1458,84,0.6719404923549206,88,11382,16939,0.09229414354909732,88,1048,11355,0.05977776457305841,87,1006,16829,0.1346153846153846,83,196,1456,0.7098765432098766,84,1035,1458,2020-09-20
VI,0,2,188,2,105,2,3,2,11,2,0,2,0,2,3,2,3,2,0,2,0,2,20,2,0.5585106382978723,2,105,188,0.02857142857142857,2,3,105,0.015957446808510637,2,3,188,0.0,2,0,20,0.55,2,11,20,2020-09-20
