state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,25,194,6,32,187,6,14,219,30622,225,24824,225,902,219,125,225,317,219,4,218,26,218,2738,225,191,219,167,225,873,219,696,225,29,219,19,219,3708,225,0.810659003330938,225,24824,30622,0.036702473958333,219,902,24576,0.029820153398572,219,902,30248,0.053011379406051,219,191,3603,0.738403451995685,225,2738,3708,2021/08/02,,2,222,8,221,15,222,10,222,26,221,27,222,18,222,8,222,11,214,2,215,25,215,30,215,31,215,37,214,70,214,55,215,57,215,10,209,5,219
PR,0,11,54,0,11,54,3,64,9159,65,5778,65,260,64,27,65,20,64,4,64,5,64,471,65,56,64,40,65,234,64,201,65,26,64,17,64,646,65,0.630854896822797,65,5778,9159,0.045977011494253,64,260,5655,0.028979045920642,64,260,8972,0.091056910569106,64,56,615,0.729102167182662,65,471,646,2021/08/02,,1,65,3,65,5,65,2,65,8,65,3,65,2,65,3,65,0,65,0,64,1,64,5,64,3,64,4,64,4,64,2,64,1,64,0,64,4,64
RI,4,9,2,4,9,2,0,14,2481,15,2175,15,66,14,6,15,6,14,0,14,2,14,126,15,13,14,11,15,60,14,49,15,6,14,1,14,157,15,0.876662636033857,15,2175,2481,0.031146767343086,14,66,2119,0.027329192546584,14,66,2415,0.090909090909091,14,13,143,0.802547770700637,15,126,157,2021/08/02,,0,14,0,14,1,14,1,14,1,14,0,14,1,14,2,15,0,14,0,13,1,13,1,13,0,13,0,13,1,13,1,13,2,13,0,12,2,14
SC,20,63,5,20,63,5,1,86,11455,88,9203,88,1026,86,149,88,42,86,5,86,2,86,972,88,264,86,262,88,1014,86,980,88,12,86,11,86,1249,88,0.803404626800524,88,9203,11455,0.112834048168921,86,1026,9093,0.090884932234919,86,1026,11289,0.218543046357616,86,264,1208,0.77822257806245,88,972,1249,2021/08/02,,0,88,6,88,26,88,18,88,35,88,32,88,17,88,14,88,1,83,0,86,3,86,2,86,8,86,11,86,9,86,5,86,2,86,2,81,10,86
SD,0,62,3,0,62,3,9,62,2818,65,1716,65,52,62,7,65,9,62,1,62,5,62,135,65,13,62,15,65,49,62,41,65,3,62,1,62,237,65,0.608942512420156,65,1716,2818,0.030588235294118,62,52,1700,0.0189022173755,62,52,2751,0.057522123893805,62,13,226,0.569620253164557,65,135,237,2021/08/02,,0,65,0,65,2,65,1,65,2,65,0,65,2,65,0,65,0,65,0,62,0,62,1,62,4,62,1,62,1,62,1,62,1,62,0,62,0,62
TN,8,91,45,29,70,45,15,100,20310,144,13250,131,1611,100,230,100,61,100,3,100,0,100,1715,141,450,100,434,100,1581,100,1493,100,30,100,28,100,2410,144,0.690283928106278,131,13250,19195,0.131941031941032,100,1611,12210,0.091957303499058,100,1611,17519,0.19893899204244,100,450,2262,0.728856778580535,141,1715,2353,2021/08/02,,0,99,11,99,25,99,35,99,37,99,36,99,42,99,18,99,26,100,1,99,6,99,12,99,10,99,6,99,11,99,7,99,5,99,3,100,16,100
TX,17,108,470,15,110,470,67,590,68171,595,53485,595,9260,590,1436,595,602,590,36,590,87,590,6152,595,2338,590,2322,595,9036,590,8526,595,224,590,161,590,6911,595,0.78457115195611,595,53485,68171,0.175249342341831,590,9260,52839,0.137374456658804,590,9260,67407,0.347348090922597,590,2338,6731,0.890175083200694,595,6152,6911,2021/08/02,,11,595,102,595,186,595,193,595,264,595,200,595,251,595,139,595,90,595,8,590,72,590,50,590,79,590,82,590,93,590,96,590,59,590,63,590,74,590
UT,0,51,9,1,50,9,0,59,6255,60,3930,60,384,59,83,60,0,59,3,59,0,59,429,60,156,59,157,60,380,59,369,60,4,59,0,59,636,60,0.628297362110312,60,3930,6255,0.099199173340222,59,384,3871,0.062145978313643,59,384,6179,0.252427184466019,59,156,618,0.674528301886792,60,429,636,2021/08/02,,1,60,12,60,11,60,17,60,11,60,10,60,13,60,8,60,0,60,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,2,59
VA,14,70,20,17,67,20,29,101,18041,104,13219,104,714,101,76,104,159,101,2,101,14,101,1346,104,162,101,151,104,700,101,580,104,14,101,8,101,1923,104,0.732719915747464,104,13219,18041,0.054662379421222,101,714,13062,0.040168776371308,101,714,17775,0.087003222341568,101,162,1862,0.699947997919917,104,1346,1923,2021/08/02,,1,104,6,104,11,104,13,104,13,104,11,104,14,104,7,104,0,104,0,101,8,101,13,101,15,101,19,101,31,101,40,101,33,101,0,101,4,101
VI,2,0,0,2,0,0,4,2,168,2,118,2,31,2,3,2,0,2,0,2,0,2,10,2,6,2,6,2,30,2,30,2,1,2,1,2,20,2,0.702380952380952,2,118,168,0.26271186440678,2,31,118,0.18452380952381,2,31,168,0.3,2,6,20,0.5,2,10,20,2021/08/02,,0,2,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
