state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,8,59,1,8,59,1,1,67,9429,68,5720,68,175,67,9,68,30,67,0,67,7,67,494,68,18,67,15,68,147,67,95,68,28,67,0,67,697,68,0.6066390921624775,68,5720,9429,0.03136200716845878,67,175,5580,0.018931198615318043,67,175,9244,0.02702702702702703,67,18,666,0.7087517934002869,68,494,697,2021-03-06
RI,4,10,1,4,10,1,5,14,2493,15,2365,15,192,14,21,15,0,14,2,14,0,14,151,15,22,14,23,15,190,14,152,15,2,14,2,14,181,15,0.9486562374649017,15,2365,2493,0.08290155440414508,14,192,2316,0.07947019867549669,14,192,2416,0.13414634146341464,14,22,164,0.8342541436464088,15,151,181,2021-03-06
SC,22,58,2,24,56,2,6,80,10994,82,8567,82,592,80,80,82,88,80,2,80,1,80,936,82,156,80,147,82,588,80,532,82,4,80,4,80,1326,82,0.7792432235764962,82,8567,10994,0.07001774098166766,80,592,8455,0.05471349353049908,80,592,10820,0.12130637636080871,80,156,1286,0.7058823529411765,82,936,1326,2021-03-06
SD,0,62,3,1,61,3,13,62,2835,65,1589,65,65,62,11,65,5,62,0,62,0,62,122,65,13,62,11,65,62,62,47,65,3,62,2,62,236,65,0.5604938271604938,65,1589,2835,0.04156010230179028,62,65,1564,0.023516642547033284,62,65,2764,0.057777777777777775,62,13,225,0.5169491525423728,65,122,236,2021-03-06
TN,12,84,47,33,63,47,14,96,20296,143,12834,128,596,96,70,96,54,96,0,96,4,96,1690,140,161,96,150,96,587,96,504,96,9,96,4,96,2391,143,0.674302527189618,128,12834,19033,0.05531835901243735,96,596,10774,0.03743248335636227,96,596,15922,0.0782312925170068,96,161,2058,0.7240788346186804,140,1690,2334,2021-03-06
TX,102,488,5,127,463,5,101,590,70759,595,51687,595,5146,590,536,595,529,590,14,590,35,590,6045,595,1442,590,1369,595,5025,590,4402,595,121,590,75,590,7672,594,0.730465382495513,595,51687,70759,0.10076760397900839,590,5146,51068,0.07351743646156264,590,5146,69997,0.19242060314918602,589,1442,7494,0.7879301355578728,594,6045,7672,2021-03-06
UT,0,55,1,0,55,1,1,55,5652,56,3352,56,190,55,28,56,1,55,1,55,0,55,381,56,63,55,61,56,186,55,171,56,4,55,0,55,625,56,0.5930644019815995,56,3352,5652,0.05740181268882175,55,190,3310,0.034044078122200325,55,190,5581,0.10378912685337727,55,63,607,0.6096,56,381,625,2021-03-06
VA,16,78,9,22,72,9,38,100,17759,103,12944,103,1175,100,126,103,203,100,1,100,12,100,1347,103,225,100,204,103,1145,100,919,103,30,100,15,100,2019,103,0.7288698687989189,103,12944,17759,0.09201252936570087,100,1175,12770,0.06715436932045493,100,1175,17497,0.11550308008213553,100,225,1948,0.6671619613670133,103,1347,2019,2021-03-06
VI,2,0,0,2,0,0,0,2,168,2,85,2,3,2,1,2,0,2,0,2,0,2,9,2,3,2,3,2,3,2,3,2,0,2,0,2,20,2,0.5059523809523809,2,85,168,0.03529411764705882,2,3,85,0.017857142857142856,2,3,168,0.15,2,3,20,0.45,2,9,20,2021-03-06
VT,1,15,1,1,15,1,0,16,1307,17,810,17,31,16,6,17,9,16,1,16,1,16,62,17,7,16,7,17,30,16,29,17,1,16,1,16,103,17,0.6197398622800306,17,810,1307,0.03949044585987261,16,31,785,0.024409448818897637,16,31,1270,0.07291666666666667,16,7,96,0.6019417475728155,17,62,103,2021-03-06
WA,7,92,2,11,88,2,13,99,13785,101,9654,101,372,99,46,101,71,99,0,99,15,99,975,101,101,99,93,101,367,99,316,101,5,99,4,99,1367,101,0.7003264417845484,101,9654,13785,0.038981452373467465,99,372,9543,0.027254743937284782,99,372,13649,0.07559880239520958,99,101,1336,0.7132406730065838,101,975,1367,2021-03-06
WI,13,112,21,16,109,21,1,143,13569,146,8219,146,304,143,62,146,49,143,0,143,4,143,865,146,78,143,75,146,300,143,267,146,4,143,2,143,1600,146,0.6057189181221903,146,8219,13569,0.03784389393750778,143,304,8033,0.022838254075576592,143,304,13311,0.050387596899224806,143,78,1548,0.540625,146,865,1600,2021-03-06
WV,12,47,4,15,44,4,8,59,6142,63,4682,63,252,59,17,63,66,59,1,59,1,59,452,63,62,59,59,63,247,59,197,63,5,59,4,59,655,63,0.7622924128948225,63,4682,6142,0.05492589363557106,59,252,4588,0.04238143289606458,59,252,5946,0.10197368421052631,59,62,608,0.6900763358778625,63,452,655,2021-03-06
AK,1,23,0,1,23,0,0,24,1676,24,1000,24,39,24,6,24,3,24,0,24,0,24,94,24,8,24,7,24,38,24,33,24,1,24,1,24,127,24,0.5966587112171837,24,1000,1676,0.039,24,39,1000,0.023269689737470168,24,39,1676,0.06299212598425197,24,8,127,0.7401574803149606,24,94,127,2021-03-06
AL,29,78,10,31,75,11,7,115,15635,117,11721,117,608,115,68,117,80,115,1,115,9,115,1333,117,171,115,165,117,598,115,500,117,10,115,11,115,1647,117,0.7496642149024624,117,11721,15635,0.05217540547498498,115,608,11653,0.039299334238252215,115,608,15471,0.10627719080174021,115,171,1609,0.8093503339404978,117,1333,1647,2021-03-06
AR,13,91,2,16,88,2,3,104,9082,106,6509,106,373,104,28,106,54,104,0,104,14,104,728,106,111,104,99,106,362,104,276,106,11,104,3,104,1022,106,0.7166923585113412,106,6509,9082,0.057464181173933135,104,373,6491,0.041256498174980644,104,373,9041,0.11044776119402985,104,111,1005,0.7123287671232876,106,728,1022,2021-03-06
