state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
AK,2,21,1,2,21,1,2,24,1581,24,1117,24,64,24,6,24,2,24,1,24,3,24,104,24,14,24,14,24,58,24,54,24,6,24,3,24,130,24,0.70651486401012,24,1117,1581,0.057296329453894,24,64,1117,0.040480708412397,24,64,1581,0.107692307692308,24,14,130,0.8,24,104,130,2021/12/25,,0,24,1,24,0,24,1,24,1,24,1,24,0,24,2,24,0,24,0,24,0,24,0,24,0,24,0,24,1,24,0,24,1,24,0,24,1,24,737,463,905,80,0,21,0,22,0,22,0,22,0,22,4,0,22,22
AL,29,65,23,33,60,24,15,114,15185,117,11515,117,878,114,159,116,79,114,5,114,5,114,1364,117,188,114,173,116,830,114,708,116,48,114,38,114,1556,117,0.758314125782022,117,11515,15185,0.078505007153076,114,878,11184,0.059477035632028,114,878,14762,0.123765635286373,114,188,1519,0.876606683804627,117,1364,1556,2021/12/25,,0,116,10,116,19,116,12,116,23,116,33,116,34,116,20,116,8,116,1,114,8,114,9,114,5,114,9,114,17,114,18,114,12,114,0,114,11,114,2702,2043,1542,1686,144,528,6,85,11,84,0,85,1,85,48,0,85,87
AR,19,90,2,21,88,2,5,109,9255,111,6806,111,692,109,107,111,103,109,2,109,17,109,766,111,192,109,193,111,677,109,577,111,15,109,6,109,917,111,0.735386277687736,111,6806,9255,0.10188457008245,109,692,6792,0.075119409465914,109,692,9212,0.213096559378468,109,192,901,0.835332606324973,111,766,917,2021/12/25,,0,111,15,111,6,111,11,111,13,111,13,111,22,111,17,111,10,111,1,109,3,109,8,109,10,109,13,109,18,109,28,109,22,109,0,109,8,109,539,629,875,245,1,820,4,107,10,107,0,107,0,107,24,1,107,107
AS,0,1,0,0,1,0,0,1,150,1,64,1,0,1,0,1,0,1,0,1,0,1,3,1,0,1,0,1,0,1,0,1,0,1,0,1,7,1,0.426666666666667,1,64,150,0,1,0,64,0,1,0,150,0,1,0,7,0.428571428571429,1,3,7,2021/12/25,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,426,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
AZ,37,76,3,33,80,3,37,113,16591,116,13524,116,2400,113,308,116,125,113,12,113,8,113,1469,116,561,113,550,116,2358,113,2140,116,42,113,26,113,1839,116,0.815140738954855,116,13524,16591,0.180126088261783,113,2400,13324,0.147148988350705,113,2400,16310,0.315168539325843,113,561,1780,0.798803697661773,116,1469,1839,2021/12/25,,2,116,19,116,31,116,26,116,39,116,68,116,77,116,38,116,8,116,2,113,16,113,12,113,11,113,18,113,21,113,30,113,15,113,0,113,129,113,5062,1649,3115,1601,42,715,8,107,91,107,0,107,0,107,103,5,107,107
CA,128,239,34,144,223,34,36,393,63368,401,49321,401,5296,393,857,401,518,393,44,393,38,393,5369,401,1083,393,1062,401,5155,393,4801,401,141,393,121,392,7018,401,0.778326600176745,401,49321,63368,0.108555733202148,393,5296,48786,0.084577670600636,393,5296,62617,0.158079112538316,393,1083,6851,0.765032772869764,401,5369,7018,2021/12/25,,11,401,99,400,99,399,116,400,119,400,149,400,123,400,140,400,1,401,9,393,28,392,51,392,45,392,80,392,93,392,117,392,93,392,2,393,71,393,37585,7975,3224,5347,13,392,2,390,21,390,0,388,0,388,70,3,390,390
CO,25,53,25,25,53,25,12,101,11599,103,8063,103,1203,101,290,103,90,101,17,101,13,101,948,103,368,101,366,103,1156,101,1109,103,47,101,32,101,1256,103,0.695146133287352,103,8063,11599,0.15077077327986,101,1203,7979,0.104681517577445,101,1203,11492,0.300899427636958,101,368,1223,0.754777070063694,103,948,1256,2021/12/25,,5,103,43,103,41,102,38,102,33,102,49,103,56,102,24,102,1,103,0,101,11,100,12,100,8,100,18,100,13,101,7,100,21,100,0,101,17,101,4171,1052,1726,503,216,341,1,85,19,85,0,85,0,85,38,8,85,85
CT,2,29,7,0,31,7,10,37,7764,38,6324,38,1223,37,209,38,42,37,3,37,0,37,671,38,199,37,199,38,1195,37,1143,38,28,37,21,37,877,38,0.814528593508501,38,6324,7764,0.19499362244898,37,1223,6272,0.159161894846434,37,1223,7684,0.232748538011696,37,199,855,0.765108323831243,38,671,877,2021/12/25,,3,38,12,38,25,38,9,38,36,38,43,38,36,38,40,38,5,38,0,37,2,37,5,37,3,37,5,37,7,37,10,37,10,37,0,37,31,37,1752,1913,2126,425,7,265,1,37,3,37,0,36,0,37,14,0,37,37
DC,0,12,2,0,12,2,32,13,3446,14,2505,14,569,13,90,14,43,13,12,13,1,13,255,14,70,13,59,14,506,13,480,14,63,13,48,13,319,14,0.726929773650609,14,2505,3446,0.23600165906263,13,569,2411,0.171695835847918,13,569,3314,0.234113712374582,13,70,299,0.799373040752351,14,255,319,2021/12/25,,0,14,7,14,15,14,6,14,14,14,20,14,11,14,7,14,10,14,0,13,0,13,10,13,4,13,5,13,7,13,7,13,10,13,0,13,3,13,194,223,184,64,0,12,1,13,0,13,0,13,0,13,5,0,13,13
DE,1,12,1,1,12,1,3,13,3227,14,2432,14,475,13,58,14,33,13,1,13,0,13,166,14,52,13,46,14,465,13,429,14,10,13,8,13,200,14,0.753641152773474,14,2432,3227,0.197259136212625,13,475,2408,0.148856157944218,13,475,3191,0.270833333333333,13,52,192,0.83,14,166,200,2021/12/25,,1,14,9,14,9,14,5,14,9,14,10,14,9,14,6,14,0,14,0,13,2,13,3,13,4,13,3,13,5,13,10,13,6,13,0,13,4,13,794,98,457,214,0,16,0,13,0,13,0,13,0,13,6,0,13,13
