state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,23,191,6,29,185,6,14,214,30962,220,25574,220,554,214,40,220,263,214,0,209,18,209,2807,220,87,214,68,220,533,214,322,220,21,213,8,213,3828,220,0.825980233835024,220,25574,30962,0.021847148828772,214,554,25358,0.01811463885165,214,554,30583,0.023380811609782,214,87,3721,0.733281086729362,220,2807,3828,2021/06/26,,1,218,2,218,2,219,6,218,8,218,5,219,7,218,4,220,5,207,2,211,15,211,26,211,14,212,35,211,55,211,52,211,59,213,5,200,6,214
PR,7,55,4,6,56,4,1,65,9236,66,5714,66,58,65,0,66,7,65,0,65,10,65,452,66,7,65,7,66,32,65,20,66,26,65,0,65,655,66,0.618666089216111,66,5714,9236,0.010362694300518,65,58,5597,0.006410256410256,65,58,9048,0.011217948717949,65,7,624,0.690076335877862,66,452,655,2021/06/26,,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,65,2,65,0,65,0,65,1,65,2,65,1,65,1,65,0,65,0,65
RI,4,9,2,4,9,2,4,14,2511,15,2278,15,69,14,2,15,0,14,0,14,0,14,118,15,2,14,2,15,69,14,32,15,0,14,0,14,152,15,0.90720828355237,15,2278,2511,0.030955585464334,14,69,2229,0.028151774785802,14,69,2451,0.014492753623188,14,2,138,0.776315789473684,15,118,152,2021/06/26,,1,15,0,15,0,15,0,15,0,15,0,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,14
SC,18,63,5,18,63,5,0,84,10686,86,8235,86,128,84,14,86,23,84,1,84,1,84,775,86,34,84,28,86,127,84,97,86,1,84,1,84,1161,86,0.770634475014037,86,8235,10686,0.015759665107116,84,128,8122,0.012164987644934,84,128,10522,0.030357142857143,84,34,1120,0.667527993109388,86,775,1161,2021/06/26,,0,86,0,86,2,86,2,86,3,85,1,86,5,86,1,86,0,86,0,84,0,84,1,84,3,84,4,84,6,84,5,84,3,84,1,84,2,84
SD,1,60,3,2,59,3,0,61,2810,64,1620,64,22,61,5,64,9,61,0,61,3,61,108,64,3,61,3,64,20,61,10,64,2,61,1,61,228,64,0.576512455516014,64,1620,2810,0.013801756587202,61,22,1594,0.008020415603354,61,22,2743,0.013824884792627,61,3,217,0.473684210526316,64,108,228,2021/06/26,,0,64,2,64,0,64,1,64,0,64,0,64,1,64,1,64,0,64,0,61,2,61,0,61,2,61,0,61,1,61,3,61,1,61,0,61,1,61
TN,8,87,46,29,66,46,2,96,20349,141,13457,128,247,96,14,96,28,96,0,96,0,96,1728,138,70,96,66,96,237,96,189,96,10,96,6,96,2430,141,0.697615344738206,128,13457,19290,0.020235949533017,96,247,12206,0.014341287812808,96,247,17223,0.031390134529148,96,70,2230,0.721503131524008,138,1728,2395,2021/06/26,,0,96,0,96,0,96,1,96,2,96,3,96,3,96,1,96,4,96,0,96,6,96,1,96,2,96,6,96,4,96,3,96,2,96,4,96,2,96
TX,76,401,60,92,385,60,52,532,64883,537,48271,537,1957,532,220,537,398,532,6,532,63,532,5448,537,554,532,507,537,1891,532,1498,537,66,532,37,532,6674,537,0.743969915077909,537,48271,64883,0.041051350897802,532,1957,47672,0.030509003039988,532,1957,64145,0.084930246818948,532,554,6523,0.816302067725502,537,5448,6674,2021/06/26,,1,537,16,537,38,537,40,537,31,537,31,537,34,537,17,537,12,537,4,532,30,532,51,532,44,532,54,532,84,532,62,532,48,532,21,532,19,532
UT,1,48,9,1,48,9,0,57,5886,58,3630,58,225,57,45,58,3,57,2,57,0,57,429,58,82,57,83,58,221,57,211,58,4,57,0,57,635,58,0.616717635066259,58,3630,5886,0.062937062937063,57,225,3575,0.038759689922481,57,225,5805,0.13290113452188,57,82,617,0.675590551181102,58,429,635,2021/06/26,,0,58,7,58,9,58,8,58,7,58,3,58,8,58,3,58,0,58,0,57,1,57,1,57,0,57,1,57,0,57,0,57,0,57,0,57,0,57
VA,14,69,20,17,66,20,22,100,17930,103,13372,103,270,100,33,103,109,100,3,100,14,100,1281,103,73,100,59,103,266,100,178,103,4,100,0,100,1922,103,0.745789180145008,103,13372,17930,0.020428236362261,100,270,13217,0.015273220952596,100,270,17678,0.038974906567005,100,73,1873,0.666493236212279,103,1281,1922,2021/06/26,,2,103,3,103,6,103,4,103,5,103,7,103,3,103,3,103,0,103,1,100,5,100,12,100,16,100,16,100,15,100,27,100,16,100,1,100,1,100
VI,2,0,0,2,0,0,0,2,168,2,101,2,5,2,0,2,0,2,0,2,0,2,6,2,1,2,1,2,5,2,5,2,0,2,0,2,20,2,0.601190476190476,2,101,168,0.04950495049505,2,5,101,0.029761904761905,2,5,168,0.05,2,1,20,0.3,2,6,20,2021/06/26,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
VT,1,15,1,1,15,1,0,16,1258,17,907,17,8,16,1,17,0,16,0,16,0,16,65,17,2,16,2,17,8,16,8,17,0,16,0,16,105,17,0.720985691573927,17,907,1258,0.009060022650057,16,8,883,0.006568144499179,16,8,1218,0.020618556701031,16,2,97,0.619047619047619,17,65,105,2021/06/26,,0,17,0,17,0,17,0,17,0,17,1,17,0,17,0,17,0,17,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
WA,11,88,2,10,89,2,11,99,13011,101,8249,101,501,99,24,101,181,99,0,99,5,99,836,101,116,99,90,101,489,99,295,101,12,99,1,99,1270,101,0.634001998309123,101,8249,13011,0.061547911547912,99,501,8140,0.038912621359223,99,501,12875,0.093397745571659,99,116,1242,0.658267716535433,101,836,1270,2021/06/26,,0,101,1,101,1,101,7,101,3,101,4,101,6,101,2,101,0,101,0,99,13,99,35,99,12,99,16,99,29,99,27,99,29,99,20,99,2,99
WI,5,123,21,13,115,21,0,146,13393,149,9101,149,118,144,18,149,24,146,0,146,9,146,878,149,29,144,28,147,114,144,98,147,4,144,3,144,1620,149,0.67953408496976,149,9101,13393,0.013474934338244,144,118,8757,0.009158646383111,144,118,12884,0.018494897959184,144,29,1568,0.541975308641975,149,878,1620,2021/06/26,,0,149,4,149,3,149,1,149,1,149,4,149,2,149,1,149,2,149,1,146,1,146,3,146,4,146,3,146,5,146,5,146,2,146,0,146,0,146
AK,1,22,1,1,22,1,0,24,1552,24,838,24,16,24,6,24,0,24,0,24,0,24,69,24,10,24,10,24,16,24,16,24,0,24,0,24,134,24,0.539948453608247,24,838,1552,0.01909307875895,24,16,838,0.010309278350515,24,16,1552,0.074626865671642,24,10,134,0.514925373134328,24,69,134,2021/06/26,,0,24,1,23,1,24,0,24,1,24,0,24,2,24,1,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
AL,27,77,13,30,74,13,2,114,15424,117,11812,117,282,114,39,116,67,114,0,114,4,114,1334,117,79,114,71,116,273,114,206,116,9,114,5,114,1625,117,0.765819502074689,117,11812,15424,0.024341821320673,114,282,11585,0.018710191082803,114,282,15072,0.05015873015873,114,79,1575,0.820923076923077,117,1334,1625,2021/06/26,,0,116,3,116,6,116,7,116,7,116,8,116,6,116,2,116,0,116,0,114,4,114,7,114,4,114,9,114,14,114,14,114,15,114,0,114,2,114
AR,20,86,2,22,84,2,1,106,9280,108,6663,108,358,106,73,108,53,106,0,106,12,106,706,108,137,106,131,108,352,106,301,108,6,106,3,106,990,108,0.717995689655172,108,6663,9280,0.053891314165287,106,358,6643,0.038732013415558,106,358,9243,0.140081799591002,106,137,978,0.713131313131313,108,706,990,2021/06/26,,1,108,4,108,5,108,6,108,11,108,12,107,13,107,10,108,11,108,2,106,3,106,2,106,2,106,6,106,17,106,11,106,7,106,3,106,4,106
AZ,25,86,3,28,83,3,3,111,16587,114,11503,114,518,111,62,114,92,111,2,111,0,111,1116,114,129,111,93,114,513,111,351,114,5,111,5,111,2213,114,0.693494905649002,114,11503,16587,0.045796127663337,111,518,11311,0.03178109086447,111,518,16299,0.060027919962773,111,129,2149,0.50429281518301,114,1116,2213,2021/06/26,,0,114,3,114,5,114,8,114,14,114,14,114,11,114,6,114,1,114,1,111,8,111,12,111,13,111,12,111,15,111,25,111,6,111,0,111,8,111
CA,55,311,35,72,293,36,40,393,62697,401,47919,401,1351,391,194,401,324,393,4,391,11,390,4766,399,309,391,292,399,1316,391,1090,399,35,391,23,391,6916,399,0.764294942341739,401,47919,62697,0.028554519899393,391,1351,47313,0.021836107968321,391,1351,61870,0.045791345583877,391,309,6748,0.689126662810873,399,4766,6916,2021/06/26,,4,399,26,399,26,399,28,399,37,399,31,399,24,399,18,399,0,399,3,390,23,391,39,391,30,391,50,391,71,390,55,391,51,391,2,391,13,391
CO,9,71,20,9,71,20,5,98,11342,100,7992,100,333,98,49,100,54,98,3,98,12,98,888,100,104,98,101,100,320,98,275,100,13,98,4,98,1268,100,0.704637630047611,100,7992,11342,0.042183937167469,98,333,7894,0.029639519359146,98,333,11235,0.084210526315789,98,104,1235,0.700315457413249,100,888,1268,2021/06/26,,1,100,6,100,6,100,6,100,9,100,11,100,7,100,3,100,0,100,0,98,7,98,15,98,3,98,7,98,9,98,11,98,2,98,0,98,2,98
CT,0,33,5,0,33,5,6,37,8342,38,6586,38,73,37,9,38,24,37,0,37,0,37,517,38,9,37,7,38,71,37,43,38,2,37,1,37,1052,38,0.789498921122033,38,6586,8342,0.011172329354148,37,73,6534,0.008844196753089,37,73,8254,0.00873786407767,37,9,1030,0.491444866920152,38,517,1052,2021/06/26,,0,38,1,38,0,38,1,38,3,38,2,38,0,38,2,38,0,38,0,37,1,37,0,37,3,37,5,37,5,37,1,37,9,37,0,37,0,37
DC,0,13,1,0,13,1,0,13,3465,14,2717,14,50,13,4,14,56,13,1,13,1,13,274,14,9,13,8,14,44,13,34,14,6,13,2,13,333,14,0.784126984126984,14,2717,3465,0.018953752843063,13,50,2638,0.01492982979994,13,50,3349,0.02803738317757,13,9,321,0.822822822822823,14,274,333,2021/06/26,,0,14,0,14,0,14,0,14,0,14,2,14,1,14,1,14,0,14,0,13,4,13,17,13,8,13,5,13,9,13,10,13,3,13,0,13,0,13
DE,1,11,2,1,11,2,0,13,3164,14,2432,14,27,13,0,14,34,13,0,13,0,13,143,14,4,13,4,14,25,13,21,14,2,13,1,13,190,14,0.768647281921618,14,2432,3164,0.01120797011208,13,27,2409,0.008620689655172,13,27,3132,0.021978021978022,13,4,182,0.752631578947368,14,143,190,2021/06/26,,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,13,2,13,0,13,1,13,4,13,8,13,10,13,9,13,0,13,0,13
FL,5,203,58,6,202,58,64,260,58741,266,46066,266,2122,260,313,266,146,260,6,260,8,260,4908,266,451,260,442,266,2097,260,1831,266,25,260,21,260,6388,266,0.784222263836162,266,46066,58741,0.046770994048931,260,2122,45370,0.036731231932977,260,2122,57771,0.072777150233984,260,451,6197,0.768315591734502,266,4908,6388,2021/06/26,,3,266,28,266,39,266,32,265,59,266,59,265,43,266,40,266,10,266,1,260,8,260,13,260,19,260,26,260,28,260,30,260,20,260,1,260,18,260
GA,24,122,18,27,118,19,5,161,21961,164,17461,164,599,161,148,164,66,161,3,161,31,161,2040,164,136,161,104,164,565,161,364,164,34,161,5,161,2636,164,0.795091298210464,164,17461,21961,0.034684423856398,161,599,17270,0.027638075024224,161,599,21673,0.052590873936582,161,136,2586,0.773899848254932,164,2040,2636,2021/06/26,,0,164,24,164,8,164,10,164,12,164,13,164,15,164,7,164,8,164,1,161,6,161,3,161,6,161,11,161,10,161,14,161,8,161,7,161,3,161
HI,2,23,0,2,23,0,0,25,2546,25,1802,25,49,25,6,25,6,25,0,25,0,25,129,25,14,25,11,25,46,25,40,25,3,25,2,25,218,25,0.70777690494894,25,1802,2546,0.027192008879023,25,49,1802,0.019245875883739,25,49,2546,0.064220183486239,25,14,218,0.591743119266055,25,129,218,2021/06/26,,0,25,1,25,0,25,0,25,1,25,1,25,2,25,1,25,0,25,0,25,0,25,1,25,1,25,3,25,0,25,1,25,0,25,0,25,0,25
IA,0,61,65,0,60,66,0,124,8078,126,5311,126,153,124,13,126,42,124,0,124,3,124,436,126,39,124,28,126,146,124,71,126,7,124,0,124,668,126,0.657464718989849,126,5311,8078,0.029176201372998,124,153,5244,0.019170530008771,124,153,7981,0.060092449922958,124,39,649,0.652694610778443,126,436,668,2021/06/26,,0,126,1,126,2,126,2,126,2,126,1,126,3,126,2,126,0,126,1,124,5,124,2,124,4,124,10,124,9,124,8,124,3,124,0,124,1,124
