state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
AK,1,23,0,1,23,0,0,24,1683,24,1010,24,41,24,4,24,1,24,0,24,0,24,95,24,12,24,12,24,41,24,39,24,0,24,0,24,130,24,0.600118835412953,24,1010,1683,0.040594059405941,24,41,1010,0.024361259655377,24,41,1683,0.092307692307692,24,12,130,0.730769230769231,24,95,130,2021/03/30,POINT (-151.631889 63.631126)
AL,25,81,11,29,76,12,4,113,15389,116,10583,116,453,113,40,115,81,113,1,113,3,113,1217,116,142,113,122,115,444,113,336,115,9,113,8,113,1606,116,0.687699005783352,116,10583,15389,0.044144936028909,112,452,10239,0.030228047883368,112,452,14953,0.089866156787763,112,141,1569,0.757783312577833,116,1217,1606,2021/03/30,POINT (-86.844516 32.756889)
AR,15,91,2,19,87,2,2,106,9265,108,6216,108,182,106,21,108,50,106,0,106,11,106,645,108,60,106,49,108,176,106,134,108,6,106,2,106,985,108,0.670912034538586,108,6216,9265,0.02934064162502,106,182,6203,0.019731136166522,106,182,9224,0.06198347107438,106,60,968,0.654822335025381,108,645,985,2021/03/30,POINT (-92.439162 34.899825)
AZ,25,94,3,27,92,3,6,119,17068,122,11715,122,572,119,67,122,139,119,1,119,5,119,1129,122,116,119,92,122,556,119,358,122,16,119,9,119,2179,122,0.686372158425123,122,11715,17068,0.04959250910352,119,572,11534,0.034141100632685,119,572,16754,0.055185537583254,119,116,2102,0.518127581459385,122,1129,2179,2021/03/30,POINT (-111.664616 34.293239)
CA,69,312,33,79,302,33,39,406,63578,414,47519,414,2455,406,259,414,443,406,9,406,11,406,5047,414,570,406,535,414,2405,406,2055,414,50,406,37,406,7108,414,0.747412627009343,414,47519,63578,0.052313068678216,406,2455,46929,0.039132860444728,406,2455,62735,0.082274826789838,406,570,6928,0.710045019696117,414,5047,7108,2021/03/30,POINT (-119.662127 37.211164)
CO,4,87,13,7,84,13,7,102,11850,104,7762,104,440,102,68,104,51,102,1,102,4,102,806,104,113,102,113,104,422,102,354,104,18,102,12,102,1279,104,0.655021097046414,104,7762,11850,0.057328990228013,102,440,7675,0.037469130545857,102,440,11743,0.090690208667737,102,113,1246,0.630179827990618,104,806,1279,2021/03/30,POINT (-105.547832 38.998552)
CT,4,35,1,4,35,1,18,39,8441,40,6702,40,555,39,84,40,52,39,3,39,0,39,612,40,114,39,115,40,546,39,489,40,9,39,6,39,1057,40,0.793981755716147,40,6702,8441,0.083622118427,39,555,6637,0.066443194062014,39,555,8353,0.11003861003861,39,114,1036,0.578997161778619,40,612,1057,2021/03/30,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,12,3450,14,2551,14,190,13,15,14,87,13,2,13,4,13,277,14,44,12,42,13,169,13,135,14,21,13,9,13,355,14,0.739420289855072,14,2551,3450,0.076643807987092,13,190,2479,0.057142857142857,13,190,3325,0.13134328358209,12,44,335,0.780281690140845,14,277,355,2021/03/30,POINT (-77.016275 38.904785)
DE,1,13,2,1,13,2,0,15,3314,16,2403,16,168,15,23,16,30,15,0,15,1,15,153,16,16,15,16,16,164,15,135,16,4,15,4,15,193,16,0.725105612552806,16,2403,3314,0.070469798657718,15,168,2384,0.051172707889126,15,168,3283,0.086021505376344,15,16,186,0.792746113989637,16,153,193,2021/03/30,POINT (-75.452394 38.994926)
FL,9,238,15,29,218,15,63,256,57327,262,43502,262,3330,256,469,262,174,256,17,256,9,256,4867,262,713,256,683,262,3273,256,2955,262,57,256,47,256,6387,262,0.758839639262477,262,43502,57327,0.077823739746196,256,3330,42789,0.059085505420607,256,3330,56359,0.115484288953677,256,713,6174,0.762016596211054,262,4867,6387,2021/03/30,POINT (-82.420978 28.260731)
GA,31,126,11,35,121,12,13,165,22337,168,17165,168,1270,165,284,168,119,165,8,165,18,165,2145,168,321,165,301,168,1244,165,1068,168,26,165,9,165,2793,168,0.768455925146618,168,17165,22337,0.074683916495148,165,1270,17005,0.057593759920185,165,1270,22051,0.11698250728863,165,321,2744,0.767991407089152,168,2145,2793,2021/03/30,POINT (-83.426574 32.638481)
HI,1,20,4,1,20,4,0,25,2616,25,1875,25,48,25,5,25,12,25,0,25,0,25,143,25,10,25,8,25,47,25,37,25,1,25,0,25,223,25,0.716743119266055,25,1875,2616,0.0256,25,48,1875,0.018348623853211,25,48,2616,0.044843049327354,25,10,223,0.641255605381166,25,143,223,2021/03/30,POINT (-157.854309 21.361013)
IA,2,49,75,2,49,75,1,124,8058,126,4723,126,207,124,32,126,13,124,0,124,0,124,427,126,48,124,44,126,201,124,195,126,6,124,4,124,672,126,0.586125589476297,126,4723,8058,0.044458762886598,124,207,4656,0.025998492840995,124,207,7962,0.073506891271057,124,48,653,0.635416666666667,126,427,672,2021/03/30,POINT (-93.500061 42.074659)
ID,4,39,8,4,39,8,1,50,3634,51,2161,51,165,50,15,51,6,50,0,50,0,50,218,51,41,50,39,51,165,50,149,51,0,50,0,50,303,51,0.594661529994496,51,2161,3634,0.077537593984962,50,165,2128,0.045909849749583,50,165,3594,0.138047138047138,50,41,297,0.71947194719472,51,218,303,2021/03/30,POINT (-114.659366 44.389073)
IL,11,166,25,9,168,25,6,197,31385,202,20694,202,1557,197,226,202,274,197,1,197,34,197,2035,202,330,197,291,202,1517,197,1299,202,40,197,19,197,3471,202,0.659359566671977,202,20694,31385,0.076110866695996,197,1557,20457,0.050180482145159,197,1557,31028,0.096802581402171,197,330,3409,0.586286372803227,202,2035,3471,2021/03/30,POINT (-89.148632 40.124144)
IN,11,150,2,12,149,2,1,161,18874,163,11898,163,723,161,94,163,92,161,5,161,8,161,1442,163,147,161,135,163,700,161,499,163,23,161,5,161,2227,163,0.630391014093462,163,11898,18874,0.061250423585225,161,723,11804,0.038603235623899,161,723,18729,0.067493112947658,161,147,2178,0.647507858105074,163,1442,2227,2021/03/30,POINT (-86.2818 39.919991)
KS,10,133,4,13,130,4,0,144,8754,147,4958,147,188,144,24,147,38,144,2,144,1,144,581,147,35,144,33,147,185,144,147,147,3,144,2,144,838,147,0.56636965958419,147,4958,8754,0.038304808475958,144,188,4908,0.021681466958828,144,188,8671,0.04278728606357,144,35,818,0.693317422434368,147,581,838,2021/03/30,POINT (-98.38018 38.484729)
KY,0,25,93,4,112,2,3,116,14389,118,8103,118,391,116,133,118,44,116,0,116,7,116,1035,118,91,116,84,118,372,116,304,118,19,116,6,116,1834,118,0.563138508582945,118,8103,14389,0.048868891388576,116,391,8001,0.027521644259872,116,391,14207,0.05089485458613,116,91,1788,0.564340239912759,118,1035,1834,2021/03/30,POINT (-85.290484 37.526683)
LA,42,174,6,46,170,6,0,216,14069,222,8285,222,289,222,35,217,7,217,1,217,0,217,1075,222,107,222,100,222,287,222,362,222,2,222,1,222,1811,222,0.588883360579999,222,8285,14069,0.034882317441159,222,289,8285,0.020541616319568,222,289,14069,0.059083379348426,222,107,1811,0.593594699061292,222,1075,1811,2021/03/30,POINT (-91.840238 30.921314)
MA,10,90,1,9,91,1,10,100,19211,101,15521,101,657,100,101,101,105,100,2,100,1,100,1025,101,172,100,163,101,646,100,558,101,11,100,8,100,1412,101,0.807922544375618,101,15521,19211,0.042626354376176,100,657,15413,0.034437572072544,100,657,19078,0.124277456647399,100,172,1384,0.725920679886686,101,1025,1412,2021/03/30,POINT (-71.481104 42.151077)
MD,3,53,5,3,53,5,11,60,11747,61,9770,61,1360,60,158,61,264,60,4,60,12,60,971,61,281,60,254,61,1343,60,1069,61,17,60,7,60,1361,61,0.831701711075168,61,9770,11747,0.140177283034426,60,1360,9702,0.11680838271923,60,1360,11643,0.212396069538927,60,281,1323,0.713445995591477,61,971,1361,2021/03/30,POINT (-76.687282 38.946466)
ME,3,28,8,2,29,8,0,38,3311,39,2285,39,90,38,7,39,14,38,0,38,0,38,237,39,33,38,29,39,88,38,74,39,2,38,2,38,325,39,0.690123829658713,39,2285,3311,0.039964476021314,38,90,2252,0.027472527472527,38,90,3276,0.10377358490566,38,33,318,0.729230769230769,39,237,325,2021/03/30,POINT (-69.06137 45.117911)
MI,3,157,4,3,157,4,9,160,23289,164,18070,164,2893,160,486,164,80,160,10,160,10,160,1996,164,552,160,543,164,2848,160,2681,164,45,160,31,160,2615,164,0.775902786723346,164,18070,23289,0.16117889576021,160,2893,17949,0.125319471518302,160,2893,23085,0.214368932038835,160,552,2575,0.763288718929254,164,1996,2615,2021/03/30,POINT (-85.730977 44.874798)
MN,15,110,15,15,110,15,11,139,9934,140,7207,140,550,139,79,140,50,139,1,139,1,139,668,140,114,139,108,140,539,139,453,140,11,139,8,139,936,140,0.725488222266962,140,7207,9934,0.077508455467869,139,550,7096,0.056392904747257,139,550,9753,0.126666666666667,139,114,900,0.713675213675214,140,668,936,2021/03/30,POINT (-94.198308 46.349153)
MO,21,98,20,24,95,20,9,135,16859,139,13103,139,742,135,51,139,172,135,6,135,20,135,1357,139,163,135,119,139,700,135,451,139,42,135,12,135,1751,139,0.777210985230441,139,13103,16859,0.057559537661935,135,742,12891,0.044760813174881,135,742,16577,0.096678529062871,135,163,1686,0.774985722444318,139,1357,1751,2021/03/30,POINT (-92.477244 38.3675)
MS,8,98,2,10,96,2,1,106,8544,108,5198,108,228,106,15,108,20,106,1,106,5,106,555,108,80,106,56,108,218,106,174,108,10,106,6,106,827,108,0.608380149812734,108,5198,8544,0.04417748498353,106,228,5161,0.026912181303116,106,228,8472,0.09913258983891,106,80,807,0.671100362756953,108,555,827,2021/03/30,POINT (-89.65344 32.713378)
PR,0,0,68,0,0,68,0,67,9253,68,5140,68,255,67,28,68,23,67,1,67,5,67,434,68,43,67,33,68,233,67,204,68,22,67,14,67,690,68,0.555495514968118,68,5140,9253,0.050837320574163,67,255,5016,0.028111564325874,67,255,9071,0.065250379362671,67,43,659,0.628985507246377,68,434,690,2021/03/30,POINT (-66.414655 18.215692)
RI,3,11,1,3,11,1,6,14,2558,15,2295,15,181,14,17,15,1,14,0,14,0,14,133,15,17,14,20,15,180,14,144,15,1,14,1,14,170,15,0.897185301016419,15,2295,2558,0.080587711487088,14,181,2246,0.073013311819282,14,181,2479,0.112582781456954,14,17,151,0.782352941176471,15,133,170,2021/03/30,POINT (-71.534637 41.572574)
SC,21,64,2,21,64,2,2,85,11530,87,8377,87,506,85,73,87,44,85,0,85,1,85,901,87,122,85,120,87,503,85,467,87,3,85,1,85,1339,87,0.726539462272333,87,8377,11530,0.061118492571567,85,506,8279,0.044514823612211,85,506,11367,0.093918398768283,85,122,1299,0.672890216579537,87,901,1339,2021/03/30,POINT (-80.864614 33.878572)
SD,1,61,3,1,61,3,19,62,2830,65,1531,65,88,62,4,65,7,62,0,62,1,62,122,65,20,62,19,65,84,62,61,65,4,62,1,62,235,65,0.540989399293286,65,1531,2830,0.058510638297872,62,88,1504,0.031849439015563,62,88,2763,0.089285714285714,62,20,224,0.519148936170213,65,122,235,2021/03/30,POINT (-100.230491 44.43614)
TN,5,57,81,6,56,81,0,62,20200,143,11925,126,551,62,56,62,26,62,0,62,5,62,1654,140,189,62,178,62,541,62,495,62,10,62,6,62,2417,143,0.635491606714628,126,11925,18765,0.074590496818736,62,551,7387,0.048219130130393,62,551,11427,0.11652281134402,62,189,1622,0.700847457627119,140,1654,2360,2021/03/30,POINT (-86.343226 35.842998)
TX,94,493,5,115,472,5,64,587,67728,592,48186,592,3380,587,373,592,513,587,8,587,46,587,5594,592,932,587,868,592,3288,587,2783,592,92,587,53,587,7422,592,0.711463501063076,592,48186,67728,0.07094431500955,587,3380,47643,0.050478651114861,587,3380,66959,0.128675962998757,587,932,7243,0.753705200754514,592,5594,7422,2021/03/30,POINT (-99.317341 31.447238)
UT,0,58,1,0,58,1,0,58,6193,59,3512,59,134,58,20,59,4,58,1,58,0,58,338,59,44,58,45,59,129,58,119,59,5,58,0,58,624,59,0.567091877926692,59,3512,6193,0.038605589167387,58,134,3471,0.021888271806599,58,134,6122,0.072607260726073,58,44,606,0.541666666666667,59,338,624,2021/03/30,POINT (-111.678222 39.323779)
VA,15,81,9,21,75,9,25,102,18142,105,12785,105,1004,102,119,105,201,102,4,102,27,102,1271,105,232,102,222,105,983,102,824,105,21,102,13,102,2011,105,0.704718333149598,105,12785,18142,0.079549956421837,102,1004,12621,0.056183547845551,102,1004,17870,0.119526017516744,102,232,1941,0.632023868722029,105,1271,2011,2021/03/30,POINT (-78.666382 37.510861)
VI,1,1,0,1,1,0,0,2,168,2,74,2,5,2,0,2,0,2,0,2,0,2,9,2,4,2,4,2,5,2,5,2,0,2,0,2,20,2,0.44047619047619,2,74,168,0.067567567567568,2,5,74,0.029761904761905,2,5,168,0.2,2,4,20,0.45,2,9,20,2021/03/30,POINT (-64.840836 18.060868)
VT,1,15,1,1,15,1,0,16,1301,17,779,17,35,16,5,17,4,16,0,16,0,16,60,17,3,16,3,17,35,16,35,17,0,16,0,16,104,17,0.598770176787087,17,779,1301,0.046174142480211,16,35,758,0.027689873417722,16,35,1264,0.030927835051546,16,3,97,0.576923076923077,17,60,104,2021/03/30,POINT (-72.662695 44.075252)
WA,9,94,2,9,94,2,11,103,14669,105,9810,105,466,103,53,105,76,103,0,103,1,103,934,105,138,103,128,105,461,103,383,105,5,103,2,103,1388,105,0.66875724316586,105,9810,14669,0.04799670408899,103,466,9709,0.032047314490063,103,466,14541,0.101247248716068,103,138,1363,0.672910662824208,105,934,1388,2021/03/30,POINT (-120.592492 47.411715)
WI,10,119,21,14,115,21,0,147,13472,150,8185,148,305,146,61,150,59,147,1,147,7,147,844,148,77,146,77,149,297,146,269,149,8,146,3,146,1602,150,0.617456246228123,148,8185,13256,0.038072650106104,145,305,8011,0.023412911645045,146,305,13027,0.049677419354839,146,77,1550,0.526841448189763,148,844,1602,2021/03/30,POINT (-89.732969 44.639954)
WV,13,46,4,15,44,4,1,59,6119,63,4670,63,292,59,34,63,62,59,0,59,0,59,479,63,73,59,71,63,286,59,257,63,6,59,3,59,634,63,0.763196600751757,63,4670,6119,0.063533507397737,59,292,4596,0.049249451846854,59,292,5929,0.122895622895623,59,73,594,0.755520504731861,63,479,634,2021/03/30,POINT (-80.613729 38.642579)
MT,6,60,1,7,59,1,5,66,3194,67,1977,67,43,66,8,67,8,66,0,66,1,66,125,67,10,66,8,67,41,66,37,67,2,66,0,66,226,67,0.618973074514715,67,1977,3194,0.021916411824669,66,43,1962,0.013586097946288,66,43,3165,0.045454545454545,66,10,220,0.553097345132743,67,125,226,2021/03/30,POINT (-109.645127 47.033521)
NC,3,125,4,5,123,4,13,128,24270,132,17683,132,983,128,111,132,97,128,1,128,13,128,1823,132,243,128,240,132,960,128,892,132,23,128,15,128,2484,132,0.728594973217964,132,17683,24270,0.056209972552608,128,983,17488,0.040978822744706,128,983,23988,0.100247524752475,128,243,2424,0.73389694041868,132,1823,2484,2021/03/30,POINT (-79.130883 35.52603)
ND,12,37,1,12,37,1,19,49,2404,50,1575,50,90,49,9,50,14,49,1,49,1,49,109,50,13,49,9,50,85,49,52,50,5,49,1,49,192,50,0.655158069883527,50,1575,2404,0.057877813504823,49,90,1555,0.03784693019344,49,90,2378,0.069148936170213,49,13,188,0.567708333333333,50,109,192,2021/03/30,POINT (-100.46931 47.446305)
