state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
NE,9,91,1,15,85,1,1,100,4482,101,2834,101,152,100,18,101,18,100,0,100,4,100,383,101,67,100,60,101,148,100,129,101,4,100,2,100,579,101,0.632307005800982,101,2834,4482,0.05438282647585,100,152,2795,0.034529759200363,100,152,4402,0.119005328596803,100,67,563,0.661485319516408,101,383,579,2021/03/30,POINT (-99.810595 41.527099)
NH,2,27,1,3,26,1,0,30,3131,30,2151,30,91,30,10,30,20,30,0,30,1,30,162,30,18,30,18,30,90,30,82,30,1,30,0,30,283,30,0.687000958160332,30,2151,3131,0.04230590423059,30,91,2151,0.029064196742255,30,91,3131,0.063604240282686,30,18,283,0.57243816254417,30,162,283,2021/03/30,POINT (-71.57139 43.680429)
NJ,9,75,10,9,74,11,58,93,24247,94,16766,94,2366,93,307,94,164,93,5,93,2,93,1408,94,379,93,362,94,2344,93,2196,94,22,93,4,93,3074,94,0.691466985606467,94,16766,24247,0.141498714191735,93,2366,16721,0.097877797542713,93,2366,24173,0.123937213865271,93,379,3058,0.458035133376708,94,1408,3074,2021/03/30,POINT (-74.655514 40.110253)
NM,16,37,1,17,36,1,2,51,4355,54,2708,51,106,51,13,54,7,53,0,51,1,53,327,52,36,51,27,52,99,51,95,52,7,51,7,51,435,54,0.667982239763197,51,2708,4054,0.037950664136622,50,100,2635,0.02575315840622,51,106,4116,0.086746987951807,51,36,415,0.751724137931034,52,327,435,2021/03/30,POINT (-106.108388 34.421369)
NV,0,13,50,1,12,50,26,61,8827,63,6066,63,270,61,39,63,42,61,0,61,1,61,606,63,64,61,60,63,268,61,249,63,2,61,5,61,862,63,0.687209697518976,63,6066,8827,0.045294413688978,61,270,5961,0.031167032205933,61,270,8663,0.079701120797011,61,64,803,0.703016241299304,63,606,862,2021/03/30,POINT (-114.916992 39.283294)
NY,4,189,13,4,189,13,173,197,53237,206,38557,206,5283,197,524,206,191,197,7,197,20,197,3663,206,998,197,937,206,5184,197,4658,206,99,197,47,197,5574,206,0.72425193004865,206,38557,53237,0.138081547307893,197,5283,38260,0.100399087799316,197,5283,52620,0.183152872086621,197,998,5449,0.657158234660926,206,3663,5574,2021/03/30,POINT (-75.59655 42.921241)
OH,11,207,11,17,201,11,17,225,32142,229,21566,229,1384,225,173,229,148,225,2,225,62,225,2572,229,266,225,235,229,1294,225,1018,229,90,225,17,225,4117,229,0.670960114491942,229,21566,32142,0.064684987848196,225,1384,21396,0.043496024387944,225,1384,31819,0.065711462450593,225,266,4048,0.624726742773864,229,2572,4117,2021/03/30,POINT (-82.70936 40.415534)
OK,31,104,12,36,99,12,8,145,10646,147,7129,147,306,145,41,147,56,145,0,145,6,145,750,147,77,145,73,147,273,145,226,147,33,145,30,145,1031,147,0.669641179785835,147,7129,10646,0.043701799485861,145,306,7002,0.029301924734272,145,306,10443,0.078974358974359,145,77,975,0.7274490785645,147,750,1031,2021/03/30,POINT (-97.508297 35.583449)
OR,2,61,2,4,59,2,11,63,7000,65,5065,65,235,63,26,65,46,63,3,63,4,63,513,65,57,63,42,65,225,63,164,65,10,63,8,63,803,65,0.723571428571428,65,5065,7000,0.047426841574168,63,235,4955,0.0343667739105,63,235,6838,0.0727969348659,63,57,783,0.638854296388543,65,513,803,2021/03/30,POINT (-120.605279 43.940449)
PA,19,201,8,23,197,8,27,221,30373,228,22868,228,2458,222,262,228,373,222,8,215,20,214,2623,228,451,221,416,227,2409,222,2069,228,49,217,33,217,3628,228,0.752905541105587,228,22868,30373,0.10849702052527,222,2458,22655,0.081960653551184,222,2458,29990,0.128088611190003,221,451,3521,0.722987872105844,228,2623,3628,2021/03/30,POINT (-77.838886 40.896694)
WY,4,25,2,5,24,2,0,29,1732,31,761,31,27,29,7,31,13,29,0,29,1,29,38,31,4,29,5,31,27,29,20,31,0,29,0,29,137,31,0.439376443418014,31,761,1732,0.036437246963563,29,27,741,0.015976331360947,29,27,1690,0.031496062992126,29,4,127,0.277372262773723,31,38,137,2021/03/30,POINT (-107.55145 42.999627)
