state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,7,99,118,35,183,6,17,218,31689,224,25853,224,716,218,52,224,318,218,8,218,25,218,2727,224,85,218,75,224,664,218,425,224,52,218,17,218,3657,224,0.8158351478431,224,25853,31689,0.02796110438552,218,716,25607,0.022848390082012,218,716,31337,0.023936919177696,218,85,3551,0.745693191140279,224,2727,3657,2022/03/26,,0,223,2,216,4,216,8,216,8,216,14,216,4,216,11,216,1,222,2,216,15,209,24,209,22,210,41,210,64,209,61,210,80,209,9,216,7,194,5647,9,4037,18,0,18,6,218,23,218,0,65,0,65,83,0,65,218
PR,0,12,54,4,9,53,1,60,8781,60,5482,65,46,64,1,66,14,58,0,60,0,58,484,65,4,64,3,61,45,64,34,61,1,64,1,60,643,60,0.595148616330714,60,5226,8781,0.008611007113441,64,46,5342,0.005120446875364,59,44,8593,0.004885993485342,59,3,614,0.724727838258165,60,466,643,2022/03/26,,0,66,0,66,0,66,0,66,0,66,1,66,0,66,0,66,0,66,0,58,2,58,3,58,1,58,4,58,2,58,2,58,0,58,0,58,0,8,20,0,18,0,0,0,1,58,7,58,0,7,0,7,30,0,7,58
RI,1,1,12,4,8,2,0,13,2020,14,1816,14,52,13,4,14,5,13,89,13,0,13,108,14,2,13,2,14,49,13,33,14,3,13,0,13,129,14,0.899009900990099,14,1816,2020,0.02863436123348,13,52,1816,0.025742574257426,13,52,2020,0.015503875968992,13,2,129,0.837209302325581,14,108,129,2022/03/26,,0,14,0,14,0,14,0,14,0,14,2,14,2,14,0,14,0,14,0,13,0,13,0,13,0,13,0,13,3,13,1,13,1,13,0,12,0,2,26,0,318,0,0,0,0,13,0,13,0,2,0,2,8,0,2,13
SC,20,59,5,22,57,5,7,82,11358,84,8504,84,144,82,17,84,18,82,1,81,2,81,888,84,23,82,23,84,140,82,114,84,4,82,1,82,1312,84,0.748723366789928,84,8504,11358,0.017106200997862,82,144,8418,0.012878991145694,82,144,11181,0.018095987411487,82,23,1271,0.676829268292683,84,888,1312,2022/03/26,,1,83,1,78,3,78,2,78,2,78,2,78,4,78,2,78,0,84,1,81,0,76,1,76,3,76,0,75,4,75,6,76,3,76,0,82,3,58,2232,1885,2652,0,203,0,2,82,4,82,0,54,0,54,27,0,54,82
SD,0,55,10,3,52,10,3,62,2433,65,1514,65,46,62,2,65,7,62,0,62,0,62,127,65,6,62,5,65,43,62,37,65,3,62,1,62,243,65,0.622277024249897,65,1514,2433,0.030976430976431,62,46,1485,0.019433882551753,62,46,2367,0.025641025641026,62,6,234,0.522633744855967,65,127,243,2022/03/26,,0,65,0,46,0,46,0,46,2,46,0,46,0,46,0,46,0,65,0,62,0,44,0,43,1,43,1,43,1,43,0,43,4,43,0,62,0,8,548,2,1206,30,0,73,1,62,3,62,0,6,0,6,8,0,6,62
TN,3,58,75,22,48,66,289,133,17795,136,12275,136,309,133,19,136,27,133,0,133,0,133,1360,136,53,133,47,136,287,133,240,136,22,133,20,133,1979,136,0.689800505760045,136,12275,17795,0.025690056534752,133,309,12028,0.017684427402278,133,309,17473,0.028027498677948,133,53,1891,0.687215765538151,136,1360,1979,2022/03/26,,0,136,0,136,1,136,0,136,1,135,6,135,4,135,6,135,1,136,0,133,0,133,2,132,2,132,3,132,6,132,8,132,2,132,4,133,1,57,187,23,334,7,0,19,1,133,10,133,0,58,0,58,41,2,58,133
TX,6,99,419,12,93,419,85,519,63038,524,47705,524,1514,519,134,524,303,519,15,519,49,519,5446,524,315,519,267,524,1432,519,1020,524,82,519,55,519,6431,524,0.756765760335036,524,47705,63038,0.032148469019408,519,1514,47094,0.024296305806079,519,1514,62314,0.050143266475645,519,315,6282,0.846835639869383,524,5446,6431,2022/03/26,,0,522,13,517,9,517,22,517,27,517,25,517,25,516,7,517,6,524,6,516,27,511,28,511,34,513,48,512,60,512,53,512,46,512,1,519,12,497,1001,661,754,0,0,0,33,519,76,519,0,105,0,105,310,4,105,519
UT,0,49,9,2,47,9,0,57,5775,58,4239,58,90,57,14,58,1,57,0,57,1,57,332,58,15,57,16,58,73,57,63,58,17,57,0,57,433,58,0.734025974025974,58,4239,5775,0.021500238891543,57,90,4186,0.015781167806418,57,90,5703,0.035460992907801,57,15,423,0.766743648960739,58,332,433,2022/03/26,,0,58,4,54,2,54,0,54,3,54,3,54,2,54,0,54,0,58,0,57,0,53,0,53,0,53,0,53,1,53,0,53,0,53,0,57,0,43,479,0,1122,0,0,0,1,57,2,57,0,42,0,42,40,0,42,57
VA,10,72,23,18,67,20,32,102,17739,105,13047,105,338,102,33,105,108,102,1,102,5,102,1228,105,74,102,61,105,328,102,259,105,10,102,8,102,1878,105,0.735498055132758,105,13047,17739,0.026213742826121,102,338,12894,0.019283432222729,102,338,17528,0.040348964013086,102,74,1834,0.653887113951012,105,1228,1878,2022/03/26,,1,102,3,100,2,100,5,100,3,99,6,101,8,99,5,100,0,105,1,100,4,98,8,97,10,96,16,95,9,96,30,97,29,96,1,102,5,69,1344,1561,1638,96,0,133,5,102,10,102,0,69,0,69,22,4,69,102
VI,0,2,0,1,1,0,0,2,168,2,95,2,0,2,0,2,0,2,0,2,0,2,8,2,0,2,0,2,0,2,0,2,0,2,0,2,20,2,0.56547619047619,2,95,168,0,2,0,95,0,2,0,168,0,2,0,20,0.4,2,8,20,2022/03/26,,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,,0,146,,126,0,,30,0,2,0,2,,0,,0,0,,0,2
