state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
AK,1,22,1,1,22,1,0,24,1645,24,1054,24,18,24,2,24,1,24,0,24,0,24,87,24,10,24,10,24,18,24,18,24,0,24,0,24,135,24,0.640729483282675,24,1054,1645,0.01707779886148,24,18,1054,0.010942249240122,24,18,1645,0.074074074074074,24,10,135,0.644444444444444,24,87,135,2021/06/27,,0,24,0,23,2,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,24
AL,27,76,14,29,73,15,3,113,15425,117,11762,117,291,113,41,115,51,113,3,113,7,113,1323,117,82,113,73,115,276,113,210,115,15,113,4,113,1626,117,0.762528363047002,117,11762,15425,0.025043029259897,113,291,11620,0.019128377045948,113,291,15213,0.051637279596977,113,82,1588,0.813653136531365,117,1323,1626,2021/06/27,,0,115,5,115,5,115,7,115,7,115,5,115,10,115,2,115,0,115,0,113,4,113,2,113,7,113,10,113,12,113,10,113,6,113,0,113,0,113
AR,19,88,2,19,88,2,1,107,9375,109,6741,109,355,107,63,109,55,107,0,106,12,106,701,109,135,107,139,109,349,107,317,109,6,107,3,107,1004,109,0.71904,109,6741,9375,0.052803807823888,107,355,6723,0.038016705932748,107,355,9338,0.136088709677419,107,135,992,0.698207171314741,109,701,1004,2021/06/27,,0,109,6,109,4,109,10,109,7,109,12,109,7,109,6,109,11,109,2,107,4,107,3,107,4,107,6,107,20,107,8,107,7,107,1,107,5,107
AZ,25,90,3,28,87,3,6,115,16803,118,11638,118,495,115,63,118,87,115,4,115,4,115,1117,118,130,115,90,118,489,115,338,118,6,115,5,115,2222,118,0.692614414092722,118,11638,16803,0.043269230769231,115,495,11440,0.02998001332445,115,495,16511,0.060268891979601,115,130,2157,0.502700270027003,118,1117,2222,2021/06/27,,0,118,4,118,4,118,9,118,15,118,13,118,12,118,5,118,1,118,0,115,3,115,14,115,11,115,18,115,12,115,11,115,18,115,0,115,5,115
CA,61,312,39,73,299,40,22,403,63575,412,48734,412,1365,402,158,412,318,404,9,402,7,401,4851,410,306,402,289,410,1326,402,1078,410,39,402,28,402,6929,410,0.766559182068423,412,48734,63575,0.028358332987078,402,1365,48134,0.021753681392236,402,1365,62748,0.045259576985653,402,306,6761,0.700101024678886,410,4851,6929,2021/06/27,,1,410,14,410,23,410,27,410,32,410,22,410,18,410,20,410,1,410,3,401,26,402,36,402,28,402,56,402,53,401,64,402,52,402,0,402,21,402
CO,9,74,20,9,74,20,5,101,11476,103,8133,103,351,101,48,103,58,101,2,101,6,101,924,103,98,101,95,103,338,101,282,103,13,101,3,101,1280,103,0.70869640989892,103,8133,11476,0.04370564064251,101,351,8031,0.030873427742106,101,351,11369,0.078588612670409,101,98,1247,0.721875,103,924,1280,2021/06/27,,0,102,1,102,9,102,8,102,8,102,12,103,9,102,1,102,0,103,1,100,8,100,10,100,5,100,7,100,11,101,13,100,3,100,0,101,0,101
CT,0,34,4,0,34,4,6,37,8337,38,6611,38,77,37,8,38,23,37,0,37,0,37,532,38,10,37,10,38,75,37,49,38,2,37,1,37,1052,38,0.792971092719204,38,6611,8337,0.011727078891258,37,77,6566,0.009333333333333,37,77,8250,0.009708737864078,37,10,1030,0.505703422053232,38,532,1052,2021/06/27,,0,38,1,38,1,38,2,38,1,38,2,38,1,38,0,38,0,38,0,37,0,37,1,37,2,37,4,37,3,37,4,37,9,37,0,37,0,37
DC,0,12,2,0,12,2,0,12,3468,14,2682,14,43,13,4,14,43,13,0,13,0,13,268,14,10,12,8,13,39,13,30,14,4,13,1,13,328,14,0.773356401384083,14,2682,3468,0.016506717850288,13,43,2605,0.012828162291169,13,43,3352,0.031645569620253,12,10,316,0.817073170731707,14,268,328,2021/06/27,,0,14,0,14,2,14,0,14,0,14,0,14,1,14,1,14,0,14,0,13,4,13,13,13,9,13,6,13,5,13,5,13,1,13,0,13,0,12
DE,1,13,1,1,13,1,0,14,3305,15,2475,15,28,14,3,15,28,14,0,14,0,14,148,15,4,14,4,15,26,14,22,15,2,14,1,14,190,15,0.748865355521936,15,2475,3305,0.011400651465798,14,28,2456,0.008554842652001,14,28,3273,0.021978021978022,14,4,182,0.778947368421053,15,148,190,2021/06/27,,0,15,0,15,0,15,0,15,0,15,1,15,1,15,1,15,0,15,0,14,0,14,2,14,1,14,1,14,7,14,12,14,5,14,0,14,0,14
FL,5,203,59,5,203,59,58,261,58843,267,46147,267,2134,261,301,267,157,261,6,261,7,261,4939,267,448,261,427,267,2106,261,1851,267,28,261,22,261,6396,267,0.784239416753055,267,46147,58843,0.046944432223151,261,2134,45458,0.036875118798707,261,2134,57871,0.072106872686303,261,448,6213,0.772201375859912,267,4939,6396,2021/06/27,,2,267,17,267,35,267,41,266,69,267,66,266,32,267,30,267,9,267,1,261,6,261,11,261,16,261,25,261,39,261,31,261,28,261,0,261,15,261
