state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,24,195,6,31,188,6,14,219,30682,225,25152,225,878,219,105,225,292,219,4,217,35,217,2687,225,168,219,152,225,838,219,663,225,40,219,17,219,3688,225,0.819764031027964,225,25152,30682,0.035272376667202,219,878,24892,0.028967337512372,219,878,30310,0.046835795929746,219,168,3587,0.728579175704989,225,2687,3688,2021/08/01,,1,222,5,221,14,222,13,222,16,221,16,222,22,222,11,222,7,214,4,215,15,215,42,215,30,215,29,214,52,214,59,215,51,215,10,208,5,219
PR,0,12,53,0,12,53,6,64,9349,65,5793,65,252,64,23,65,30,64,3,64,5,64,468,65,48,64,38,65,225,64,184,65,27,64,19,64,644,65,0.619638464006846,65,5793,9349,0.044428772919605,64,252,5672,0.027504911591356,64,252,9162,0.078303425774878,64,48,613,0.726708074534162,65,468,644,2021/08/01,,1,65,1,65,2,65,4,65,4,65,6,65,2,65,3,65,0,65,0,64,5,64,8,64,2,64,5,64,4,64,3,64,3,64,0,64,3,64
RI,4,9,2,4,9,2,0,14,2475,15,2185,15,50,14,6,15,5,14,0,14,0,14,136,15,11,14,9,15,47,14,40,15,3,14,1,14,162,15,0.882828282828283,15,2185,2475,0.023496240601504,14,50,2128,0.020772746157042,14,50,2407,0.074324324324324,14,11,148,0.839506172839506,15,136,162,2021/08/01,,0,15,0,15,1,15,2,15,1,15,1,15,0,15,1,15,0,15,0,14,0,14,1,14,0,14,2,14,1,14,1,14,0,14,0,14,0,14
SC,20,64,5,20,64,5,2,87,11608,89,9358,89,1010,87,171,89,42,87,5,87,4,87,1003,89,259,87,253,89,994,87,959,89,16,87,12,87,1278,89,0.806168159889731,89,9358,11608,0.109118409680207,87,1010,9256,0.088271281244538,87,1010,11442,0.209377526273242,87,259,1237,0.784820031298904,89,1003,1278,2021/08/01,,0,89,9,89,23,89,21,89,45,89,27,89,26,89,19,89,1,84,0,87,2,87,4,87,6,87,8,87,6,87,10,87,4,87,2,82,11,87
SD,0,62,3,0,62,3,7,62,2818,65,1739,65,44,62,10,65,7,62,0,62,4,62,133,65,12,62,13,65,41,62,33,65,3,62,0,62,236,65,0.617104329311568,65,1739,2818,0.025596276905177,62,44,1719,0.015994183933115,62,44,2751,0.053333333333333,62,12,225,0.563559322033898,65,133,236,2021/08/01,,0,65,0,65,2,65,2,65,4,65,0,65,2,65,0,65,0,65,0,62,0,62,1,62,1,62,0,62,2,62,1,62,2,62,0,62,0,62
TN,9,91,43,30,71,42,17,102,20340,143,13390,130,1519,102,195,102,57,102,8,102,2,102,1751,140,438,102,426,102,1489,102,1408,102,30,102,27,102,2418,143,0.696452720274628,130,13390,19226,0.121161362367393,102,1519,12537,0.085819209039548,102,1519,17700,0.192442882249561,102,438,2276,0.741634900465904,140,1751,2361,2021/08/01,,0,101,8,101,23,101,24,101,35,101,36,101,25,101,20,101,24,102,0,101,3,101,1,101,9,101,9,101,8,101,17,101,5,101,5,102,9,102
TX,16,112,467,15,113,467,76,590,68561,595,52972,595,8741,590,1372,595,587,590,35,590,95,590,6294,595,2217,590,2226,595,8530,590,8045,595,211,590,150,590,7035,595,0.77262583684602,595,52972,68561,0.167080816576191,590,8741,52316,0.128923303834808,590,8741,67800,0.323272090988626,590,2217,6858,0.894669509594883,595,6294,7035,2021/08/01,,8,595,104,595,186,595,228,595,243,595,230,595,187,595,92,595,94,595,3,590,54,590,70,590,71,590,79,590,92,590,93,590,61,590,64,590,67,590
UT,0,51,9,1,50,9,0,59,6255,60,3951,60,366,59,40,60,4,59,3,59,0,59,420,60,158,59,159,60,362,59,342,60,4,59,0,59,632,60,0.631654676258993,60,3951,6255,0.094039054470709,59,366,3892,0.059223300970874,59,366,6180,0.257328990228013,59,158,614,0.664556962025316,60,420,632,2021/08/01,,0,60,4,60,10,60,2,60,7,60,7,60,6,60,4,60,0,60,0,59,0,59,1,59,1,59,2,59,0,59,0,59,0,59,0,59,0,59
VA,13,71,20,16,68,20,30,101,18175,104,13469,104,722,101,78,104,164,101,4,101,15,101,1319,104,165,101,152,104,710,101,577,104,12,101,9,101,1939,104,0.741072902338377,104,13469,18175,0.05424900443309,101,722,13309,0.040310423761934,101,722,17911,0.087765957446809,101,165,1880,0.680247550283651,104,1319,1939,2021/08/01,,0,104,7,104,10,104,11,104,15,104,15,104,8,104,11,104,1,104,0,101,14,101,11,101,20,101,16,101,38,101,38,101,26,101,1,101,3,101
VI,2,0,0,2,0,0,4,2,168,2,123,2,31,2,3,2,0,2,0,2,0,2,10,2,6,2,6,2,30,2,30,2,1,2,1,2,20,2,0.732142857142857,2,123,168,0.252032520325203,2,31,123,0.18452380952381,2,31,168,0.3,2,6,20,0.5,2,10,20,2021/08/01,,0,2,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
