state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,14,187,30121,188,25767,211,1189,215,2991,180,206,187,148,179,1094,196,569,190,83,196,56,190,3632,168,0.7680016113330423,187,22878,29789,0.04366049598323437,211,1125,25767,0.032402642674546,188,976,30121,0.05286343612334802,160,192,3632,0.7907752153375938,161,2846,3599,2020-09-12
PR,5,68,9571,68,5065,68,422,68,449,68,64,67,38,67,385,67,211,67,37,67,8,67,689,68,0.5292028001253788,68,5065,9571,0.08331688055281343,68,422,5065,0.04409152648626058,68,422,9571,0.09288824383164006,67,64,689,0.6516690856313497,68,449,689,2020-09-12
RI,2,13,1978,13,1848,13,81,13,141,13,8,13,7,13,80,13,78,13,1,13,1,13,163,13,0.9342770475227502,13,1848,1978,0.04383116883116883,13,81,1848,0.04095045500505561,13,81,1978,0.049079754601226995,13,8,163,0.8650306748466258,13,141,163,2020-09-12
SC,8,76,10339,82,8232,82,796,82,953,77,220,78,193,78,790,80,629,80,4,80,2,80,1318,76,0.7962085308056872,82,8232,10339,0.0966958211856171,82,796,8232,0.07699003772124964,82,796,10339,0.1661608497723824,76,219,1318,0.720030349013657,76,949,1318,2020-09-12
SD,1,55,2328,55,1492,58,140,58,91,40,25,37,25,35,100,50,92,47,33,50,33,47,94,32,0.6305841924398625,55,1468,2328,0.0938337801608579,58,140,1492,0.05970790378006873,55,139,2328,0.1702127659574468,28,16,94,0.75,30,63,84,2020-09-12
TN,10,115,17974,116,12095,116,1112,119,1523,116,282,114,260,114,1032,117,828,117,78,117,72,117,1998,117,0.6894552551518283,113,12011,17421,0.08626893147016985,110,1031,11951,0.060278297474275024,107,1031,17104,0.13953488372093023,108,270,1935,0.7800103039670273,114,1514,1941,2020-09-12
TX,86,540,65996,558,45934,564,4235,567,5053,500,1280,510,1143,509,4146,547,3366,542,83,547,49,542,6278,470,0.6954320124083817,557,45733,65762,0.09177953717638335,563,4208,45849,0.06398021574547495,557,4217,65911,0.17415097376468694,456,1082,6213,0.7664326738991704,469,4804,6268,2020-09-12
UT,4,56,5701,55,3327,56,146,56,364,47,54,45,52,45,127,52,111,51,2,52,2,51,555,43,0.574636028766883,55,3276,5701,0.043883378418996095,56,146,3327,0.025609542185581476,55,146,5701,0.09549549549549549,42,53,555,0.6216216216216216,42,345,555,2020-09-12
VA,17,94,16894,90,11302,91,1050,97,977,85,161,85,117,82,815,86,509,84,8,86,1,84,1352,83,0.6657985083461584,90,11248,16894,0.08945117605131861,90,1004,11224,0.057256911344137275,89,961,16784,0.11242603550295859,82,152,1352,0.7160953800298062,82,961,1342,2020-09-12
VI,0,2,188,2,87,2,1,2,8,2,0,2,0,2,1,2,1,2,0,2,0,2,20,2,0.4627659574468085,2,87,188,0.011494252873563218,2,1,87,0.005319148936170213,2,1,188,0.0,2,0,20,0.4,2,8,20,2020-09-12
