state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,27,192,6,32,187,6,15,219,29079,225,23757,225,1317,219,92,225,322,219,3,217,33,217,2523,225,257,219,207,225,1282,219,805,225,35,219,20,219,3491,225,0.81698132673063,225,23757,29079,0.055878484449913,219,1317,23569,0.045896497647674,219,1317,28695,0.075945626477541,219,257,3384,0.722715554282441,225,2523,3491,2021/05/29,,2,223,4,222,4,222,12,221,18,220,15,221,9,221,12,222,17,215,2,216,25,215,29,215,16,215,59,214,59,215,63,215,63,214,6,210
PR,0,17,49,0,17,49,12,65,9105,66,5323,66,164,65,14,66,11,65,0,65,7,65,458,66,25,65,23,66,139,65,112,66,25,65,1,65,678,66,0.584623833058759,66,5323,9105,0.031399578786138,65,164,5223,0.018375350140056,65,164,8925,0.038639876352396,65,25,647,0.67551622418879,66,458,678,2021/05/29,,0,66,1,66,4,66,8,66,0,66,0,66,1,66,0,66,0,66,0,65,2,65,1,65,0,65,2,65,2,65,1,65,3,65,0,65
RI,4,10,1,4,10,1,5,14,2564,15,2314,15,91,14,2,15,0,14,0,14,0,14,136,15,9,14,9,15,91,14,52,15,0,14,0,14,167,15,0.902496099843994,15,2314,2564,0.040194346289753,14,91,2264,0.036502206177296,14,91,2493,0.060810810810811,14,9,148,0.81437125748503,15,136,167,2021/05/29,,0,15,1,15,0,15,0,15,0,15,0,15,1,15,0,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,18,63,2,18,63,2,2,81,10291,83,7823,83,223,81,20,83,21,81,1,81,0,81,779,83,61,81,54,83,218,81,182,83,5,81,4,81,1184,83,0.760178797007094,83,7823,10291,0.028900984966304,81,223,7716,0.022015993681509,81,223,10129,0.05336832895888,81,61,1143,0.657939189189189,83,779,1184,2021/05/29,,0,83,0,83,2,83,3,83,3,83,7,83,5,83,0,83,0,83,0,81,2,81,2,81,2,81,0,81,3,81,6,81,3,81,3,81
SD,1,61,3,1,61,3,0,62,2832,65,1618,65,34,62,3,65,9,62,0,62,1,62,130,65,11,62,7,65,33,62,25,65,1,62,0,62,235,65,0.571327683615819,65,1618,2832,0.021329987452949,62,34,1594,0.012296564195298,62,34,2765,0.049107142857143,62,11,224,0.553191489361702,65,130,235,2021/05/29,,0,65,1,64,1,64,1,64,0,64,0,64,0,64,0,64,0,65,1,62,1,61,1,61,2,61,0,61,0,61,2,61,2,61,0,62
TN,9,92,41,27,74,41,16,101,20456,142,13449,129,408,101,34,101,23,101,0,101,3,101,1742,139,147,101,125,101,403,101,360,101,5,101,4,101,2398,142,0.691216528755718,129,13449,19457,0.040771459978015,101,408,10007,0.026939584021129,101,408,15145,0.075500770416025,101,147,1947,0.737198476512907,139,1742,2363,2021/05/29,,0,101,5,101,4,101,3,101,6,101,5,101,4,101,2,101,5,101,0,101,2,101,2,101,3,101,4,101,1,101,3,101,0,101,8,101
TX,101,489,5,121,469,5,62,590,67953,595,47228,595,2179,590,192,595,348,590,4,590,56,590,4886,595,643,590,559,595,2119,590,1603,595,60,590,36,590,6845,594,0.695009786175739,595,47228,67953,0.046706535485392,590,2179,46653,0.032429938533435,590,2179,67191,0.096372901678657,589,643,6672,0.713805697589481,594,4886,6845,2021/05/29,,3,595,27,595,30,595,30,595,24,595,33,595,24,595,10,594,11,595,2,589,30,588,37,589,36,588,55,589,56,589,62,589,46,589,24,590
UT,1,55,1,4,52,1,1,56,6114,57,3578,57,148,56,33,57,2,56,0,56,0,56,384,57,54,56,55,57,146,56,139,57,2,56,0,56,634,57,0.585214262348708,57,3578,6114,0.041878890775325,56,148,3534,0.024515487825079,56,148,6037,0.087662337662338,56,54,616,0.605678233438486,57,384,634,2021/05/29,,0,57,2,57,4,57,7,57,8,57,6,57,5,57,1,57,0,57,0,56,0,56,1,56,1,56,0,56,0,56,0,56,0,56,0,56
VA,16,79,9,23,72,9,22,101,17949,104,12988,104,502,101,45,104,171,101,3,101,20,101,1292,104,120,101,103,104,489,101,363,104,13,101,6,101,1916,104,0.723605771909298,104,12988,17949,0.039096573208723,101,502,12840,0.028371199276591,101,502,17694,0.064377682403433,101,120,1864,0.674321503131524,104,1292,1916,2021/05/29,,2,104,9,104,5,104,2,104,7,104,10,104,7,104,1,104,2,104,2,101,16,101,11,101,15,101,22,101,34,101,39,101,31,101,1,101
VI,2,0,0,2,0,0,0,2,168,2,77,2,4,2,0,2,0,2,0,2,0,2,8,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.458333333333333,2,77,168,0.051948051948052,2,4,77,0.023809523809524,2,4,168,0.05,2,1,20,0.4,2,8,20,2021/05/29,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
