state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
OR,4,54,6,4,54,6,11,62,6997,64,5376,64,331,62,38,64,33,62,4,62,7,62,578,64,84,62,74,64,319,62,284,64,12,62,3,62,828,64,0.768329283978848,64,5376,6997,0.062903838844546,62,331,5262,0.048498168498168,62,331,6825,0.104477611940298,62,84,804,0.698067632850242,64,578,828,2021/05/22,,0,64,0,64,4,64,3,64,7,64,11,64,6,64,6,64,1,64,0,62,2,62,2,62,2,62,6,62,2,62,11,62,8,62,0,62
PA,27,190,6,32,185,6,20,217,31117,223,25860,223,1541,217,167,223,333,217,5,217,25,217,2954,223,341,217,309,223,1499,217,1187,223,42,217,23,217,3855,223,0.831056978500498,223,25860,31117,0.060129545809271,217,1541,25628,0.05012360135311,217,1541,30744,0.090909090909091,217,341,3751,0.766277561608301,223,2954,3855,2021/05/22,,0,221,11,222,19,222,17,221,26,222,28,222,29,221,16,222,23,214,2,215,23,214,22,215,32,215,45,214,70,215,64,215,63,214,12,208
PR,6,58,2,7,57,2,51,65,9281,66,5703,66,207,65,2,66,17,65,0,65,6,65,466,66,38,65,32,66,187,65,160,66,20,65,4,65,679,66,0.614481198146751,66,5703,9281,0.037103423552608,65,207,5579,0.022719789265723,65,207,9111,0.058641975308642,65,38,648,0.686303387334315,66,466,679,2021/05/22,,0,66,0,66,0,66,0,66,0,66,0,66,1,66,1,66,0,66,0,65,0,65,1,65,3,65,1,65,4,65,2,65,6,65,0,65
RI,4,10,1,4,10,1,6,14,2540,15,2292,15,110,14,4,15,0,14,0,14,0,14,138,15,15,14,16,15,108,14,72,15,2,14,2,14,166,15,0.902362204724409,15,2292,2540,0.048954161103694,14,110,2247,0.044588569112282,14,110,2467,0.102040816326531,14,15,147,0.831325301204819,15,138,166,2021/05/22,,0,15,0,15,0,15,0,15,2,15,0,15,0,15,2,15,0,15,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
SC,17,66,2,17,66,2,3,83,10484,85,8467,85,263,83,35,85,32,83,1,83,2,83,857,85,65,83,54,85,254,83,211,85,9,83,1,83,1193,85,0.807611598626478,85,8467,10484,0.031489463601533,83,263,8352,0.025474622239442,83,263,10324,0.056423611111111,83,65,1152,0.718357082984074,85,857,1193,2021/05/22,,0,85,5,85,2,85,5,85,7,85,7,85,4,85,4,85,1,85,0,83,3,83,5,83,4,83,4,83,4,83,6,83,4,83,2,83
SD,0,61,3,1,60,3,5,61,2814,64,1672,64,49,61,1,64,5,61,0,61,0,61,129,64,13,61,10,64,48,61,36,64,1,61,0,61,236,64,0.594171997157072,64,1672,2814,0.029932803909591,61,49,1637,0.017837641062978,61,49,2747,0.057777777777778,61,13,225,0.546610169491525,64,129,236,2021/05/22,,0,64,0,64,0,64,0,64,0,64,0,64,0,64,1,64,0,64,0,61,0,61,0,61,0,61,2,61,1,61,0,61,2,61,0,61
TN,10,86,46,20,76,46,17,96,20415,142,13663,129,470,96,39,96,26,96,1,96,1,96,1726,139,163,96,140,96,465,96,405,96,5,96,4,96,2390,142,0.70373422611383,129,13663,19415,0.043060009161704,96,470,10915,0.029909634720631,96,470,15714,0.080137659783677,96,163,2034,0.732908704883227,139,1726,2355,2021/05/22,,0,96,2,96,2,96,3,96,11,96,12,96,6,96,3,96,0,96,2,96,4,96,1,96,5,96,5,96,4,96,2,96,3,96,0,96
TX,99,491,5,121,461,13,66,590,69126,595,49847,595,2451,590,250,595,422,590,11,590,41,590,5237,595,712,590,628,595,2389,590,1882,595,62,590,46,590,6895,594,0.721103492173712,595,49847,69126,0.049776604386678,590,2451,49240,0.035852727352515,590,2451,68363,0.105920856887831,589,712,6722,0.759535895576505,594,5237,6895,2021/05/22,,3,595,15,595,32,595,40,595,45,595,47,595,41,595,12,594,15,595,4,589,33,588,38,589,54,588,54,589,95,589,70,589,49,589,25,590
UT,1,56,1,4,53,1,0,57,5885,58,3520,58,152,57,31,58,2,57,0,57,0,57,389,58,57,57,55,58,148,57,139,58,4,57,0,57,631,58,0.598130841121495,58,3520,5885,0.043778801843318,57,152,3472,0.026170798898072,57,152,5808,0.092985318107667,57,57,613,0.61648177496038,58,389,631,2021/05/22,,2,58,9,58,3,58,4,58,4,58,3,58,4,58,2,58,0,58,0,57,0,57,0,57,0,57,2,57,0,57,0,57,0,57,0,57
VA,14,81,9,22,73,9,25,101,17904,104,13412,104,523,101,44,104,150,101,1,101,19,101,1328,104,134,101,119,104,518,101,401,104,5,101,4,101,1939,104,0.749106344950849,104,13412,17904,0.039483617695908,101,523,13246,0.029640124681213,101,523,17645,0.071163037705789,101,134,1883,0.684889118102114,104,1328,1939,2021/05/22,,0,104,2,104,4,104,3,104,4,104,15,104,13,104,3,104,0,104,1,101,10,101,10,101,17,101,19,101,29,101,37,101,26,101,1,101
