state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,67,9211,69,5224,69,533,67,440,70,68,67,65,67,504,67,324,67,29,67,6,66,681,70,0.5671479752469873,69,5224,9211,0.10640846476342583,66,533,5009,0.05996849684968497,66,533,8888,0.10914927768860354,67,68,623,0.6461086637298091,70,440,681,2020-11-02
RI,7,14,2274,15,2004,14,208,14,153,15,22,14,26,15,207,14,207,15,1,14,1,14,172,15,0.8812664907651715,14,2004,2274,0.1062308478038815,13,208,1958,0.09407507914970602,14,208,2211,0.13924050632911392,14,22,158,0.8895348837209303,15,153,172,2020-11-02
SC,10,85,11302,88,8861,88,781,86,998,88,190,86,181,88,774,86,663,88,7,86,1,86,1313,88,0.7840205273402937,88,8861,11302,0.08925714285714285,86,781,8750,0.07010771992818672,86,781,11140,0.1499605367008682,86,190,1267,0.7600913937547601,88,998,1313,2020-11-02
SD,90,61,2848,64,1885,64,515,61,176,64,101,61,104,64,511,61,506,64,4,61,3,61,204,64,0.6618679775280899,64,1885,2848,0.28296703296703296,61,515,1820,0.18720465285350782,61,515,2751,0.5372340425531915,61,101,188,0.8627450980392157,64,176,204,2020-11-02
TN,27,131,20292,141,14602,138,1587,131,1724,137,453,130,416,130,1580,131,1406,131,7,131,4,131,2152,140,0.7397537869192968,138,14602,19739,0.10973585949384594,131,1587,14462,0.08202822142967903,131,1587,19347,0.21685016754427955,130,453,2089,0.8229116945107399,137,1724,2095,2020-11-02
TX,137,587,68519,590,51564,592,6890,587,6175,592,1857,587,1779,592,6670,587,5910,592,220,587,141,587,7814,590,0.7525503874837637,590,51564,68519,0.13534218590398367,587,6890,50908,0.10185226248022825,585,6890,67647,0.24395691014188123,585,1857,7612,0.7902482723317124,590,6175,7814,2020-11-02
UT,26,58,6230,59,3718,59,435,58,439,59,154,58,148,59,433,58,405,59,2,58,0,58,640,59,0.5967897271268058,59,3718,6230,0.11843179961884019,58,435,3673,0.07085844600097736,58,435,6139,0.24444444444444444,58,154,630,0.6859375,59,439,640,2020-11-02
VA,55,107,19118,110,13253,110,1061,107,1366,110,234,107,186,110,1042,107,756,110,19,107,12,107,2056,110,0.693221048226802,110,13253,19118,0.08099236641221375,107,1061,13100,0.05627751551477218,107,1061,18853,0.11758793969849246,107,234,1990,0.664396887159533,110,1366,2056,2020-11-02
VI,0,2,168,2,104,2,1,2,10,2,1,2,1,2,1,2,1,2,0,2,0,2,20,2,0.6190476190476191,2,104,168,0.009615384615384616,2,1,104,0.005952380952380952,2,1,168,0.05,2,1,20,0.5,2,10,20,2020-11-02
VT,0,15,786,16,418,16,9,15,33,16,2,15,2,16,9,15,2,16,0,15,0,15,67,16,0.5318066157760815,16,418,786,0.0234375,15,9,384,0.012328767123287671,15,9,730,0.03333333333333333,15,2,60,0.4925373134328358,16,33,67,2020-11-02
WA,5,96,10889,95,9767,105,515,103,951,104,126,103,115,105,509,103,400,105,6,103,4,103,1286,101,0.7394618422260998,95,8052,10889,0.05326851468762929,103,515,9668,0.032704636253832575,93,352,10763,0.09018987341772151,99,114,1264,0.687402799377916,101,884,1286,2020-11-02
WI,24,145,13734,148,9498,146,2093,143,1149,146,417,143,415,146,2071,143,1970,146,22,143,6,143,1630,148,0.7076968929289918,146,9498,13421,0.22757420898118952,143,2093,9197,0.1602480667636475,143,2093,13061,0.2679948586118252,143,417,1556,0.7049079754601227,146,1149,1630,2020-11-02
WV,13,59,6318,63,4719,63,391,59,486,63,91,59,92,63,385,59,348,63,6,59,2,59,684,63,0.7469135802469136,63,4719,6318,0.08441278065630398,59,391,4632,0.06390977443609022,59,391,6118,0.14375987361769352,59,91,633,0.7105263157894737,63,486,684,2020-11-02
ID,2,50,4144,51,2282,51,342,50,233,51,77,50,86,51,340,50,330,51,2,50,1,50,317,51,0.5506756756756757,51,2282,4144,0.1546112115732369,50,342,2212,0.0842779694430754,50,342,4058,0.2558139534883721,50,77,301,0.7350157728706624,51,233,317,2020-11-02
IL,64,196,31607,200,21775,201,4350,196,2430,201,832,196,715,201,4263,196,3362,201,87,196,39,196,3848,201,0.6822222925301358,200,21563,31607,0.2022785398744478,196,4350,21505,0.13755731554814507,195,4290,31187,0.22051417969785317,196,832,3773,0.6314968814968815,201,2430,3848,2020-11-02
IN,3,160,18726,162,12614,162,2057,160,1591,162,504,160,448,162,2035,160,1608,162,22,160,5,160,2222,161,0.6736088860407989,162,12614,18726,0.16459950388093142,160,2057,12497,0.11088351032289365,160,2057,18551,0.23236514522821577,159,504,2169,0.716021602160216,161,1591,2222,2020-11-02
KS,6,146,8757,148,5363,149,780,146,670,149,198,146,182,149,776,146,631,149,4,146,2,146,830,149,0.6076281831677515,148,5321,8757,0.1469203239781503,146,780,5309,0.09018383628165105,145,780,8649,0.24596273291925466,146,198,805,0.8072289156626506,149,670,830,2020-11-02
KY,34,122,14087,124,10095,124,1212,122,1198,124,257,122,301,124,1175,122,1017,124,37,122,14,122,1598,124,0.7166181585859303,124,10095,14087,0.12171118698533842,122,1212,9958,0.08715035593585964,122,1212,13907,0.1653796653796654,122,257,1554,0.7496871088861077,124,1198,1598,2020-11-02
LA,4,210,14779,219,9873,219,617,219,1252,220,212,219,210,219,615,219,606,219,2,219,0,219,1791,220,0.6680424927261656,219,9873,14779,0.062493669603970424,219,617,9873,0.0417484268218418,219,617,14779,0.11836962590731435,219,212,1791,0.6990508096035735,220,1252,1791,2020-11-02
MA,4,101,21794,102,15582,102,615,101,1043,102,152,101,125,102,600,101,414,102,15,101,7,101,1952,102,0.7149674222263008,102,15582,21794,0.039754363283775046,101,615,15470,0.02839073031114394,101,615,21662,0.07892004153686397,101,152,1926,0.5343237704918032,102,1043,1952,2020-11-02
MD,0,59,12098,60,9606,60,1004,59,978,60,204,59,159,60,997,59,628,60,7,59,3,59,1291,59,0.7940155397586378,60,9606,12098,0.10517494238424471,59,1004,9546,0.08375041708375042,59,1004,11988,0.16293929712460065,58,204,1252,0.7521301316808675,59,971,1291,2020-11-02
ME,0,38,3271,39,2288,39,61,38,237,39,29,38,15,39,61,38,38,39,0,38,0,38,333,39,0.6994802812595536,39,2288,3271,0.026991150442477876,38,61,2260,0.018867924528301886,38,61,3233,0.08978328173374613,38,29,323,0.7117117117117117,39,237,333,2020-11-02
MI,14,160,24202,163,18743,162,2410,160,2032,163,491,160,467,163,2395,160,2085,163,15,160,8,160,2506,163,0.7825233800935204,162,18743,23952,0.12697393073175955,159,2372,18681,0.10007890037789129,160,2410,24081,0.19758551307847083,160,491,2485,0.810853950518755,163,2032,2506,2020-11-02
MN,46,139,12014,140,8776,140,1290,139,806,140,249,139,237,140,1259,139,1100,140,31,139,24,139,1030,140,0.7304811053770601,140,8776,12014,0.15137291715559728,139,1290,8522,0.11069160803157714,139,1290,11654,0.254601226993865,139,249,978,0.7825242718446602,140,806,1030,2020-11-02
MO,44,139,20778,143,14474,143,2093,139,1581,143,513,139,485,143,2050,139,1793,143,43,139,13,138,2085,143,0.6966021753778034,143,14474,20778,0.14695969667181574,139,2093,14242,0.10204778156996587,139,2093,20510,0.25383473527956457,139,513,2021,0.758273381294964,143,1581,2085,2020-11-02
MS,6,105,8908,107,5775,107,662,105,659,107,188,105,155,107,647,105,557,107,15,105,6,105,771,107,0.6482936686124832,107,5775,8908,0.11579499737624628,105,662,5717,0.07498867240598096,105,662,8828,0.25033288948069243,105,188,751,0.85473411154345,107,659,771,2020-11-02
AK,5,24,1615,24,992,24,111,24,94,24,27,24,26,24,105,24,96,24,6,24,5,24,135,24,0.6142414860681115,24,992,1615,0.11189516129032258,24,111,992,0.06873065015479876,24,111,1615,0.2,24,27,135,0.6962962962962963,24,94,135,2020-11-02
AL,3,110,15379,114,11552,114,1213,110,1304,114,326,110,306,112,1202,110,1055,112,11,110,7,110,1553,114,0.7511541712725145,114,11552,15379,0.10687224669603525,109,1213,11350,0.08066232211730283,109,1213,15038,0.21849865951742628,109,326,1492,0.8396651641983258,114,1304,1553,2020-11-02
AR,12,107,10184,108,6876,109,815,107,806,109,236,107,221,109,800,107,673,109,15,107,3,107,1047,109,0.6751767478397486,108,6876,10184,0.12111755089909347,107,815,6729,0.08167151017135986,106,815,9979,0.23671013039117353,107,236,997,0.76981852913085,109,806,1047,2020-11-02
AZ,13,119,16146,122,11667,122,1125,119,1165,122,280,119,227,122,1109,119,821,122,16,119,10,119,2000,122,0.7225938312894835,122,11667,16146,0.09818467446325711,119,1125,11458,0.07088846880907372,119,1125,15870,0.14477766287487073,119,280,1934,0.5825,122,1165,2000,2020-11-02
CA,16,403,66893,411,48195,411,3496,400,5340,408,892,399,812,407,3456,400,2831,407,40,399,31,398,7547,408,0.720478973883665,411,48195,66893,0.07353343289232905,400,3496,47543,0.05312585478527794,400,3496,65806,0.12259483232545354,399,892,7276,0.7075659202332052,408,5340,7547,2020-11-02
CO,7,101,11600,103,8013,103,1080,101,961,101,303,100,293,102,1058,101,939,103,22,101,11,101,1331,102,0.6907758620689655,103,8013,11600,0.13626040878122633,101,1080,7926,0.09417509591907917,101,1080,11468,0.23254029163468917,99,303,1303,0.7220135236664162,101,961,1331,2020-11-02
CT,7,31,8282,32,5960,32,554,31,557,32,100,31,86,32,548,31,429,32,6,31,3,31,1077,32,0.7196329389036464,32,5960,8282,0.09389830508474577,31,554,5900,0.0675609756097561,31,554,8200,0.0947867298578199,31,100,1055,0.5171773444753947,32,557,1077,2020-11-02
DC,2,12,3651,14,2932,14,146,13,283,14,35,12,19,13,133,13,92,14,13,13,4,13,394,14,0.803067652697891,14,2932,3651,0.05131810193321617,13,146,2845,0.04147727272727273,13,146,3520,0.0938337801608579,12,35,373,0.7182741116751269,14,283,394,2020-11-02
DE,2,15,3222,16,2317,16,161,15,140,16,29,15,28,16,155,15,143,16,6,15,5,15,178,16,0.7191185599006829,16,2317,3222,0.06996957844415472,15,161,2301,0.05047021943573668,15,161,3190,0.1686046511627907,15,29,172,0.7865168539325843,16,140,178,2020-11-02
FL,53,257,55826,263,41847,263,3639,257,4569,263,663,253,636,259,3593,257,2697,263,42,257,22,257,6185,263,0.7495969619890374,263,41847,55826,0.08851430239346177,257,3639,41112,0.06638451575241257,257,3639,54817,0.11306275579809004,253,663,5864,0.7387227162489894,263,4569,6185,2020-11-02
GA,4,171,22882,174,17249,174,1895,171,2255,174,493,171,439,174,1848,171,1523,174,47,171,10,171,2738,174,0.7538239664365003,174,17249,22882,0.11113717670517859,171,1895,17051,0.08390153192242983,171,1895,22586,0.18374953410361536,171,493,2683,0.8235938641344047,174,2255,2738,2020-11-02
