state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
AK,1,22,1,1,22,1,2,24,1549,24,1032,24,57,24,6,24,1,24,0,24,0,24,90,24,15,24,15,24,57,24,55,24,0,24,0,24,131,24,0.666236281471917,24,1032,1549,0.055232558139535,24,57,1032,0.036797934151065,24,57,1549,0.114503816793893,24,15,131,0.687022900763359,24,90,131,2021/12/21,,1,24,0,24,0,24,1,24,1,24,1,24,1,24,1,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,24,0,24,0,24,0,24,539,463,822,37,0,18,1,22,1,22,0,22,0,22,4,0,22,22
AL,30,61,26,33,58,26,11,112,15172,117,10069,117,590,112,73,114,70,112,2,112,10,112,1259,117,152,112,143,114,555,112,445,114,35,112,15,112,1541,117,0.663656736092802,117,10069,15172,0.060787141974037,112,590,9706,0.040231844527787,112,590,14665,0.101333333333333,112,152,1500,0.8170019467878,117,1259,1541,2021/12/21,,1,114,8,114,5,114,4,114,14,114,14,114,16,114,10,114,1,114,0,112,6,112,8,112,7,112,8,112,13,112,12,112,16,112,0,112,7,112,2394,1716,1412,724,27,225,1,81,1,81,0,81,0,81,26,0,81,83
AR,13,91,2,14,90,2,3,104,8865,106,5831,106,546,104,82,106,58,104,1,104,11,104,648,106,173,104,177,106,537,104,483,106,9,104,6,104,841,106,0.65775521714608,106,5831,8865,0.093814432989691,104,546,5820,0.061890727726139,104,546,8822,0.20969696969697,104,173,825,0.7705112960761,106,648,841,2021/12/21,,0,106,4,106,8,106,10,106,9,106,18,106,17,106,6,106,10,106,1,104,2,104,5,104,7,104,7,104,13,104,13,104,10,104,0,104,7,104,735,567,981,201,0,690,1,102,2,102,0,102,0,102,7,1,102,102
AS,0,1,0,0,1,0,0,1,150,1,65,1,0,1,0,1,0,1,0,1,0,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,7,1,0.433333333333333,1,65,150,0,1,0,65,0,1,0,150,0,1,0,7,0.285714285714286,1,2,7,2021/12/21,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,426,10,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
AZ,35,77,3,31,81,3,30,112,16016,115,12277,115,2293,112,251,115,103,112,2,112,3,112,1385,115,543,112,541,115,2262,112,2054,115,31,112,16,112,1809,115,0.766545954045954,115,12277,16016,0.189488472027105,112,2293,12101,0.145735350197026,112,2293,15734,0.310285714285714,112,543,1750,0.765616362631288,115,1385,1809,2021/12/21,,1,115,9,115,24,115,39,115,33,115,45,115,47,115,41,115,12,115,0,112,11,112,10,112,6,112,14,112,24,112,21,112,17,112,0,112,80,112,2516,1320,1360,615,38,83,5,106,10,106,0,106,0,106,55,1,106,106
CA,115,259,37,132,242,37,40,403,63256,411,48110,411,4054,403,463,411,391,403,18,403,10,403,5241,411,978,403,972,411,3982,403,3680,411,72,403,60,402,7016,411,0.76056026305805,411,48110,63256,0.085143025160667,403,4054,47614,0.064841175906081,403,4054,62522,0.142836278662188,403,978,6847,0.747006841505131,411,5241,7016,2021/12/21,,0,411,40,410,53,410,58,410,90,410,85,410,66,410,71,410,0,411,6,403,22,402,36,402,43,402,61,402,73,402,80,402,70,402,0,403,49,403,36984,6941,3156,5130,89,389,4,398,12,398,0,396,0,396,68,5,398,398
CO,26,54,25,26,54,25,11,103,11772,105,7479,105,1065,103,193,105,60,103,8,103,11,103,898,105,375,103,371,105,1032,103,984,105,33,103,13,103,1255,105,0.635321100917431,105,7479,11772,0.143841166936791,103,1065,7404,0.091298756965281,103,1065,11665,0.306873977086743,103,375,1222,0.715537848605578,105,898,1255,2021/12/21,,0,105,26,105,40,104,31,104,28,104,27,105,23,104,18,104,0,105,0,103,6,102,5,102,7,102,11,102,10,103,12,102,9,102,0,103,15,103,4389,433,1547,510,80,238,1,87,6,87,0,87,0,87,20,3,87,87
CT,1,28,7,0,29,7,8,35,7739,36,6211,36,906,35,115,36,26,35,1,35,0,35,672,36,184,35,183,36,892,35,850,36,14,35,11,35,877,36,0.802558470086574,36,6211,7739,0.147173489278752,35,906,6156,0.118415893347275,35,906,7651,0.215204678362573,35,184,855,0.766248574686431,36,672,877,2021/12/21,,0,36,10,35,14,36,12,36,18,36,19,36,17,36,22,36,3,36,0,35,2,35,2,35,0,35,2,35,5,35,8,35,7,35,0,35,36,35,1618,1005,1157,393,0,31,0,35,3,35,0,35,0,35,20,0,35,35
DC,0,12,2,0,12,2,12,12,3421,14,2226,14,317,13,49,14,24,13,9,13,1,13,232,14,34,12,32,13,281,13,252,14,36,13,26,13,310,14,0.650686933645133,14,2226,3421,0.148408239700375,13,317,2136,0.096352583586626,13,317,3290,0.117647058823529,12,34,289,0.748387096774194,14,232,310,2021/12/21,,1,14,5,14,5,14,5,14,8,14,10,14,9,14,5,14,1,14,0,13,3,13,3,13,3,13,1,13,8,13,4,13,2,13,0,13,2,12,226,223,136,86,0,26,1,11,0,11,0,11,0,11,2,0,11,11
DE,3,11,2,4,10,2,2,15,3478,16,2576,16,428,15,48,16,38,15,0,15,0,15,158,16,50,15,50,16,418,15,387,16,10,15,10,15,198,16,0.740655549166188,16,2576,3478,0.16731821735731,15,428,2558,0.124310194597735,15,428,3443,0.263157894736842,15,50,190,0.797979797979798,16,158,198,2021/12/21,,0,16,8,16,1,16,8,16,8,16,6,16,12,16,5,16,0,16,0,15,3,15,1,15,3,15,4,15,3,15,5,15,7,15,12,15,3,15,801,51,378,234,0,17,0,15,1,15,0,15,0,15,6,0,15,15
