state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-26,"34,759","34,624","34,894",4.79,4.62,4.95,"712,063","706,082","718,044"
CW,2020-09-27,"34,733","34,607","34,859",4.80,4.63,4.96,"710,572","704,906","716,238"
CW,2020-09-28,"35,729","35,630","35,827",4.94,4.81,5.07,"710,067","704,549","715,584"
CW,2020-09-29,"36,898","36,795","37,000",5.08,4.95,5.21,"713,702","708,222","719,182"
CW,2020-09-30,"36,428","36,347","36,509",5.00,4.91,5.10,"716,363","711,119","721,608"
CW,2020-10-01,"36,290","36,165","36,414",4.99,4.66,5.32,"719,083","713,854","724,313"
CW,2020-10-02,"35,984","35,853","36,116",4.95,4.63,5.27,"719,021","714,018","724,024"
CW,2020-10-03,"35,908","35,787","36,030",4.95,4.63,5.27,"717,573","712,561","722,585"
CW,2020-10-04,"36,678","36,549","36,807",5.08,4.75,5.40,"714,493","709,459","719,527"
CW,2020-10-05,"38,127","38,018","38,236",5.27,4.98,5.57,"716,068","711,488","720,648"
CW,2020-10-06,"39,943","39,842","40,043",5.49,5.22,5.76,"720,311","716,060","724,563"
CW,2020-10-07,"40,246","40,137","40,354",5.52,5.27,5.77,"724,155","720,345","727,964"
CW,2020-10-08,"40,415","40,273","40,557",5.53,5.34,5.72,"725,311","722,870","727,753"
CW,2020-10-09,"40,312","40,222","40,403",5.49,5.36,5.61,"729,261","727,269","731,254"
CW,2020-10-10,"39,856","39,723","39,989",5.44,5.23,5.64,"729,198","726,762","731,635"
CW,2020-10-11,"40,144","39,990","40,298",5.49,5.25,5.74,"726,937","724,103","729,771"
CW,2020-10-12,"41,582","41,434","41,731",5.69,5.47,5.91,"729,267","726,997","731,538"
CW,2020-10-13,"42,918","42,786","43,050",5.85,5.64,6.06,"733,591","731,316","735,866"
CW,2020-10-14,"42,718","42,550","42,885",5.81,5.56,6.06,"735,459","732,919","738,000"
CW,2020-10-15,"42,797","42,650","42,944",5.82,5.59,6.06,"734,711","732,135","737,287"
CW,2020-10-16,"42,975","42,817","43,132",5.85,5.61,6.09,"734,300","731,841","736,758"
CW,2020-10-17,"42,498","42,320","42,675",5.81,5.54,6.08,"731,730","729,071","734,389"
CW,2020-10-18,"42,660","42,496","42,825",5.84,5.60,6.08,"729,850","727,557","732,143"
CW,2020-10-19,"43,969","43,833","44,104",6.00,5.80,6.21,"732,220","730,232","734,208"
CW,2020-10-20,"45,789","45,682","45,897",6.14,6.01,6.27,"746,105","745,209","747,001"
CW,2020-10-21,"46,499","46,419","46,578",6.21,6.10,6.32,"748,023","746,924","749,122"
CW,2020-10-22,"46,352","46,271","46,433",6.18,6.06,6.30,"749,699","748,493","750,905"
CW,2020-10-23,"46,648","46,556","46,740",6.22,6.13,6.31,"749,380","748,531","750,229"
CW,2020-10-24,"46,553","46,428","46,677",6.22,6.07,6.37,"749,062","747,567","750,556"
CW,2020-10-25,"47,146","47,028","47,264",6.32,6.17,6.46,"746,333","744,805","747,862"
CW,2020-10-26,"48,200","47,977","48,423",6.43,6.13,6.73,"750,249","747,317","753,181"
DC,2020-09-26,144,144,144,5.14,5.14,5.14,"2,802","2,802","2,802"
DC,2020-09-27,149,149,149,5.36,5.36,5.36,"2,778","2,778","2,778"
DC,2020-09-28,143,143,143,5.01,5.01,5.01,"2,854","2,854","2,854"
DC,2020-09-29,154,154,154,5.44,5.44,5.44,"2,833","2,833","2,833"
DC,2020-09-30,158,158,158,5.45,5.45,5.45,"2,901","2,901","2,901"
DC,2020-10-01,149,149,149,5.22,5.22,5.22,"2,857","2,752","2,962"
DC,2020-10-02,145,145,145,5.04,5.04,5.04,"2,878","2,878","2,878"
DC,2020-10-03,159,159,159,5.52,5.52,5.52,"2,878","2,878","2,878"
DC,2020-10-04,144,144,144,5.11,5.11,5.11,"2,819","2,819","2,819"
DC,2020-10-05,158,158,158,5.46,5.46,5.46,"2,892","2,892","2,892"
DC,2020-10-06,172,172,172,5.98,5.98,5.98,"2,878","2,878","2,878"
DC,2020-10-07,153,153,153,5.29,5.29,5.29,"2,892","2,892","2,892"
DC,2020-10-08,153,153,153,5.24,5.24,5.24,"2,920","2,920","2,920"
DC,2020-10-09,151,151,151,5.19,5.19,5.19,"2,907","2,907","2,907"
DC,2020-10-10,143,134,152,4.89,0.52,9.27,"2,922","2,695","3,149"
DC,2020-10-11,139,139,139,4.88,4.88,4.88,"2,849","2,849","2,849"
DC,2020-10-12,127,126,128,4.43,4.43,4.43,"2,866","2,866","2,866"
DC,2020-10-13,137,137,137,4.76,4.76,4.76,"2,878","2,878","2,878"
DC,2020-10-14,148,148,148,5.13,5.13,5.13,"2,884","2,884","2,884"
DC,2020-10-15,132,132,132,4.53,4.53,4.53,"2,915","2,915","2,915"
DC,2020-10-16,137,137,137,4.70,4.70,4.70,"2,913","2,913","2,913"
DC,2020-10-17,138,138,138,4.82,4.82,4.82,"2,865","2,865","2,865"
DC,2020-10-18,132,132,132,4.71,4.71,4.71,"2,801","2,801","2,801"
DC,2020-10-19,141,141,141,4.95,4.95,4.95,"2,846","2,846","2,846"
DC,2020-10-20,151,151,151,5.26,5.26,5.26,"2,870","2,870","2,870"
DC,2020-10-21,148,148,148,5.13,5.13,5.13,"2,887","2,887","2,887"
DC,2020-10-22,144,144,144,4.93,4.93,4.93,"2,920","2,920","2,920"
DC,2020-10-23,146,146,146,5.03,5.03,5.03,"2,900","2,900","2,900"
DC,2020-10-24,145,145,145,5.07,5.07,5.07,"2,860","2,860","2,860"
DC,2020-10-25,155,155,155,5.45,5.45,5.45,"2,844","2,844","2,844"
DC,2020-10-26,159,159,159,5.53,5.53,5.53,"2,874","2,874","2,874"
AK,2020-09-26,50,50,50,3.33,3.03,3.62,"1,503","1,492","1,514"
AL,2020-09-26,916,912,920,6.61,6.32,6.91,"13,851","13,795","13,907"
AR,2020-09-26,581,575,587,7.46,6.79,8.14,"7,786","7,718","7,854"
AZ,2020-09-26,505,486,524,4.08,1.77,6.39,"11,542","10,620","12,464"
CA,2020-09-26,"3,140","3,131","3,149",5.17,5.02,5.33,"60,691","60,560","60,822"
CO,2020-09-26,317,307,327,3.24,1.84,4.64,"9,774","9,542","10,006"
CT,2020-09-26,201,201,201,2.47,2.35,2.60,"8,125","8,093","8,157"
DE,2020-09-26,115,107,123,5.04,5.04,5.04,"2,280","2,139","2,421"
FL,2020-09-26,"2,375","2,375","2,375",3.21,3.21,3.21,"75,095","75,095","75,095"
GA,2020-09-26,"2,067","2,038","2,096",11.30,9.20,13.39,"18,300","17,790","18,810"
HI,2020-09-26,175,165,185,7.79,4.29,11.30,"1,784","1,528","2,040"
IA,2020-09-26,383,383,383,4.89,4.82,4.95,"7,937","7,926","7,948"
ID,2020-09-26,126,126,126,3.50,3.50,3.50,"3,599","3,599","3,599"
IL,2020-09-26,"1,753","1,683","1,823",5.99,4.12,7.85,"28,453","27,924","28,982"
IN,2020-09-26,916,898,934,5.67,4.57,6.78,"16,145","15,961","16,329"
KS,2020-09-26,371,329,413,4.78,-1.43,10.99,"7,137","6,492","7,782"
KY,2020-09-26,541,532,550,4.58,3.81,5.35,"11,809","11,728","11,890"
LA,2020-09-26,570,570,570,4.34,4.34,4.34,"12,788","12,510","13,066"
MA,2020-09-26,333,330,336,2.03,2.03,2.03,"16,366","16,366","16,366"
MD,2020-09-26,629,629,629,6.18,6.18,6.18,"10,177","10,177","10,177"
ME,2020-09-26,28,25,31,1.01,-1.64,3.65,"2,781","2,554","3,008"
MI,2020-09-26,540,535,545,2.47,2.16,2.79,"21,843","21,829","21,857"
MN,2020-09-26,519,519,519,4.63,4.60,4.67,"11,198","11,189","11,207"
AK,2020-09-27,49,49,49,3.26,3.01,3.51,"1,503","1,494","1,512"
AL,2020-09-27,886,883,890,6.36,6.07,6.65,"13,936","13,876","13,996"
AR,2020-09-27,482,475,489,6.25,5.51,6.99,"7,712","7,651","7,772"
AZ,2020-09-27,510,499,521,4.11,2.30,5.91,"11,556","10,661","12,451"
CA,2020-09-27,"3,146","3,130","3,161",5.26,4.80,5.72,"59,750","59,226","60,273"
