state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PA,27300,177,16838,166,1052,203,2298,161,221,173,2928,148,0.6871232417950436,158,16414,23888,0.0515500653284238,166,868,16838,0.03428571428571429,177,936,27300,0.060574948665297744,140,177,2922,0.7517385257301809,144,2162,2876,2020-08-20
PR,9017,67,5017,67,546,68,475,66,66,65,662,65,0.5400909393368083,66,4870,9017,0.10882997807454654,67,546,5017,0.06021958522790285,67,543,9017,0.10060975609756098,64,66,656,0.7084592145015106,65,469,662,2020-08-20
RI,1642,13,1793,13,82,13,123,13,11,13,154,13,1.0919610231425092,13,1793,1642,0.04573340769659788,13,82,1793,0.049939098660170524,13,82,1642,0.07142857142857142,13,11,154,0.7987012987012987,13,123,154,2020-08-20
SC,10246,81,7718,81,1002,81,918,75,244,77,1315,73,0.7532695686121413,81,7718,10246,0.12982637989116352,81,1002,7718,0.09779426117509273,81,1002,10246,0.17566539923954372,73,231,1315,0.6828897338403042,73,898,1315,2020-08-20
SD,2200,48,810,44,67,51,85,37,18,32,93,27,0.517555266579974,42,796,1538,0.04197530864197531,44,34,810,0.030454545454545453,48,67,2200,0.10752688172043011,23,10,93,0.6344086021505376,27,59,93,2020-08-20
TN,17935,113,10361,115,1048,106,1392,110,350,102,2004,113,0.5702912972679574,104,9456,16581,0.09888788698527201,100,987,9981,0.05834546336729743,95,962,16488,0.17172774869109947,97,328,1910,0.7074935400516796,108,1369,1935,2020-08-20
TX,65493,536,43933,522,6651,545,5848,494,2180,504,6981,467,0.7091572371713128,520,43933,61951,0.13939407734504813,522,6124,43933,0.09961369917395753,536,6524,65493,0.27419354838709675,458,1904,6944,0.8044692737430168,467,5616,6981,2020-08-20
UT,5402,52,2962,48,166,53,340,44,55,43,558,41,0.5598185598185598,48,2962,5291,0.0550303848750844,48,163,2962,0.03017400962606442,52,163,5402,0.0985663082437276,40,55,558,0.5931899641577061,40,331,558,2020-08-20
VA,15399,78,7479,69,1055,85,748,71,204,72,1429,73,0.5520934761441091,64,7371,13351,0.11017515710656504,69,824,7479,0.06526397818040132,78,1005,15399,0.14037735849056604,67,186,1325,0.558667676003028,68,738,1321,2020-08-20
VI,188,2,91,2,14,2,7,2,3,2,20,2,0.48404255319148937,2,91,188,0.15384615384615385,2,14,91,0.07446808510638298,2,14,188,0.15,2,3,20,0.35,2,7,20,2020-08-20
VT,616,12,188,7,8,15,31,8,6,10,48,7,0.5193370165745856,7,188,362,0.031914893617021274,7,6,188,0.00974025974025974,12,6,616,0.10416666666666667,7,5,48,0.6458333333333334,7,31,48,2020-08-20
WA,9602,78,5583,74,307,80,606,66,92,68,888,65,0.6034790365744871,73,5412,8968,0.04706523714337634,73,259,5503,0.030140726738080235,77,287,9522,0.09234234234234234,60,82,888,0.6497747747747747,61,577,888,2020-08-20
WI,12050,132,6810,130,600,136,769,122,153,131,1480,129,0.5716468590831919,129,6734,11780,0.08516886930983847,130,580,6810,0.047468879668049795,132,572,12050,0.10337837837837838,129,153,1480,0.5377622377622377,122,769,1430,2020-08-20
AK,1283,19,701,23,47,24,61,13,9,22,46,8,0.3387387387387387,18,376,1110,0.05420827389443652,23,38,701,0.02260327357755261,19,29,1283,0.045454545454545456,6,2,44,0.5652173913043478,8,26,46,2020-08-20
AL,12563,107,7737,95,1393,110,1101,90,435,96,1185,81,0.7425143953934741,95,7737,10420,0.14126734747316053,93,1079,7638,0.10445592508879561,105,1294,12388,0.28109028960817717,78,330,1174,0.8784810126582279,81,1041,1185,2020-08-20
AR,7987,83,4215,73,640,85,596,68,309,71,902,68,0.6418753817959683,72,4203,6548,0.10533807829181495,73,444,4215,0.08013021159383998,83,640,7987,0.2638580931263858,65,238,902,0.735897435897436,63,574,780,2020-08-20
