state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
AZ,11727,78,6973,68,1011,89,845,64,287,70,1368,54,0.6339693073413522,62,6114,9644,0.11802667431521584,68,823,6973,0.07290867229470453,78,855,11727,0.15716374269005848,52,215,1368,0.506578947368421,54,693,1368,2020-08-20
CA,61698,378,42866,373,5912,394,5202,362,1556,365,7185,362,0.6944263469932894,372,42635,61396,0.1325526057948024,373,5682,42866,0.09193166715290609,378,5672,61698,0.2151704940848991,359,1546,7185,0.7240083507306889,360,5202,7185,2020-08-20
CO,8982,75,5219,72,343,92,531,63,89,75,931,56,0.6125648279113626,69,5197,8484,0.055949415596857635,72,292,5219,0.033400133600534405,75,300,8982,0.0749185667752443,53,69,921,0.5898876404494382,55,525,890,2020-08-20
CT,8073,30,5824,29,181,31,493,28,27,29,1048,29,0.738149556400507,29,5824,7890,0.030734890109890108,29,179,5824,0.02242041372476155,30,181,8073,0.025763358778625955,28,27,1048,0.47041984732824427,28,493,1048,2020-08-20
DC,3041,12,2299,13,150,13,239,11,28,10,326,11,0.7560013153567905,12,2299,3041,0.06524575902566333,13,150,2299,0.04932587964485367,12,150,3041,0.08588957055214724,10,28,326,0.7331288343558282,11,239,326,2020-08-20
DE,2437,11,1453,8,75,12,89,7,11,7,139,6,0.6815,7,1363,2000,0.04679972470750172,8,68,1453,0.030775543701272057,11,75,2437,0.07913669064748201,6,11,139,0.6402877697841727,6,89,139,2020-08-20
FL,75677,259,39862,246,6044,261,4416,245,1391,257,5741,245,0.5631021330696426,246,39862,70790,0.13915508504339974,246,5547,39862,0.07969396249851342,259,6031,75677,0.2269627557265256,243,1298,5719,0.7692039714335481,245,4416,5741,2020-08-20
GA,14175,117,7600,94,3340,142,1088,84,602,92,1199,78,0.7558428642466435,94,7600,10055,0.22776315789473683,94,1731,7600,0.17679012345679013,117,2506,14175,0.3927670311185871,73,467,1189,0.8773978315262719,77,1052,1199,2020-08-20
HI,1714,12,1822,24,256,19,100,12,45,12,81,10,0.7164527421236873,12,1228,1714,0.15902140672782875,14,208,1308,0.11201866977829639,12,192,1714,0.3333333333333333,10,27,81,0.7160493827160493,10,58,81,2020-08-20
IA,8263,119,4758,119,317,119,450,119,94,118,712,118,0.5758199201258623,119,4758,8263,0.06662463219840269,119,317,4758,0.03836379039089919,119,317,8263,0.13202247191011235,117,94,712,0.6306179775280899,118,449,712,2020-08-20
MS,7621,94,4077,89,1204,98,535,67,239,67,550,62,0.6115677321156773,86,4018,6570,0.16899681138091735,89,689,4077,0.15759086734024405,94,1201,7621,0.4036363636363636,61,222,550,0.9381818181818182,62,516,550,2020-08-20
MT,3132,67,1815,50,72,44,92,24,21,44,229,46,0.7521757148777456,50,1815,2413,0.048411497730711045,34,64,1322,0.03730569948186528,42,72,1930,0.1206896551724138,37,21,174,0.6363636363636364,22,91,143,2020-08-20
NC,19464,106,15045,100,1394,117,1349,98,315,109,1774,94,0.7986309491726405,99,14817,18553,0.06985709538052509,100,1051,15045,0.061547962124331,105,1196,19432,0.14092446448703494,94,250,1774,0.7437641723356009,93,1312,1764,2020-08-20
ND,2512,47,1665,48,87,48,73,44,20,48,103,43,0.660031847133758,47,1658,2512,0.05225225225225225,48,87,1665,0.03463375796178344,47,87,2512,0.10679611650485436,43,11,103,0.5048543689320388,43,52,103,2020-08-20
NE,4536,81,2025,72,176,82,292,61,48,56,612,61,0.5896088733216579,71,2020,3426,0.06726013847675569,70,136,2022,0.03589629957899402,79,162,4513,0.07881773399014778,53,48,609,0.5043327556325823,56,291,577,2020-08-20
NH,3273,30,2061,30,27,30,140,27,4,28,275,26,0.6296975252062328,30,2061,3273,0.013100436681222707,30,27,2061,0.008249312557286892,30,27,3273,0.014545454545454545,26,4,275,0.49454545454545457,26,136,275,2020-08-20
NJ,18952,74,13284,73,481,34,248,27,7,29,681,27,0.7174737298234211,72,13246,18462,0.09251968503937008,30,423,4572,0.061224489795918366,31,435,7105,0.00881057268722467,27,6,681,0.3641703377386197,27,248,681,2020-08-20
NM,3234,46,1760,42,98,45,219,40,29,42,344,41,0.6050189068408388,42,1760,2909,0.05062537224538416,41,85,1679,0.03146067415730337,45,98,3115,0.08430232558139535,41,29,344,0.6551724137931034,38,209,319,2020-08-20
NV,8532,61,6038,60,942,61,646,58,248,57,848,58,0.7088518431556703,60,6038,8518,0.1560119244783041,60,942,6038,0.11040787623066103,61,942,8532,0.29245283018867924,57,248,848,0.7617924528301887,58,646,848,2020-08-20
NY,42490,143,26345,124,1661,158,2724,120,226,125,4837,112,0.6691491820539819,122,26056,38939,0.04600493452267983,124,1212,26345,0.03337255824899976,143,1418,42490,0.039913232104121475,104,184,4610,0.541105819010147,109,2613,4829,2020-08-20
OH,29908,201,18654,197,1400,206,2459,191,349,187,4009,169,0.6412292461586058,197,18654,29091,0.07430041814088131,197,1386,18654,0.04697986577181208,200,1400,29800,0.08731548661496122,165,349,3997,0.6133699176852083,169,2459,4009,2020-08-20
OK,8899,118,5152,114,537,121,675,115,217,119,1099,116,0.5887327162609988,114,5152,8751,0.08947981366459627,114,461,5152,0.05326441173165524,118,474,8899,0.1910828025477707,116,210,1099,0.6440839694656488,114,675,1048,2020-08-20
OR,4087,50,2508,37,153,51,274,36,38,41,469,33,0.6802278275020341,37,2508,3687,0.03827751196172249,37,96,2508,0.037435771959872764,50,153,4087,0.055793991416309016,32,26,466,0.5756929637526652,33,270,469,2020-08-20
ID,3778,46,1664,33,180,47,187,34,47,45,292,42,0.46695778748180494,32,1604,3435,0.10276442307692307,33,171,1664,0.04764425622022234,46,180,3778,0.1541095890410959,42,45,292,0.6275862068965518,31,182,290,2020-08-20
IL,28945,174,15930,151,1699,182,1739,131,355,139,3208,123,0.6155210468232697,146,15617,25372,0.09196484620213434,151,1465,15930,0.05652098808084298,174,1636,28945,0.10337289194253592,120,331,3202,0.5259822560202788,118,1660,3156,2020-08-20
IN,16625,133,9345,131,901,134,1249,126,163,126,2259,126,0.5694004387033877,131,9345,16412,0.09448903156768325,131,883,9345,0.053112781954887216,133,883,16625,0.07215582115980522,126,163,2259,0.5528995130588756,126,1249,2259,2020-08-20
KS,7696,118,3744,104,287,127,468,76,78,86,650,72,0.5647345200060855,101,3712,6573,0.06158833063209076,103,228,3702,0.03436111836948001,117,263,7654,0.11093247588424437,66,69,622,0.7564935064935064,69,466,616,2020-08-20
KY,12912,104,8210,105,583,105,1000,98,551,99,1521,100,0.634913258983891,104,8198,12912,0.0710109622411693,105,583,8210,0.04515179677819083,104,583,12912,0.3670886075949367,99,551,1501,0.6574621959237343,98,1000,1521,2020-08-20
LA,14056,174,8642,173,905,207,1225,93,323,204,1708,84,0.6233672512087753,172,8638,13857,0.10246679316888045,169,864,8432,0.06300414214083279,170,867,13761,0.16765402843601895,80,283,1688,0.6656908665105387,84,1137,1708,2020-08-20
MA,17681,79,12011,79,261,79,877,76,58,75,1855,76,0.6793167807250721,79,12011,17681,0.021730080759303973,79,261,12011,0.014761608506306204,79,261,17681,0.031266846361185985,75,58,1855,0.47277628032345015,76,877,1855,2020-08-20
MD,9994,49,6778,44,729,50,698,44,134,47,1047,42,0.7575342465753425,43,6636,8760,0.09257345341798316,43,627,6773,0.0696037014685174,47,692,9942,0.1279847182425979,42,134,1047,0.6599808978032474,42,691,1047,2020-08-20
ME,2900,30,1709,29,36,31,188,28,11,28,292,28,0.6322052807735218,28,1700,2689,0.017554125219426564,29,30,1709,0.01206896551724138,30,35,2900,0.031141868512110725,26,9,289,0.6354166666666666,27,183,288,2020-08-20
MI,22918,143,13540,123,662,146,1511,121,163,141,2133,119,0.6978807808748304,122,13370,19158,0.0396602658788774,123,537,13540,0.028841958286063358,143,661,22918,0.058134083450539144,119,124,2133,0.7083919362400375,119,1511,2133,2020-08-20
MN,11351,127,7193,125,464,128,665,125,100,126,979,114,0.6355363138363669,124,7193,11318,0.06450715973863479,125,464,7193,0.040877455730772616,127,464,11351,0.10214504596527069,114,100,979,0.6741573033707865,114,660,979,2020-08-20
MO,18883,124,9015,101,882,136,960,96,253,115,1830,100,0.5697339320420883,98,8501,14921,0.06289517470881864,101,567,9015,0.04178361489170153,124,789,18883,0.10789324247586599,92,190,1761,0.601145038167939,89,945,1572,2020-08-20
WV,6521,60,4370,60,219,60,416,60,60,60,643,60,0.6701426161631652,60,4370,6521,0.05011441647597254,60,219,4370,0.033583806164698665,60,219,6521,0.09331259720062209,60,60,643,0.6469673405909798,60,416,643,2020-08-20
WY,1420,26,551,23,27,26,38,26,8,26,111,26,0.4039589442815249,23,551,1364,0.04900181488203267,23,27,551,0.019014084507042252,26,27,1420,0.07207207207207207,26,8,111,0.34234234234234234,26,38,111,2020-08-20
