state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
ID,4,41,8,6,39,8,2,52,3757,53,2269,53,124,52,13,53,2,52,2,52,2,52,218,53,33,52,32,53,123,52,117,53,1,52,1,52,301,53,0.603939313281874,53,2269,3757,0.05543138131426,52,124,2237,0.033360236750067,52,124,3717,0.11340206185567,52,33,291,0.724252491694352,53,218,301,2021/05/19,,0,52,0,52,1,52,2,52,3,52,3,52,3,52,1,52,0,53,0,51,0,51,1,51,0,51,0,51,1,51,0,51,0,51,0,52
IL,10,162,23,10,162,23,1,190,30959,195,20969,195,1447,190,133,195,245,190,5,190,29,190,2110,195,338,190,317,195,1404,190,1159,195,43,190,22,190,3419,195,0.677315158758358,195,20969,30959,0.069741661846925,190,1447,20748,0.047293763890705,190,1447,30596,0.100685135537682,190,338,3357,0.617139514477918,195,2110,3419,2021/05/19,,1,195,10,195,17,195,17,195,32,195,24,195,23,195,8,195,1,186,3,190,20,190,14,190,26,190,40,190,51,190,39,190,48,190,4,181
IN,11,152,2,11,152,2,0,163,18628,165,11720,165,741,163,73,165,79,163,3,163,4,163,1442,165,209,163,175,165,728,163,562,165,13,163,6,163,2200,165,0.629160403693365,165,11720,18628,0.063725490196078,163,741,11628,0.040090894335335,163,741,18483,0.097164109716411,163,209,2151,0.655454545454545,165,1442,2200,2021/05/19,,1,165,3,165,8,165,10,165,17,165,15,165,10,165,8,165,1,165,1,163,11,163,7,163,6,163,10,163,20,163,7,163,12,163,5,163
KS,11,129,4,13,127,4,0,141,8909,144,5088,144,181,141,24,144,32,141,0,141,3,141,562,144,54,141,44,144,174,141,143,144,7,141,2,141,845,144,0.571107868447637,144,5088,8909,0.035869996036465,141,181,5046,0.020523868919379,141,181,8819,0.065693430656934,141,54,822,0.66508875739645,144,562,845,2021/05/19,,0,144,2,143,0,143,2,143,2,143,9,143,6,143,3,143,0,144,0,141,2,140,2,140,4,139,5,140,12,140,4,140,3,140,0,141
KY,0,25,93,5,111,2,1,116,14377,118,8453,118,362,116,100,118,40,116,0,116,4,116,1077,118,108,116,101,118,355,116,315,118,7,116,1,116,1838,118,0.587952980454893,118,8453,14377,0.043473039510028,116,362,8327,0.025457102672293,116,362,14220,0.060301507537688,116,108,1791,0.585963003264418,118,1077,1838,2021/05/19,,0,118,3,118,4,118,6,118,6,118,16,118,22,118,6,118,25,118,0,116,2,116,4,116,2,116,7,116,6,116,6,116,9,116,3,116
LA,40,177,6,41,176,6,0,217,14244,223,8744,223,253,223,47,218,2,218,1,218,0,218,1063,223,74,223,73,223,246,223,317,223,7,223,3,223,1837,223,0.61387250772255,223,8744,14244,0.028934126258005,223,253,8744,0.017761864644763,223,253,14244,0.04028307022319,223,74,1837,0.578660860097986,223,1063,1837,2021/05/19,,0,218,1,218,7,218,8,218,8,218,10,218,7,218,6,218,0,218,0,218,0,218,0,218,0,218,1,218,1,218,0,218,0,218,0,218
MA,12,89,1,10,91,1,3,101,19045,102,15260,102,296,101,39,102,93,101,0,101,8,101,954,102,81,101,70,102,286,101,191,102,10,101,3,101,1379,102,0.801260173273825,102,15260,19045,0.019543113693384,101,296,15146,0.015653093601269,101,296,18910,0.059955588452998,101,81,1351,0.691805656272661,102,954,1379,2021/05/19,,1,102,2,102,2,102,5,102,12,102,9,102,4,102,4,102,0,102,0,101,5,101,8,101,8,101,13,101,20,101,21,101,18,101,0,101
MD,3,55,1,3,55,1,8,58,11544,59,9105,59,697,58,76,59,236,58,1,58,2,58,925,59,163,58,142,59,689,58,481,59,8,58,7,58,1294,59,0.788721413721414,59,9105,11544,0.076991052689716,58,697,9053,0.060931899641577,58,697,11439,0.129777070063694,58,163,1256,0.71483771251932,59,925,1294,2021/05/19,,0,59,9,59,9,59,9,59,14,59,15,59,13,59,7,59,0,59,1,58,15,58,28,58,22,58,36,58,51,58,46,58,37,58,0,58
ME,1,29,9,1,29,9,0,38,3309,39,2278,39,118,38,14,39,11,38,3,38,1,38,237,39,45,38,44,39,116,38,106,39,2,38,2,38,326,39,0.688425506195225,39,2278,3309,0.052514463729417,38,118,2247,0.036074594925099,38,118,3271,0.142405063291139,38,45,316,0.726993865030675,39,237,326,2021/05/19,,0,39,0,39,2,39,2,39,2,39,1,39,3,39,4,39,0,39,0,38,0,38,3,38,0,38,2,38,2,38,2,38,2,38,0,38
MI,14,145,4,13,146,4,10,159,22968,163,17620,163,1512,159,154,163,39,159,4,159,8,159,1976,163,465,159,413,163,1470,159,1382,163,42,159,34,159,2547,163,0.76715430163706,163,17620,22968,0.086429633017034,159,1512,17494,0.066435256382091,159,1512,22759,0.186822016874247,159,465,2489,0.775814683941892,163,1976,2547,2021/05/19,,0,163,15,163,16,163,10,163,25,163,32,163,27,163,23,163,6,163,1,159,2,159,3,159,1,159,4,159,11,159,6,159,7,159,4,159
