state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2020-12-04,"66,304","66,281","66,327",77.34,77.29,77.39,"85,639","85,540","85,738"
CW,2020-12-05,"65,819","65,758","65,879",76.94,76.76,77.12,"85,452","85,344","85,560"
CW,2020-12-06,"64,680","64,622","64,739",75.90,75.70,76.09,"85,130","85,016","85,243"
CW,2020-12-07,"64,868","64,843","64,892",76.30,76.22,76.38,"84,907","84,804","85,009"
CW,2020-12-08,"67,048","66,992","67,104",78.15,77.96,78.34,"85,677","85,565","85,789"
CW,2020-12-09,"67,556","67,508","67,604",78.91,78.77,79.06,"85,492","85,389","85,594"
CW,2020-12-10,"67,684","67,660","67,707",78.93,78.85,79.01,"85,636","85,536","85,735"
CW,2020-12-11,"67,562","67,538","67,586",78.81,78.72,78.89,"85,625","85,525","85,725"
CW,2020-12-12,"66,709","66,677","66,741",77.85,77.75,77.95,"85,578","85,495","85,661"
CW,2020-12-13,"65,512","65,473","65,552",76.79,76.67,76.90,"85,210","85,129","85,292"
CW,2020-12-14,"65,691","65,653","65,728",77.19,77.09,77.29,"84,992","84,913","85,071"
CW,2020-12-15,"67,560","67,540","67,580",78.77,78.71,78.83,"85,666","85,587","85,746"
CW,2020-12-16,"67,952","67,931","67,973",78.92,78.87,78.98,"85,990","85,912","86,069"
CW,2020-12-17,"67,988","67,943","68,034",78.77,78.62,78.93,"86,198","86,107","86,290"
CW,2020-12-18,"67,657","67,642","67,673",78.46,78.40,78.51,"86,122","86,043","86,201"
CW,2020-12-19,"66,638","66,594","66,683",77.41,77.27,77.54,"85,978","85,895","86,060"
CW,2020-12-20,"65,617","65,580","65,654",76.24,76.11,76.37,"85,948","85,862","86,035"
CW,2020-12-21,"65,877","65,842","65,912",76.57,76.47,76.67,"85,924","85,846","86,002"
CW,2020-12-22,"67,497","67,465","67,530",78.15,78.04,78.26,"86,254","86,172","86,336"
CW,2020-12-23,"67,244","67,184","67,303",77.92,77.72,78.11,"86,201","86,108","86,294"
CW,2020-12-24,"65,906","65,857","65,955",76.59,76.42,76.75,"85,942","85,856","86,028"
CW,2020-12-25,"63,941","63,882","64,000",74.57,74.34,74.81,"85,740","85,652","85,829"
CW,2020-12-26,"63,827","63,774","63,880",74.44,74.23,74.65,"85,742","85,658","85,826"
CW,2020-12-27,"64,762","64,710","64,813",75.32,75.12,75.52,"85,983","85,901","86,065"
CW,2020-12-28,"65,702","65,629","65,775",76.44,76.17,76.70,"85,956","85,861","86,051"
CW,2020-12-29,"67,896","67,838","67,955",78.70,78.49,78.91,"86,272","86,193","86,351"
CW,2020-12-30,"68,411","68,284","68,538",79.24,78.82,79.65,"86,338","86,190","86,486"
CW,2020-12-31,"67,866","67,659","68,073",78.49,77.80,79.19,"86,464","86,236","86,691"
CW,2021-01-01,"66,694","66,397","66,992",77.33,76.30,78.35,"86,251","85,913","86,590"
CW,2021-01-02,"65,986","65,565","66,408",76.65,75.16,78.14,"86,088","85,597","86,578"
CW,2021-01-03,"66,336","65,856","66,816",76.88,75.14,78.61,"86,289","85,698","86,880"
AK,2020-12-04,101,101,101,77.10,77.10,77.10,131,131,131
AL,2020-12-04,"1,336","1,336","1,336",90.51,90.47,90.56,"1,476","1,476","1,476"
AR,2020-12-04,828,828,828,81.50,81.50,81.50,"1,016","1,016","1,016"
AZ,2020-12-04,"1,443","1,443","1,443",70.80,70.80,70.80,"2,038","2,038","2,038"
CA,2020-12-04,"5,945","5,939","5,951",80.01,79.80,80.22,"7,430","7,423","7,437"
CO,2020-12-04,"1,042","1,042","1,042",72.31,72.31,72.31,"1,441","1,441","1,441"
CT,2020-12-04,622,622,622,56.44,56.44,56.44,"1,102","1,102","1,102"
DC,2020-12-04,282,282,282,82.46,82.46,82.46,342,342,342
DE,2020-12-04,147,147,147,84.48,84.48,84.48,174,174,174
FL,2020-12-04,"5,045","5,045","5,045",80.66,80.66,80.66,"6,255","6,255","6,255"
GA,2020-12-04,"2,283","2,283","2,283",86.38,86.38,86.38,"2,643","2,643","2,643"
HI,2020-12-04,130,130,130,60.19,60.19,60.19,216,216,216
IA,2020-12-04,525,525,525,76.31,76.31,76.31,688,688,688
ID,2020-12-04,222,222,222,77.62,77.62,77.62,286,286,286
IL,2020-12-04,"2,502","2,493","2,511",67.88,67.03,68.73,"3,686","3,673","3,699"
IN,2020-12-04,"1,731","1,731","1,731",79.55,79.55,79.55,"2,176","2,176","2,176"
KS,2020-12-04,569,569,569,71.39,71.39,71.39,797,797,797
KY,2020-12-04,"1,180","1,180","1,180",75.69,75.69,75.69,"1,559","1,559","1,559"
LA,2020-12-04,"1,368","1,368","1,368",75.62,75.62,75.62,"1,809","1,809","1,809"
MA,2020-12-04,"1,048","1,048","1,048",60.61,60.61,60.61,"1,729","1,729","1,729"
MD,2020-12-04,"1,024","1,024","1,024",79.32,79.32,79.32,"1,291","1,291","1,291"
ME,2020-12-04,226,226,226,71.97,71.97,71.97,314,314,314
MI,2020-12-04,"2,180","2,180","2,180",82.83,82.83,82.83,"2,632","2,632","2,632"
MN,2020-12-04,769,769,769,80.10,80.10,80.10,960,960,960
MS,2020-12-04,713,713,713,82.91,82.91,82.91,860,860,860
MT,2020-12-04,170,170,170,73.91,73.91,73.91,230,230,230
ND,2020-12-04,139,139,139,90.85,90.85,90.85,153,153,153
NJ,2020-12-04,"1,602","1,602","1,602",68.64,68.64,68.64,"2,334","2,334","2,334"
NV,2020-12-04,750,750,750,83.52,83.52,83.52,898,898,898
NY,2020-12-04,"3,561","3,561","3,561",59.33,59.33,59.33,"6,002","6,002","6,002"
SC,2020-12-04,"1,015","1,015","1,015",80.68,80.68,80.68,"1,258","1,258","1,258"
TN,2020-12-04,"1,883","1,883","1,883",82.65,82.65,82.65,"2,184","2,087","2,281"
UT,2020-12-04,482,482,482,74.73,74.73,74.73,645,645,645
VA,2020-12-04,"1,424","1,424","1,424",70.32,70.32,70.32,"2,025","2,025","2,025"
AK,2020-12-05,96,96,96,75.00,75.00,75.00,128,128,128
AL,2020-12-05,"1,302","1,289","1,315",88.69,86.14,91.25,"1,468","1,455","1,481"
AR,2020-12-05,796,796,796,79.84,79.84,79.84,997,997,997
AZ,2020-12-05,"1,445","1,445","1,445",71.22,71.22,71.22,"2,029","2,029","2,029"
CA,2020-12-05,"5,947","5,941","5,953",81.30,81.09,81.51,"7,315","7,308","7,322"
CO,2020-12-05,"1,051","1,051","1,051",70.77,70.77,70.77,"1,485","1,485","1,485"
CT,2020-12-05,642,642,642,58.20,58.20,58.20,"1,103","1,103","1,103"
DC,2020-12-05,272,272,272,80.47,80.47,80.47,338,338,338
DE,2020-12-05,148,148,148,82.22,82.22,82.22,180,180,180
FL,2020-12-05,"4,979","4,973","4,985",79.70,79.43,79.97,"6,247","6,241","6,253"
GA,2020-12-05,"2,300","2,300","2,300",86.89,86.89,86.89,"2,647","2,647","2,647"
HI,2020-12-05,137,137,137,61.99,61.99,61.99,221,221,221
IA,2020-12-05,498,498,498,73.13,73.13,73.13,681,681,681
ID,2020-12-05,219,219,219,75.78,75.78,75.78,289,289,289
IL,2020-12-05,"2,514","2,505","2,524",68.01,67.11,68.92,"3,697","3,683","3,711"
IN,2020-12-05,"1,703","1,703","1,703",78.30,78.30,78.30,"2,175","2,175","2,175"
KS,2020-12-05,631,631,631,77.90,77.90,77.90,810,810,810
KY,2020-12-05,"1,162","1,155","1,168",74.50,74.50,74.50,"1,559","1,559","1,559"
LA,2020-12-05,"1,365","1,365","1,365",76.60,76.60,76.60,"1,782","1,782","1,782"
MA,2020-12-05,"1,018","1,018","1,018",60.06,60.06,60.06,"1,695","1,695","1,695"
MD,2020-12-05,"1,008","1,008","1,008",78.57,78.57,78.57,"1,283","1,283","1,283"
ME,2020-12-05,237,237,237,75.48,75.48,75.48,314,314,314
MI,2020-12-05,"2,152","2,114","2,190",82.55,79.37,85.73,"2,607","2,607","2,607"
MN,2020-12-05,778,778,778,79.96,79.96,79.96,973,973,973
MS,2020-12-05,689,689,689,81.54,81.54,81.54,845,845,845
MT,2020-12-05,167,167,167,73.25,73.25,73.25,228,228,228
ND,2020-12-05,146,139,154,95.44,80.55,110.33,154,145,162
NJ,2020-12-05,"1,584","1,584","1,584",68.01,68.01,68.01,"2,329","2,329","2,329"
NV,2020-12-05,784,784,784,86.73,86.73,86.73,904,904,904
NY,2020-12-05,"3,522","3,522","3,522",58.76,58.76,58.76,"5,994","5,994","5,994"
SC,2020-12-05,"1,001","1,001","1,001",79.26,79.26,79.26,"1,263","1,263","1,263"
TN,2020-12-05,"1,839","1,839","1,839",80.75,80.75,80.75,"2,177","2,080","2,274"
UT,2020-12-05,486,486,486,77.64,77.64,77.64,626,626,626
VA,2020-12-05,"1,353","1,353","1,353",66.75,66.75,66.75,"2,027","2,027","2,027"
AK,2020-12-06,82,82,82,64.57,64.57,64.57,127,127,127
AL,2020-12-06,"1,282","1,274","1,291",87.54,86.15,88.94,"1,465","1,460","1,470"
AR,2020-12-06,787,787,787,78.94,78.94,78.94,997,997,997
AZ,2020-12-06,"1,440","1,438","1,441",70.88,70.72,71.03,"2,031","2,030","2,032"
CA,2020-12-06,"5,842","5,834","5,851",79.72,79.33,80.11,"7,329","7,316","7,342"
CO,2020-12-06,"1,022","1,022","1,022",68.96,68.96,68.96,"1,482","1,482","1,482"
CT,2020-12-06,610,608,611,55.21,55.21,55.21,"1,104","1,104","1,104"
DC,2020-12-06,266,266,266,78.24,78.24,78.24,340,340,340
DE,2020-12-06,147,147,147,81.67,81.67,81.67,180,180,180
FL,2020-12-06,"4,861","4,861","4,861",77.89,77.89,77.89,"6,241","6,241","6,241"
GA,2020-12-06,"2,276","2,274","2,277",86.13,85.95,86.31,"2,642","2,640","2,644"
HI,2020-12-06,132,132,132,59.73,59.73,59.73,221,221,221
IA,2020-12-06,485,485,485,71.01,71.01,71.01,683,683,683
ID,2020-12-06,203,203,203,71.73,71.73,71.73,283,283,283
