state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/06,487501,487207,487795,69.71,69.6,69.83,699274,699047,699501,
CW,2021/03/07,473438,473272,473604,67.95,67.87,68.03,696722,696484,696961,
CW,2021/03/08,478518,478395,478642,68.63,68.58,68.68,697250,697132,697367,
CW,2021/03/09,501909,501622,502195,71.58,71.48,71.68,701167,701079,701255,
CW,2021/03/10,510254,510050,510457,72.54,72.44,72.64,703380,703087,703674,
CW,2021/03/11,509594,509549,509638,72.51,72.49,72.54,702723,702643,702803,
CW,2021/03/12,506194,506113,506275,72.12,72.08,72.16,701894,701766,702022,
CW,2021/03/13,487605,487261,487948,69.76,69.64,69.89,698927,698782,699072,
CW,2021/03/14,470653,470202,471104,67.69,67.53,67.86,695259,695015,695502,
CW,2021/03/15,475073,474727,475419,68.28,68.15,68.42,695718,695464,695973,
CW,2021/03/16,498741,498644,498837,71.23,71.19,71.27,700143,700030,700256,
CW,2021/03/17,508076,507959,508192,72.41,72.35,72.46,701680,701536,701825,
CW,2021/03/18,507138,507055,507221,72.23,72.19,72.27,702118,702013,702222,
CW,2021/03/19,503088,502825,503351,71.67,71.55,71.79,701905,701563,702247,
CW,2021/03/20,483852,483672,484031,69.34,69.26,69.41,697822,697647,697996,
CW,2021/03/21,469600,469392,469808,67.57,67.48,67.66,694946,694715,695177,
CW,2021/03/22,475804,475730,475877,68.4,68.37,68.43,695602,695551,695654,
CW,2021/03/23,501056,500886,501226,71.56,71.49,71.63,700210,700047,700374,
CW,2021/03/24,509868,509601,510134,72.62,72.49,72.74,702124,701783,702466,
CW,2021/03/25,509603,509471,509735,72.5,72.44,72.56,702896,702713,703078,
CW,2021/03/26,505988,505754,506221,72.13,72.05,72.22,701468,701341,701596,
CW,2021/03/27,487751,487515,487986,69.81,69.7,69.92,698691,698379,699003,
CW,2021/03/28,472813,472586,473040,68.02,67.92,68.11,695149,694896,695402,
CW,2021/03/29,479291,478945,479638,68.91,68.76,69.06,695524,695147,695900,
CW,2021/03/30,501283,500938,501627,71.6,71.45,71.75,700130,699744,700516,
CW,2021/03/31,508842,508550,509134,72.5,72.38,72.62,701894,701607,702181,
