state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,26,170,6,32,164,6,17,196,28208,202,22365,202,971,196,67,202,248,196,4,194,30,194,2592,202,194,196,181,202,939,196,729,202,32,196,13,196,3510,202,0.792860181508792,202,22365,28208,0.043813735222453,196,971,22162,0.034894167535128,196,971,27827,0.05697503671072,196,194,3405,0.738461538461538,202,2592,3510,2021/06/03,,1,199,4,198,9,199,4,198,13,198,11,198,8,199,7,199,11,186,0,192,30,193,20,192,18,193,31,192,48,193,44,193,53,192,4,180
PR,0,12,54,0,12,54,1,65,9143,66,5414,66,110,65,0,66,5,65,0,65,10,65,435,66,21,65,16,66,79,65,67,66,31,65,3,65,671,66,0.592146997703161,66,5414,9143,0.020739064856712,65,110,5304,0.012267201962752,65,110,8967,0.0328125,65,21,640,0.648286140089419,66,435,671,2021/06/03,,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,65,0,65,1,65,1,65,0,65,0,65,1,65,2,65,0,65
RI,4,9,1,4,9,1,5,13,2537,14,2301,14,94,13,4,14,0,13,0,13,0,13,122,14,6,13,6,14,94,13,52,14,0,13,0,13,158,14,0.906976744186046,14,2301,2537,0.041501103752759,13,94,2265,0.038072093965168,13,94,2469,0.042857142857143,13,6,140,0.772151898734177,14,122,158,2021/06/03,,0,14,0,14,1,14,0,14,1,14,0,14,1,14,1,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,18,48,2,18,48,2,4,66,9209,68,6749,68,177,66,11,68,27,66,0,66,0,66,716,68,52,66,48,68,176,66,151,68,1,66,0,66,1180,68,0.732870018460202,68,6749,9209,0.026636568848758,66,177,6645,0.019568822553897,66,177,9045,0.045654082528534,66,52,1139,0.606779661016949,68,716,1180,2021/06/03,,0,68,1,68,2,68,1,68,1,68,5,68,0,68,1,68,0,63,0,66,3,66,5,66,2,66,3,66,2,66,5,66,4,66,3,61
SD,0,59,3,0,59,3,3,59,2575,62,1456,62,40,59,5,62,5,59,0,59,0,59,122,62,6,59,6,62,37,59,23,62,3,59,0,59,238,62,0.565436893203884,62,1456,2575,0.028030833917309,59,40,1427,0.015948963317384,59,40,2508,0.026431718061674,59,6,227,0.512605042016807,62,122,238,2021/06/03,,0,62,1,62,0,62,2,62,0,62,1,62,1,62,0,62,0,62,0,59,1,59,0,59,1,59,0,59,1,59,1,59,1,59,0,59
TN,10,96,35,29,77,35,15,106,20320,141,13004,127,426,106,33,106,38,106,1,106,0,106,1667,137,146,106,137,106,421,106,365,106,5,106,5,106,2387,141,0.677468090648606,127,13004,19195,0.034305041069415,106,426,12418,0.023300333643275,106,426,18283,0.062985332182916,106,146,2318,0.716680997420464,137,1667,2326,2021/06/03,,0,106,2,106,4,106,3,106,6,106,4,106,7,106,2,106,5,106,1,106,3,106,3,106,5,106,3,106,7,106,3,106,3,106,10,106
TX,87,490,13,114,463,13,53,585,66963,590,46500,590,1998,585,178,590,384,585,4,585,41,585,5003,590,533,585,496,590,1943,585,1505,590,55,585,35,585,6799,590,0.694413332735988,590,46500,66963,0.043477314764443,585,1998,45955,0.030179901212936,585,1998,66203,0.080440688198008,585,533,6626,0.735843506398,590,5003,6799,2021/06/03,,2,590,15,590,25,590,25,590,30,590,27,590,27,590,21,590,6,590,3,584,19,583,44,584,45,583,61,584,85,584,59,584,53,584,15,585
UT,1,51,1,4,48,1,0,52,5490,53,2959,53,131,52,24,53,2,52,2,52,0,52,355,53,45,52,47,53,125,52,123,53,6,52,1,52,628,53,0.538979963570128,53,2959,5490,0.044986263736264,52,131,2912,0.024218894435201,52,131,5409,0.073770491803279,52,45,610,0.565286624203822,53,355,628,2021/06/03,,2,53,2,53,4,53,2,53,5,53,5,53,1,53,3,53,0,53,0,52,0,52,1,52,1,52,0,52,0,52,0,52,0,52,0,52
VA,15,69,9,22,62,9,22,90,16891,93,11772,93,445,90,26,93,134,90,1,90,9,90,1246,93,99,90,90,93,430,90,297,93,15,90,6,90,1910,93,0.696939198389675,93,11772,16891,0.038263112639725,90,445,11630,0.026742788461538,90,445,16640,0.053168635875403,90,99,1862,0.652356020942408,93,1246,1910,2021/06/03,,0,93,3,93,4,93,1,93,3,93,5,93,4,93,5,93,1,93,0,90,4,90,13,90,17,90,14,90,22,90,35,90,29,90,0,90
VI,2,0,0,2,0,0,0,2,168,2,77,2,5,2,0,2,0,2,0,2,0,2,4,2,2,2,2,2,5,2,5,2,0,2,0,2,20,2,0.458333333333333,2,77,168,0.064935064935065,2,5,77,0.029761904761905,2,5,168,0.1,2,2,20,0.2,2,4,20,2021/06/03,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
