state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/05/22,492906,492780,493032,70.79,70.72,70.85,696322,696105,696539,
CW,2021/05/23,477650,477267,478034,69.1,68.93,69.27,691255,690811,691700,
CW,2021/05/24,483388,482781,483994,70.08,69.79,70.37,689782,688962,690602,
CW,2021/05/25,508973,508582,509365,73.31,73.11,73.51,694283,693688,694879,
CW,2021/05/26,517327,516972,517682,74.33,74.14,74.51,695984,695409,696558,
CW,2021/05/27,515810,515517,516103,74.07,73.92,74.23,696352,695872,696833,
CW,2021/05/28,508510,508195,508824,73.18,73.04,73.32,694869,694514,695224,
CW,2021/05/29,485278,484922,485633,70.17,70.01,70.34,691526,691061,691992,
CW,2021/05/30,468468,468172,468765,68,67.84,68.15,688942,688473,689412,
CW,2021/05/31,463272,462939,463604,67.31,67.19,67.43,688296,688174,688417,
CW,2021/06/01,475459,475299,475619,68.98,68.91,69.05,689266,689095,689437,
CW,2021/06/02,502383,502250,502517,72.34,72.28,72.39,694515,694385,694645,
CW,2021/06/03,510626,510470,510781,73.4,73.29,73.51,695699,695306,696092,
CW,2021/06/04,509953,509646,510260,73.39,73.23,73.54,694888,694417,695359,
CW,2021/06/05,492149,491772,492525,71.06,70.88,71.24,692562,692029,693095,
CW,2021/06/06,477986,477734,478238,69.34,69.23,69.45,689336,689062,689611,
CW,2021/06/07,484993,484935,485051,70.31,70.24,70.38,689792,689531,690054,
CW,2021/06/08,510063,509700,510426,73.47,73.31,73.63,694246,693790,694702,
CW,2021/06/09,518655,518286,519023,74.45,74.32,74.59,696618,696370,696866,
CW,2021/06/10,517669,517396,517942,74.37,74.27,74.48,696054,695827,696282,
CW,2021/06/11,512139,511812,512466,73.58,73.46,73.71,695984,695693,696274,
CW,2021/06/12,492847,492295,493400,70.95,70.7,71.2,694635,693948,695321,
CW,2021/06/13,478151,477752,478551,69.21,69.04,69.39,690842,690390,691295,
CW,2021/06/14,485496,484997,485995,70.34,70.14,70.54,690212,689753,690670,
CW,2021/06/15,509530,509120,509939,73.44,73.27,73.61,693813,693369,694256,
CW,2021/06/16,516667,516340,516995,74.26,74.11,74.41,695719,695288,696150,
CW,2021/06/17,514294,513749,514839,74.09,73.84,74.34,694136,693451,694822,
CW,2021/06/18,509380,508614,510146,73.63,73.25,74,691844,690759,692929,
CW,2021/06/19,489948,488634,491262,71.09,70.5,71.69,689195,687599,690791,
CW,2021/06/20,475494,473811,477176,69.41,68.63,70.18,685091,682991,687191,
CW,2021/06/21,478621,475464,481778,69.88,68.42,71.35,684892,680925,688859,
