state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/06/13,54044,54002,54086,66.1,65.97,66.24,81759,81717,81801,
CW,2021/06/14,54467,54419,54514,66.42,66.25,66.58,82010,81956,82065,
CW,2021/06/15,57029,56990,57068,69.34,69.19,69.5,82246,82191,82300,
CW,2021/06/16,57397,57367,57427,69.87,69.76,69.98,82153,82119,82188,
CW,2021/06/17,57064,57010,57118,69.63,69.45,69.82,81952,81899,82004,
CW,2021/06/18,56727,56685,56769,69.23,69.06,69.39,81948,81892,82005,
CW,2021/06/19,55129,55043,55215,67.5,67.18,67.83,81673,81576,81770,
CW,2021/06/20,53291,53246,53336,65.59,65.42,65.76,81252,81202,81303,
CW,2021/06/21,53698,53659,53738,65.76,65.61,65.92,81657,81608,81706,
CW,2021/06/22,56354,56325,56383,68.72,68.58,68.86,82009,81957,82061,
CW,2021/06/23,57214,57174,57254,69.6,69.45,69.75,82209,82162,82256,
CW,2021/06/24,56873,56808,56939,69.35,69.16,69.54,82014,82000,82028,
CW,2021/06/25,56009,55888,56130,68.48,68.03,68.94,81790,81651,81928,
CW,2021/06/26,54710,54574,54846,67.12,66.59,67.65,81511,81343,81679,
CW,2021/06/27,53364,53229,53500,65.62,65.08,66.15,81332,81162,81501,
CW,2021/06/28,53617,53536,53699,65.91,65.63,66.2,81348,81277,81420,
CW,2021/06/29,56398,56346,56451,69.17,68.99,69.35,81539,81492,81586,
CW,2021/06/30,57219,57183,57256,69.87,69.74,70.01,81892,81855,81930,
CW,2021/07/01,56758,56725,56790,69.44,69.31,69.57,81740,81695,81785,
CW,2021/07/02,56254,56215,56292,68.66,68.5,68.82,81938,81882,81993,
CW,2021/07/03,54594,54544,54643,66.99,66.8,67.19,81493,81430,81557,
CW,2021/07/04,53078,53012,53144,65.26,65,65.53,81332,81244,81420,
CW,2021/07/05,52840,52753,52926,65.05,64.73,65.37,81234,81142,81327,
CW,2021/07/06,54025,53942,54108,66.34,66.03,66.66,81435,81341,81529,
CW,2021/07/07,56628,56591,56665,69.35,69.19,69.5,81664,81613,81716,
CW,2021/07/08,57183,57105,57261,69.91,69.63,70.2,81794,81707,81881,
CW,2021/07/09,57162,57091,57234,69.84,69.6,70.09,81848,81782,81913,
CW,2021/07/10,55813,55747,55879,68.48,68.21,68.75,81502,81409,81595,
CW,2021/07/11,54600,54526,54673,67.23,66.91,67.55,81221,81105,81337,
CW,2021/07/12,54970,54839,55101,67.54,66.99,68.1,81391,81195,81587,
CW,2021/07/13,57334,56965,57703,69.88,68.44,71.31,82055,81589,82521,
AL,2021/06/13,1244,1244,1244,78.14,78.14,78.14,1592,1592,1592,POINT (-86.844516 32.756889)
AR,2021/06/13,674,670,678,68.5,67.5,69.5,984,984,984,POINT (-92.439162 34.899825)
CA,2021/06/13,4438,4426,4450,66.33,65.8,66.85,6691,6679,6703,POINT (-119.662127 37.211164)
CT,2021/06/13,545,545,545,52.91,52.91,52.91,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/13,246,246,246,80.13,80.13,80.13,307,307,307,POINT (-77.016275 38.904785)
FL,2021/06/13,4588,4588,4588,71.75,71.75,71.75,6394,6390,6398,POINT (-82.420978 28.260731)
HI,2021/06/13,134,134,134,60.63,60.63,60.63,221,221,221,POINT (-157.854309 21.361013)
IA,2021/06/13,400,400,400,61.16,61.16,61.16,654,654,654,POINT (-93.500061 42.074659)
IL,2021/06/13,1942,1941,1943,58.67,58.67,58.67,3310,3303,3317,POINT (-89.148632 40.124144)
KY,2021/06/13,1042,1039,1045,59.17,59.17,59.17,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/06/13,955,955,955,71.27,71.27,71.27,1340,1340,1340,POINT (-71.481104 42.151077)
ME,2021/06/13,216,216,216,69.01,69.01,69.01,313,313,313,POINT (-69.06137 45.117911)
AL,2021/06/14,1261,1244,1278,79.21,79.21,79.21,1592,1592,1592,POINT (-86.844516 32.756889)
AR,2021/06/14,664,662,667,66.99,66.99,66.99,992,992,992,POINT (-92.439162 34.899825)
CA,2021/06/14,4361,4339,4382,64.94,63.97,65.92,6714,6691,6738,POINT (-119.662127 37.211164)
CT,2021/06/14,532,530,533,51.6,51.6,51.6,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/14,253,253,253,78.33,78.33,78.33,323,323,323,POINT (-77.016275 38.904785)
FL,2021/06/14,4577,4577,4577,71.66,71.66,71.66,6387,6387,6387,POINT (-82.420978 28.260731)
HI,2021/06/14,141,141,141,64.38,64.38,64.38,219,219,219,POINT (-157.854309 21.361013)
IA,2021/06/14,426,426,426,65.14,65.14,65.14,654,654,654,POINT (-93.500061 42.074659)
IL,2021/06/14,1931,1928,1934,58.25,57.99,58.51,3315,3309,3321,POINT (-89.148632 40.124144)
KY,2021/06/14,1025,1022,1028,58.21,58.21,58.21,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/06/14,963,963,963,71.65,71.65,71.65,1344,1344,1344,POINT (-71.481104 42.151077)
ME,2021/06/14,214,213,215,67.3,67.3,67.3,318,318,318,POINT (-69.06137 45.117911)
AL,2021/06/15,1307,1307,1307,82.1,82.1,82.1,1592,1592,1592,POINT (-86.844516 32.756889)
AR,2021/06/15,676,676,676,68.7,68.7,68.7,984,984,984,POINT (-92.439162 34.899825)
CA,2021/06/15,4590,4569,4611,67.47,66.53,68.4,6803,6780,6826,POINT (-119.662127 37.211164)
CT,2021/06/15,552,552,552,53.59,53.59,53.59,1030,1030,1030,POINT (-72.738288 41.575155)
DC,2021/06/15,264,264,264,82.5,82.5,82.5,320,320,320,POINT (-77.016275 38.904785)
FL,2021/06/15,4813,4813,4813,75.07,75.07,75.07,6411,6384,6438,POINT (-82.420978 28.260731)
HI,2021/06/15,131,131,131,60.65,60.65,60.65,216,216,216,POINT (-157.854309 21.361013)
IA,2021/06/15,435,435,435,66.41,66.41,66.41,655,655,655,POINT (-93.500061 42.074659)
IL,2021/06/15,2035,2034,2036,61.44,61.23,61.66,3312,3305,3319,POINT (-89.148632 40.124144)
KY,2021/06/15,1066,1064,1069,60.56,60.56,60.56,1761,1761,1761,POINT (-85.290484 37.526683)
MA,2021/06/15,1006,1006,1006,74.85,74.85,74.85,1344,1344,1344,POINT (-71.481104 42.151077)
ME,2021/06/15,244,243,245,76.73,76.73,76.73,318,318,318,POINT (-69.06137 45.117911)
AL,2021/06/16,1302,1300,1304,81.84,81.84,81.84,1591,1591,1591,POINT (-86.844516 32.756889)
AR,2021/06/16,696,696,696,70.02,70.02,70.02,994,994,994,POINT (-92.439162 34.899825)
CA,2021/06/16,4709,4698,4720,69.27,68.8,69.74,6798,6787,6809,POINT (-119.662127 37.211164)
