state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state
WA,8,93,2,9,92,2,8,101,13223,103,9599,103,704,101,51,103,178,101,0,101,12,101,930,103,162,101,116,103,673,101,428,103,31,101,4,101,1320,103,0.725932088028435,103,9599,13223,0.074105263157895,101,704,9500,0.053785621514249,101,704,13089,0.125581395348837,101,162,1290,0.704545454545455,103,930,1320,2021/04/10,POINT (-120.592492 47.411715)
WI,9,118,22,12,115,22,2,146,13517,149,9010,149,389,146,85,149,58,146,2,146,8,146,889,149,94,146,92,149,380,146,350,149,9,146,1,146,1604,149,0.666568025449434,149,9010,13517,0.044064340734028,146,389,8828,0.029340775380902,146,389,13258,0.060567010309278,146,94,1552,0.554239401496259,149,889,1604,2021/04/10,POINT (-89.732969 44.639954)
WV,13,46,4,15,44,4,1,59,6204,63,4956,63,279,59,43,63,68,59,0,59,0,59,515,63,62,59,60,63,275,59,256,63,4,59,2,59,665,63,0.798839458413926,63,4956,6204,0.057371992597162,59,279,4863,0.046430354468298,59,279,6009,0.099838969404187,59,62,621,0.774436090225564,63,515,665,2021/04/10,POINT (-80.613729 38.642579)
AK,1,23,0,1,23,0,0,24,1680,24,1051,24,39,24,5,24,1,24,0,24,0,24,99,24,15,24,14,24,39,24,37,24,0,24,0,24,139,24,0.625595238095238,24,1051,1680,0.037107516650809,24,39,1051,0.023214285714286,24,39,1680,0.107913669064748,24,15,139,0.712230215827338,24,99,139,2021/04/10,POINT (-151.631889 63.631126)
AL,29,77,11,29,75,13,5,115,15549,117,11807,117,437,115,43,117,78,115,0,115,8,115,1376,117,125,115,106,117,423,115,338,117,14,115,5,115,1625,117,0.759341436748344,117,11807,15549,0.037267610438342,115,437,11726,0.028389527707399,115,437,15393,0.078665827564506,115,125,1589,0.846769230769231,117,1376,1625,2021/04/10,POINT (-86.844516 32.756889)
AR,14,91,2,18,87,2,2,105,9419,107,6793,107,204,105,21,107,55,105,0,105,10,105,688,107,55,105,44,107,196,105,135,107,8,105,1,105,1018,107,0.721201826096188,107,6793,9419,0.030128489144883,105,204,6771,0.021750719692931,105,204,9379,0.054945054945055,105,55,1001,0.675834970530452,107,688,1018,2021/04/10,POINT (-92.439162 34.899825)
AZ,24,88,3,28,84,3,7,112,16939,115,11889,115,566,112,76,115,134,112,1,112,4,112,1118,115,110,112,92,115,557,112,366,115,9,112,5,112,2203,115,0.701871420981168,115,11889,16939,0.048405028649619,112,566,11693,0.034051257369751,112,566,16622,0.051740357478833,112,110,2126,0.507489786654562,115,1118,2203,2021/04/10,POINT (-111.664616 34.293239)
CA,66,309,35,80,295,35,33,402,64334,410,48704,410,2243,401,261,410,389,402,35,401,13,401,5883,409,501,401,462,409,2182,401,1870,409,61,401,48,401,9084,409,0.757049149749744,410,48704,64334,0.046636864538933,401,2243,48095,0.035327841741349,401,2243,63491,0.056241580601706,401,501,8908,0.647622192866579,409,5883,9084,2021/04/10,POINT (-119.662127 37.211164)
CO,5,85,13,6,84,13,6,101,11737,103,8146,103,537,101,83,103,33,101,2,101,6,101,888,103,163,101,164,103,518,101,472,103,19,101,9,101,1299,103,0.694044474738008,103,8146,11737,0.066666666666667,101,537,8055,0.046173688736028,101,537,11630,0.128751974723539,101,163,1266,0.683602771362587,103,888,1299,2021/04/10,POINT (-105.547832 38.998552)
CT,4,33,1,4,33,1,15,37,8141,38,6618,38,566,37,77,38,41,37,3,37,0,37,620,38,120,37,117,38,559,37,507,38,7,37,6,37,1057,38,0.812922245424395,38,6618,8141,0.086175395858709,37,566,6568,0.070275639433822,37,566,8054,0.115830115830116,37,120,1036,0.586565752128666,38,620,1057,2021/04/10,POINT (-72.738288 41.575155)
DC,0,12,2,0,12,2,2,13,3447,14,2646,14,179,13,14,14,69,13,0,13,11,13,275,14,47,13,40,14,156,13,119,14,23,13,9,13,328,14,0.767624020887728,14,2646,3447,0.069568596968519,13,179,2573,0.053753753753754,13,179,3330,0.15210355987055,13,47,309,0.838414634146341,14,275,328,2021/04/10,POINT (-77.016275 38.904785)
DE,0,15,1,0,15,1,2,15,3313,16,2538,16,219,15,22,16,35,15,3,15,3,15,161,16,15,15,15,16,212,15,153,16,7,15,6,15,194,16,0.766073045578026,16,2538,3313,0.08718152866242,15,219,2512,0.066747942700396,15,219,3281,0.080645161290323,15,15,186,0.829896907216495,16,161,194,2021/04/10,POINT (-75.452394 38.994926)
FL,10,241,15,25,226,15,68,260,58857,266,46755,266,3839,260,544,266,213,260,20,260,13,260,5179,266,790,260,753,266,3762,260,3383,266,77,260,55,260,6459,266,0.794382996075233,266,46755,58857,0.083374959278966,260,3839,46045,0.066310843956196,260,3839,57894,0.126460701136546,260,790,6247,0.801826908190122,266,5179,6459,2021/04/10,POINT (-82.420978 28.260731)
GA,27,126,14,31,121,15,12,164,22347,167,17972,167,1485,164,246,167,136,164,13,164,30,164,2254,167,364,164,318,167,1433,164,1096,167,52,164,15,164,2821,167,0.804224280664071,167,17972,22347,0.083530205872427,164,1485,17778,0.067331670822943,164,1485,22055,0.13136051966799,164,364,2771,0.799007444168734,167,2254,2821,2021/04/10,POINT (-83.426574 32.638481)
HI,2,23,0,2,23,0,0,25,2640,25,1913,25,52,25,6,25,10,25,0,25,0,25,150,25,14,25,14,25,52,25,43,25,0,25,0,25,224,25,0.724621212121212,25,1913,2640,0.027182435964454,25,52,1913,0.01969696969697,25,52,2640,0.0625,25,14,224,0.669642857142857,25,150,224,2021/04/10,POINT (-157.854309 21.361013)
IA,0,66,60,0,65,61,0,124,8043,126,5278,126,321,124,35,126,10,124,2,124,2,124,452,126,53,124,49,126,312,124,209,126,9,124,6,124,674,126,0.656222802436902,126,5278,8043,0.061647781832149,124,321,5207,0.040392600981502,124,321,7947,0.080916030534351,124,53,655,0.670623145400593,126,452,674,2021/04/10,POINT (-93.500061 42.074659)
MT,5,61,1,6,60,1,3,66,3194,67,2080,67,60,66,8,67,12,66,0,66,0,66,136,67,8,66,8,67,59,66,58,67,1,66,0,66,226,67,0.651221039448967,67,2080,3194,0.029083858458556,66,60,2063,0.018957345971564,66,60,3165,0.036363636363636,66,8,220,0.601769911504425,67,136,226,2021/04/10,POINT (-109.645127 47.033521)
NC,3,121,4,6,118,4,25,124,23924,128,18215,128,1125,124,123,128,110,124,5,124,11,124,1905,128,276,124,260,128,1095,124,991,128,30,124,20,124,2481,128,0.7613693362314,128,18215,23924,0.062413314840499,124,1125,18025,0.047578769295834,124,1125,23645,0.113955408753097,124,276,2422,0.767835550181378,128,1905,2481,2021/04/10,POINT (-79.130883 35.52603)
ND,12,36,2,12,36,2,36,48,2408,49,1720,49,98,49,11,49,17,48,0,49,3,49,108,49,12,49,12,50,94,49,67,50,4,49,0,49,203,49,0.714285714285714,49,1720,2408,0.057714958775029,48,98,1698,0.041141897565071,48,98,2382,0.060301507537688,48,12,199,0.532019704433498,49,108,203,2021/04/10,POINT (-100.46931 47.446305)
NE,7,93,1,14,86,1,2,100,4779,101,3080,101,183,100,16,101,15,100,1,100,0,100,365,101,53,100,51,101,180,100,155,101,3,100,1,100,566,101,0.644486294203808,101,3080,4779,0.060157790927022,100,183,3042,0.038944456267291,100,183,4699,0.096363636363636,100,53,550,0.644876325088339,101,365,566,2021/04/10,POINT (-99.810595 41.527099)
NH,4,24,1,5,23,1,2,29,2957,29,2224,29,135,29,20,29,20,29,0,29,1,29,177,29,32,29,31,29,134,29,124,29,1,29,0,29,282,29,0.752113628677714,29,2224,2957,0.060701438848921,29,135,2224,0.04565437943862,29,135,2957,0.113475177304965,29,32,282,0.627659574468085,29,177,282,2021/04/10,POINT (-71.57139 43.680429)
NJ,8,79,4,8,79,4,88,90,22751,91,16784,91,2332,90,277,91,176,90,5,90,7,90,1538,91,393,90,381,91,2302,90,2115,91,30,90,6,90,3074,91,0.737725814249923,91,16784,22751,0.139307048984468,90,2332,16740,0.102835472064206,90,2332,22677,0.128515369522564,90,393,3058,0.500325309043591,91,1538,3074,2021/04/10,POINT (-74.655514 40.110253)
NM,15,38,1,14,39,1,2,53,4362,54,2992,54,140,53,18,54,16,53,2,53,0,53,342,54,26,53,24,54,127,53,117,54,13,53,2,53,434,54,0.685923888124713,54,2992,4362,0.047912388774812,53,140,2922,0.03291020216267,53,140,4254,0.063106796116505,53,26,412,0.788018433179724,54,342,434,2021/04/10,POINT (-106.108388 34.421369)
NV,0,21,41,2,19,41,32,60,8773,62,6264,62,334,60,41,62,58,60,4,60,3,60,604,62,70,60,65,62,323,60,276,62,11,60,4,60,863,62,0.714008890915308,62,6264,8773,0.054238389087366,60,334,6158,0.038805623329848,60,334,8607,0.087064676616915,60,70,804,0.699884125144844,62,604,863,2021/04/10,POINT (-114.916992 39.283294)
NY,5,190,9,5,190,9,181,195,52827,204,40465,204,4825,195,454,204,225,195,12,195,24,195,3810,204,993,195,925,204,4743,195,4200,204,82,195,40,195,5573,204,0.765990875877866,204,40465,52827,0.120129465952944,195,4825,40165,0.092422326935601,195,4825,52206,0.18226872246696,195,993,5448,0.683653328548358,204,3810,5573,2021/04/10,POINT (-75.59655 42.921241)
OH,10,209,10,16,203,10,26,226,32639,229,24249,229,1814,226,250,229,189,226,6,226,97,226,2880,229,397,226,355,229,1706,226,1302,229,108,226,30,226,4135,229,0.742945555930022,229,24249,32639,0.075341612327117,226,1814,24077,0.056017045980916,226,1814,32383,0.097351642962236,226,397,4078,0.696493349455865,229,2880,4135,2021/04/10,POINT (-82.70936 40.415534)
OK,30,111,12,32,109,12,7,151,10820,153,7612,153,314,151,42,153,76,151,0,151,3,151,781,153,62,151,61,153,283,151,236,153,31,151,27,151,1029,153,0.703512014787431,153,7612,10820,0.041950567802271,151,314,7485,0.029466966966967,151,314,10656,0.062689585439838,151,62,989,0.758989310009718,153,781,1029,2021/04/10,POINT (-97.508297 35.583449)
OR,4,59,2,3,60,2,9,63,7038,65,5346,65,277,63,24,65,39,63,1,63,2,63,536,65,65,63,50,65,270,63,204,65,7,63,7,63,811,65,0.759590792838875,65,5346,7038,0.052822273073989,63,277,5244,0.040285049447353,63,277,6876,0.082174462705436,63,65,791,0.660912453760789,65,536,811,2021/04/10,POINT (-120.605279 43.940449)
PA,18,203,6,22,199,6,24,221,32946,227,26942,227,2996,221,373,227,454,221,7,220,31,220,3008,227,610,221,587,227,2933,221,2639,227,63,221,38,221,3776,227,0.817762399077278,227,26942,32946,0.112234959166854,221,2996,26694,0.092009090350716,221,2996,32562,0.166257835922595,221,610,3669,0.796610169491525,227,3008,3776,2021/04/10,POINT (-77.838886 40.896694)
ID,3,40,8,3,40,8,3,50,3641,51,2198,51,155,50,13,51,4,50,0,50,0,50,206,51,42,50,42,51,153,50,140,51,2,50,1,50,306,51,0.6036803076078,51,2198,3641,0.071692876965772,50,155,2162,0.04307948860478,50,155,3598,0.141891891891892,50,42,296,0.673202614379085,51,206,306,2021/04/10,POINT (-114.659366 44.389073)
IL,10,164,23,9,165,23,64,192,31131,197,22645,197,2046,192,265,197,295,192,5,192,40,192,2328,197,461,192,436,197,2007,192,1782,197,39,192,20,192,3484,197,0.727409977193152,197,22645,31131,0.091424996648644,192,2046,22379,0.066489015988561,192,2046,30772,0.134795321637427,192,461,3420,0.668197474167623,197,2328,3484,2021/04/10,POINT (-89.148632 40.124144)
IN,10,149,2,11,148,2,1,159,19021,161,12705,161,840,159,89,161,112,159,1,159,2,159,1599,161,214,159,191,161,824,159,617,161,16,159,6,159,2234,161,0.667945954471374,161,12705,19021,0.066592674805771,159,840,12614,0.044500953591863,159,840,18876,0.097940503432494,159,214,2185,0.715756490599821,161,1599,2234,2021/04/10,POINT (-86.2818 39.919991)
KS,12,131,4,15,128,4,0,144,8732,147,5168,147,174,144,18,147,23,144,0,144,2,144,594,147,50,144,44,147,172,144,142,147,2,144,1,144,846,147,0.591846083371507,147,5168,8732,0.033944596176356,144,174,5126,0.020122585867931,144,174,8647,0.060532687651332,144,50,826,0.702127659574468,147,594,846,2021/04/10,POINT (-98.38018 38.484729)
KY,1,20,93,4,108,2,1,112,14090,114,8675,114,438,112,124,114,71,112,1,112,5,112,1110,114,107,112,95,114,420,112,354,114,18,112,5,112,1834,114,0.615684882895671,114,8675,14090,0.05127604776399,112,438,8542,0.031490401898052,112,438,13909,0.059809949692566,112,107,1789,0.605234460196292,114,1110,1834,2021/04/10,POINT (-85.290484 37.526683)
LA,42,174,7,45,171,7,0,216,14242,223,9514,223,323,222,58,217,10,217,2,217,0,217,1157,223,90,222,87,222,318,222,376,222,5,222,2,222,1821,223,0.668024153910968,223,9514,14242,0.033949968467522,222,323,9514,0.02267939896082,222,323,14242,0.049423393739703,222,90,1821,0.635365183964854,223,1157,1821,2021/04/10,POINT (-91.840238 30.921314)
MA,11,89,1,10,90,1,13,100,19212,101,16174,101,2165,100,84,101,88,100,7,100,7,100,1069,101,169,100,160,101,2150,100,2052,101,15,100,13,100,1413,101,0.841869664792838,101,16174,19212,0.134756628905764,100,2165,16066,0.113481497012265,100,2165,19078,0.12202166064982,100,169,1385,0.75654635527247,101,1069,1413,2021/04/10,POINT (-71.481104 42.151077)
MD,4,49,5,2,51,5,8,57,11537,58,9859,58,1511,57,172,58,307,57,3,57,6,57,1029,58,330,57,299,58,1493,57,1204,58,18,57,9,57,1378,58,0.854554910288637,58,9859,11537,0.154246631278073,57,1511,9796,0.132149728878783,57,1511,11434,0.246085011185682,57,330,1341,0.746734397677794,58,1029,1378,2021/04/10,POINT (-76.687282 38.946466)
ME,5,24,9,2,27,9,0,37,3258,38,2296,38,121,37,17,38,23,37,0,37,3,37,244,38,44,37,39,38,119,37,95,38,2,37,0,37,331,38,0.704726826273788,38,2296,3258,0.053610988037218,37,121,2257,0.037600994406464,37,121,3218,0.137071651090343,37,44,321,0.737160120845921,38,244,331,2021/04/10,POINT (-69.06137 45.117911)
MI,18,143,3,14,147,3,14,161,23557,164,19566,164,4256,161,619,164,86,161,11,161,5,160,2316,164,863,161,846,164,4198,161,4025,164,58,161,48,161,2707,164,0.830581143609118,164,19566,23557,0.218581480149967,161,4256,19471,0.181655213624141,161,4256,23429,0.322135125046659,161,863,2679,0.855559660140377,164,2316,2707,2021/04/10,POINT (-85.730977 44.874798)
MN,15,110,14,16,109,14,12,138,10233,139,7989,139,807,138,111,139,40,138,3,138,0,138,716,139,179,138,170,139,781,138,694,139,26,138,14,138,959,139,0.780709469363823,139,7989,10233,0.10258039913563,138,807,7867,0.080282530839634,138,807,10052,0.193932827735645,138,179,923,0.746611053180396,139,716,959,2021/04/10,POINT (-94.198308 46.349153)
MO,25,94,18,30,89,18,10,133,17029,137,13678,137,788,133,45,137,151,133,0,133,32,133,1426,137,181,133,132,137,743,133,488,137,45,133,8,133,1803,137,0.803218039814434,137,13678,17029,0.058513403133586,133,788,13467,0.047036351698203,133,788,16753,0.104142692750288,133,181,1738,0.790904048807543,137,1426,1803,2021/04/10,POINT (-92.477244 38.3675)
MS,11,93,2,13,91,2,0,104,8475,106,5367,106,234,104,19,106,15,104,0,104,4,104,604,106,77,104,59,106,229,104,183,106,5,104,3,104,853,106,0.633274336283186,106,5367,8475,0.043993231810491,104,234,5319,0.027850511782909,104,234,8402,0.092436974789916,104,77,833,0.708089097303634,106,604,853,2021/04/10,POINT (-89.65344 32.713378)
WY,3,26,2,4,25,2,0,29,1733,31,780,31,29,29,10,31,9,29,0,29,0,29,44,31,6,29,6,31,29,29,23,31,0,29,0,29,136,31,0.450086555106751,31,780,1733,0.03751617076326,29,29,773,0.017159763313609,29,29,1690,0.047244094488189,29,6,127,0.323529411764706,31,44,136,2021/04/10,POINT (-107.55145 42.999627)
