state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-28,"472,970","471,529","474,411",65.08,64.79,65.37,"708,251","702,873","713,629"
CW,2020-09-29,"499,126","497,666","500,587",68.31,67.93,68.69,"713,580","708,327","718,832"
CW,2020-09-30,"508,691","507,342","510,039",69.44,69.11,69.76,"716,222","711,048","721,395"
CW,2020-10-01,"508,411","507,012","509,811",69.72,68.59,70.85,"719,038","713,762","724,314"
CW,2020-10-02,"503,286","500,581","505,990",69.01,67.67,70.36,"718,980","713,923","724,037"
CW,2020-10-03,"484,872","483,344","486,400",66.60,65.50,67.70,"717,533","712,516","722,550"
CW,2020-10-04,"468,231","466,598","469,865",64.59,63.44,65.73,"714,453","709,333","719,572"
CW,2020-10-05,"474,025","472,616","475,434",65.40,64.38,66.42,"716,074","711,392","720,757"
CW,2020-10-06,"501,947","500,618","503,276",68.75,67.81,69.69,"720,312","716,034","724,591"
CW,2020-10-07,"513,909","512,606","515,212",70.27,69.47,71.08,"724,153","720,423","727,884"
CW,2020-10-08,"516,016","513,351","518,680",70.46,69.55,71.36,"725,305","722,889","727,722"
CW,2020-10-09,"512,632","511,609","513,655",69.61,69.27,69.96,"729,244","727,250","731,238"
CW,2020-10-10,"495,324","493,872","496,777",67.43,66.79,68.06,"729,182","726,776","731,588"
CW,2020-10-11,"480,452","478,712","482,191",65.58,64.80,66.37,"727,043","724,244","729,843"
CW,2020-10-12,"483,968","482,479","485,456",65.94,65.26,66.62,"729,269","726,975","731,563"
CW,2020-10-13,"509,270","507,771","510,768",69.05,68.35,69.75,"733,470","731,155","735,784"
CW,2020-10-14,"519,163","517,626","520,699",70.20,69.50,70.90,"735,496","733,203","737,790"
CW,2020-10-15,"518,116","516,601","519,632",70.11,69.42,70.80,"734,752","732,524","736,980"
CW,2020-10-16,"514,436","512,773","516,100",69.65,68.91,70.40,"734,376","732,070","736,682"
