state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,0,68,0,0,68,5,67,9391,68,5510,68,272,67,25,68,41,67,1,67,6,67,477,68,42,67,38,68,258,67,196,68,14,67,3,67,678,68,0.5867319774251943,68,5510,9391,0.050342402369054226,67,272,5403,0.02955236853541938,67,272,9204,0.06491499227202473,67,42,647,0.7035398230088495,68,477,678,2021-02-02
RI,4,10,1,5,9,1,7,14,2353,15,2360,15,304,14,13,15,0,14,0,14,0,14,152,15,44,14,48,15,300,14,267,15,4,14,4,14,165,15,1.0029749256268594,15,2360,2353,0.13120414328873545,14,304,2317,0.13275109170305677,14,304,2290,0.2802547770700637,14,44,157,0.9212121212121213,15,152,165,2021-02-02
SC,26,59,2,24,61,2,15,85,11587,87,9051,87,1544,85,177,87,125,85,1,85,1,85,1061,87,362,85,352,87,1534,85,1431,87,10,85,6,85,1362,87,0.7811340295158367,87,9051,11587,0.17266830686647283,85,1544,8942,0.13533175563151897,85,1544,11409,0.27382753403933435,85,362,1322,0.7790014684287812,87,1061,1362,2021-02-02
SD,0,62,3,0,62,3,18,62,2842,65,1552,65,116,62,11,65,12,62,1,62,2,62,134,65,27,62,21,65,113,62,93,65,3,62,1,62,243,65,0.546094299788881,65,1552,2842,0.07621550591327202,62,116,1522,0.04183195095564371,62,116,2773,0.11637931034482758,62,27,232,0.551440329218107,65,134,243,2021-02-02
TN,32,76,34,41,67,34,28,108,18898,142,12800,131,1411,108,140,111,68,108,0,108,0,108,1735,142,421,108,418,111,1402,108,1328,111,9,108,7,108,2132,142,0.7034513079797757,131,12800,18196,0.11614124619310232,108,1411,12149,0.08427905865487995,108,1411,16742,0.20924453280318092,108,421,2012,0.8137898686679175,142,1735,2132,2021-02-02
TX,121,469,5,149,441,5,149,590,69563,595,52251,595,10653,590,1207,595,721,590,26,590,100,590,6752,595,2913,590,2864,595,10479,590,9829,595,174,590,132,590,8077,595,0.7511320673346463,595,52251,69563,0.20634551688070196,590,10653,51627,0.15492117968704555,590,10653,68764,0.369482496194825,590,2913,7884,0.8359539432957781,595,6752,8077,2021-02-02
UT,0,58,1,0,58,1,4,58,6216,59,3671,59,417,58,55,59,13,58,2,58,1,58,430,59,135,58,125,59,408,58,331,59,9,58,0,58,626,59,0.5905727155727156,59,3671,6216,0.11500275785990072,58,417,3626,0.06807051909892263,58,417,6126,0.22203947368421054,58,135,608,0.6869009584664537,59,430,626,2021-02-02
VA,18,80,9,23,75,9,62,104,18346,107,13221,107,2179,104,232,107,262,104,3,104,8,104,1457,107,418,104,416,107,2156,104,1897,107,23,104,14,104,1999,107,0.7206475526000218,107,13221,18346,0.16717814945527082,104,2179,13034,0.12050658113040592,104,2179,18082,0.21680497925311204,104,418,1928,0.7288644322161081,107,1457,1999,2021-02-02
VI,2,0,0,2,0,0,0,2,168,2,114,2,3,2,0,2,0,2,0,2,0,2,11,2,2,2,2,2,3,2,3,2,0,2,0,2,20,2,0.6785714285714286,2,114,168,0.02631578947368421,2,3,114,0.017857142857142856,2,3,168,0.1,2,2,20,0.55,2,11,20,2021-02-02
VT,2,14,1,2,14,1,4,16,1300,17,796,17,65,16,8,17,6,16,0,16,0,16,78,17,16,16,16,17,64,16,62,17,1,16,1,16,106,17,0.6123076923076923,17,796,1300,0.08397932816537468,16,65,774,0.05146476642913698,16,65,1263,0.16161616161616163,16,16,99,0.7358490566037735,17,78,106,2021-02-02
