state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
KS,2021/05/29,131,131,131,1.64,1.64,1.64,7972,7972,7972,POINT (-98.38018 38.484729)
KY,2021/05/29,336,336,336,2.75,2.75,2.75,12223,12223,12223,POINT (-85.290484 37.526683)
LA,2021/05/29,249,249,249,2.04,2.04,2.04,12423,12423,12423,POINT (-91.840238 30.921314)
MA,2021/05/29,214,214,214,1.28,1.28,1.28,16668,16668,16668,POINT (-71.481104 42.151077)
MD,2021/05/29,529,529,529,5.47,5.47,5.47,9672,9672,9672,POINT (-76.687282 38.946466)
ME,2021/05/29,130,130,130,4.55,4.55,4.55,2860,2860,2860,POINT (-69.06137 45.117911)
MI,2021/05/29,1093,1093,1093,5.31,5.31,5.31,20584,20584,20584,POINT (-85.730977 44.874798)
TX,2021/05/29,2156,2156,2156,3.68,3.68,3.68,58704,58576,58832,POINT (-99.317341 31.447238)
AK,2021/05/30,18,18,18,1.23,1.23,1.23,1465,1465,1465,POINT (-151.631889 63.631126)
AL,2021/05/30,334,334,334,2.42,2.42,2.42,13822,13822,13822,POINT (-86.844516 32.756889)
AR,2021/05/30,201,201,201,2.66,2.66,2.66,7562,7562,7562,POINT (-92.439162 34.899825)
CA,2021/05/30,1308,1296,1321,2.25,1.95,2.54,58205,58016,58394,POINT (-119.662127 37.211164)
CO,2021/05/30,516,516,516,5.18,5.18,5.18,9967,9967,9967,POINT (-105.547832 38.998552)
CT,2021/05/30,132,131,132,1.69,1.69,1.69,7771,7771,7771,POINT (-72.738288 41.575155)
DC,2021/05/30,112,112,112,4.14,4.14,4.14,2705,2705,2705,POINT (-77.016275 38.904785)
DE,2021/05/30,63,60,66,2.31,2.31,2.31,2722,2722,2722,POINT (-75.452394 38.994926)
FL,2021/05/30,2351,2349,2353,4.6,4.6,4.6,52121,52121,52121,POINT (-82.420978 28.260731)
GA,2021/05/30,899,899,899,4.71,4.71,4.71,19105,19105,19105,POINT (-83.426574 32.638481)
HI,2021/05/30,74,74,74,2.99,2.99,2.99,2476,2476,2476,POINT (-157.854309 21.361013)
IA,2021/05/30,216,216,217,2.86,2.86,2.86,7668,7668,7668,POINT (-93.500061 42.074659)
ID,2021/05/30,117,117,117,3.59,3.59,3.59,3259,3259,3259,POINT (-114.659366 44.389073)
IL,2021/05/30,1095,1094,1096,3.84,3.84,3.84,28551,28509,28593,POINT (-89.148632 40.124144)
IN,2021/05/30,665,665,665,3.72,3.72,3.72,17885,17546,18224,POINT (-86.2818 39.919991)
KS,2021/05/30,138,138,138,1.73,1.73,1.73,7965,7951,7979,POINT (-98.38018 38.484729)
KY,2021/05/30,325,325,325,2.66,2.66,2.66,12224,12224,12224,POINT (-85.290484 37.526683)
LA,2021/05/30,240,240,240,1.96,1.96,1.96,12423,12423,12423,POINT (-91.840238 30.921314)
MA,2021/05/30,215,214,216,1.3,1.3,1.3,16558,16558,16558,POINT (-71.481104 42.151077)
MD,2021/05/30,499,499,499,5.18,5.18,5.18,9640,9640,9640,POINT (-76.687282 38.946466)
ME,2021/05/30,119,119,119,4.18,4.18,4.18,2849,2849,2849,POINT (-69.06137 45.117911)
MI,2021/05/30,1057,1057,1057,5.19,5.18,5.21,20357,20352,20362,POINT (-85.730977 44.874798)
TX,2021/05/30,2020,1994,2046,3.51,3.03,3.99,57677,57666,57688,POINT (-99.317341 31.447238)
AK,2021/05/31,21,21,21,1.43,1.43,1.43,1469,1469,1469,POINT (-151.631889 63.631126)
AL,2021/05/31,366,366,366,2.64,2.64,2.64,13838,13838,13838,POINT (-86.844516 32.756889)
AR,2021/05/31,220,219,221,2.89,2.89,2.89,7621,7621,7621,POINT (-92.439162 34.899825)
CA,2021/05/31,1344,1338,1351,2.3,2.15,2.46,58378,58285,58472,POINT (-119.662127 37.211164)
CO,2021/05/31,508,508,508,5.1,5.1,5.1,9964,9964,9964,POINT (-105.547832 38.998552)
CT,2021/05/31,117,117,117,1.51,1.51,1.51,7757,7757,7757,POINT (-72.738288 41.575155)
DC,2021/05/31,120,120,120,4.42,4.42,4.42,2713,2713,2713,POINT (-77.016275 38.904785)
DE,2021/05/31,55,55,55,2.02,2.02,2.02,2728,2728,2728,POINT (-75.452394 38.994926)
FL,2021/05/31,2342,2335,2349,4.57,4.57,4.57,52170,52170,52170,POINT (-82.420978 28.260731)
GA,2021/05/31,866,866,866,4.53,4.53,4.53,19123,19123,19123,POINT (-83.426574 32.638481)
HI,2021/05/31,50,50,50,2.02,2.02,2.02,2477,2477,2477,POINT (-157.854309 21.361013)
IA,2021/05/31,203,203,203,2.68,2.68,2.68,7668,7661,7675,POINT (-93.500061 42.074659)
ID,2021/05/31,115,115,115,3.52,3.52,3.52,3268,3268,3268,POINT (-114.659366 44.389073)
IL,2021/05/31,1095,1088,1102,3.83,3.83,3.83,28555,28513,28597,POINT (-89.148632 40.124144)
IN,2021/05/31,690,689,690,4.1,4.1,4.1,16803,16803,16803,POINT (-86.2818 39.919991)
KS,2021/05/31,120,120,120,1.51,1.51,1.51,7941,7941,7941,POINT (-98.38018 38.484729)
KY,2021/05/31,332,332,332,2.72,2.72,2.72,12223,12223,12223,POINT (-85.290484 37.526683)
LA,2021/05/31,255,255,255,2.09,2.09,2.09,12413,12413,12413,POINT (-91.840238 30.921314)
MA,2021/05/31,207,207,207,1.26,1.26,1.26,16485,16485,16485,POINT (-71.481104 42.151077)
MD,2021/05/31,506,506,506,5.2,5.2,5.2,9735,9735,9735,POINT (-76.687282 38.946466)
ME,2021/05/31,129,129,129,4.59,4.59,4.59,2810,2810,2810,POINT (-69.06137 45.117911)
MI,2021/05/31,1026,1026,1026,5.04,5.04,5.04,20362,20362,20362,POINT (-85.730977 44.874798)
TX,2021/05/31,2085,2080,2091,3.63,3.52,3.74,57536,57491,57581,POINT (-99.317341 31.447238)
AK,2021/06/01,22,22,22,1.49,1.49,1.49,1473,1473,1473,POINT (-151.631889 63.631126)
AL,2021/06/01,345,345,345,2.49,2.49,2.49,13881,13881,13881,POINT (-86.844516 32.756889)
AR,2021/06/01,221,221,221,2.9,2.9,2.9,7621,7621,7621,POINT (-92.439162 34.899825)
CA,2021/06/01,1344,1343,1344,2.3,2.28,2.32,58476,58449,58503,POINT (-119.662127 37.211164)
CO,2021/06/01,506,505,508,5.08,5.08,5.08,9966,9966,9966,POINT (-105.547832 38.998552)
CT,2021/06/01,127,127,127,1.64,1.64,1.64,7756,7756,7756,POINT (-72.738288 41.575155)
DC,2021/06/01,103,103,103,3.77,3.77,3.77,2731,2731,2731,POINT (-77.016275 38.904785)
DE,2021/06/01,65,65,65,2.38,2.38,2.38,2727,2727,2727,POINT (-75.452394 38.994926)
FL,2021/06/01,2344,2344,2345,4.56,4.56,4.56,52322,52322,52322,POINT (-82.420978 28.260731)
GA,2021/06/01,870,870,870,4.55,4.55,4.55,19118,19118,19118,POINT (-83.426574 32.638481)
HI,2021/06/01,59,59,59,2.39,2.39,2.39,2464,2464,2464,POINT (-157.854309 21.361013)
IA,2021/06/01,212,212,212,2.81,2.81,2.81,7654,7640,7668,POINT (-93.500061 42.074659)
ID,2021/06/01,119,119,119,3.68,3.68,3.68,3235,3235,3235,POINT (-114.659366 44.389073)
IL,2021/06/01,1153,1148,1158,4.04,3.87,4.21,28535,28482,28588,POINT (-89.148632 40.124144)
IN,2021/06/01,679,676,682,4.04,4.04,4.04,16813,16813,16813,POINT (-86.2818 39.919991)
KS,2021/06/01,117,117,117,1.47,1.47,1.47,7959,7959,7959,POINT (-98.38018 38.484729)
KY,2021/06/01,317,316,318,2.59,2.59,2.59,12218,12218,12218,POINT (-85.290484 37.526683)
LA,2021/06/01,278,278,279,2.27,2.27,2.27,12485,12485,12485,POINT (-91.840238 30.921314)
MA,2021/06/01,206,205,207,1.25,1.25,1.25,16509,16509,16509,POINT (-71.481104 42.151077)
MD,2021/06/01,510,510,510,5.33,5.33,5.33,9574,9574,9574,POINT (-76.687282 38.946466)
ME,2021/06/01,122,122,122,4.26,4.26,4.26,2863,2863,2863,POINT (-69.06137 45.117911)
MI,2021/06/01,1008,1008,1009,4.92,4.92,4.92,20503,20503,20503,POINT (-85.730977 44.874798)
TX,2021/06/01,2111,2107,2115,3.66,3.55,3.78,57799,57670,57928,POINT (-99.317341 31.447238)
AK,2021/06/02,21,21,21,1.43,1.43,1.43,1466,1466,1466,POINT (-151.631889 63.631126)
AL,2021/06/02,322,322,322,2.31,2.31,2.31,13911,13911,13911,POINT (-86.844516 32.756889)
AR,2021/06/02,225,225,225,2.91,2.91,2.91,7731,7731,7731,POINT (-92.439162 34.899825)
CA,2021/06/02,1348,1348,1348,2.29,2.29,2.29,58755,58755,58755,POINT (-119.662127 37.211164)
CO,2021/06/02,499,499,499,5.01,5.01,5.01,9967,9967,9967,POINT (-105.547832 38.998552)
CT,2021/06/02,130,130,130,1.67,1.67,1.67,7770,7770,7770,POINT (-72.738288 41.575155)
DC,2021/06/02,106,106,106,3.85,3.85,3.85,2753,2753,2753,POINT (-77.016275 38.904785)
DE,2021/06/02,61,61,61,2.24,2.24,2.24,2729,2729,2729,POINT (-75.452394 38.994926)
FL,2021/06/02,2299,2298,2300,4.46,4.46,4.46,52550,52550,52550,POINT (-82.420978 28.260731)
GA,2021/06/02,834,834,834,4.34,4.34,4.34,19232,19232,19232,POINT (-83.426574 32.638481)
HI,2021/06/02,54,54,54,2.18,2.18,2.18,2480,2480,2480,POINT (-157.854309 21.361013)
IA,2021/06/02,205,205,205,2.7,2.7,2.7,7678,7667,7689,POINT (-93.500061 42.074659)
ID,2021/06/02,114,114,114,3.47,3.47,3.47,3289,3289,3289,POINT (-114.659366 44.389073)
IL,2021/06/02,1020,1019,1021,3.57,3.52,3.63,28559,28502,28617,POINT (-89.148632 40.124144)
IN,2021/06/02,652,652,652,3.86,3.86,3.86,16874,16874,16874,POINT (-86.2818 39.919991)
KS,2021/06/02,136,136,136,1.7,1.7,1.7,7994,7994,7994,POINT (-98.38018 38.484729)
KY,2021/06/02,327,326,328,2.61,2.61,2.61,12519,12519,12519,POINT (-85.290484 37.526683)
LA,2021/06/02,276,268,284,2.23,2.23,2.23,12560,12560,12560,POINT (-91.840238 30.921314)
MA,2021/06/02,188,188,189,1.13,1.13,1.13,16675,16675,16675,POINT (-71.481104 42.151077)
MD,2021/06/02,532,532,532,5.52,5.52,5.52,9639,9639,9639,POINT (-76.687282 38.946466)
ME,2021/06/02,121,121,121,4.22,4.22,4.22,2868,2868,2868,POINT (-69.06137 45.117911)
MI,2021/06/02,963,963,963,4.64,4.64,4.64,20740,20740,20740,POINT (-85.730977 44.874798)
TX,2021/06/02,2066,2060,2072,3.48,3.38,3.59,59469,59455,59483,POINT (-99.317341 31.447238)
AK,2021/06/03,22,21,22,1.46,1.46,1.46,1471,1471,1471,POINT (-151.631889 63.631126)
AL,2021/06/03,321,321,321,2.31,2.31,2.31,13885,13885,13885,POINT (-86.844516 32.756889)
AR,2021/06/03,215,215,215,2.78,2.78,2.78,7738,7738,7738,POINT (-92.439162 34.899825)
CA,2021/06/03,1320,1309,1332,2.23,1.9,2.56,59103,58716,59490,POINT (-119.662127 37.211164)
CO,2021/06/03,498,498,499,5.01,5.01,5.01,9950,9950,9950,POINT (-105.547832 38.998552)
CT,2021/06/03,126,126,126,1.62,1.62,1.62,7789,7789,7789,POINT (-72.738288 41.575155)
DC,2021/06/03,110,110,110,3.97,3.97,3.97,2772,2772,2772,POINT (-77.016275 38.904785)
DE,2021/06/03,57,57,57,2.08,2.08,2.08,2735,2735,2735,POINT (-75.452394 38.994926)
FL,2021/06/03,2260,2251,2268,4.38,4.23,4.53,52580,52575,52585,POINT (-82.420978 28.260731)
GA,2021/06/03,838,838,839,4.36,4.36,4.36,19237,19237,19237,POINT (-83.426574 32.638481)
HI,2021/06/03,74,74,74,3,3,3,2466,2466,2466,POINT (-157.854309 21.361013)
IA,2021/06/03,205,205,205,2.71,2.71,2.71,7656,7656,7656,POINT (-93.500061 42.074659)
ID,2021/06/03,119,119,119,3.61,3.61,3.61,3297,3297,3297,POINT (-114.659366 44.389073)
IL,2021/06/03,973,972,974,3.41,3.35,3.46,28573,28513,28633,POINT (-89.148632 40.124144)
IN,2021/06/03,640,639,641,3.79,3.79,3.79,16889,16889,16889,POINT (-86.2818 39.919991)
KS,2021/06/03,136,134,138,1.7,1.7,1.7,7985,7985,7985,POINT (-98.38018 38.484729)
KY,2021/06/03,300,300,300,2.46,2.46,2.46,12209,12209,12209,POINT (-85.290484 37.526683)
LA,2021/06/03,272,271,273,2.2,2.2,2.2,12588,12588,12588,POINT (-91.840238 30.921314)
MA,2021/06/03,192,191,194,1.14,1.14,1.14,16826,16826,16826,POINT (-71.481104 42.151077)
MD,2021/06/03,513,513,513,5.29,5.29,5.29,9690,9690,9690,POINT (-76.687282 38.946466)
ME,2021/06/03,113,113,113,3.94,3.94,3.94,2871,2871,2871,POINT (-69.06137 45.117911)
MI,2021/06/03,903,903,903,4.35,4.27,4.42,20770,20733,20807,POINT (-85.730977 44.874798)
TX,2021/06/03,2062,2059,2064,3.45,3.41,3.49,59901,59859,59943,POINT (-99.317341 31.447238)
AK,2021/06/04,23,23,23,1.56,1.56,1.56,1475,1475,1475,POINT (-151.631889 63.631126)
AL,2021/06/04,291,291,291,2.09,2.09,2.09,13909,13909,13909,POINT (-86.844516 32.756889)
AR,2021/06/04,212,208,215,2.73,2.73,2.73,7751,7751,7751,POINT (-92.439162 34.899825)
CA,2021/06/04,1346,1344,1347,2.28,2.04,2.52,58975,58515,59435,POINT (-119.662127 37.211164)
CO,2021/06/04,476,476,476,4.81,4.81,4.81,9890,9890,9890,POINT (-105.547832 38.998552)
CT,2021/06/04,122,122,123,1.57,1.57,1.57,7791,7791,7791,POINT (-72.738288 41.575155)
DC,2021/06/04,111,111,111,4.02,4.02,4.02,2759,2759,2759,POINT (-77.016275 38.904785)
DE,2021/06/04,51,51,51,1.87,1.87,1.87,2734,2734,2734,POINT (-75.452394 38.994926)
FL,2021/06/04,2151,2149,2153,4.16,4.16,4.16,52625,52625,52625,POINT (-82.420978 28.260731)
GA,2021/06/04,803,803,803,4.17,4.17,4.17,19239,19239,19239,POINT (-83.426574 32.638481)
HI,2021/06/04,77,77,77,3.12,3.12,3.12,2468,2468,2468,POINT (-157.854309 21.361013)
IA,2021/06/04,208,208,208,2.75,2.75,2.75,7658,7658,7658,POINT (-93.500061 42.074659)
ID,2021/06/04,118,118,118,3.6,3.6,3.6,3280,3280,3280,POINT (-114.659366 44.389073)
IL,2021/06/04,927,926,928,3.24,3.18,3.3,28586,28524,28648,POINT (-89.148632 40.124144)
IN,2021/06/04,611,611,611,3.63,3.63,3.63,16834,16834,16834,POINT (-86.2818 39.919991)
KS,2021/06/04,136,136,136,1.7,1.7,1.7,7996,7996,7996,POINT (-98.38018 38.484729)
KY,2021/06/04,309,308,310,2.57,2.57,2.57,12017,12017,12017,POINT (-85.290484 37.526683)
LA,2021/06/04,264,261,266,2.13,2.13,2.13,12566,12566,12566,POINT (-91.840238 30.921314)
MA,2021/06/04,177,176,178,1.05,1.05,1.05,16783,16783,16783,POINT (-71.481104 42.151077)
MD,2021/06/04,513,513,513,5.33,5.33,5.33,9623,9623,9623,POINT (-76.687282 38.946466)
ME,2021/06/04,102,102,102,3.54,3.54,3.54,2883,2883,2883,POINT (-69.06137 45.117911)
MI,2021/06/04,866,865,867,4.17,4.17,4.17,20785,20785,20785,POINT (-85.730977 44.874798)
TX,2021/06/04,1935,1932,1938,3.23,3.17,3.3,60020,59998,60042,POINT (-99.317341 31.447238)
AK,2021/06/05,23,22,24,1.56,1.56,1.56,1477,1477,1477,POINT (-151.631889 63.631126)
AL,2021/06/05,305,305,305,2.2,2.2,2.2,13857,13857,13857,POINT (-86.844516 32.756889)
AR,2021/06/05,214,212,215,2.78,2.78,2.78,7686,7686,7686,POINT (-92.439162 34.899825)
CA,2021/06/05,1314,1307,1321,2.21,1.95,2.47,59402,58985,59819,POINT (-119.662127 37.211164)
CO,2021/06/05,472,471,473,4.77,4.77,4.77,9888,9888,9888,POINT (-105.547832 38.998552)
CT,2021/06/05,124,121,128,1.6,1.6,1.6,7791,7791,7791,POINT (-72.738288 41.575155)
DC,2021/06/05,115,115,115,4.19,4.19,4.19,2744,2744,2744,POINT (-77.016275 38.904785)
DE,2021/06/05,46,46,46,1.67,1.67,1.67,2749,2749,2749,POINT (-75.452394 38.994926)
FL,2021/06/05,2018,2018,2019,3.94,3.92,3.95,52223,52215,52231,POINT (-82.420978 28.260731)
GA,2021/06/05,784,784,785,4.08,4.08,4.08,19229,19229,19229,POINT (-83.426574 32.638481)
HI,2021/06/05,70,70,70,2.82,2.82,2.82,2479,2479,2479,POINT (-157.854309 21.361013)
IA,2021/06/05,201,200,202,2.66,2.66,2.66,7655,7655,7655,POINT (-93.500061 42.074659)
ID,2021/06/05,107,107,107,3.27,3.27,3.27,3277,3277,3277,POINT (-114.659366 44.389073)
IL,2021/06/05,836,828,843,2.93,2.63,3.23,28504,28440,28567,POINT (-89.148632 40.124144)
IN,2021/06/05,574,565,583,3.42,2.46,4.38,16786,16447,17125,POINT (-86.2818 39.919991)
KS,2021/06/05,125,125,125,1.57,1.57,1.57,7971,7971,7971,POINT (-98.38018 38.484729)
KY,2021/06/05,296,296,297,2.43,2.43,2.43,12210,12210,12210,POINT (-85.290484 37.526683)
LA,2021/06/05,256,256,256,2.08,2.08,2.08,12503,12503,12503,POINT (-91.840238 30.921314)
MA,2021/06/05,172,170,175,1.04,1.04,1.04,16661,16661,16661,POINT (-71.481104 42.151077)
MD,2021/06/05,478,476,480,4.92,4.92,4.92,9721,9721,9721,POINT (-76.687282 38.946466)
ME,2021/06/05,94,94,94,3.27,3.27,3.27,2871,2871,2871,POINT (-69.06137 45.117911)
MI,2021/06/05,786,786,786,3.82,3.82,3.82,20569,20569,20569,POINT (-85.730977 44.874798)
TX,2021/06/05,1960,1959,1961,3.32,3.32,3.32,59123,59115,59131,POINT (-99.317341 31.447238)
AK,2021/06/06,23,23,23,1.57,1.57,1.57,1469,1469,1469,POINT (-151.631889 63.631126)
AL,2021/06/06,302,302,302,2.18,2.18,2.18,13842,13842,13842,POINT (-86.844516 32.756889)
AR,2021/06/06,232,232,232,3.06,3.06,3.06,7584,7584,7584,POINT (-92.439162 34.899825)
CA,2021/06/06,1274,1272,1277,2.16,2.05,2.28,58892,58703,59081,POINT (-119.662127 37.211164)
CO,2021/06/06,470,470,470,4.74,4.74,4.74,9908,9908,9908,POINT (-105.547832 38.998552)
CT,2021/06/06,122,119,124,1.56,1.56,1.56,7791,7791,7791,POINT (-72.738288 41.575155)
DC,2021/06/06,97,97,97,3.58,3.58,3.58,2713,2713,2713,POINT (-77.016275 38.904785)
DE,2021/06/06,53,53,53,1.95,1.95,1.95,2715,2715,2715,POINT (-75.452394 38.994926)
FL,2021/06/06,2014,2014,2014,3.95,3.95,3.95,51929,51929,51929,POINT (-82.420978 28.260731)
GA,2021/06/06,732,732,732,3.81,3.81,3.81,19209,19209,19209,POINT (-83.426574 32.638481)
HI,2021/06/06,63,61,65,2.54,2.54,2.54,2484,2484,2484,POINT (-157.854309 21.361013)
IA,2021/06/06,215,215,215,2.84,2.84,2.84,7664,7649,7679,POINT (-93.500061 42.074659)
ID,2021/06/06,111,111,111,3.39,3.39,3.39,3279,3279,3279,POINT (-114.659366 44.389073)
IL,2021/06/06,838,837,840,2.94,2.85,3.02,28530,28465,28594,POINT (-89.148632 40.124144)
IN,2021/06/06,589,589,589,3.51,3.51,3.51,16767,16767,16767,POINT (-86.2818 39.919991)
KS,2021/06/06,113,113,113,1.42,1.42,1.42,7976,7976,7976,POINT (-98.38018 38.484729)
KY,2021/06/06,281,281,281,2.3,2.3,2.3,12216,12216,12216,POINT (-85.290484 37.526683)
LA,2021/06/06,245,245,245,2,2,2,12474,12474,12474,POINT (-91.840238 30.921314)
MA,2021/06/06,167,166,168,1.01,1.01,1.01,16551,16551,16551,POINT (-71.481104 42.151077)
MD,2021/06/06,490,490,490,5.12,5.12,5.12,9573,9573,9573,POINT (-76.687282 38.946466)
ME,2021/06/06,92,92,92,3.22,3.22,3.22,2857,2857,2857,POINT (-69.06137 45.117911)
MI,2021/06/06,786,786,786,3.84,3.84,3.84,20477,20477,20477,POINT (-85.730977 44.874798)
TX,2021/06/06,1972,1969,1975,3.4,3.34,3.45,58238,58193,58282,POINT (-99.317341 31.447238)
AK,2021/06/07,21,21,21,1.43,1.43,1.43,1472,1472,1472,POINT (-151.631889 63.631126)
AL,2021/06/07,286,286,286,2.06,2.06,2.06,13879,13879,13879,POINT (-86.844516 32.756889)
AR,2021/06/07,216,215,217,2.83,2.83,2.83,7629,7629,7629,POINT (-92.439162 34.899825)
CA,2021/06/07,1270,1268,1273,2.18,2.11,2.25,58292,58260,58324,POINT (-119.662127 37.211164)
CO,2021/06/07,461,460,462,4.66,4.66,4.66,9898,9898,9898,POINT (-105.547832 38.998552)
CT,2021/06/07,117,117,117,1.51,1.51,1.51,7755,7755,7755,POINT (-72.738288 41.575155)
DC,2021/06/07,98,98,98,3.56,3.56,3.56,2751,2751,2751,POINT (-77.016275 38.904785)
DE,2021/06/07,46,46,46,1.7,1.7,1.7,2713,2713,2713,POINT (-75.452394 38.994926)
FL,2021/06/07,2004,1956,2051,3.91,3.91,3.91,52210,52210,52210,POINT (-82.420978 28.260731)
GA,2021/06/07,758,748,767,3.96,3.24,4.68,19137,18894,19380,POINT (-83.426574 32.638481)
HI,2021/06/07,37,37,37,1.49,1.49,1.49,2480,2480,2480,POINT (-157.854309 21.361013)
IA,2021/06/07,143,142,144,1.89,1.89,1.89,7680,7680,7680,POINT (-93.500061 42.074659)
ID,2021/06/07,107,107,107,3.27,3.27,3.27,3276,3276,3276,POINT (-114.659366 44.389073)
IL,2021/06/07,825,824,826,2.89,2.83,2.95,28513,28451,28575,POINT (-89.148632 40.124144)
IN,2021/06/07,620,615,626,3.7,3.7,3.7,16764,16764,16764,POINT (-86.2818 39.919991)
KS,2021/06/07,117,117,117,1.47,1.47,1.47,7936,7936,7936,POINT (-98.38018 38.484729)
KY,2021/06/07,282,281,283,2.31,2.31,2.31,12215,12215,12215,POINT (-85.290484 37.526683)
LA,2021/06/07,272,272,272,2.21,2.21,2.21,12534,12534,12534,POINT (-91.840238 30.921314)
MA,2021/06/07,161,161,161,0.97,0.97,0.97,16587,16587,16587,POINT (-71.481104 42.151077)
MD,2021/06/07,478,478,478,4.98,4.98,4.98,9592,9592,9592,POINT (-76.687282 38.946466)
ME,2021/06/07,100,100,100,3.49,3.49,3.49,2869,2869,2869,POINT (-69.06137 45.117911)
MI,2021/06/07,769,769,769,3.73,3.73,3.73,20592,20592,20592,POINT (-85.730977 44.874798)
TX,2021/06/07,2011,2009,2013,3.45,3.41,3.49,58450,58432,58469,POINT (-99.317341 31.447238)
AK,2021/06/08,16,16,16,1.08,1.08,1.08,1476,1476,1476,POINT (-151.631889 63.631126)
AL,2021/06/08,313,313,313,2.25,2.25,2.25,13909,13909,13909,POINT (-86.844516 32.756889)
AR,2021/06/08,231,231,231,2.98,2.98,2.98,7755,7755,7755,POINT (-92.439162 34.899825)
