state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,1,69,9271,70,5419,70,500,69,468,70,60,69,55,70,457,69,327,70,43,69,5,69,672,70,0.5845108402545572,70,5419,9271,0.09453582907922102,69,500,5289,0.055041831792162044,69,500,9084,0.093603744149766,69,60,641,0.6964285714285714,70,468,672,2020-10-26
RI,9,14,2317,15,2061,14,181,14,140,15,16,14,15,15,180,14,179,15,1,14,1,13,171,15,0.8895123003884333,14,2061,2317,0.08973723351512147,13,181,2017,0.08109318996415771,14,181,2232,0.10256410256410256,14,16,156,0.8187134502923976,15,140,171,2020-10-26
SC,8,83,10585,86,8901,86,779,84,1038,84,200,84,181,86,774,84,646,86,4,84,1,70,1350,84,0.8409069437883798,86,8901,10585,0.08862343572241183,84,779,8790,0.0747457301861447,84,779,10422,0.1532567049808429,82,200,1305,0.7688888888888888,84,1038,1350,2020-10-26
SD,61,61,2830,64,1968,64,410,61,169,64,79,60,84,63,406,61,408,64,3,61,1,53,219,64,0.6954063604240283,64,1968,2830,0.2127659574468085,61,410,1927,0.15018315018315018,61,410,2730,0.3891625615763547,60,79,203,0.771689497716895,64,169,219,2020-10-26
TN,29,131,19663,144,14773,143,1578,131,1790,142,448,130,447,133,1574,131,1440,134,4,131,3,122,2092,143,0.7552272378712744,143,14773,19561,0.1103728054836679,131,1578,14297,0.08504446240905417,131,1578,18555,0.23248572911261028,130,448,1927,0.860990860990861,142,1790,2079,2020-10-26
TX,97,596,106839,593,50925,596,6130,596,5780,595,1714,596,1596,596,6062,596,5414,596,68,596,44,593,7422,591,0.4766143449489419,593,50921,106839,0.12042275656137043,595,6130,50904,0.05738786897216735,592,6130,106817,0.23093505793586636,591,1714,7422,0.7787658313123147,591,5780,7422,2020-10-26
UT,15,57,6044,57,3689,58,365,57,426,57,130,56,129,57,355,56,346,57,0,56,0,33,614,57,0.6022501654533422,57,3640,6044,0.10013717421124829,57,365,3645,0.06131362338316815,56,365,5953,0.2152317880794702,56,130,604,0.6938110749185668,57,426,614,2020-10-26
VA,28,104,18756,107,12659,107,1030,104,1348,107,225,104,179,107,999,104,711,107,31,104,14,95,2072,107,0.6749306888462359,107,12659,18756,0.0824,104,1030,12500,0.055699762059268874,104,1030,18492,0.11216350947158524,104,225,2006,0.6505791505791506,107,1348,2072,2020-10-26
VI,0,2,168,2,94,2,2,2,12,2,1,2,1,2,2,2,2,2,0,2,0,2,20,2,0.5595238095238095,2,94,168,0.02127659574468085,2,2,94,0.011904761904761904,2,2,168,0.05,2,1,20,0.6,2,12,20,2020-10-26
VT,0,16,1285,17,880,17,6,16,75,17,3,16,3,17,6,16,5,17,0,16,0,16,109,17,0.6848249027237354,17,880,1285,0.007067137809187279,16,6,849,0.004807692307692308,16,6,1248,0.029411764705882353,16,3,102,0.6880733944954128,17,75,109,2020-10-26
