state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/01,49637,49558,49716,7.12,7.01,7.24,699154,698116,700192,
CW,2021/03/02,49082,49009,49155,7.01,6.91,7.12,702270,701370,703171,
CW,2021/03/03,47576,47513,47638,6.78,6.69,6.86,704560,703804,705316,
CW,2021/03/04,46138,45929,46347,6.57,6.33,6.8,704707,704586,704828,
CW,2021/03/05,44511,44494,44528,6.35,6.33,6.37,703372,703070,703673,
CW,2021/03/06,43217,43173,43262,6.2,6.14,6.25,699696,699412,699979,
CW,2021/03/07,42470,42449,42492,6.11,6.08,6.15,696872,696608,697137,
CW,2021/03/08,42941,42926,42957,6.18,6.16,6.2,697400,697265,697534,
CW,2021/03/09,42780,42741,42818,6.12,6.08,6.17,701317,701213,701421,
CW,2021/03/10,41703,41694,41713,5.95,5.93,5.96,703530,703205,703856,
CW,2021/03/11,40976,40952,41000,5.85,5.82,5.88,702818,702723,702913,
CW,2021/03/12,40689,40664,40715,5.82,5.79,5.85,701989,701845,702133,
CW,2021/03/13,39611,39581,39641,5.69,5.65,5.72,699022,698869,699175,
CW,2021/03/14,39233,39216,39249,5.66,5.64,5.69,695354,695097,695610,
CW,2021/03/15,39953,39929,39976,5.76,5.73,5.8,695814,695535,696092,
CW,2021/03/16,40292,40272,40312,5.77,5.75,5.8,700238,700106,700370,
CW,2021/03/17,39781,39765,39797,5.69,5.67,5.71,701780,701614,701945,
CW,2021/03/18,39375,39355,39396,5.63,5.61,5.66,702270,702150,702389,
CW,2021/03/19,39125,39105,39145,5.6,5.56,5.63,702059,701671,702447,
CW,2021/03/20,37931,37920,37941,5.46,5.44,5.47,697971,697782,698159,
CW,2021/03/21,37917,37902,37932,5.48,5.46,5.5,695101,694852,695350,
CW,2021/03/22,38975,38949,39002,5.63,5.59,5.66,695758,695677,695838,
CW,2021/03/23,39561,39544,39578,5.67,5.65,5.7,700366,700170,700561,
CW,2021/03/24,39438,39408,39467,5.64,5.59,5.68,702210,701831,702590,
CW,2021/03/25,39379,39303,39455,5.62,5.53,5.72,703236,702856,703617,
CW,2021/03/26,39433,39414,39451,5.64,5.61,5.67,701638,701427,701848,
CW,2021/03/27,38736,38700,38773,5.56,5.5,5.63,698868,698178,699559,
CW,2021/03/28,39143,39120,39167,5.66,5.61,5.7,694633,694144,695122,
CW,2021/03/29,40192,40141,40243,5.8,5.72,5.88,695481,694802,696160,
CW,2021/03/30,40578,40465,40692,5.82,5.66,5.98,700100,698853,701346,
CW,2021/03/31,40418,40172,40664,5.79,5.41,6.17,700373,696847,703899,
DC,2021/03/01,225,225,225,8.47,8.47,8.47,2657,2657,2657,POINT (-77.016275 38.904785)
DC,2021/03/02,233,233,233,8.58,8.58,8.58,2717,2717,2717,POINT (-77.016275 38.904785)
DC,2021/03/03,233,233,233,8.55,8.55,8.55,2725,2725,2725,POINT (-77.016275 38.904785)
DC,2021/03/04,217,217,217,7.94,7.94,7.94,2732,2732,2732,POINT (-77.016275 38.904785)
DC,2021/03/05,205,205,205,7.53,7.53,7.53,2723,2723,2723,POINT (-77.016275 38.904785)
DC,2021/03/06,206,206,206,7.52,7.52,7.52,2738,2738,2738,POINT (-77.016275 38.904785)
DC,2021/03/07,209,209,209,7.7,7.7,7.7,2713,2713,2713,POINT (-77.016275 38.904785)
DC,2021/03/08,214,214,214,7.85,7.85,7.85,2727,2727,2727,POINT (-77.016275 38.904785)
DC,2021/03/09,213,213,213,7.81,7.81,7.81,2727,2727,2727,POINT (-77.016275 38.904785)
DC,2021/03/10,220,220,220,8.04,8.04,8.04,2736,2736,2736,POINT (-77.016275 38.904785)
DC,2021/03/11,216,216,216,7.88,7.88,7.88,2740,2740,2740,POINT (-77.016275 38.904785)
DC,2021/03/12,199,199,199,7.29,7.29,7.29,2731,2731,2731,POINT (-77.016275 38.904785)
DC,2021/03/13,206,206,206,7.52,7.52,7.52,2738,2738,2738,POINT (-77.016275 38.904785)
DC,2021/03/14,233,233,233,8.68,8.68,8.68,2684,2684,2684,POINT (-77.016275 38.904785)
DC,2021/03/15,220,220,220,8.04,8.04,8.04,2736,2736,2736,POINT (-77.016275 38.904785)
DC,2021/03/16,210,210,210,7.68,7.68,7.68,2734,2734,2734,POINT (-77.016275 38.904785)
DC,2021/03/17,202,202,202,7.37,7.37,7.37,2739,2739,2739,POINT (-77.016275 38.904785)
DC,2021/03/18,205,189,221,7.48,7.48,7.48,2742,2742,2742,POINT (-77.016275 38.904785)
DC,2021/03/19,192,192,192,7.03,7.03,7.03,2732,2732,2732,POINT (-77.016275 38.904785)
DC,2021/03/20,188,188,188,6.85,6.85,6.85,2745,2745,2745,POINT (-77.016275 38.904785)
DC,2021/03/21,171,171,171,6.35,6.35,6.35,2693,2693,2693,POINT (-77.016275 38.904785)
DC,2021/03/22,179,179,179,6.57,6.57,6.57,2723,2723,2723,POINT (-77.016275 38.904785)
DC,2021/03/23,187,187,187,6.83,6.83,6.83,2737,2737,2737,POINT (-77.016275 38.904785)
DC,2021/03/24,199,199,199,7.27,7.27,7.27,2736,2736,2736,POINT (-77.016275 38.904785)
DC,2021/03/25,188,188,188,6.9,6.9,6.9,2723,2723,2723,POINT (-77.016275 38.904785)
DC,2021/03/26,166,166,166,6.05,6.05,6.05,2742,2742,2742,POINT (-77.016275 38.904785)
DC,2021/03/27,195,195,195,7.12,7.12,7.12,2740,2740,2740,POINT (-77.016275 38.904785)
DC,2021/03/28,181,181,181,6.71,6.71,6.71,2698,2485,2911,POINT (-77.016275 38.904785)
DC,2021/03/29,192,192,192,7.08,7.08,7.08,2710,2710,2710,POINT (-77.016275 38.904785)
DC,2021/03/30,186,170,201,6.79,6.79,6.79,2733,2733,2733,POINT (-77.016275 38.904785)
