state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,2,70,9322,71,5343,71,505,70,484,71,57,70,53,71,468,70,304,71,37,70,3,70,689,71,0.5731602660373311,71,5343,9322,0.09687320161135622,70,505,5213,0.055281882868089764,70,505,9135,0.08662613981762918,70,57,658,0.7024673439767779,71,484,689,2020-10-25
RI,9,14,2324,15,2065,14,181,14,140,15,17,14,16,15,180,14,179,15,1,14,1,13,173,15,0.8885542168674698,14,2065,2324,0.08955962394854032,13,181,2021,0.08083966056275123,14,181,2239,0.10759493670886076,14,17,158,0.8092485549132948,15,140,173,2020-10-25
SC,5,82,10544,85,8847,85,800,83,1018,84,199,83,189,85,795,83,655,85,5,83,1,60,1353,84,0.8390553869499241,85,8847,10544,0.09157509157509157,83,800,8736,0.07706386667951065,83,800,10381,0.15214067278287463,82,199,1308,0.7524020694752402,84,1018,1353,2020-10-25
SD,63,61,2832,64,1950,64,414,61,161,64,70,60,74,63,410,61,407,64,2,61,2,53,219,64,0.6885593220338984,64,1950,2832,0.21686746987951808,61,414,1909,0.15153733528550511,61,414,2732,0.3448275862068966,60,70,203,0.7351598173515982,64,161,219,2020-10-25
TN,19,126,19414,141,14443,140,1523,126,1755,139,418,125,421,128,1517,126,1397,129,6,126,4,115,2088,140,0.7478769676884839,140,14443,19312,0.11159144196951934,126,1523,13648,0.08511708489353378,126,1523,17893,0.21770833333333334,125,418,1920,0.8457831325301205,139,1755,2075,2020-10-25
TX,94,585,69272,588,50595,591,6179,583,5819,586,1642,583,1569,588,6088,583,5460,588,88,584,43,551,7526,582,0.7303239404088232,588,50591,69272,0.12414610624447481,583,6179,49772,0.09060250150295458,580,6179,68199,0.22419442927362096,577,1642,7324,0.77318628753654,582,5819,7526,2020-10-25
UT,15,55,5950,55,3558,56,354,55,390,55,119,54,118,55,344,54,336,55,0,54,0,31,614,54,0.5897478991596639,55,3509,5950,0.10073989755264656,55,354,3514,0.06041986687147977,54,354,5859,0.18874172185430463,53,114,604,0.6123778501628665,54,376,614,2020-10-25
VA,18,104,18785,107,12782,107,1061,104,1342,107,253,104,199,107,1034,104,702,107,27,104,12,96,2059,107,0.6804365184988023,107,12782,18785,0.08405291927434048,104,1061,12623,0.057286323632633224,104,1061,18521,0.12694430506773707,104,253,1993,0.6517727051966974,107,1342,2059,2020-10-25
VI,0,2,168,2,95,2,4,2,11,2,1,2,1,2,2,2,2,2,2,2,0,2,20,2,0.5654761904761905,2,95,168,0.042105263157894736,2,4,95,0.023809523809523808,2,4,168,0.05,2,1,20,0.55,2,11,20,2020-10-25
VT,0,16,1288,17,893,17,6,16,76,17,3,16,3,17,6,16,5,17,0,16,0,16,109,17,0.6933229813664596,17,893,1288,0.0069605568445475635,16,6,862,0.004796163069544364,16,6,1251,0.029411764705882353,16,3,102,0.6972477064220184,17,76,109,2020-10-25
WA,7,98,11530,93,9499,100,440,98,948,99,117,98,96,100,434,98,321,100,4,98,1,78,1073,89,0.6544666088464874,93,7546,11530,0.04670912951167728,98,440,9420,0.029729018679294922,91,339,11403,0.08087535680304472,87,85,1051,0.7110904007455732,89,763,1073,2020-10-25
WI,17,142,13135,145,8941,144,1703,141,1080,144,360,141,364,144,1678,141,1549,144,21,141,8,120,1621,145,0.681998474446987,144,8941,13110,0.1967194178121751,141,1703,8657,0.13364199952915326,141,1703,12743,0.23316062176165803,141,360,1544,0.6674907292954264,144,1080,1618,2020-10-25
WV,13,58,6564,62,4727,62,348,58,499,62,98,58,84,62,346,58,287,62,2,58,1,54,654,62,0.7201401584399756,62,4727,6564,0.07514575685597064,58,348,4631,0.054682589566310495,58,348,6364,0.1625207296849088,58,98,603,0.7629969418960245,62,499,654,2020-10-25
AK,0,26,1454,26,889,26,89,22,108,22,22,21,17,21,81,22,67,22,8,22,0,22,140,22,0.6114167812929848,26,889,1454,0.10011248593925759,22,89,889,0.061210453920220086,22,89,1454,0.15714285714285714,21,22,140,0.7714285714285715,22,108,140,2020-10-25
AL,8,112,15490,113,11919,113,1194,112,1347,113,320,112,304,114,1174,112,1035,114,19,111,11,105,1566,113,0.7694641704325371,113,11919,15490,0.09966974341603861,110,1177,11809,0.07684272377097343,110,1177,15317,0.2094240837696335,110,320,1528,0.8601532567049809,113,1347,1566,2020-10-25
AR,5,102,9956,103,6539,104,740,102,781,104,210,102,204,104,733,102,619,104,6,102,1,85,1075,104,0.6567898754519887,103,6539,9956,0.11540860885839052,102,740,6412,0.07586631125692024,101,740,9754,0.20428015564202334,102,210,1028,0.7265116279069768,104,781,1075,2020-10-25
AZ,6,109,15561,110,10940,112,728,109,1113,111,206,108,197,110,714,109,608,112,11,108,6,92,2008,111,0.7018829124092282,110,10922,15561,0.06780292446679706,109,728,10737,0.04710192332853592,107,720,15286,0.10607621009268794,108,206,1942,0.5542828685258964,111,1113,2008,2020-10-25
CA,14,389,75049,397,45807,397,3082,386,5131,393,794,385,690,393,3051,386,2358,394,29,381,14,353,7475,393,0.6103612306626337,397,45807,75049,0.06820696675961581,386,3082,45186,0.0416796267496112,386,3082,73945,0.11041579752468363,385,794,7191,0.6864214046822742,393,5131,7475,2020-10-25
CO,3,97,11032,99,7634,99,731,97,846,96,244,95,223,97,702,97,572,99,29,96,11,83,1237,97,0.6919869470630892,99,7634,11032,0.09688535453943009,97,731,7545,0.06702732440858243,97,731,10906,0.20181968569065342,94,244,1209,0.6839126919967664,96,846,1237,2020-10-25
CT,9,30,8240,31,6141,31,462,30,543,31,85,30,70,31,445,30,321,31,15,30,0,6,1076,31,0.7452669902912621,31,6141,8240,0.07599934199703899,30,462,6079,0.05667320902845927,30,462,8152,0.08064516129032258,30,85,1054,0.5046468401486989,31,543,1076,2020-10-25
DC,3,13,3620,14,2919,14,180,13,278,14,42,13,23,14,163,13,122,14,17,13,2,13,386,14,0.806353591160221,14,2919,3620,0.06358177322500883,13,180,2831,0.051590713671539126,13,180,3489,0.11444141689373297,13,42,367,0.7202072538860104,14,278,386,2020-10-25
DE,0,15,3217,16,2293,16,150,15,137,16,29,15,29,16,148,15,134,16,2,15,0,13,174,16,0.7127758781473422,16,2293,3217,0.06599208095028597,15,150,2273,0.04709576138147567,15,150,3185,0.17261904761904762,15,29,168,0.7873563218390804,16,137,174,2020-10-25
FL,52,265,80374,271,46230,271,2727,265,4738,271,649,265,576,271,2592,265,2405,271,135,264,112,252,6223,271,0.5751860054246398,271,46230,80374,0.059923529928803725,265,2727,45508,0.03436239919354839,265,2727,79360,0.10818469744957493,265,649,5999,0.7613691145749638,271,4738,6223,2020-10-25
GA,19,166,21094,170,17364,170,1798,166,2091,168,485,166,423,169,1737,166,1439,169,61,166,9,161,2441,167,0.8231724661041054,170,17364,21094,0.10487634157722818,166,1798,17144,0.08649636792225911,166,1798,20787,0.20335429769392033,164,485,2385,0.85661614092585,167,2091,2441,2020-10-25
HI,0,25,2626,24,1826,25,83,25,161,25,21,25,16,25,83,25,66,25,0,25,0,22,229,25,0.6911652703731912,24,1815,2626,0.045454545454545456,25,83,1826,0.031607006854531605,24,83,2626,0.09170305676855896,25,21,229,0.7030567685589519,25,161,229,2020-10-25
IA,3,124,8276,126,5437,126,649,124,515,126,142,124,134,126,644,124,602,126,5,124,5,123,699,126,0.6569598840019333,126,5437,8276,0.12119514472455649,124,649,5355,0.07934955373517545,124,649,8179,0.2088235294117647,124,142,680,0.7367668097281831,126,515,699,2020-10-25
ID,1,48,3927,49,2144,49,271,48,220,49,66,48,73,49,267,48,259,49,2,48,1,39,316,49,0.5459638400814871,49,2144,3927,0.13117134559535334,48,271,2066,0.07048114434330299,48,271,3845,0.22,48,66,300,0.6962025316455697,49,220,316,2020-10-25
IL,17,190,30861,194,21280,197,3135,192,2254,193,668,190,563,195,3061,192,2375,197,70,190,21,168,3778,193,0.6778458248274521,194,20919,30861,0.14927149795257594,192,3135,21002,0.09954053167049556,189,3033,30470,0.17738896366083445,188,659,3715,0.5939650608787719,192,2244,3778,2020-10-25
IN,6,158,18643,160,12603,160,1758,158,1575,160,437,158,397,160,1733,158,1291,160,25,158,4,157,2155,154,0.6760178082926568,160,12603,18643,0.1411141435222347,158,1758,12458,0.0951762221861296,158,1758,18471,0.20760095011876484,152,437,2105,0.7308584686774942,154,1575,2155,2020-10-25
KS,2,143,8775,145,5282,146,543,143,630,146,152,141,144,144,542,143,436,146,3,142,2,135,823,145,0.6018233618233618,145,5281,8775,0.10394333843797857,143,543,5224,0.06253605630552671,142,542,8667,0.19047619047619047,141,152,798,0.7654921020656136,145,630,823,2020-10-25
KY,24,116,13897,118,9977,118,1026,116,1203,117,239,116,253,118,1006,116,888,118,20,116,4,113,1583,118,0.7179247319565374,118,9977,13897,0.10418359057676686,116,1026,9848,0.07477589097004592,116,1026,13721,0.1552956465237167,116,239,1539,0.7599494630448516,117,1203,1583,2020-10-25
LA,11,209,15238,192,10278,192,663,219,1207,129,241,217,209,217,658,219,581,219,5,219,5,206,1738,129,0.674497965612285,192,10278,15238,0.06484107579462103,190,663,10225,0.04367013568699776,190,663,15182,0.13636363636363635,128,237,1738,0.6944764096662831,129,1207,1738,2020-10-25
MA,23,102,21907,103,15699,103,521,102,1013,103,97,102,73,103,512,102,340,103,9,102,4,102,1953,103,0.7166202583649062,103,15699,21907,0.03341242865388315,102,521,15593,0.02393311589875511,102,521,21769,0.05036344755970924,102,97,1926,0.5186891961085509,103,1013,1953,2020-10-25
MD,6,58,11869,59,9600,59,823,58,1021,59,184,58,133,59,815,58,494,59,8,58,1,57,1312,58,0.8088297244923751,59,9600,11869,0.08629548075914859,58,823,9537,0.07006640558487996,58,823,11746,0.14454045561665357,57,184,1273,0.7728658536585366,58,1014,1312,2020-10-25
ME,0,38,3276,39,2240,39,37,38,229,39,8,38,8,39,35,38,20,39,2,38,0,37,330,39,0.6837606837606838,39,2240,3276,0.016719385449615907,38,37,2213,0.011405672009864365,38,37,3244,0.02476780185758514,38,8,323,0.693939393939394,39,229,330,2020-10-25
MI,23,156,24676,159,19277,159,1613,156,2163,158,389,155,362,158,1595,156,1390,159,14,156,6,137,2828,158,0.7812044091424867,159,19277,24676,0.08404543559816591,156,1613,19192,0.06567856997434748,156,1613,24559,0.1383849163998577,155,389,2811,0.7648514851485149,158,2163,2828,2020-10-25
MN,32,139,12085,140,8584,140,1448,139,810,140,194,138,187,139,1420,139,738,140,10,133,0,9,1069,140,0.7103020273065784,140,8584,12085,0.17353787152444872,139,1448,8344,0.1233915636983383,139,1448,11735,0.18926829268292683,138,194,1025,0.7577174929840973,140,810,1069,2020-10-25
MO,25,137,20795,141,14124,141,1604,137,1643,141,460,137,421,141,1571,137,1364,141,28,137,7,112,2314,141,0.6792017311853811,141,14124,20795,0.11525472443773802,137,1604,13917,0.07816383217192145,137,1604,20521,0.20453534904401957,137,460,2249,0.7100259291270528,141,1643,2314,2020-10-25
MS,7,103,8645,105,5716,105,653,102,680,104,188,101,186,103,648,102,610,104,5,102,2,90,766,104,0.6611914401388086,105,5716,8645,0.11604762751021859,102,653,5627,0.07690495819102579,102,653,8491,0.2520107238605898,101,188,746,0.8877284595300261,104,680,766,2020-10-25
MT,410,66,2937,66,2159,67,403,66,183,67,102,66,100,67,399,66,378,67,4,66,2,65,211,66,0.6891385767790262,66,2024,2937,0.18761638733705774,66,403,2148,0.1324845147969718,65,385,2906,0.4682926829268293,65,96,205,0.7725118483412322,66,163,211,2020-10-25
NC,20,125,23159,129,17994,129,1638,125,1897,128,382,125,344,128,1611,125,1189,129,25,124,8,114,2449,128,0.77697655339177,129,17994,23159,0.09207937489459779,125,1638,17789,0.07164727495407226,125,1638,22862,0.1598326359832636,124,382,2390,0.7746018783176807,128,1897,2449,2020-10-25
ND,8,48,2342,50,1762,50,290,49,66,48,45,49,46,50,290,49,280,50,0,49,0,49,84,48,0.7523484201537147,50,1762,2342,0.16676250718803912,49,290,1739,0.12521588946459414,49,290,2316,0.325,47,26,80,0.7857142857142857,48,66,84,2020-10-25
NE,1,95,5246,96,3564,96,489,95,428,96,145,95,136,96,487,95,465,96,2,95,1,95,645,96,0.6793747617232176,96,3564,5246,0.13880215725234177,95,489,3523,0.09465737514518002,95,489,5166,0.23052464228934816,95,145,629,0.6635658914728683,96,428,645,2020-10-25
NH,5,30,3258,30,2237,30,60,30,161,30,14,30,11,30,59,30,27,30,1,30,1,29,282,30,0.6866175567833026,30,2237,3258,0.02682163611980331,30,60,2237,0.01841620626151013,30,60,3258,0.04964539007092199,30,14,282,0.5709219858156028,30,161,282,2020-10-25
NJ,38,80,20294,81,14827,81,1038,80,1301,81,160,80,150,81,1018,80,865,81,6,80,2,64,2123,81,0.7306100325219277,81,14827,20294,0.07032043899464806,80,1038,14761,0.051518761167361524,80,1038,20148,0.07651841224294596,80,160,2091,0.6128120584079133,81,1301,2123,2020-10-25
NM,1,51,3787,52,2644,52,389,51,338,52,127,51,118,52,384,51,340,52,5,51,2,50,397,51,0.6981779772907315,52,2644,3787,0.151953125,51,389,2560,0.10573525414514814,51,389,3679,0.33866666666666667,50,127,375,0.8513853904282116,51,338,397,2020-10-25
NV,19,62,8573,62,6376,62,621,62,613,62,162,62,146,62,616,62,519,62,5,62,2,61,858,62,0.7437303161087134,62,6376,8573,0.09739648682559598,62,621,6376,0.07243671993467864,62,621,8573,0.1888111888111888,62,162,858,0.7144522144522144,62,613,858,2020-10-25
NY,51,157,53829,177,38862,177,2096,168,3756,176,524,168,256,177,2011,168,1254,177,74,168,16,152,6604,175,0.721952850693864,177,38862,53829,0.05434557145820369,168,2096,38568,0.03941850187125045,168,2096,53173,0.08102675119839184,166,524,6467,0.5687462144155058,175,3756,6604,2020-10-25
OH,70,217,33284,221,23481,221,1830,217,2876,220,462,216,411,219,1768,216,1490,219,62,216,8,214,3924,220,0.7054741016704723,221,23481,33284,0.07888611087162686,216,1830,23198,0.05568911475609385,216,1830,32861,0.11925658234383067,216,462,3874,0.7329255861365953,220,2876,3924,2020-10-25
OK,11,152,11387,154,7762,154,904,152,843,154,288,152,291,154,885,152,846,154,9,152,5,130,1221,154,0.681654518310354,154,7762,11387,0.11984621503380617,152,904,7543,0.08164002528673349,152,904,11073,0.25,152,288,1152,0.6904176904176904,154,843,1221,2020-10-25
OR,1,59,6711,61,4852,61,243,60,503,61,62,60,44,62,237,60,155,62,6,59,1,51,800,61,0.7229921025182536,61,4852,6711,0.05109335576114382,59,243,4756,0.03714460409660654,59,243,6542,0.08031088082901554,59,62,772,0.62875,61,503,800,2020-10-25
PA,35,214,35970,217,27701,220,1841,214,3033,220,397,212,362,218,1808,214,1423,220,33,213,16,180,3796,217,0.7577425632471504,217,27256,35970,0.06694302025380895,213,1841,27501,0.05054901850655733,210,1800,35609,0.10761724044456493,210,397,3689,0.7961011591148578,217,3022,3796,2020-10-25
WY,0,26,1616,28,808,28,105,26,59,28,26,26,26,28,105,26,103,28,0,26,0,26,121,28,0.5,28,808,1616,0.13257575757575757,26,105,792,0.06649778340721976,26,105,1579,0.22807017543859648,26,26,114,0.48760330578512395,28,59,121,2020-10-25
