state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL,geocoded_state
CW,2021/03/08,478654,478575,478733,68.65,68.61,68.69,697249,697122,697376,
CW,2021/03/09,501911,501611,502210,71.58,71.48,71.68,701167,701072,701262,
CW,2021/03/10,510255,510040,510469,72.54,72.44,72.64,703380,703071,703690,
CW,2021/03/11,509594,509548,509640,72.51,72.49,72.54,702723,702636,702810,
CW,2021/03/12,506194,506109,506279,72.12,72.07,72.16,701894,701759,702030,
CW,2021/03/13,487601,487240,487961,69.76,69.63,69.89,698927,698775,699079,
CW,2021/03/14,470646,470177,471115,67.69,67.52,67.87,695259,695006,695512,
CW,2021/03/15,475062,474698,475426,68.28,68.14,68.42,695718,695450,695987,
CW,2021/03/16,498741,498640,498841,71.23,71.19,71.28,700143,700022,700264,
CW,2021/03/17,508076,507953,508199,72.41,72.35,72.46,701680,701526,701835,
CW,2021/03/18,507138,507051,507224,72.23,72.19,72.27,702118,702008,702227,
CW,2021/03/19,503088,502815,503361,71.67,71.55,71.8,701905,701549,702261,
CW,2021/03/20,483862,483674,484050,69.34,69.26,69.42,697822,697638,698006,
CW,2021/03/21,469613,469395,469832,67.57,67.48,67.67,694946,694704,695188,
CW,2021/03/22,475819,475749,475889,68.4,68.37,68.43,695608,695551,695666,
CW,2021/03/23,501054,500876,501232,71.56,71.48,71.63,700206,700034,700379,
CW,2021/03/24,509871,509591,510150,72.62,72.49,72.74,702146,701787,702504,
CW,2021/03/25,509603,509464,509742,72.5,72.43,72.56,702916,702723,703110,
CW,2021/03/26,505999,505754,506243,72.13,72.04,72.22,701522,701381,701662,
CW,2021/03/27,487730,487609,487851,69.78,69.72,69.83,698965,698813,699117,
CW,2021/03/28,472816,472646,472987,68.01,67.94,68.08,695176,695028,695324,
CW,2021/03/29,479304,479164,479445,68.92,68.86,68.98,695488,695331,695644,
CW,2021/03/30,501270,500917,501623,71.6,71.45,71.75,700100,699710,700490,
CW,2021/03/31,508874,508615,509134,72.51,72.41,72.6,701843,701647,702039,
CW,2021/04/01,506525,506244,506807,72.23,72.11,72.36,701226,700912,701539,
CW,2021/04/02,497351,497049,497652,71.15,71.02,71.29,698999,698639,699359,
CW,2021/04/03,474168,473778,474557,68.15,67.91,68.38,695813,695023,696603,
CW,2021/04/04,459950,459286,460614,66.43,66.1,66.76,692361,691383,693339,
CW,2021/04/05,467419,467090,467748,67.45,67.29,67.6,693016,692582,693451,
CW,2021/04/06,497901,497119,498683,71.19,70.84,71.54,699506,698535,700478,
CW,2021/04/07,509149,506608,511690,72.84,71.68,73.99,699106,695896,702316,
AK,2021/03/08,803,803,803,54.15,54.15,54.15,1483,1483,1483,POINT (-151.631889 63.631126)
AL,2021/03/08,9756,9756,9756,70.36,70.36,70.36,13865,13865,13865,POINT (-86.844516 32.756889)
AR,2021/03/08,4990,4950,5030,66.33,64.13,68.53,7523,7441,7605,POINT (-92.439162 34.899825)
AZ,2021/03/08,9183,9178,9188,66.14,66.14,66.14,13884,13884,13884,POINT (-111.664616 34.293239)
CA,2021/03/08,41775,41730,41820,71.66,71.42,71.91,58293,58235,58351,POINT (-119.662127 37.211164)
