state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,24,196,6,30,190,6,32,220,30653,226,25424,226,1602,220,193,226,364,220,6,220,46,220,2848,226,366,220,346,226,1540,220,1300,226,62,220,18,220,3719,226,0.829413108015529,226,25424,30653,0.06360171510243,220,1602,25188,0.052902714483852,220,1602,30282,0.101244813278008,220,366,3615,0.765797257327238,226,2848,3719,2021/08/14,,0,225,8,224,19,226,23,225,38,225,41,225,32,225,28,225,4,220,5,219,23,218,37,219,35,218,44,218,71,218,63,218,83,218,3,215,17,220
PR,6,58,1,7,57,1,13,64,9103,65,5555,65,476,64,30,65,20,64,3,64,7,64,462,65,102,64,80,65,438,64,396,65,38,64,16,64,648,65,0.610238382950676,65,5555,9103,0.087709600147411,64,476,5427,0.053423120089787,64,476,8910,0.165316045380875,64,102,617,0.712962962962963,65,462,648,2021/08/14,,0,65,1,65,1,65,7,65,6,65,5,65,3,65,7,65,0,65,0,64,1,64,0,64,2,64,0,64,7,64,3,64,7,64,0,64,14,64
RI,6,7,2,6,7,2,1,14,2498,15,2189,15,96,14,11,15,2,14,0,13,0,13,130,15,19,14,19,15,93,14,96,15,3,14,1,14,165,15,0.876301040832666,15,2189,2498,0.044922788956481,14,96,2137,0.039489921842863,14,96,2431,0.125827814569536,14,19,151,0.787878787878788,15,130,165,2021/08/14,,0,14,0,14,1,14,2,15,4,14,2,15,0,14,2,14,0,14,0,13,0,13,0,13,1,13,0,13,1,14,0,13,0,13,0,13,2,14
SC,25,57,5,25,57,5,5,85,11660,87,9499,87,1834,85,300,87,63,85,5,85,2,85,1101,87,461,85,468,87,1816,85,1773,87,18,85,16,85,1314,87,0.814665523156089,87,9499,11660,0.195877389725515,85,1834,9363,0.159561510353228,85,1834,11494,0.362136684996072,85,461,1273,0.837899543378995,87,1101,1314,2021/08/14,,2,87,22,87,39,87,46,87,59,87,45,85,49,87,31,87,7,87,0,85,0,85,8,85,5,85,12,84,14,85,11,84,12,84,1,85,22,85
SD,0,61,3,0,61,3,23,61,2808,64,1777,64,125,61,22,64,17,61,1,61,2,61,138,64,39,61,33,64,123,61,102,64,2,61,1,61,235,64,0.632834757834758,64,1777,2808,0.071387778412336,61,125,1751,0.04560379423568,61,125,2741,0.174107142857143,61,39,224,0.587234042553191,64,138,235,2021/08/14,,0,64,0,64,1,64,2,63,7,64,8,64,3,64,1,64,0,64,0,61,0,61,2,61,3,61,0,61,6,61,2,61,4,61,0,61,1,61
TN,13,88,42,35,66,42,22,102,20283,143,13245,130,2450,102,275,102,63,102,10,102,3,102,1767,139,710,102,690,102,2399,102,2284,102,51,102,45,102,2415,143,0.690959361469039,130,13245,19169,0.212950890916993,102,2450,11505,0.146050670640835,102,2450,16775,0.321557971014493,102,710,2208,0.750637213254036,139,1767,2354,2021/08/14,,1,101,9,101,31,101,47,101,56,101,57,101,36,101,24,101,14,102,2,101,5,101,8,101,7,101,10,101,10,101,9,101,5,101,7,102,36,102
TX,26,111,397,26,111,397,93,529,64960,534,51970,534,12959,529,1780,534,547,529,41,529,119,529,6678,534,3255,529,3269,534,12722,529,12292,534,237,529,178,529,7202,534,0.80003078817734,534,51970,64960,0.25243002123225,529,12959,51337,0.201863015405704,529,12959,64197,0.464535464535464,529,3255,7007,0.927242432657595,534,6678,7202,2021/08/14,,7,534,121,534,196,534,280,534,295,534,310,534,263,534,175,534,133,534,6,529,44,529,65,529,62,529,88,529,99,529,92,529,48,529,43,529,175,529
UT,0,49,9,1,48,9,0,57,5935,58,3581,58,398,57,67,58,8,57,1,57,0,57,438,58,154,57,153,58,390,57,374,58,8,57,1,57,632,58,0.603369839932603,58,3581,5935,0.11290780141844,57,398,3525,0.067929680832907,57,398,5859,0.250814332247557,57,154,614,0.693037974683544,58,438,632,2021/08/14,,1,58,9,58,11,58,11,58,6,58,11,58,12,58,5,58,1,58,0,57,0,57,1,57,0,57,4,57,1,57,1,57,1,57,0,57,2,57
VA,16,67,20,18,65,20,32,100,17739,103,13206,103,1253,100,165,103,199,100,7,100,20,100,1390,103,303,100,303,103,1232,100,1118,103,21,100,10,100,1929,103,0.744461356333502,103,13206,17739,0.096081588835212,100,1253,13041,0.071677821634918,100,1253,17481,0.162032085561497,100,303,1870,0.720580611715915,103,1390,1929,2021/08/14,,1,103,13,103,17,103,18,103,29,103,36,103,30,103,17,103,4,103,1,100,13,100,16,100,26,100,40,100,36,100,31,100,33,100,3,100,11,100
VI,2,0,0,2,0,0,12,2,168,2,118,2,34,2,0,2,0,2,0,2,0,2,10,2,5,2,5,2,34,2,34,2,0,2,0,2,20,2,0.702380952380952,2,118,168,0.288135593220339,2,34,118,0.202380952380952,2,34,168,0.25,2,5,20,0.5,2,10,20,2021/08/14,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2
