state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,8503,66,5192,68,551,68,444,66,72,64,671,63,0.5766200164647771,66,4903,8503,0.10612480739599384,68,551,5192,0.06233094202046337,66,530,8503,0.1037593984962406,62,69,665,0.6154992548435171,62,413,671,2020-08-23
RI,1794,13,2009,13,84,13,145,13,11,13,170,13,1.1198439241917504,13,2009,1794,0.041811846689895474,13,84,2009,0.046822742474916385,13,84,1794,0.06470588235294118,13,11,170,0.8529411764705882,13,145,170,2020-08-23
SC,10321,81,8479,81,1032,81,973,76,260,77,1324,75,0.8215289216161225,81,8479,10321,0.12171246609269962,81,1032,8479,0.09999031101637439,81,1032,10321,0.19410876132930513,75,257,1324,0.7326283987915407,75,970,1324,2020-08-23
SD,2202,49,1387,51,85,52,82,37,15,32,93,28,0.6235240690281563,49,1373,2202,0.061283345349675555,51,85,1387,0.03860127157129882,49,85,2202,0.10344827586206896,23,9,87,0.6144578313253012,27,51,83,2020-08-23
TN,18035,113,11949,109,1097,116,1572,110,315,111,2001,114,0.6895775623268698,107,11949,17328,0.08418475048551888,104,997,11843,0.058710466538528745,105,1008,17169,0.15620134924753504,106,301,1927,0.8021806853582555,108,1545,1926,2020-08-23
TX,63701,540,45381,550,5888,553,5222,490,1929,499,6353,462,0.6972574998822625,540,44416,63701,0.12919503757078954,550,5863,45381,0.0906265207767539,540,5773,63701,0.26413595933926304,452,1663,6296,0.7837242247756965,462,4979,6353,2020-08-23
UT,5378,52,3203,53,162,53,322,44,42,43,538,41,0.5812569728523614,52,3126,5378,0.050577583515454265,53,162,3203,0.029193008553365565,52,157,5378,0.07806691449814127,40,42,538,0.5910780669144982,40,318,538,2020-08-23
VA,15397,78,9726,78,1071,85,803,76,229,77,1373,73,0.6316814963954017,78,9726,15397,0.10538762081019946,78,1025,9726,0.06657141001493798,78,1025,15397,0.1535635562086701,72,209,1361,0.5775673707210488,73,793,1373,2020-08-23
VI,188,2,94,2,10,2,11,2,4,2,20,2,0.5,2,94,188,0.10638297872340426,2,10,94,0.05319148936170213,2,10,188,0.2,2,4,20,0.55,2,11,20,2020-08-23
VT,594,11,399,11,6,14,34,8,7,10,48,7,0.6717171717171717,11,399,594,0.012531328320802004,11,5,399,0.008417508417508417,11,5,594,0.14583333333333334,7,7,48,0.7083333333333334,7,34,48,2020-08-23
WA,9815,82,9092,96,475,96,854,79,111,81,908,66,0.6393275598573612,82,6275,9815,0.05266659274864176,95,475,9019,0.0337712995278177,81,329,9742,0.08590308370044053,61,78,908,0.6714922048997772,61,603,898,2020-08-23
WI,12178,128,7540,127,581,134,826,123,148,129,1485,127,0.6201677907550583,127,7540,12158,0.07360742705570292,127,555,7540,0.04557398587617014,128,555,12178,0.09966329966329966,127,148,1485,0.5562289562289562,123,826,1485,2020-08-23
WV,6645,60,4747,60,235,60,458,60,59,60,642,60,0.7143717080511663,60,4747,6645,0.04950495049504951,60,235,4747,0.035364936042136946,60,235,6645,0.09190031152647975,60,59,642,0.7133956386292835,60,458,642,2020-08-23
AK,1343,20,982,25,49,25,63,14,15,23,46,9,0.46016381236038717,20,618,1343,0.04989816700610998,25,49,982,0.024571854058078928,20,33,1343,0.1590909090909091,7,7,44,0.5869565217391305,9,27,46,2020-08-23
AL,12622,106,9748,107,1345,111,1118,91,406,96,1229,83,0.771034701315164,106,9732,12622,0.12948309526256294,106,1260,9731,0.09966671956832249,105,1256,12602,0.2620802620802621,78,320,1221,0.8616761594792515,83,1059,1229,2020-08-23
AR,8619,87,6002,89,573,90,722,74,215,74,1048,71,0.6945121243763778,87,5986,8619,0.09546817727424192,89,573,6002,0.06648103028193526,87,573,8619,0.19561068702290077,68,205,1048,0.6749521988527725,70,706,1046,2020-08-23
AZ,11763,78,9464,87,919,89,877,63,262,69,1366,54,0.6653914817648559,77,7827,11763,0.09573119188503804,87,906,9464,0.06681968885488396,78,786,11763,0.14055636896046853,52,192,1366,0.5314787701317716,54,726,1366,2020-08-23
CA,63222,379,45630,380,5712,396,5276,362,1478,364,7208,361,0.7194805605643605,379,45487,63222,0.12022792022792023,380,5486,45630,0.08677359147132327,379,5486,63222,0.20504994450610434,359,1478,7208,0.7319644839067703,360,5276,7208,2020-08-23
CO,9276,80,6167,83,257,97,562,65,87,77,942,57,0.6623544631306598,80,6144,9276,0.03372790659964326,83,208,6167,0.02242345838723588,80,208,9276,0.07296137339055794,54,68,932,0.6193118756936737,56,558,901,2020-08-23
CT,8075,30,6021,30,167,31,494,28,24,29,1048,29,0.7456346749226006,30,6021,8075,0.027736256435808005,30,167,6021,0.020681114551083592,30,167,8075,0.022900763358778626,28,24,1048,0.4713740458015267,28,494,1048,2020-08-23
DC,3362,13,2688,13,131,13,241,11,29,11,337,11,0.7995240928019036,13,2688,3362,0.04873511904761905,13,131,2688,0.03896490184414039,13,131,3362,0.08605341246290801,11,29,337,0.7151335311572701,11,241,337,2020-08-23
DE,2327,10,1879,11,85,11,110,7,17,7,141,6,0.7688010313708638,10,1789,2327,0.04523682810005322,11,85,1879,0.0365277180919639,10,85,2327,0.12056737588652482,6,17,141,0.7801418439716312,6,110,141,2020-08-23
FL,74938,258,43726,257,5969,260,4569,243,1308,255,5698,243,0.5970642452379327,257,43726,73235,0.13385628687737272,257,5853,43726,0.07951906909712028,258,5959,74938,0.2156448202959831,241,1224,5676,0.8018603018603019,243,4569,5698,2020-08-23
GA,14179,114,11439,114,2976,138,1076,81,528,90,1179,76,0.8001273975511359,113,11305,14129,0.1945100096162252,114,2225,11439,0.15579377953311235,114,2209,14179,0.34644995722840033,71,405,1169,0.8804071246819338,75,1038,1179,2020-08-23
HI,1775,16,1879,26,289,23,117,15,49,15,96,13,0.7335211267605634,16,1302,1775,0.1624910522548318,19,227,1397,0.11492957746478873,16,204,1775,0.3229166666666667,13,31,96,0.7708333333333334,13,74,96,2020-08-23
IA,8299,119,5276,119,364,119,486,119,113,118,711,118,0.635739245692252,119,5276,8299,0.06899166034874905,119,364,5276,0.04386070610916978,119,364,8299,0.1589310829817159,117,113,711,0.6835443037974683,118,486,711,2020-08-23
ID,3913,46,2058,44,181,48,202,45,53,46,298,44,0.5184511434511434,43,1995,3848,0.08794946550048591,44,181,2058,0.04625606951188346,46,181,3913,0.174496644295302,44,52,298,0.6778523489932886,42,202,298,2020-08-23
IL,29274,178,19784,184,1756,187,1977,140,383,144,3243,126,0.6563845050215208,178,19215,29274,0.08734330772341285,184,1728,19784,0.057183849149415863,178,1674,29274,0.11059623107815879,123,358,3237,0.568316215375039,123,1826,3213,2020-08-23
IN,16895,138,10723,138,865,138,1458,130,190,130,2291,130,0.6346848179934892,138,10723,16895,0.07956989247311828,137,851,10695,0.05045354834884686,137,851,16867,0.08293321693583589,130,190,2291,0.6364033173286774,130,1458,2291,2020-08-23
KS,8501,125,4937,130,338,134,577,81,102,91,766,76,0.5691890617633192,124,4829,8484,0.06376456161863887,129,312,4893,0.03594655315123566,124,304,8457,0.11563731931668857,71,88,761,0.7827868852459017,73,573,732,2020-08-23
