state,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
PR,0,68,9751,69,5378,69,445,68,466,69,58,68,52,69,408,68,283,69,37,68,11,68,675,69,0.5515331760845041,69,5378,9751,0.08453647416413373,68,445,5264,0.046514058743597785,68,445,9567,0.09006211180124224,68,58,644,0.6903703703703704,69,466,675,2020-10-17
RI,5,14,2281,15,1909,14,125,14,133,15,17,14,17,15,123,14,122,15,2,9,2,9,172,15,0.83691363437089,14,1909,2281,0.06659563132658497,13,125,1877,0.05692167577413479,14,125,2196,0.10828025477707007,14,17,157,0.7732558139534884,15,133,172,2020-10-17
SC,1,68,9657,76,8075,76,678,74,979,75,181,74,171,76,674,74,593,76,4,48,2,48,1378,74,0.8361810085948017,76,8075,9657,0.08506900878293601,74,678,7970,0.07141352433115652,74,678,9494,0.13588588588588588,72,181,1332,0.7104499274310595,74,979,1378,2020-10-17
SD,68,60,2739,63,1723,63,334,60,165,61,69,59,72,62,330,60,328,63,4,58,2,58,218,62,0.6290617013508579,63,1723,2739,0.19940298507462687,60,334,1675,0.12618058179070646,60,334,2647,0.3415841584158416,58,69,202,0.7568807339449541,61,165,218,2020-10-17
TN,14,113,18437,124,13093,122,1383,112,1690,116,378,112,363,112,1368,112,1249,112,15,80,5,80,2034,119,0.7316036680832029,121,13084,17884,0.11042797828169913,112,1383,12524,0.0810478199718706,112,1383,17064,0.19894736842105262,109,378,1900,0.8548305513404147,116,1690,1977,2020-10-17
TX,104,576,67629,582,48324,587,5123,579,5604,565,1469,576,1389,576,5067,577,4576,577,56,503,46,503,6952,557,0.7142202309660057,582,48302,67629,0.10662920178998855,579,5123,48045,0.07614092463207968,574,5122,67270,0.2107307249712313,556,1465,6952,0.8048043728423475,556,5595,6952,2020-10-17
UT,2,52,5440,54,3119,54,314,52,404,49,103,48,104,49,303,52,308,53,11,44,10,44,592,46,0.5733455882352941,54,3119,5440,0.10251387528566765,52,314,3063,0.059133709981167605,52,314,5310,0.1794425087108014,45,103,574,0.6469594594594594,46,383,592,2020-10-17
VA,20,96,17753,100,11805,100,836,95,1361,98,215,95,178,98,828,95,641,98,8,70,7,70,1910,97,0.6649580352616459,100,11805,17753,0.07328190743338009,95,836,11408,0.04854256183950761,95,836,17222,0.11659436008676789,94,215,1844,0.712565445026178,97,1361,1910,2020-10-17
VI,0,2,188,2,90,2,4,2,11,2,1,2,1,2,4,2,4,2,0,2,0,2,20,2,0.4787234042553192,2,90,188,0.044444444444444446,2,4,90,0.02127659574468085,2,4,188,0.05,2,1,20,0.55,2,11,20,2020-10-17
VT,0,16,1301,17,875,17,0,16,69,17,0,16,0,17,0,16,0,17,0,16,0,16,110,17,0.6725595695618755,17,875,1301,0.0,16,0,847,0.0,16,0,1255,0.0,16,0,102,0.6272727272727273,17,69,110,2020-10-17
