state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
OR,3,53,7,4,52,7,16,61,7041,63,5103,63,290,61,29,63,28,61,1,61,4,61,540,63,83,61,66,63,280,61,210,63,10,61,3,61,795,63,0.724755006391138,63,5103,7041,0.05796522086748,61,290,5003,0.042249417249417,61,290,6864,0.107652399481193,61,83,771,0.679245283018868,63,540,795,2021/07/22,,0,63,3,63,3,63,1,63,4,63,7,63,5,63,6,63,0,63,0,61,4,61,3,61,1,61,2,61,5,61,2,61,11,61,0,61,2,61
PA,22,183,6,25,180,6,15,205,29651,211,23256,211,619,205,59,211,222,205,3,204,30,204,2617,211,123,205,110,211,586,205,418,211,33,205,10,205,3530,211,0.78432430609423,211,23256,29651,0.02686865179269,205,619,23038,0.021141432425971,205,619,29279,0.035880980163361,205,123,3428,0.741359773371105,211,2617,3530,2021/07/22,,0,208,4,207,7,208,3,208,7,207,12,208,14,207,7,209,8,199,2,201,21,201,24,201,12,201,24,200,42,200,44,201,42,202,11,193,7,205
PR,0,9,56,0,9,56,1,64,9009,65,5338,65,104,64,8,65,7,64,1,64,7,64,441,65,26,64,16,65,84,64,67,65,20,64,4,64,664,65,0.592518592518592,65,5338,9009,0.019927189116689,64,104,5219,0.011795395259158,64,104,8817,0.041074249605055,64,26,633,0.664156626506024,65,441,664,2021/07/22,,0,65,1,65,0,65,0,65,2,65,3,65,1,65,1,65,0,65,0,64,0,64,1,64,1,64,2,64,1,64,1,64,1,64,0,64,1,64
RI,4,8,2,4,8,2,0,13,2460,14,2302,14,74,13,2,14,0,13,0,13,0,13,136,14,4,13,4,14,74,13,36,14,0,13,0,13,164,14,0.935772357723577,14,2302,2460,0.032903512672299,13,74,2249,0.030820491461891,13,74,2401,0.026666666666667,13,4,150,0.829268292682927,14,136,164,2021/07/22,,0,14,0,14,0,14,0,14,1,14,0,14,1,14,0,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,13
SC,19,49,5,19,49,5,2,71,10065,73,7698,73,431,71,84,73,17,71,1,71,1,71,885,73,127,71,126,73,427,71,407,73,4,71,3,71,1246,73,0.764828614008942,73,7698,10065,0.056680694371383,71,431,7604,0.043535353535354,71,431,9900,0.105394190871369,71,127,1205,0.710272873194222,73,885,1246,2021/07/22,,0,73,8,73,12,73,12,73,18,73,11,73,12,73,11,73,0,68,0,71,3,71,1,71,2,71,1,71,5,71,3,71,2,71,0,66,3,71
SD,1,60,3,1,60,3,6,61,2621,64,1478,64,32,61,5,64,2,61,0,61,3,61,116,64,11,61,10,64,32,61,23,64,0,61,0,61,232,64,0.56390690576116,64,1478,2621,0.021947873799726,61,32,1458,0.012529365700861,61,32,2554,0.049773755656109,61,11,221,0.5,64,116,232,2021/07/22,,0,64,0,64,0,64,2,64,2,64,0,64,1,64,0,64,0,64,0,61,0,61,1,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61
TN,10,88,42,29,69,42,3,99,20315,140,12952,128,778,99,111,99,33,99,1,99,1,99,1634,137,233,99,225,99,768,99,705,99,10,99,6,99,2401,140,0.670219922380336,128,12952,19325,0.070547696771853,99,778,11028,0.047140087251575,99,778,16504,0.11032196969697,99,233,2112,0.69061707523246,137,1634,2366,2021/07/22,,0,99,5,99,11,99,15,99,23,99,20,99,15,99,7,99,15,99,0,99,3,99,1,99,5,99,3,99,5,99,3,99,5,99,8,99,5,99
TX,102,336,67,116,323,66,48,500,62644,505,46479,505,5107,500,710,505,405,500,28,500,75,500,5672,505,1460,500,1423,505,4991,500,4629,505,116,500,80,500,6640,505,0.741954536747334,505,46479,62644,0.111246650837563,500,5107,45907,0.08251203670792,500,5107,61894,0.22555229414491,500,1460,6473,0.85421686746988,505,5672,6640,2021/07/22,,3,505,49,505,91,505,126,505,146,505,111,505,84,505,56,505,44,505,2,500,42,500,35,500,45,500,52,500,55,500,67,500,49,500,58,500,42,500
UT,0,45,9,1,44,9,0,53,5526,54,3177,54,337,53,47,54,5,53,1,53,0,53,423,54,145,53,145,54,333,53,318,54,4,53,0,53,633,54,0.574918566775244,54,3177,5526,0.107978212111503,53,337,3121,0.061823518620437,53,337,5451,0.235772357723577,53,145,615,0.66824644549763,54,423,633,2021/07/22,,0,54,5,54,0,54,8,54,13,54,11,54,6,54,2,54,2,54,0,53,0,53,1,53,1,53,1,53,2,53,0,53,0,53,0,53,1,53
VA,16,63,20,17,62,20,20,96,17276,99,11843,99,421,96,43,99,116,96,5,96,13,96,1247,99,106,96,90,99,408,96,330,99,13,96,4,96,1925,99,0.685517480898356,99,11843,17276,0.035952177625961,96,421,11710,0.024747237244298,96,421,17012,0.056806002143623,96,106,1866,0.647792207792208,99,1247,1925,2021/07/22,,1,99,2,99,9,99,2,99,12,99,3,99,8,99,6,99,0,99,0,96,5,96,7,96,10,96,17,96,21,96,26,96,28,96,2,96,5,96
