state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,7,98,116,33,182,6,21,215,31853,221,26168,221,750,215,48,221,304,215,2,215,10,215,2798,221,107,215,90,221,717,215,505,221,33,215,13,215,3694,221,0.821523875302169,221,26168,31853,0.028939651180738,215,750,25916,0.023810279691419,215,750,31499,0.029829941455255,215,107,3587,0.757444504602057,221,2798,3694,2022/03/20,,0,221,1,212,4,212,5,212,8,212,10,212,12,213,8,211,0,219,0,213,29,206,26,205,21,205,45,206,67,206,63,205,50,205,3,213,8,193,5341,31,4207,18,0,22,7,214,19,214,0,63,0,63,79,0,63,214
PR,0,9,57,4,10,52,0,64,9053,64,6010,65,58,65,9,66,6,63,3,64,2,63,462,65,6,65,4,65,45,65,34,65,13,65,9,64,641,64,0.657019772451121,64,5948,9053,0.009853890587836,64,58,5886,0.006542583192329,63,58,8865,0.009803921568627,63,6,612,0.714508580343214,64,458,641,2022/03/20,,0,66,1,66,1,66,1,66,0,66,0,66,1,66,5,66,0,66,0,63,0,63,0,63,1,63,1,63,1,63,0,63,3,63,0,63,0,5,0,0,121,0,0,0,1,62,8,62,0,4,0,4,37,0,4,62
RI,1,1,12,4,7,3,1,13,2028,14,1779,14,48,13,3,14,2,13,0,13,0,13,112,14,3,13,3,14,44,13,39,14,4,13,0,13,132,14,0.877218934911243,14,1779,2028,0.026981450252951,13,48,1779,0.023668639053254,13,48,2028,0.022727272727273,13,3,132,0.848484848484848,14,112,132,2022/03/20,,0,14,1,14,0,14,0,14,0,14,0,14,2,14,0,14,0,14,0,13,0,13,0,13,0,13,0,13,1,13,0,13,1,13,0,13,0,2,23,0,313,0,0,0,0,13,0,13,0,2,0,2,6,0,2,13
SC,22,60,5,24,58,5,7,85,11694,87,8614,87,173,85,21,87,21,85,1,84,1,84,833,87,28,85,27,87,168,85,147,87,5,85,4,85,1320,87,0.736617068582179,87,8614,11694,0.020319473807846,85,173,8514,0.015022577283779,85,173,11516,0.021892103205629,85,28,1279,0.631060606060606,87,833,1320,2022/03/20,,0,86,1,81,2,81,0,81,1,81,4,81,7,81,6,81,0,82,0,84,0,79,2,79,1,78,0,79,4,79,5,79,5,78,4,80,4,60,2152,1768,2266,0,0,0,4,85,4,85,0,53,0,53,31,0,53,85
SD,0,55,10,3,52,10,7,62,2433,65,1554,65,66,62,7,65,7,62,1,62,1,62,129,65,12,62,11,65,63,62,45,65,3,62,0,62,243,65,0.638717632552404,65,1554,2433,0.043137254901961,62,66,1530,0.027883396704689,62,66,2367,0.051282051282051,62,12,234,0.530864197530864,65,129,243,2022/03/20,,0,63,0,46,1,47,0,46,2,46,4,46,2,46,1,47,0,65,0,61,0,44,0,43,0,43,0,43,3,43,2,43,2,43,0,62,0,9,496,2,1174,32,0,73,0,62,1,62,0,8,0,8,7,0,8,62
TN,3,59,75,23,48,66,16,134,17081,137,12168,137,384,134,20,137,34,134,0,134,0,134,1310,137,73,134,72,137,366,134,313,137,18,134,18,134,1847,137,0.712370470112991,137,12168,17081,0.03220395840322,134,384,11924,0.022918531781558,134,384,16755,0.041524459613197,134,73,1758,0.709258256632377,137,1310,1847,2022/03/20,,0,137,0,136,1,136,1,136,4,136,6,136,5,136,1,136,2,137,0,134,2,133,2,133,4,133,9,133,6,133,4,133,3,133,4,134,3,60,61,0,102,68,0,0,4,134,6,134,0,60,0,60,37,2,60,134
TX,8,100,486,12,96,486,84,589,66875,594,50790,594,1733,589,207,594,343,589,19,589,53,589,5475,594,342,589,296,594,1642,589,1235,594,91,589,57,589,6514,594,0.759476635514019,594,50790,66875,0.034549441786284,589,1733,50160,0.02620278810971,589,1733,66138,0.05377358490566,589,342,6360,0.840497390236414,594,5475,6514,2022/03/20,,1,593,7,588,15,588,29,588,34,588,25,588,24,588,27,588,45,594,1,588,23,583,35,583,38,583,47,583,71,583,50,583,34,583,44,589,16,571,2848,0,1150,0,0,0,33,589,84,589,0,104,1,104,330,4,104,589
UT,0,50,9,2,48,9,0,58,6107,59,4488,59,112,58,17,59,3,58,2,58,0,58,307,59,19,58,19,59,95,58,85,59,17,58,0,58,425,59,0.734894383494351,59,4488,6107,0.025247971145176,58,112,4436,0.018558409279205,58,112,6035,0.04578313253012,58,19,415,0.722352941176471,59,307,425,2022/03/20,,1,59,1,55,1,55,3,55,2,55,4,55,1,55,3,55,1,59,0,58,1,54,1,54,0,54,0,54,1,54,0,54,0,54,0,58,0,44,436,0,201,0,0,0,0,58,2,58,0,43,0,43,69,2,43,58
VA,9,74,23,17,69,20,35,103,17816,106,13157,106,383,103,32,106,142,103,3,103,9,103,1291,106,96,103,88,106,372,103,295,106,11,103,10,103,1895,106,0.738493488998653,106,13157,17816,0.029434368275438,103,383,13012,0.021749006246451,103,383,17610,0.051863857374392,103,96,1851,0.681266490765172,106,1291,1895,2022/03/20,,0,102,4,101,1,101,2,101,7,102,5,102,6,102,6,103,1,106,0,102,12,98,12,99,9,98,14,98,27,99,39,99,29,99,0,103,11,70,1180,1781,647,96,0,133,7,103,8,103,0,70,0,70,35,4,70,103
VI,0,2,0,2,0,0,0,2,168,2,96,2,2,2,0,2,0,2,0,2,0,2,8,2,2,2,2,2,2,2,2,2,0,2,0,2,20,2,0.571428571428571,2,96,168,0.020833333333333,2,2,96,0.011904761904762,2,2,168,0.1,2,2,20,0.4,2,8,20,2022/03/20,,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,,0,146,,126,0,,30,0,2,0,2,,0,,0,0,,0,2
