state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,7,101,112,37,177,6,22,214,31479,220,26037,220,731,214,50,220,288,214,2,214,18,214,2750,220,105,214,90,220,694,214,498,220,37,214,13,214,3643,220,0.827122843800629,220,26037,31479,0.028348716357713,214,731,25786,0.023481417236838,214,731,31131,0.029686174724343,214,105,3537,0.754872357946747,220,2750,3643,2022/03/19,,0,219,5,210,6,210,5,211,5,210,9,212,7,210,13,210,0,218,1,211,22,203,18,204,23,203,53,204,59,204,45,202,59,204,8,212,13,192,5673,230,4433,18,0,22,10,214,20,214,0,65,0,65,85,0,65,214
PR,0,10,56,9,40,17,0,58,8609,60,5612,65,47,65,2,66,5,57,4,58,0,57,457,65,7,65,5,59,37,65,26,59,10,65,7,58,606,60,0.6113369729353,60,5263,8609,0.008567262121764,64,47,5486,0.005580622180005,59,47,8422,0.012131715771231,59,7,577,0.716171617161716,60,434,606,2022/03/19,,0,66,0,66,0,66,0,66,0,66,0,66,0,66,1,66,1,66,0,57,0,57,1,57,0,57,1,57,0,57,1,57,2,57,0,57,0,8,517,20,611,0,0,0,1,56,12,56,0,7,0,7,30,0,7,56
RI,1,1,12,4,7,3,1,13,2035,14,1794,14,49,13,5,14,2,13,0,13,0,13,111,14,3,13,3,14,45,13,40,14,4,13,0,13,132,14,0.881572481572482,14,1794,2035,0.027313266443701,13,49,1794,0.024078624078624,13,49,2035,0.022727272727273,13,3,132,0.840909090909091,14,111,132,2022/03/19,,0,14,1,14,0,14,0,14,1,14,0,14,3,14,0,14,0,14,0,13,0,13,0,13,0,13,0,13,1,13,0,13,1,13,0,13,0,2,23,0,313,0,0,0,0,13,0,13,0,2,0,2,6,0,2,13
SC,21,60,5,23,58,5,8,84,11615,86,8714,86,166,84,22,86,15,84,0,83,0,83,855,86,31,84,29,86,163,84,147,86,3,84,3,84,1320,86,0.750236762806716,86,8714,11615,0.019248608534323,84,166,8624,0.014514295706916,84,166,11437,0.024237685691947,84,31,1279,0.647727272727273,86,855,1320,2022/03/19,,0,85,3,80,2,80,2,80,4,80,4,80,1,80,6,80,0,86,0,82,2,78,2,78,1,78,4,78,1,78,2,78,3,77,0,84,3,58,2232,1885,2652,0,0,0,6,84,2,84,0,54,0,54,33,0,54,84
SD,0,55,10,3,52,10,8,62,2433,65,1586,65,71,62,6,65,12,62,1,62,3,62,137,65,14,62,12,65,67,62,45,65,4,62,1,62,245,65,0.65187011919441,65,1586,2433,0.045600513808606,62,71,1557,0.029995775242924,62,71,2367,0.059322033898305,62,14,236,0.559183673469388,65,137,245,2022/03/19,,0,64,0,47,1,48,0,48,1,48,3,48,1,49,0,48,0,65,0,62,1,45,0,45,0,45,0,45,5,45,4,45,2,45,0,62,0,8,518,0,1246,32,0,73,0,62,0,62,0,6,0,6,6,0,6,62
TN,3,53,77,22,43,68,17,130,18748,133,13631,133,432,130,27,133,35,130,2,130,1,130,1539,133,83,130,82,133,409,130,347,133,23,130,22,130,2012,133,0.727064220183486,133,13631,18748,0.03226288274832,130,432,13390,0.023451495575702,130,432,18421,0.043161726469059,130,83,1923,0.764910536779324,133,1539,2012,2022/03/19,,0,133,2,132,1,132,2,132,8,132,5,132,4,132,2,132,3,133,0,130,2,129,2,129,2,129,7,129,2,129,12,129,4,129,4,130,3,58,22,23,145,68,0,0,1,130,7,130,0,58,1,58,42,2,58,130
TX,8,78,507,10,76,507,76,593,65138,593,49578,593,1688,593,196,593,359,593,20,593,55,593,5289,593,348,593,299,593,1588,593,1233,593,100,593,59,593,5930,593,0.761122539838497,593,49578,65138,0.034047359716003,593,1688,49578,0.025914212901839,593,1688,65138,0.058684654300169,593,348,5930,0.891905564924115,593,5289,5930,2022/03/19,,1,593,7,592,14,592,26,592,31,592,23,592,24,592,27,592,43,593,4,593,27,592,35,592,40,592,45,592,70,592,50,592,47,592,41,593,17,589,2605,670,1289,0,0,0,28,593,76,593,0,95,0,95,254,4,95,593
UT,0,47,9,2,45,9,0,55,5581,56,3964,56,109,55,13,56,3,55,2,55,0,55,307,56,21,55,20,56,95,55,86,56,14,55,0,55,428,56,0.710266977244222,56,3964,5581,0.027855865065167,55,109,3913,0.01978221415608,55,109,5510,0.050239234449761,55,21,418,0.717289719626168,56,307,428,2022/03/19,,0,56,4,52,3,52,1,52,3,52,0,52,1,52,1,52,0,56,0,55,0,51,1,51,0,51,0,51,1,51,0,51,1,51,0,55,0,43,479,0,1132,0,0,0,0,55,2,55,0,42,0,42,67,1,42,55
VA,10,72,23,17,68,20,36,102,17503,105,13000,105,424,102,30,105,121,102,1,102,5,102,1292,105,95,102,86,105,411,102,342,105,13,102,8,102,1887,105,0.742729817745529,105,13000,17503,0.033014093280386,102,424,12843,0.024511504220141,102,424,17298,0.051546391752577,102,95,1843,0.684684684684685,105,1292,1887,2022/03/19,,1,103,2,100,4,100,2,100,3,99,5,100,6,99,7,101,0,105,0,101,7,97,8,97,14,99,11,96,27,97,25,97,29,97,0,102,7,70,1043,1561,753,96,0,141,6,102,5,102,0,70,0,70,34,4,70,102
VI,0,2,0,2,0,0,0,2,168,2,94,2,2,2,1,2,0,2,0,2,0,2,9,2,0,2,0,2,2,2,2,2,0,2,0,2,20,2,0.55952380952381,2,94,168,0.021276595744681,2,2,94,0.011904761904762,2,2,168,0,2,0,20,0.45,2,9,20,2022/03/19,,0,1,,0,,0,,0,,0,,0,1,1,,0,0,2,0,2,,0,,0,,0,,0,,0,,0,,0,0,2,,0,146,,126,0,,30,0,2,0,2,,0,,0,0,,0,2
