state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PR,0,10,55,0,10,55,0,64,9239,65,5772,65,64,64,7,65,6,64,1,64,7,64,441,65,10,64,8,65,50,64,36,65,14,64,1,64,648,65,0.624742937547354,65,5772,9239,0.011343495214463,64,64,5642,0.007064797439011,64,64,9059,0.016233766233766,64,10,616,0.680555555555556,65,441,648,2021/10/30,,0,65,1,65,2,65,0,65,0,65,1,65,1,65,2,65,0,65,0,64,0,64,1,64,0,64,0,64,0,64,2,64,3,64,0,64,0,64,0,32,1088,0,0,16,2,64,3,64,0,64,0,64,22,0,64,64
RI,6,7,2,7,6,2,0,14,2419,15,2084,15,75,14,10,15,2,14,0,14,0,14,127,15,9,14,9,15,71,14,69,15,4,14,1,14,150,15,0.86151302190988,15,2084,2419,0.036746692797648,14,75,2041,0.031779661016949,14,75,2360,0.064285714285714,14,9,140,0.846666666666667,15,127,150,2021/10/30,,0,15,0,15,3,15,0,15,1,15,2,15,3,15,1,15,0,15,0,14,0,14,0,14,0,14,1,14,0,14,1,14,0,14,0,14,1,14,7,0,0,1,0,3,0,6,0,6,0,6,0,6,1,0,6,6
SC,30,51,5,30,51,5,4,84,11539,86,9179,86,553,84,55,86,27,84,2,84,3,84,1026,86,150,84,151,86,544,84,511,86,9,84,8,84,1349,86,0.795476211110148,86,9179,11539,0.060956790123457,84,553,9072,0.048632486148975,84,553,11371,0.114678899082569,84,150,1308,0.76056338028169,86,1026,1349,2021/10/30,,0,86,4,86,6,86,3,86,3,86,8,86,15,86,15,86,1,86,0,84,5,84,1,84,0,84,4,84,5,84,4,84,7,84,1,84,14,84,5374,2907,3300,327,0,341,1,84,1,84,0,84,0,84,11,0,84,84
SD,2,60,3,2,60,3,24,62,2804,65,1853,65,172,62,24,65,9,62,2,62,1,62,172,65,47,62,48,65,163,62,158,65,9,62,1,62,248,65,0.660841654778887,65,1853,2804,0.094713656387665,62,172,1816,0.06281957633309,62,172,2738,0.197478991596639,62,47,238,0.693548387096774,65,172,248,2021/10/30,,0,65,2,64,2,64,1,64,3,64,7,64,5,64,4,64,0,65,0,62,2,61,0,61,1,61,1,61,2,61,1,61,2,61,0,62,1,62,716,72,657,296,0,187,0,62,0,62,0,62,0,62,1,0,62,62
TN,24,106,6,41,89,6,34,133,18558,136,13291,136,947,133,75,136,55,133,2,133,2,133,1557,136,279,133,275,136,939,133,846,136,8,133,6,133,2171,136,0.716187089125983,136,13291,18558,0.072628269039037,133,947,13039,0.051933095695092,133,947,18235,0.134199134199134,133,279,2079,0.717181022570244,136,1557,2171,2021/10/30,,0,136,4,136,1,136,9,136,12,136,14,136,9,136,13,136,13,136,0,133,3,133,7,133,6,133,6,133,7,133,12,133,8,133,6,133,19,133,1611,503,643,415,40,46,2,79,1,79,0,133,0,133,13,2,79,83
TX,15,103,417,16,102,417,61,530,64438,535,48218,535,3738,530,331,535,393,530,21,530,79,530,5808,535,1154,530,1102,535,3617,530,3096,535,121,530,76,530,6814,535,0.748285173344921,535,48218,64438,0.078456888590379,530,3738,47644,0.058684082452863,530,3738,63697,0.173481659651233,530,1154,6652,0.852362782506604,535,5808,6814,2021/10/30,,4,535,24,535,29,535,37,535,63,535,74,535,48,535,35,535,17,535,9,530,39,530,31,530,48,530,56,530,78,530,61,530,56,530,15,530,50,530,3413,2649,1818,315,0,352,4,154,11,154,0,154,0,154,62,5,154,154
UT,1,47,9,1,47,9,1,56,5866,57,3937,57,571,56,77,57,11,56,7,56,2,56,461,57,199,56,203,57,542,56,510,57,29,56,1,56,629,57,0.671155813160586,57,3937,5866,0.146786632390746,56,571,3890,0.098618307426598,56,571,5790,0.321486268174475,56,199,619,0.732909379968204,57,461,629,2021/10/30,,0,57,8,57,13,57,7,57,11,57,17,57,14,57,7,57,0,57,0,56,1,56,0,56,2,56,3,56,2,56,3,56,0,56,0,56,0,56,666,428,1014,269,0,3,0,55,0,55,0,55,0,55,1,0,55,55
VA,16,68,20,17,67,20,27,101,17861,104,13417,104,1018,101,91,104,160,101,4,101,14,101,1397,104,251,101,239,104,1006,101,853,104,12,101,5,101,1921,104,0.751189743015509,104,13417,17861,0.076633544113219,101,1018,13284,0.057729386412612,101,1018,17634,0.134440278521693,101,251,1867,0.72722540343571,104,1397,1921,2021/10/30,,1,104,2,104,5,104,10,104,16,104,19,104,20,104,16,104,2,104,4,101,10,101,22,101,12,101,17,101,39,101,30,101,25,101,1,101,12,101,2964,3330,1073,823,0,108,6,96,3,96,0,96,0,96,25,5,96,96
VI,2,0,0,2,0,0,0,2,168,2,92,2,2,2,1,2,0,2,0,2,0,2,11,2,2,2,2,2,2,2,2,2,0,2,0,2,20,2,0.547619047619048,2,92,168,0.021739130434783,2,2,92,0.011904761904762,2,2,168,0.1,2,2,20,0.55,2,11,20,2021/10/30,,0,2,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,185,17,84,11,0,0,0,2,0,2,0,2,0,2,0,0,2,2
VT,9,7,1,8,8,1,0,16,1223,17,913,17,52,16,9,17,5,16,0,16,0,16,83,17,17,16,18,17,52,16,53,17,0,16,0,16,101,17,0.746524938675388,17,913,1223,0.058492688413948,16,52,889,0.043624161073826,16,52,1192,0.178947368421053,16,17,95,0.821782178217822,17,83,101,2021/10/30,,0,17,0,17,1,17,2,17,2,17,1,17,0,17,3,17,0,17,0,16,1,16,1,16,0,16,1,16,2,16,0,16,0,16,0,16,2,16,150,60,108,51,0,7,0,16,0,16,0,16,0,16,0,0,16,16
