state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-09-13,"36,916","36,639","37,193",5.09,4.73,5.44,"705,607","700,049","711,165"
CW,2020-09-14,"37,446","37,196","37,696",5.12,4.80,5.44,"712,084","706,568","717,599"
CW,2020-09-15,"37,866","37,661","38,070",5.18,4.92,5.44,"711,158","705,688","716,627"
CW,2020-09-16,"37,098","37,015","37,181",5.07,4.94,5.19,"712,022","706,528","717,515"
CW,2020-09-17,"35,791","35,572","36,009",4.87,4.58,5.15,"714,423","708,968","719,878"
CW,2020-09-18,"35,484","35,238","35,730",4.82,4.50,5.13,"715,620","710,600","720,640"
CW,2020-09-19,"34,956","34,661","35,250",4.78,4.39,5.16,"713,515","708,400","718,630"
CW,2020-09-20,"34,530","34,250","34,810",4.74,4.36,5.11,"711,097","705,940","716,254"
CW,2020-09-21,"35,569","35,364","35,774",4.88,4.61,5.15,"712,625","707,696","717,554"
CW,2020-09-22,"36,638","36,543","36,734",5.00,4.86,5.14,"717,699","712,772","722,626"
CW,2020-09-23,"36,231","36,008","36,455",4.94,4.66,5.23,"720,259","715,564","724,954"
CW,2020-09-24,"36,093","35,849","36,338",4.92,4.61,5.24,"720,940","716,292","725,588"
CW,2020-09-25,"35,900","35,616","36,184",4.89,4.53,5.25,"721,400","716,730","726,070"
CW,2020-09-26,"35,448","35,174","35,723",4.86,4.50,5.21,"717,727","713,191","722,263"
CW,2020-09-27,"35,345","35,104","35,586",4.86,4.54,5.18,"716,005","711,535","720,475"
CW,2020-09-28,"36,216","36,071","36,360",4.99,4.79,5.18,"714,984","710,621","719,347"
CW,2020-09-29,"37,369","37,215","37,523",5.13,4.93,5.33,"717,931","713,557","722,306"
CW,2020-09-30,"36,876","36,641","37,112",5.05,4.75,5.34,"719,615","715,341","723,889"
CW,2020-10-01,"36,765","36,460","37,070",5.04,4.57,5.50,"722,612","718,264","726,960"
CW,2020-10-02,"36,416","36,118","36,715",4.99,4.54,5.44,"721,410","717,198","725,623"
CW,2020-10-03,"36,323","36,022","36,624",4.99,4.53,5.44,"719,867","715,578","724,156"
CW,2020-10-04,"37,090","36,800","37,381",5.11,4.67,5.56,"717,113","712,832","721,393"
CW,2020-10-05,"38,573","38,287","38,858",5.31,4.89,5.74,"718,800","714,913","722,687"
CW,2020-10-06,"40,384","40,114","40,655",5.53,5.14,5.92,"722,808","719,259","726,356"
CW,2020-10-07,"40,678","40,441","40,915",5.56,5.23,5.89,"724,217","721,259","727,174"
CW,2020-10-08,"40,906","40,733","41,078",5.58,5.36,5.79,"725,639","724,045","727,234"
CW,2020-10-09,"40,770","40,534","41,006",5.54,5.27,5.82,"728,389","727,293","729,486"
