state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
PA,30,174,6,35,169,6,18,204,29145,210,24999,210,3210,204,287,210,391,204,4,203,32,203,2932,210,691,204,667,210,3118,204,2691,210,92,204,31,204,3498,210,0.857745753988677,210,24999,29145,0.129728419010669,204,3210,24744,0.111574556830031,204,3210,28770,0.203774697729283,204,691,3391,0.838193253287593,210,2932,3498,2021/10/22,,1,207,10,207,11,207,26,207,56,207,50,207,53,207,52,207,29,202,2,201,26,202,31,201,27,202,61,202,76,201,55,202,104,202,9,194,59,204,5315,4324,3434,944,15,277,1,203,7,203,0,203,0,203,33,2,203,203
PR,0,8,57,0,8,57,1,64,9240,65,5602,65,80,64,1,65,15,64,1,64,3,64,420,65,16,64,8,65,63,64,46,65,17,64,1,64,630,65,0.606277056277056,65,5602,9240,0.014627902724447,64,80,5469,0.008823205029227,64,80,9067,0.026755852842809,64,16,598,0.666666666666667,65,420,630,2021/10/22,,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,64,0,64,0,64,1,64,5,64,3,64,3,64,3,64,0,64,1,64,0,32,1058,0,0,19,1,64,2,64,0,64,0,64,21,1,64,64
RI,6,6,2,7,5,2,1,13,2387,14,2075,14,82,13,3,14,5,13,0,13,0,13,134,14,12,13,10,14,81,13,72,14,1,13,1,13,154,14,0.869291998324256,14,2075,2387,0.040654437283094,13,82,2017,0.035299182092122,13,82,2323,0.083333333333333,13,12,144,0.87012987012987,14,134,154,2021/10/22,,0,14,1,14,1,14,0,14,0,14,1,14,0,14,0,14,0,14,0,13,1,13,0,13,0,13,1,13,1,13,1,13,1,13,0,13,0,13,9,0,0,0,0,3,0,5,0,5,0,5,0,5,0,0,5,5
SC,29,41,5,29,41,5,6,73,10443,75,8402,75,760,73,67,75,37,73,0,73,1,73,987,75,210,73,207,75,750,73,693,75,10,73,10,73,1332,75,0.804558077180887,75,8402,10443,0.091533180778032,73,760,8303,0.073944347149251,73,760,10278,0.162538699690402,73,210,1292,0.740990990990991,75,987,1332,2021/10/22,,0,75,5,75,6,75,11,75,10,75,19,75,8,75,7,75,1,70,1,73,2,73,3,73,1,73,3,73,9,73,8,73,9,73,1,68,12,73,4385,3209,2433,662,10,116,0,73,0,73,0,73,0,73,7,0,73,73
SD,1,60,3,1,60,3,38,61,2632,64,1674,64,199,61,32,64,12,61,1,61,2,61,159,64,45,61,46,64,193,61,179,64,6,61,1,61,243,64,0.636018237082067,64,1674,2632,0.12046004842615,61,199,1652,0.077582846003899,61,199,2565,0.193965517241379,61,45,232,0.654320987654321,64,159,243,2021/10/22,,0,64,0,64,3,64,0,64,2,64,12,64,6,64,9,64,0,64,0,61,0,61,3,61,2,61,1,61,4,61,1,61,1,61,0,61,1,61,776,72,663,200,0,118,0,61,0,61,0,61,0,61,4,0,61,61
TN,28,86,6,44,70,6,30,117,16569,120,11943,120,1212,117,80,120,79,117,1,117,0,117,1558,120,353,117,347,120,1203,117,1087,120,9,117,8,117,2183,120,0.720803910917979,120,11943,16569,0.103625170998632,117,1212,11696,0.074630541871921,117,1212,16240,0.168818747011,117,353,2091,0.713696747595053,120,1558,2183,2021/10/22,,0,120,4,120,7,120,3,120,11,120,21,120,21,120,9,120,4,120,1,117,6,117,2,117,9,117,5,117,18,117,16,117,18,117,4,117,21,117,385,36,55,384,0,188,0,65,1,65,0,117,0,117,19,3,65,65
TX,21,83,403,28,76,403,62,502,62727,507,46519,507,4643,502,372,507,373,502,15,502,86,502,5900,507,1527,502,1488,507,4499,502,4068,507,144,502,101,502,7020,507,0.741610470770163,507,46519,62727,0.101071008750925,502,4643,45938,0.074930604867342,502,4643,61964,0.222627205131943,502,1527,6859,0.84045584045584,507,5900,7020,2021/10/22,,0,507,27,507,30,507,54,507,64,507,81,507,55,507,43,507,18,507,1,502,29,502,36,502,33,502,56,502,68,502,71,502,50,502,29,502,75,502,2537,475,592,143,0,71,2,140,5,140,0,140,0,140,57,5,140,140
UT,1,43,9,1,43,9,1,52,5567,53,3649,53,536,52,85,53,1,52,3,52,1,52,465,53,182,52,186,53,525,52,507,53,11,52,0,52,624,53,0.655469732351356,53,3649,5567,0.148888888888889,52,536,3600,0.097632058287796,52,536,5490,0.296416938110749,52,182,614,0.745192307692308,53,465,624,2021/10/22,,0,53,8,53,9,53,14,53,11,53,12,53,19,53,12,53,0,53,0,52,0,52,0,52,0,52,0,52,0,52,0,52,1,52,0,52,5,52,578,268,97,158,0,2,0,51,0,51,0,51,0,51,3,0,51,51
VA,17,64,20,19,62,20,33,98,17567,101,13014,101,1241,98,104,101,168,98,4,98,17,98,1427,101,284,98,282,101,1221,98,1070,101,20,98,8,98,1932,101,0.740820857289236,101,13014,17567,0.096448278542007,98,1241,12867,0.071601661666282,98,1241,17332,0.15122470713525,98,284,1878,0.738612836438923,101,1427,1932,2021/10/22,,3,101,8,101,9,101,10,101,15,101,22,101,21,101,15,101,1,101,2,98,6,98,9,98,10,98,26,98,37,98,54,98,23,98,1,98,22,98,2646,3227,1193,499,1,13,8,93,4,93,0,93,0,93,29,6,93,93
VI,2,0,0,2,0,0,0,2,168,2,98,2,6,2,1,2,0,2,0,2,0,2,7,2,2,2,2,2,6,2,6,2,0,2,0,2,20,2,0.583333333333333,2,98,168,0.061224489795918,2,6,98,0.035714285714286,2,6,168,0.1,2,2,20,0.35,2,7,20,2021/10/22,,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,185,17,105,13,0,5,0,2,0,2,0,2,0,2,0,0,2,2
