state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL,geocoded_state
CW,2021/03/30,58669,58610,58728,70.07,69.86,70.28,83727,83642,83812,
CW,2021/03/31,59366,59341,59392,70.73,70.65,70.82,83931,83870,83992,
CW,2021/04/01,58708,58642,58774,70.06,69.83,70.3,83792,83702,83883,
CW,2021/04/02,58187,58116,58258,69.5,69.29,69.72,83716,83648,83783,
CW,2021/04/03,56614,56583,56645,67.9,67.77,68.02,83384,83316,83453,
CW,2021/04/04,55288,55264,55312,66.49,66.34,66.65,83149,83062,83236,
CW,2021/04/05,55931,55894,55969,67.17,67.03,67.3,83270,83204,83336,
CW,2021/04/06,58562,58517,58606,70.05,69.87,70.23,83599,83518,83680,
CW,2021/04/07,59800,59739,59862,71.5,71.31,71.7,83635,83570,83700,
CW,2021/04/08,59984,59978,59990,71.74,71.72,71.76,83617,83571,83663,
CW,2021/04/09,59878,59861,59895,71.51,71.4,71.63,83730,83678,83781,
CW,2021/04/10,58584,58543,58625,70.15,69.99,70.31,83514,83458,83570,
CW,2021/04/11,57242,57160,57324,68.63,68.31,68.95,83409,83300,83517,
CW,2021/04/12,57434,57423,57446,68.99,68.89,69.08,83250,83206,83295,
CW,2021/04/13,59856,59845,59866,71.55,71.46,71.64,83660,83618,83702,
CW,2021/04/14,60671,60655,60686,72.36,72.26,72.45,83846,83805,83888,
CW,2021/04/15,60550,60528,60572,72.32,72.22,72.42,83728,83688,83768,
CW,2021/04/16,60472,60463,60482,72.16,72.13,72.2,83798,83784,83811,
CW,2021/04/17,59368,59309,59428,70.97,70.76,71.18,83654,83594,83713,
CW,2021/04/18,57405,57348,57462,68.99,68.8,69.17,83211,83166,83257,
CW,2021/04/19,57512,57501,57522,69.05,68.97,69.13,83288,83250,83327,
CW,2021/04/20,60330,60312,60348,72.08,71.97,72.18,83703,83660,83747,
CW,2021/04/21,60693,60675,60712,72.55,72.42,72.67,83661,83604,83718,
CW,2021/04/22,60648,60628,60667,72.59,72.48,72.7,83550,83502,83597,
CW,2021/04/23,60252,60212,60293,72.11,71.92,72.3,83556,83482,83631,
CW,2021/04/24,58796,58722,58870,70.5,70.15,70.84,83402,83265,83539,
CW,2021/04/25,57517,57470,57564,69.08,68.9,69.26,83260,83200,83320,
CW,2021/04/26,57608,57557,57658,69.32,69.13,69.51,83105,83042,83168,
CW,2021/04/27,59944,59891,59996,71.77,71.57,71.96,83522,83460,83585,
CW,2021/04/28,60857,60768,60946,72.49,72.13,72.85,83954,83827,84081,
CW,2021/04/29,60265,59913,60617,71.81,70.5,73.13,83918,83488,84348,
DC,2021/03/30,254,254,254,78.64,78.64,78.64,323,323,323,POINT (-77.016275 38.904785)
DC,2021/03/31,255,255,255,81.21,81.21,81.21,314,314,314,POINT (-77.016275 38.904785)
