state,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start
IN,15319,127,8632,122,960,130,1329,119,321,117,2169,121,0.5730978621696986,122,8632,15062,0.10287303058387395,122,888,8632,0.0597297473725439,127,915,15319,0.15127238454288408,117,321,2122,0.637104506232023,119,1329,2086,2020-07-31
KS,6926,113,3540,92,391,120,441,67,86,76,601,60,0.5850444900752909,91,3419,5844,0.07824100513992005,91,274,3502,0.043118466898954703,112,297,6888,0.1135593220338983,55,67,590,0.7401709401709402,58,433,585,2020-07-31
KY,10131,85,6739,86,725,100,911,81,519,81,1131,75,0.655082362394536,81,6522,9956,0.09318890043033091,86,628,6739,0.06297502714440825,85,638,10131,0.43228699551569505,74,482,1115,0.7250221043324492,74,820,1131,2020-07-31
LA,13730,220,8662,215,658,63,1315,207,468,207,1653,197,0.6470939787838039,215,8662,13386,0.15998894722298979,54,579,3619,0.1068238656663094,59,598,5598,0.24561403508771928,195,406,1653,0.7313974591651543,196,1209,1653,2020-07-31
MA,17221,80,11546,78,313,80,878,74,55,73,1871,74,0.6746129126497225,78,11546,17115,0.027108955482418155,78,313,11546,0.0181754834214041,80,313,17221,0.02939604489577766,73,55,1871,0.4692677712453234,74,878,1871,2020-07-31
MD,9668,51,6542,46,1110,51,709,44,209,48,1022,42,0.763967803030303,45,6454,8448,0.15151515151515152,44,985,6501,0.11241680532445923,49,1081,9616,0.17221135029354206,42,176,1022,0.6829745596868885,42,698,1022,2020-07-31
ME,2886,30,1677,30,31,30,172,29,12,28,291,27,0.6216517857142857,29,1671,2688,0.016728624535315983,29,27,1614,0.0106458481192335,29,30,2818,0.034722222222222224,25,10,288,0.5395189003436426,27,157,291,2020-07-31
MI,17349,130,8863,102,755,142,1053,101,147,124,1600,98,0.6799812030075187,100,8682,12768,0.047882552230378315,101,424,8855,0.0330564209068882,129,573,17334,0.07451471509079524,95,119,1597,0.6549780839073263,95,1046,1597,2020-07-31
MN,11172,125,6107,116,499,127,538,115,90,114,856,104,0.6258329062019478,115,6105,9755,0.06484362207303095,116,396,6107,0.04466523451485858,125,499,11172,0.11180124223602485,103,90,805,0.625,104,535,856,2020-07-31
MO,18480,121,9247,106,967,134,986,98,302,108,1935,98,0.5723464236543631,103,8730,15253,0.06737320211960636,106,623,9247,0.045454545454545456,121,840,18480,0.1227027027027027,87,227,1850,0.5695830886670581,88,970,1703,2020-07-31
MS,7011,89,3773,78,1512,93,503,58,400,61,495,56,0.6236793560288445,75,3719,5963,0.24463291810230586,78,923,3773,0.2133789758950221,89,1496,7011,0.7411273486430062,55,355,479,1.004040404040404,56,497,495,2020-07-31
MT,2660,64,1616,49,103,42,104,25,21,51,182,40,0.7331013916500994,46,1475,2012,0.06744868035190615,32,92,1364,0.054945054945054944,38,95,1729,0.10614525139664804,38,19,179,0.6296296296296297,17,85,135,2020-07-31
NC,15697,102,10150,91,1676,121,981,88,392,108,1391,87,0.7293550778354336,89,9839,13490,0.109064039408867,91,1107,10150,0.07911877394636015,101,1239,15660,0.20057512580877068,87,279,1391,0.697742170429716,85,958,1373,2020-07-31
ND,2251,48,1250,43,114,47,89,35,18,34,98,30,0.6483402489626556,43,1250,1928,0.07285828662930344,42,91,1249,0.050666666666666665,47,114,2250,0.08333333333333333,27,8,96,0.53125,29,51,96,2020-07-31
NE,3862,64,1622,46,167,67,293,35,51,31,582,34,0.6319906140007822,45,1616,2557,0.07398273736128237,46,120,1622,0.038322112894873125,64,148,3862,0.08823529411764706,29,51,578,0.5025817555938038,31,292,581,2020-07-31
NH,3219,30,2097,29,59,30,155,28,18,25,255,24,0.6557223264540337,29,2097,3198,0.028135431568907965,29,59,2097,0.018328673501087293,30,59,3219,0.06274509803921569,23,16,255,0.5568627450980392,24,142,255,2020-07-31
NJ,13950,65,9349,59,934,77,870,58,97,62,1580,58,0.7010024469176731,57,8881,12669,0.08664028238314259,59,810,9349,0.05720430107526882,65,798,13950,0.05810983397190294,55,91,1566,0.5449367088607595,57,861,1580,2020-07-31
NM,1479,21,993,20,72,20,91,18,20,17,132,14,0.6713995943204868,20,993,1479,0.08080808080808081,19,72,891,0.052941176470588235,20,72,1360,0.12878787878787878,14,17,132,0.5454545454545454,14,72,132,2020-07-31
NV,8466,62,6161,61,3536,62,663,59,319,58,839,59,0.7289398958826313,61,6161,8452,0.5739328031163772,61,3536,6161,0.41767068273092367,62,3536,8466,0.3802145411203814,58,319,839,0.7902264600715138,59,663,839,2020-07-31
NY,40380,145,25852,127,1622,158,2361,118,213,119,4458,111,0.665595905700441,125,24450,36734,0.04618598174222497,127,1194,25852,0.03588410104011887,145,1449,40380,0.04060434372049103,100,172,4236,0.5137078651685393,109,2286,4450,2020-07-31
OH,30004,204,18613,196,1705,206,2346,190,448,188,4061,165,0.638778678626876,195,18515,28985,0.09074302906570676,196,1689,18613,0.056562750869681565,203,1691,29896,0.11039762904420845,162,447,4049,0.5767052450135435,165,2342,4061,2020-07-31
OK,8794,101,4873,92,706,139,633,73,215,72,1110,99,0.5921420751733366,90,4868,8221,0.11507527325221695,90,558,4849,0.06262833675564682,99,549,8766,0.20215897939156036,66,206,1019,0.6366396761133604,69,629,988,2020-07-31
OR,4077,49,3355,44,229,59,329,42,48,47,431,32,0.6902412280701754,36,2518,3648,0.05245901639344262,44,176,3355,0.044885945548197206,49,183,4077,0.05411764705882353,31,23,425,0.5893271461716937,32,254,431,2020-07-31
PA,24867,169,16285,161,1312,200,2237,153,276,164,2847,137,0.6927831384232291,150,15580,22489,0.06257291986490636,161,1019,16285,0.0427474162544738,169,1063,24867,0.08499630450849963,126,230,2706,0.73410607657183,132,2090,2847,2020-07-31
PR,7890,71,4117,68,564,71,440,69,69,68,651,67,0.5397928412219746,68,4117,7627,0.13675006072382803,68,563,4117,0.0714828897338403,71,564,7890,0.10200927357032458,66,66,647,0.6466973886328725,67,421,651,2020-07-31
RI,440,4,379,4,22,4,33,4,7,4,35,4,0.8613636363636363,4,379,440,0.05804749340369393,4,22,379,0.05,4,22,440,0.2,4,7,35,0.9428571428571428,4,33,35,2020-07-31
SC,10774,77,7389,72,1462,81,930,69,345,75,1192,67,0.719294710327456,69,7139,9925,0.18175666531330356,72,1343,7389,0.13142751067384445,77,1416,10774,0.2625838926174497,67,313,1192,0.7533557046979866,66,898,1192,2020-07-31
SD,2241,50,809,43,57,51,68,36,8,31,93,27,0.481659651232712,42,801,1663,0.034610630407911,43,28,809,0.025435073627844713,50,57,2241,0.021505376344086023,24,2,93,0.46236559139784944,27,43,93,2020-07-31
TN,17515,111,11387,113,1422,110,1502,87,451,106,1939,91,0.6496516860859379,102,10538,16221,0.12514876865330038,103,1367,10923,0.08313434711574715,98,1323,15914,0.23254504504504506,83,413,1776,0.787176724137931,85,1461,1856,2020-07-31
TX,59506,519,39273,499,9886,542,5240,458,2851,466,6063,426,0.6888861223255731,490,38734,56227,0.22332772080208174,498,8754,39198,0.15722317611015724,518,9340,59406,0.38576654472896577,414,2320,6014,0.7979514290434495,423,4830,6053,2020-07-31
UT,5289,51,2739,46,251,52,332,44,80,41,541,39,0.5287644787644787,46,2739,5180,0.08470244614822928,46,232,2739,0.0463225562488183,51,245,5289,0.14417744916820702,38,78,541,0.589648798521257,39,319,541,2020-07-31
VA,15279,83,8110,74,1326,91,721,72,196,73,1385,71,0.5889488867519787,68,7962,13519,0.11430332922318126,74,927,8110,0.08226978205379933,83,1257,15279,0.1325581395348837,68,171,1290,0.5511627906976744,68,711,1290,2020-07-31
VI,168,2,85,2,7,2,8,2,6,2,20,2,0.5059523809523809,2,85,168,0.08235294117647059,2,7,85,0.041666666666666664,2,7,168,0.3,2,6,20,0.4,2,8,20,2020-07-31
VT,573,12,174,9,9,15,26,7,2,9,48,6,0.5304878048780488,7,174,328,0.05172413793103448,9,9,174,0.013961605584642234,12,8,573,0.020833333333333332,6,1,48,0.5416666666666666,6,26,48,2020-07-31
WA,9409,81,7967,87,554,95,805,80,120,80,907,64,0.5969285555308257,73,5364,8986,0.06316455696202532,86,499,7900,0.04067651466495397,80,380,9342,0.0932297447280799,58,84,901,0.6515986769570011,62,591,907,2020-07-31
WI,11469,130,6607,126,581,139,752,119,154,130,1606,128,0.577194219245682,125,6550,11348,0.08400181625548661,126,555,6607,0.04847850728049525,130,556,11469,0.09685534591194969,127,154,1590,0.4918247220405494,119,752,1529,2020-07-31
WV,6476,62,4369,61,197,62,445,59,54,60,646,59,0.6756882152799257,61,4369,6466,0.045090409704737926,61,197,4369,0.03042001235330451,62,197,6476,0.08359133126934984,59,54,646,0.6888544891640866,59,445,646,2020-07-31
WY,1766,29,587,27,35,29,48,27,13,29,102,27,0.34878193701723115,27,587,1683,0.054514480408858604,27,32,587,0.019818799546998868,29,35,1766,0.11764705882352941,27,12,102,0.47058823529411764,27,48,102,2020-07-31
