state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage
PA,24,176,6,28,172,6,11,200,28472,206,23597,206,635,200,48,206,287,200,0,197,29,197,2603,206,110,200,90,206,603,200,376,206,32,199,8,199,3494,206,0.828779151447036,206,23597,28472,0.027139071715531,200,635,23398,0.022603495532695,200,635,28093,0.032467532467532,200,110,3388,0.744991413852318,206,2603,3494,2021/06/18,,0,202,5,201,4,202,7,201,9,201,8,201,4,201,1,202,10,188,2,194,18,195,24,194,17,195,31,194,66,195,58,195,57,194,14,181
PR,0,9,57,0,9,57,1,65,9187,66,5291,66,60,65,2,66,4,65,1,65,10,65,434,66,11,65,11,66,36,65,25,66,24,65,3,65,661,66,0.575922499183629,66,5291,9187,0.01158972377825,65,60,5177,0.006663705019991,65,60,9004,0.017460317460317,65,11,630,0.656580937972768,66,434,661,2021/06/18,,0,66,0,66,0,66,0,66,0,66,1,66,1,66,0,66,0,66,1,65,0,65,0,65,0,65,2,65,0,65,1,65,0,65,0,65
RI,5,7,2,5,7,2,4,13,2515,14,2287,14,76,13,0,14,0,13,0,13,0,13,122,14,7,13,7,14,76,13,38,14,0,13,0,13,160,14,0.90934393638171,14,2287,2515,0.033928571428571,13,76,2240,0.031071136549469,13,76,2446,0.049295774647887,13,7,142,0.7625,14,122,160,2021/06/18,,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
SC,16,45,5,16,45,5,1,64,9033,66,6735,66,125,64,7,66,24,64,2,64,2,64,738,66,33,64,32,66,122,64,103,66,3,64,3,64,1141,66,0.745599468615078,66,6735,9033,0.018850852058513,64,125,6631,0.014092446448703,64,125,8870,0.03,64,33,1100,0.646801051709027,66,738,1141,2021/06/18,,0,66,0,66,1,66,1,66,1,66,1,66,1,66,2,66,0,61,0,64,1,64,1,64,3,64,7,64,4,64,4,64,1,64,3,59
SD,1,58,3,1,58,3,2,59,2578,62,1467,62,20,59,1,62,8,59,0,59,2,59,121,62,6,59,7,62,19,59,13,62,1,59,0,59,233,62,0.569045771916214,62,1467,2578,0.013898540653231,59,20,1439,0.007964954201513,59,20,2511,0.027027027027027,59,6,222,0.51931330472103,62,121,233,2021/06/18,,0,62,1,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,59,1,59,0,59,3,59,0,59,2,59,2,59,0,59,0,59
TN,9,90,42,29,70,42,1,100,20334,141,13652,128,277,100,15,100,17,100,0,100,2,100,1721,138,88,100,83,100,269,100,219,100,8,100,5,100,2387,141,0.706077062322214,128,13652,19335,0.021667709637046,100,277,12784,0.015575798470535,100,277,17784,0.038955289951306,100,88,2259,0.73171768707483,138,1721,2352,2021/06/18,,0,100,0,100,0,100,2,100,6,100,2,100,4,100,0,100,1,100,1,100,0,100,1,100,0,100,0,100,5,100,2,100,3,100,5,100
TX,85,405,94,103,387,94,56,579,64717,584,47553,584,1892,579,173,584,345,579,9,579,52,579,5185,584,521,579,489,584,1825,579,1426,584,67,579,46,579,6719,584,0.734783750791909,584,47553,64717,0.040269884851968,579,1892,46983,0.029572203379234,579,1892,63979,0.079372333942718,579,521,6564,0.771692216103587,584,5185,6719,2021/06/18,,3,584,19,583,22,583,25,583,30,583,22,583,23,583,21,583,8,584,1,579,26,578,32,578,38,578,58,578,68,578,48,578,55,578,19,579
UT,1,43,9,1,43,9,0,52,5478,53,3338,53,165,52,29,53,5,52,4,52,0,52,403,53,67,52,66,53,160,52,155,53,5,52,0,52,635,53,0.609346476816356,53,3338,5478,0.050167224080268,52,165,3289,0.030572540300167,52,165,5397,0.108589951377634,52,67,617,0.634645669291339,53,403,635,2021/06/18,,0,53,3,53,3,53,8,53,3,53,5,53,3,53,4,53,0,53,0,52,0,52,0,52,1,52,2,52,1,52,1,52,0,52,0,52
VA,14,60,20,17,57,20,27,91,16969,94,12365,94,293,91,30,94,106,91,1,91,18,91,1289,94,70,91,53,94,280,91,177,94,13,91,8,91,1908,94,0.728681713713242,94,12365,16969,0.023973163148421,91,293,12222,0.017528116774348,91,293,16716,0.037654653039268,91,70,1859,0.675576519916142,94,1289,1908,2021/06/18,,0,94,4,93,3,93,6,93,6,93,8,93,1,93,2,93,0,94,0,91,5,90,13,90,9,90,18,90,20,90,22,90,18,90,1,91
VI,2,0,0,2,0,0,0,2,168,2,83,2,3,2,1,2,0,2,0,2,0,2,9,2,2,2,2,2,3,2,3,2,0,2,0,2,20,2,0.494047619047619,2,83,168,0.036144578313253,2,3,83,0.017857142857143,2,3,168,0.1,2,2,20,0.45,2,9,20,2021/06/18,,0,2,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2
