state,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,reporting_cutoff_start,geocoded_state,previous_day_admission_adult_covid_confirmed_18-19,previous_day_admission_adult_covid_confirmed_18-19_coverage,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_20-29_coverage,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_30-39_coverage,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_40-49_coverage,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_50-59_coverage,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_60-69_coverage,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_70-79_coverage,previous_day_admission_adult_covid_confirmed_80+,previous_day_admission_adult_covid_confirmed_80+_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18-19,previous_day_admission_adult_covid_suspected_18-19_coverage,previous_day_admission_adult_covid_suspected_20-29,previous_day_admission_adult_covid_suspected_20-29_coverage,previous_day_admission_adult_covid_suspected_30-39,previous_day_admission_adult_covid_suspected_30-39_coverage,previous_day_admission_adult_covid_suspected_40-49,previous_day_admission_adult_covid_suspected_40-49_coverage,previous_day_admission_adult_covid_suspected_50-59,previous_day_admission_adult_covid_suspected_50-59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60-69_coverage,previous_day_admission_adult_covid_suspected_70-79,previous_day_admission_adult_covid_suspected_70-79_coverage,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_80+_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage
PA,26,191,6,30,187,6,9,217,29527,223,23516,223,648,217,75,223,272,217,2,212,41,211,2519,223,117,217,103,223,621,217,449,223,27,216,14,216,3458,223,0.796423612287059,223,23516,29527,0.027845816681707,217,648,23271,0.022230608254143,217,648,29149,0.034914950760967,217,117,3351,0.728455754771544,223,2519,3458,2021/07/27,,2,219,6,218,7,219,11,219,7,218,23,219,5,218,10,218,5,206,3,212,23,212,27,212,22,212,30,211,56,211,57,212,50,212,4,198,5,217
PR,0,6,59,0,6,59,2,64,9186,65,5433,65,175,64,18,65,13,64,3,64,5,64,435,65,30,64,21,65,148,64,119,65,27,64,15,64,653,65,0.591443500979752,65,5433,9186,0.032783814162608,64,175,5338,0.019425019425019,64,175,9009,0.048231511254019,64,30,622,0.666156202143951,65,435,653,2021/07/27,,0,65,2,65,2,65,4,65,4,65,5,65,1,65,0,65,0,65,0,64,0,64,0,64,7,64,1,64,2,64,1,64,2,64,0,64,2,64
RI,4,9,1,4,9,1,0,12,2200,14,2005,14,32,13,164,14,53,13,0,13,3,13,128,14,8,13,5,13,31,13,27,14,1,13,0,13,158,14,0.911363636363636,14,2005,2200,0.016401845207586,13,32,1951,0.014995313964386,13,32,2134,0.055555555555556,13,8,144,0.810126582278481,14,128,158,2021/07/27,,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,164,12,0,10,0,10,1,10,0,10,0,10,0,10,1,10,1,10,50,11,2,12
SC,20,60,5,20,60,5,2,83,11205,85,8912,85,684,83,129,85,27,83,6,83,3,83,917,85,177,83,175,85,668,83,649,85,16,83,14,83,1253,85,0.795359214636323,85,8912,11205,0.077647860143036,83,684,8809,0.061962134251291,83,684,11039,0.146039603960396,83,177,1212,0.731843575418994,85,917,1253,2021/07/27,,0,85,7,84,14,85,13,85,36,85,24,85,25,85,10,85,0,80,0,83,2,83,2,83,5,83,7,83,2,83,4,83,5,83,0,78,7,83
SD,0,61,3,0,61,3,5,61,2815,64,1591,64,36,61,9,64,8,61,0,61,0,61,102,64,8,61,8,64,35,61,26,64,1,61,0,61,232,64,0.5651865008881,64,1591,2815,0.023151125401929,61,36,1555,0.013100436681223,61,36,2748,0.036199095022624,61,8,221,0.439655172413793,64,102,232,2021/07/27,,0,64,1,64,0,64,2,64,2,64,2,64,1,64,0,64,1,64,0,61,0,61,2,61,1,61,1,61,1,61,2,61,1,61,0,61,0,61
TN,4,54,85,5,53,85,1,59,20277,143,12732,128,653,59,114,59,36,59,0,59,1,59,1696,139,216,59,204,59,644,59,595,59,9,59,7,59,2483,143,0.667015926236379,128,12732,19088,0.103273762454531,59,653,6323,0.064032163169249,59,653,10198,0.147138964577657,59,216,1468,0.704026567040266,139,1696,2409,2021/07/27,,0,59,5,59,12,59,20,59,28,59,20,59,16,59,13,59,0,59,0,59,8,59,5,59,8,59,2,59,6,59,2,59,5,59,0,59,3,59
TX,21,123,451,19,125,451,103,590,69848,595,52896,595,6583,590,957,595,458,590,21,590,67,590,6140,595,1709,590,1674,595,6408,590,5908,595,175,590,128,590,7151,595,0.757301569121521,595,52896,69848,0.125939813663408,590,6583,52271,0.095287033552384,590,6583,69086,0.244912582401834,590,1709,6978,0.858621171864075,595,6140,7151,2021/07/27,,9,595,80,595,121,595,158,595,152,595,155,595,138,595,79,595,65,595,3,590,46,590,40,590,66,590,87,590,83,590,56,590,54,590,23,590,49,590
UT,1,48,9,1,48,9,0,57,5877,58,3669,58,358,57,65,58,2,57,1,57,0,57,422,58,142,57,143,58,354,57,338,58,4,57,0,57,628,58,0.624298111281266,58,3669,5877,0.099004424778761,57,358,3616,0.061713497672815,57,358,5801,0.232786885245902,57,142,610,0.671974522292994,58,422,628,2021/07/27,,1,58,7,58,8,58,13,58,10,58,7,58,10,58,9,58,0,58,0,57,0,57,0,57,0,57,1,57,1,57,0,57,0,57,0,57,2,57
VA,16,69,20,18,67,20,19,102,18184,105,13107,105,470,102,77,105,158,102,6,102,24,102,1290,105,108,102,90,105,453,102,363,105,17,102,10,102,1943,105,0.720798504179498,105,13107,18184,0.036234677357181,102,470,12971,0.026227678571429,102,470,17920,0.057324840764331,102,108,1884,0.663921770458055,105,1290,1943,2021/07/27,,0,105,3,105,11,105,15,105,17,105,16,105,8,105,7,105,0,105,3,102,12,102,14,102,12,102,33,102,27,102,33,102,24,102,0,102,2,102
VI,2,0,0,2,0,0,6,2,168,2,113,2,18,2,0,2,0,2,0,2,0,2,11,2,6,2,6,2,18,2,18,2,0,2,0,2,20,2,0.672619047619048,2,113,168,0.15929203539823,2,18,113,0.107142857142857,2,18,168,0.3,2,6,20,0.55,2,11,20,2021/07/27,,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2
