state,collection_date,Staffed Adult ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total Staffed Adult ICU Beds,Total LL,Total UL
CW,2021-02-25,"62,633","62,474","62,792",73.08,72.50,73.67,"85,701","85,505","85,897"
CW,2021-02-26,"62,113","61,954","62,272",72.64,72.05,73.22,"85,512","85,317","85,708"
CW,2021-02-27,"60,653","60,495","60,811",71.07,70.49,71.66,"85,337","85,139","85,535"
CW,2021-02-28,"59,032","58,878","59,185",69.31,68.75,69.88,"85,166","84,979","85,353"
CW,2021-03-01,"58,768","58,624","58,912",69.17,68.64,69.71,"84,960","84,783","85,137"
CW,2021-03-02,"60,956","60,824","61,087",71.62,71.14,72.11,"85,106","84,946","85,265"
CW,2021-03-03,"61,248","61,146","61,351",71.84,71.46,72.22,"85,255","85,130","85,380"
CW,2021-03-04,"60,929","60,920","60,939",71.70,71.66,71.73,"84,981","84,970","84,992"
CW,2021-03-05,"60,866","60,826","60,906",71.49,71.28,71.70,"85,135","85,044","85,226"
CW,2021-03-06,"59,490","59,437","59,544",70.18,69.96,70.40,"84,768","84,685","84,852"
CW,2021-03-07,"57,882","57,795","57,969",68.61,68.28,68.95,"84,358","84,246","84,471"
CW,2021-03-08,"57,628","57,608","57,649",68.40,68.34,68.46,"84,252","84,245","84,260"
CW,2021-03-09,"59,770","59,699","59,842",70.70,70.50,70.90,"84,538","84,529","84,548"
CW,2021-03-10,"60,097","60,055","60,138",71.07,70.90,71.24,"84,560","84,497","84,623"
CW,2021-03-11,"60,125","60,122","60,129",71.12,71.10,71.14,"84,541","84,534","84,548"
CW,2021-03-12,"59,684","59,672","59,696",70.64,70.59,70.68,"84,492","84,478","84,506"
CW,2021-03-13,"58,357","58,272","58,443",69.32,69.07,69.57,"84,186","84,155","84,217"
CW,2021-03-14,"56,523","56,434","56,611",67.22,66.95,67.48,"84,088","84,058","84,118"
CW,2021-03-15,"56,515","56,431","56,600",67.46,67.17,67.75,"83,778","83,700","83,855"
CW,2021-03-16,"58,745","58,703","58,788",69.92,69.80,70.05,"84,014","83,993","84,036"
CW,2021-03-17,"59,380","59,358","59,402",70.65,70.57,70.72,"84,051","84,030","84,072"
CW,2021-03-18,"59,224","59,210","59,239",70.51,70.46,70.55,"84,000","83,986","84,014"
CW,2021-03-19,"59,208","59,189","59,227",70.38,70.27,70.49,"84,126","84,081","84,172"
CW,2021-03-20,"57,909","57,893","57,924",69.10,69.03,69.17,"83,801","83,774","83,828"
CW,2021-03-21,"56,136","56,094","56,177",67.27,67.11,67.43,"83,445","83,391","83,499"
CW,2021-03-22,"56,160","56,119","56,202",67.25,67.10,67.41,"83,508","83,460","83,556"
CW,2021-03-23,"58,774","58,737","58,812",70.11,69.98,70.24,"83,834","83,798","83,870"
CW,2021-03-24,"59,514","59,447","59,582",70.64,70.39,70.88,"84,256","84,178","84,333"
CW,2021-03-25,"59,335","59,249","59,420",70.62,70.30,70.95,"84,016","83,909","84,124"
CW,2021-03-26,"59,135","59,004","59,266",70.51,70.00,71.02,"83,868","83,695","84,040"
CW,2021-03-27,"57,960","57,478","58,442",69.29,67.45,71.14,"83,646","83,033","84,259"
AK,2021-02-25,100,100,100,78.74,78.74,78.74,127,127,127
AL,2021-02-25,"1,373","1,373","1,373",86.14,86.14,86.14,"1,594","1,594","1,594"
AR,2021-02-25,774,774,774,76.26,76.26,76.26,"1,015","1,015","1,015"
AZ,2021-02-25,"1,267","1,267","1,267",57.49,57.49,57.49,"2,204","2,204","2,204"
CA,2021-02-25,"5,808","5,808","5,808",77.77,77.77,77.77,"7,468","7,468","7,468"
CO,2021-02-25,835,835,835,63.40,63.40,63.40,"1,317","1,317","1,317"
CT,2021-02-25,606,606,606,57.99,57.99,57.99,"1,045","1,045","1,045"
DC,2021-02-25,289,289,289,86.27,86.27,86.27,335,335,335
DE,2021-02-25,160,160,160,84.21,84.21,84.21,190,190,190
FL,2021-02-25,"5,231","5,231","5,231",81.25,81.25,81.25,"6,438","6,438","6,438"
GA,2021-02-25,"2,215","2,057","2,373",80.90,62.92,98.88,"2,738","2,546","2,930"
HI,2021-02-25,144,144,144,63.16,63.16,63.16,228,228,228
IA,2021-02-25,450,450,450,67.67,67.67,67.67,665,665,665
ID,2021-02-25,200,200,200,66.01,66.01,66.01,303,303,303
IL,2021-02-25,"2,193","2,193","2,193",63.18,63.18,63.18,"3,471","3,471","3,471"
IN,2021-02-25,"1,474","1,474","1,474",67.80,67.80,67.80,"2,174","2,174","2,174"
KS,2021-02-25,585,585,585,72.67,72.67,72.67,805,805,805
KY,2021-02-25,"1,130","1,130","1,130",64.20,64.20,64.20,"1,760","1,760","1,760"
LA,2021-02-25,"1,279","1,279","1,279",71.77,71.77,71.77,"1,782","1,782","1,782"
MA,2021-02-25,"1,079","1,073","1,085",75.35,73.69,77.00,"1,432","1,421","1,443"
MD,2021-02-25,"1,007",997,"1,017",75.89,73.01,78.76,"1,327","1,309","1,345"
ME,2021-02-25,228,228,228,68.26,68.26,68.26,334,334,334
MI,2021-02-25,"2,008","1,993","2,023",75.40,73.80,77.01,"2,663","2,648","2,678"
MN,2021-02-25,645,645,645,72.07,72.07,72.07,895,895,895
MS,2021-02-25,665,665,665,79.55,79.55,79.55,836,836,836
MT,2021-02-25,114,114,114,53.52,53.52,53.52,213,213,213
